GEO_ID,C18008_001E,C18008_001M,C18008_002E,C18008_002M,C18008_003E,C18008_003M,C18008_004E,C18008_004M,C18008_005E,C18008_005M,C18008_006E,C18008_006M,C18008_007E,C18008_007M,NAME,C18008_001EA,C18008_001MA,C18008_002EA,C18008_002MA,C18008_003EA,C18008_003MA,C18008_004MA,C18008_004EA,C18008_005MA,C18008_005EA,C18008_006EA,C18008_006MA,C18008_007EA,C18008_007MA,state
0400000US01,2951988,4297,1427442,3763,147660,5426,1279782,5994,1524546,3722,166085,5842,1358461,6544,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,228486,2076,13528,1634,214958,2673,223958,2030,14801,2222,209157,3131,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,1936954,4703,117794,4784,1819160,6855,1923280,3362,130972,6227,1792308,6747,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,872342,4383,98504,4213,773838,5519,904820,2917,103172,4786,801648,5785,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,11846411,8943,672287,14747,11174124,16325,11790801,8460,722300,11352,11068501,13297,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,1602294,3307,86394,4644,1515900,5707,1573638,3457,84910,4787,1488728,5334,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,1117245,2770,57585,3520,1059660,4387,1165610,2280,65499,4006,1100111,4616,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,265929,1329,18332,2099,247597,2389,282343,1325,18656,2248,263687,2543,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,183679,3548,10878,1707,172801,3884,212432,1486,10730,1363,201702,2031,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,5550811,9010,378823,10781,5171988,14204,5729548,7991,412131,10675,5317417,10392,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6109836,7200,2979932,6442,201867,7603,2778065,9394,3129904,5865,228079,7352,2901825,8822,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,801975,3569,393209,2532,22383,2258,370826,3258,408766,1987,19452,2161,389314,3121,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,930511,2620,468251,2720,32227,2789,436024,3867,462260,1999,31977,2149,430283,2624,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8341109,6406,4142103,5491,233688,7105,3908415,8814,4199006,4688,232032,6460,3966974,7695,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4087653,4336,2032154,4175,138386,5901,1893768,7907,2055499,4368,162238,6189,1893261,7494,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1896485,2715,952677,2471,57903,3149,894774,3666,943808,2377,61743,3802,882065,4328,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1756190,3397,876175,3091,53706,3045,822469,4126,880015,2536,55069,3597,824946,4259,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2736210,4684,1342646,4173,159981,6147,1182665,7415,1393564,4024,174578,5545,1218986,7432,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2732075,5364,1314613,4208,136138,5669,1178475,7035,1417462,3719,121556,5848,1295906,6831,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,874798,2300,429435,1843,39447,2525,389988,3154,445363,1566,44646,2803,400717,3185,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3701954,4420,1774866,4191,97862,5068,1677004,6278,1927088,3079,100463,4831,1826625,5775,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4268589,3903,2085443,3224,131152,5919,1954291,6732,2183146,3315,136744,5163,2046402,6170,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6583481,5392,3254406,4314,255574,7429,2998832,7853,3329075,4334,275612,7814,3053463,9063,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3404922,3624,1710669,2760,93945,4112,1616724,4646,1694253,3053,90177,4076,1604076,4998,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1833556,4030,880213,4344,101091,4657,779122,6200,953343,3275,114388,4810,838955,5045,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3744132,4536,1835874,4263,150416,6212,1685458,7819,1908258,3602,167268,5546,1740990,6245,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,614663,2208,307750,1782,26212,2856,281538,3226,306913,2087,21739,1906,285174,2919,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1127084,2273,567514,1994,30665,2155,536849,2993,559570,1671,30591,2321,528979,2517,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1630778,2730,830895,3177,49272,3218,781623,4258,799883,3211,46648,3645,753235,4630,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,887758,2003,440302,1960,26789,2477,413513,3203,447456,1828,30026,2790,417430,3487,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5686100,4835,2797629,3487,150366,6027,2647263,8220,2888471,3504,154535,5961,2733936,7241,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1239177,3348,606224,2889,45153,3426,561071,4196,632953,2333,43587,3106,589366,3865,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12662582,7936,6158446,6158,396428,10067,5762018,11713,6504136,5364,426695,9987,6077441,11783,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5732292,7173,2798671,5843,231950,8882,2566721,10448,2933621,5850,257929,8389,2675692,10320,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,407708,1756,204938,1628,9150,1412,195788,2007,202770,1629,10243,1254,192527,1931,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7409099,5594,3633051,5170,277786,8800,3355265,9374,3776048,4791,301425,7501,3474623,8069,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2252472,4205,1105835,3572,107430,4067,998405,4721,1146637,3780,114881,4516,1031756,5420,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2440267,3607,1219844,2861,89015,4823,1130829,5502,1220423,3067,96277,5335,1124146,5301,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7989954,6293,3923371,4064,302532,9023,3620839,10371,4066583,4926,317831,7212,3748752,9046,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,705218,1877,343731,1685,24666,2484,319065,2989,361487,1725,26822,2637,334665,2877,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2780504,4478,1340221,4134,121250,5527,1218971,6478,1440283,3552,135332,5711,1304951,6386,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,490361,1814,246819,1788,12480,1688,234339,2543,243542,1765,13319,1639,230223,2128,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3934144,5645,1929809,4735,189162,6974,1740647,8834,2004335,3603,210378,6444,1793957,7662,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15011389,10095,7443857,8342,456723,11276,6987134,14193,7567532,8421,487529,11553,7080003,13127,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1596399,2657,799540,2581,36289,2487,763251,3718,796859,1900,44571,2895,752288,3219,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,424097,1174,210319,1187,14237,1628,196082,2008,213778,1011,17621,1633,196157,2023,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4984991,8760,2416178,7290,153921,5981,2262257,9321,2568813,4488,164362,6946,2404451,8120,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4237999,5016,2110648,4627,149420,6307,1961228,7496,2127351,3733,165499,6163,1961852,7044,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1181724,2475,586159,2207,83254,4340,502905,4766,595565,2210,80004,3620,515561,3903,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3635308,3645,1823427,2866,102476,4257,1720951,5378,1811881,3238,106684,4836,1705197,5550,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,340103,1939,172569,1955,11792,1876,160777,2374,167534,1379,11473,1592,156061,2135,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2500501,3031,1189229,2279,160721,5984,1028508,6162,1311272,2125,157976,5647,1153296,5773,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
