GEO_ID,C19037_001E,C19037_001M,C19037_002E,C19037_002M,C19037_003E,C19037_003M,C19037_004E,C19037_004M,C19037_005E,C19037_005M,C19037_006E,C19037_006M,C19037_007E,C19037_007M,C19037_008E,C19037_008M,C19037_009E,C19037_009M,C19037_010E,C19037_010M,C19037_011E,C19037_011M,C19037_012E,C19037_012M,C19037_013E,C19037_013M,C19037_014E,C19037_014M,C19037_015E,C19037_015M,C19037_016E,C19037_016M,C19037_017E,C19037_017M,C19037_018E,C19037_018M,C19037_019E,C19037_019M,C19037_020E,C19037_020M,C19037_021E,C19037_021M,C19037_022E,C19037_022M,C19037_023E,C19037_023M,C19037_024E,C19037_024M,C19037_025E,C19037_025M,C19037_026E,C19037_026M,C19037_027E,C19037_027M,C19037_028E,C19037_028M,C19037_029E,C19037_029M,C19037_030E,C19037_030M,C19037_031E,C19037_031M,C19037_032E,C19037_032M,C19037_033E,C19037_033M,C19037_034E,C19037_034M,C19037_035E,C19037_035M,C19037_036E,C19037_036M,C19037_037E,C19037_037M,C19037_038E,C19037_038M,C19037_039E,C19037_039M,C19037_040E,C19037_040M,C19037_041E,C19037_041M,C19037_042E,C19037_042M,C19037_043E,C19037_043M,C19037_044E,C19037_044M,C19037_045E,C19037_045M,NAME,C19037_001MA,C19037_001EA,C19037_002MA,C19037_002EA,C19037_003EA,C19037_003MA,C19037_004EA,C19037_004MA,C19037_005MA,C19037_005EA,C19037_006MA,C19037_006EA,C19037_007MA,C19037_007EA,C19037_008EA,C19037_008MA,C19037_009EA,C19037_009MA,C19037_010MA,C19037_010EA,C19037_011MA,C19037_011EA,C19037_012MA,C19037_012EA,C19037_013EA,C19037_013MA,C19037_014EA,C19037_014MA,C19037_015MA,C19037_015EA,C19037_016MA,C19037_016EA,C19037_017MA,C19037_017EA,C19037_018EA,C19037_018MA,C19037_019EA,C19037_019MA,C19037_020MA,C19037_020EA,C19037_021MA,C19037_021EA,C19037_022MA,C19037_022EA,C19037_023EA,C19037_023MA,C19037_024EA,C19037_024MA,C19037_025EA,C19037_025MA,C19037_026MA,C19037_026EA,C19037_027MA,C19037_027EA,C19037_028EA,C19037_028MA,C19037_029EA,C19037_029MA,C19037_030EA,C19037_030MA,C19037_031MA,C19037_031EA,C19037_032MA,C19037_032EA,C19037_033EA,C19037_033MA,C19037_034EA,C19037_034MA,C19037_035EA,C19037_035MA,C19037_036EA,C19037_036MA,C19037_037MA,C19037_037EA,C19037_038MA,C19037_038EA,C19037_039EA,C19037_039MA,C19037_040EA,C19037_040MA,C19037_041EA,C19037_041MA,C19037_042MA,C19037_042EA,C19037_043MA,C19037_043EA,C19037_044EA,C19037_044MA,C19037_045EA,C19037_045MA,state
0400000US01,1796058,10547,92169,5293,26856,2720,11060,1824,19170,2345,13100,1950,10438,1705,8900,1692,1830,764,688,334,77,77,50,89,626431,8036,64245,4420,31955,2822,73040,4029,77293,4112,102686,5735,129266,5806,76173,4108,50025,3365,11252,1751,10496,1556,684175,6329,65086,4464,38931,2821,77741,3834,76221,3952,94121,4078,133573,4435,80394,3921,74692,3285,22205,1828,21211,2219,393283,3873,58284,3314,54188,3085,81783,3868,55487,3054,56070,3046,45337,2570,18754,1867,13739,1597,4723,834,4918,983,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,12314,1552,691,359,819,611,1896,690,2124,606,3128,914,2178,717,646,357,654,460,172,294,6,14,91938,3100,3943,1004,3364,994,6963,1307,8714,1508,15455,1912,20621,1699,15616,1770,12159,1574,3848,935,1255,549,100510,2686,5528,1045,5227,1131,6495,1243,6383,997,10717,1257,19669,1754,16475,1641,17829,1519,6818,873,5369,940,25116,1385,695,281,2746,603,4037,718,3747,788,3767,687,4157,669,2191,582,2166,499,1104,479,506,270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,116457,6239,19099,1973,10219,1667,20918,2466,17909,2028,20325,2447,19179,2636,5048,1219,2941,866,279,252,540,364,841895,9497,47856,4433,29564,3453,85263,5460,96006,5499,146404,6937,184909,6802,108813,5095,95905,4678,26866,2841,20309,2223,788071,7221,51087,3668,30234,2552,69769,4157,73225,4447,113704,4888,156904,5259,107858,4471,108992,4904,39283,2842,37015,2624,478569,4478,39928,3180,49329,3216,86173,3881,76021,3924,81035,3573,69469,3226,32778,2394,26948,1938,8736,1450,8152,1286,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,67255,3787,18191,3076,6494,1400,13852,2143,9966,1708,10158,1546,6421,1539,1827,642,191,219,98,110,57,93,380137,6087,33069,2759,20400,2460,48051,3847,53229,3490,69591,3951,77919,4271,42095,3010,25078,2110,5972,1134,4733,872,407960,4349,36303,2534,27870,2615,50584,3488,48856,3538,66251,3414,79788,3467,43844,3419,34770,2666,10233,1572,9461,1297,248076,3562,35771,2341,32756,2277,56539,2813,36504,2541,34314,2059,28418,1956,12414,1587,7546,1114,1845,532,1969,524,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,528323,11686,81561,4704,41335,3784,93274,5954,75889,4791,88810,4916,83837,4827,36145,3306,20074,2318,4482,1187,2916,884,4796257,21472,224372,8823,173598,8348,421949,12192,464419,12692,677249,13697,969775,15726,664678,12725,725017,12036,249791,6481,225409,7132,4586851,15964,224150,6744,174118,6195,340738,8970,342640,9257,538189,11806,835014,11791,656408,11663,790501,12642,334228,8041,350865,7853,2239796,12448,195301,7237,246690,7380,371897,8526,290392,6936,326185,7888,334385,5866,183513,5641,161081,5321,61354,2964,68998,3945,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,105927,4688,19854,2155,9760,1687,20712,2339,17908,2488,18525,2301,13210,1884,3831,1191,1703,745,56,91,368,430,736099,7022,38904,3128,27463,3023,65239,4518,80334,5079,116542,5989,155384,5102,106396,5283,96484,4060,27830,2351,21523,2066,709251,6074,40816,2903,23246,2600,48471,2824,58966,3552,95747,4615,138655,5339,102932,4592,113943,3846,43832,2794,42643,2432,295711,4343,27422,2100,30892,2507,55187,2963,41607,2705,45049,2720,44728,2484,23634,2222,16367,1613,5432,1013,5393,821,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,41445,3475,6974,1267,2308,832,5339,1293,5848,1257,8207,1359,8161,1770,2645,771,1615,673,238,222,110,183,469619,6103,20088,2142,12178,1646,28235,2774,36691,2630,61906,4127,100300,4509,74892,4033,80172,3649,27209,2347,27948,2189,534227,4781,27699,2835,13571,1863,26822,2633,34004,2802,53258,3023,98239,4187,85509,3732,101530,3918,42645,3134,50950,2789,280152,3923,20431,1947,30438,2034,50174,3197,37637,2591,41864,2697,39958,2515,23635,1770,19277,1562,6659,856,10079,1192,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,12921,1887,2216,741,1235,665,1414,530,1955,723,2254,906,2033,816,1493,639,304,336,0,261,17,28,117651,3012,5642,1496,2935,862,11208,1934,9023,1829,18858,2337,27501,3084,18801,2124,16661,2258,3662,933,3360,825,119991,2409,5851,1039,3306,740,7913,1347,10480,1580,17502,2055,24681,1875,17700,1688,20003,1830,7006,1054,5549,958,69547,1518,5793,1366,6794,1094,13849,1508,10126,984,12401,1339,9424,1149,4752,652,4430,894,766,302,1212,407,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,14252,1585,3982,1053,626,429,1502,575,1878,843,2761,944,1705,651,860,333,698,405,122,148,118,180,101270,2942,9406,1630,3364,992,6560,1547,7978,1579,13445,1858,19796,1994,11728,1919,13083,1923,7790,1312,8120,1284,85192,2536,11253,1944,3547,869,7590,1502,7024,1296,9121,1361,12202,1479,9942,1615,10995,1603,4455,894,9063,1136,49742,1632,7873,1331,3804,856,7400,1285,4872,919,6264,959,5848,1003,3838,795,4556,845,2070,641,3217,810,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,322476,10030,55561,4269,28204,3453,66235,4518,54107,4509,52298,3753,43268,3270,13601,2075,7359,1451,1005,534,838,557,2372880,15797,121258,6100,88201,4625,229091,8469,291661,9170,412370,11996,540767,12739,312174,9944,249437,8563,65874,4643,62047,3978,2570615,12544,171995,7420,104412,5517,237387,8146,266414,8106,380825,10434,514853,9648,334172,9685,328973,8604,107365,5062,124219,4596,1840071,10316,194388,6886,202771,6930,349855,7140,266899,7118,282905,7372,261401,6589,116463,4656,94514,4279,30307,2200,40568,2460,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
