GEO_ID,B24011_001E,B24011_001M,B24011_002E,B24011_002M,B24011_003E,B24011_003M,B24011_004E,B24011_004M,B24011_005E,B24011_005M,B24011_006E,B24011_006M,B24011_007E,B24011_007M,B24011_008E,B24011_008M,B24011_009E,B24011_009M,B24011_010E,B24011_010M,B24011_011E,B24011_011M,B24011_012E,B24011_012M,B24011_013E,B24011_013M,B24011_014E,B24011_014M,B24011_015E,B24011_015M,B24011_016E,B24011_016M,B24011_017E,B24011_017M,B24011_018E,B24011_018M,B24011_019E,B24011_019M,B24011_020E,B24011_020M,B24011_021E,B24011_021M,B24011_022E,B24011_022M,B24011_023E,B24011_023M,B24011_024E,B24011_024M,B24011_025E,B24011_025M,B24011_026E,B24011_026M,B24011_027E,B24011_027M,B24011_028E,B24011_028M,B24011_029E,B24011_029M,B24011_030E,B24011_030M,B24011_031E,B24011_031M,B24011_032E,B24011_032M,B24011_033E,B24011_033M,B24011_034E,B24011_034M,B24011_035E,B24011_035M,B24011_036E,B24011_036M,B24011_037E,B24011_037M,NAME,B24011_001MA,B24011_001EA,B24011_002MA,B24011_002EA,B24011_003MA,B24011_003EA,B24011_004EA,B24011_004MA,B24011_005EA,B24011_005MA,B24011_006EA,B24011_006MA,B24011_007MA,B24011_007EA,B24011_008MA,B24011_008EA,B24011_009EA,B24011_009MA,B24011_010EA,B24011_010MA,B24011_011EA,B24011_011MA,B24011_012MA,B24011_012EA,B24011_013MA,B24011_013EA,B24011_014EA,B24011_014MA,B24011_015EA,B24011_015MA,B24011_016EA,B24011_016MA,B24011_017MA,B24011_017EA,B24011_018MA,B24011_018EA,B24011_019EA,B24011_019MA,B24011_020EA,B24011_020MA,B24011_021EA,B24011_021MA,B24011_022MA,B24011_022EA,B24011_023MA,B24011_023EA,B24011_024MA,B24011_024EA,B24011_025MA,B24011_025EA,B24011_026MA,B24011_026EA,B24011_027EA,B24011_027MA,B24011_028EA,B24011_028MA,B24011_029MA,B24011_029EA,B24011_030MA,B24011_030EA,B24011_031MA,B24011_031EA,B24011_032EA,B24011_032MA,B24011_033EA,B24011_033MA,B24011_034MA,B24011_034EA,B24011_035MA,B24011_035EA,B24011_036MA,B24011_036EA,B24011_037MA,B24011_037EA,state
0400000US01,27106,275,41706,395,46689,936,49700,2171,42214,1913,40046,594,55938,5169,60678,2430,45290,5831,30083,1196,62080,6083,34693,1457,25233,3040,40371,973,49976,1369,28639,1756,13838,525,16780,651,32304,1583,27010,2731,40442,4359,10171,441,15058,956,11475,700,23000,622,22069,630,23425,594,15702,2457,28899,1318,25455,924,32925,1582,25971,467,26882,620,24389,1295,39855,2978,29444,1883,19465,1148,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34713,1429,48985,1812,50492,1513,51496,2150,48311,4502,47944,2138,53901,6531,75122,8536,47521,3866,36489,2143,63169,9274,37466,5389,29210,3160,54165,5441,62110,4018,40623,4224,18583,2580,30433,4221,52420,4291,47227,5896,57438,6381,15491,2472,15655,3513,12917,4029,26082,1057,23663,4015,26573,1055,37135,6659,41905,2057,40209,5992,48190,5694,30556,4049,26427,5442,31735,4452,55397,7221,31938,10761,23101,3049,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,30163,226,45835,498,50947,600,53685,1794,45379,1506,41653,493,56143,3130,64607,2607,45134,4622,33658,1652,59370,8318,32314,860,32638,2626,48402,2658,54473,2377,32028,1364,16535,333,21458,900,37077,2070,29078,3713,45640,2555,12658,709,16157,421,15369,784,26560,479,29999,1209,25453,506,16681,2286,29126,919,26503,602,36263,1158,25922,735,27070,1013,24920,1210,40364,5862,28678,1726,17002,1878,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24885,352,38748,1084,41851,1038,42244,1771,40397,2387,36851,733,51227,3176,48150,3916,40461,3994,31189,1046,45241,7101,33106,1946,21477,4296,39630,1893,48371,1669,26254,1547,13320,538,15695,793,27690,2356,21994,3810,31191,2472,9540,838,14469,1095,11656,800,21605,483,20990,1133,21823,476,18872,1709,29146,1186,25463,1159,34242,2374,24960,699,24839,970,25087,979,40633,7804,26984,1553,21278,913,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32017,102,55151,425,60629,306,65595,764,51244,391,51583,288,72052,673,71156,629,56509,1790,37076,729,81128,2889,36904,794,39797,1381,56902,893,68405,1958,36158,649,17292,177,22146,448,48281,2992,27353,1033,71776,867,14316,390,16993,303,14353,392,28510,382,29185,783,28205,407,15117,526,32118,257,30458,351,37261,657,24887,409,24650,539,25144,446,37459,3461,31023,591,18881,499,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31858,227,48643,1048,52794,1356,57241,1929,48884,1799,44286,1259,66781,1778,67795,4304,46469,3388,31792,840,54492,6612,31337,834,31977,2256,47877,2513,55486,2206,34558,1944,16400,488,21270,1308,40868,1875,28974,3133,50684,1272,11870,451,16940,939,13200,1138,27825,879,30437,710,26731,599,18626,2514,31726,615,30173,878,36728,1341,26827,862,27891,1671,25874,1223,41940,3917,30196,2592,19846,1609,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,37541,674,56695,809,66783,1362,72745,3283,57356,2958,51026,477,71390,1490,67198,2331,62898,8989,39356,5443,79948,7172,37532,2890,39796,4464,51456,755,59793,3542,38434,2471,20158,635,26022,942,50002,4829,28078,4804,61501,2413,13358,1131,20523,1283,15628,1352,30757,515,31426,874,30396,646,27000,13962,40742,1145,39527,2773,42097,2322,31313,813,34038,1743,27634,2118,40717,10457,29619,2512,22984,3750,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,33627,1131,47956,1599,51515,1585,56161,4346,44723,4814,45502,1832,57035,7106,62399,10138,55071,4713,33105,3420,52260,13535,38023,4014,41017,3619,47047,3150,53576,4805,35130,3817,17444,1594,22275,2342,41135,1541,35515,7130,47533,4886,12064,1464,22009,1530,17136,4684,29293,1640,29743,2797,29091,1789,15360,4173,36801,1356,36404,1944,37462,2615,30978,1619,34866,4837,26746,2903,53910,18684,32481,9511,20184,2519,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,41286,777,59268,2213,68715,5468,71082,4878,63466,8422,53275,3180,66753,7041,64145,3991,59594,17347,40127,3154,92055,11357,39171,5306,48232,5375,48530,3967,55025,7983,41231,1858,22354,1268,25381,3158,30843,1872,30386,3047,61474,30847,21438,3323,20042,1615,20989,5379,31497,1807,25521,2695,34119,2612,13975,4680,33742,2082,32900,1770,40000,8563,27311,4966,26923,8585,28340,5875,18599,21048,31351,10052,26504,8652,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,28871,257,43584,623,49972,766,51935,462,42541,1080,40555,284,55494,1640,54876,2805,45902,2015,31392,634,53438,3771,33714,496,32399,981,44821,1311,53927,1577,30811,750,17369,200,21157,393,34709,1141,25771,908,42360,1532,13225,456,16742,306,16063,597,25784,207,27290,519,25087,213,15136,919,28509,595,26397,359,33419,1061,24889,503,25191,503,24553,760,39594,2322,27419,858,17106,584,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
