GEO_ID,C11002F_001E,C11002F_001M,C11002F_002E,C11002F_002M,C11002F_003E,C11002F_003M,NAME,C11002F_001EA,C11002F_001MA,C11002F_002EA,C11002F_002MA,C11002F_003MA,C11002F_003EA,state
0400000US01,32544,4924,28191,4712,4353,1340,Alabama,null,null,null,null,null,null,01
0400000US02,11513,2805,9080,2520,2433,1618,Alaska,null,null,null,null,null,null,02
0400000US04,617527,20601,564524,20266,53003,6260,Arizona,null,null,null,null,null,null,04
0400000US05,64509,6012,58751,5216,5758,2781,Arkansas,null,null,null,null,null,null,05
0400000US06,6265329,60511,5873313,64262,392016,15932,California,null,null,null,null,null,null,06
0400000US08,328598,14784,298820,14557,29778,3781,Colorado,null,null,null,null,null,null,08
0400000US09,171846,9990,152270,9839,19576,3166,Connecticut,null,null,null,null,null,null,09
0400000US10,20520,3952,18664,3943,1856,1038,Delaware,null,null,null,null,null,null,10
0400000US11,26500,3768,20719,3896,5781,2270,District of Columbia,null,null,null,null,null,null,11
0400000US12,736189,25729,645069,25344,91120,8716,Florida,null,null,null,null,null,null,12
0400000US13,341609,13720,296283,14400,45326,7659,Georgia,null,null,null,null,null,null,13
0400000US15,13332,2921,11063,2825,2269,919,Hawaii,null,null,null,null,null,null,15
0400000US16,35128,4797,33081,4774,2047,853,Idaho,null,null,null,null,null,null,16
0400000US17,1083706,24972,1011144,23171,72562,7828,Illinois,null,null,null,null,null,null,17
0400000US18,143832,9979,131341,10095,12491,2677,Indiana,null,null,null,null,null,null,18
0400000US19,42067,5042,38395,5015,3672,1345,Iowa,null,null,null,null,null,null,19
0400000US20,93349,7315,81858,6841,11491,2637,Kansas,null,null,null,null,null,null,20
0400000US21,27439,4386,24697,4296,2742,1323,Kentucky,null,null,null,null,null,null,21
0400000US22,42094,5175,33976,4595,8118,2419,Louisiana,null,null,null,null,null,null,22
0400000US23,4090,1482,3917,1490,173,191,Maine,null,null,null,null,null,null,23
0400000US24,144140,11882,130279,11651,13861,2919,Maryland,null,null,null,null,null,null,24
0400000US25,266400,13556,234746,13220,31654,5288,Massachusetts,null,null,null,null,null,null,25
0400000US26,158921,8401,143840,8296,15081,2418,Michigan,null,null,null,null,null,null,26
0400000US27,75027,7706,66661,7654,8366,2405,Minnesota,null,null,null,null,null,null,27
0400000US28,15072,2628,12674,2537,2398,934,Mississippi,null,null,null,null,null,null,28
0400000US29,55374,5669,49254,5646,6120,2003,Missouri,null,null,null,null,null,null,29
0400000US30,9087,2794,5326,2053,3761,1895,Montana,null,null,null,null,null,null,30
0400000US31,52488,5281,47539,5448,4949,1398,Nebraska,null,null,null,null,null,null,31
0400000US32,201341,12953,185558,12687,15783,2942,Nevada,null,null,null,null,null,null,32
0400000US33,7845,2619,6332,2762,1513,1393,New Hampshire,null,null,null,null,null,null,33
0400000US34,648782,18427,581611,17434,67171,6302,New Jersey,null,null,null,null,null,null,34
0400000US35,304008,13147,268204,13421,35804,3915,New Mexico,null,null,null,null,null,null,35
0400000US36,1730442,29915,1536751,29552,193691,12383,New York,null,null,null,null,null,null,36
0400000US37,328615,13032,293620,13623,34995,5299,North Carolina,null,null,null,null,null,null,37
0400000US38,4074,1140,3331,1124,743,583,North Dakota,null,null,null,null,null,null,38
0400000US39,93007,7133,83483,7523,9524,1770,Ohio,null,null,null,null,null,null,39
0400000US40,88258,6531,80111,6539,8147,2082,Oklahoma,null,null,null,null,null,null,40
0400000US41,118892,9708,108817,9508,10075,2706,Oregon,null,null,null,null,null,null,41
0400000US42,248004,10657,223421,11116,24583,3643,Pennsylvania,null,null,null,null,null,null,42
0400000US44,72179,6697,66968,6671,5211,1514,Rhode Island,null,null,null,null,null,null,44
0400000US45,53923,5344,48871,5208,5052,1909,South Carolina,null,null,null,null,null,null,45
0400000US46,6986,2204,5533,2394,1453,751,South Dakota,null,null,null,null,null,null,46
0400000US47,70889,6095,61249,6677,9640,3118,Tennessee,null,null,null,null,null,null,47
0400000US48,3002541,45731,2761089,43253,241452,11568,Texas,null,null,null,null,null,null,48
0400000US49,111782,10116,103542,9679,8240,2421,Utah,null,null,null,null,null,null,49
0400000US50,1572,765,1151,630,421,342,Vermont,null,null,null,null,null,null,50
0400000US51,188267,11754,162954,10903,25313,4395,Virginia,null,null,null,null,null,null,51
0400000US53,269581,14259,246648,14179,22933,4010,Washington,null,null,null,null,null,null,53
0400000US54,1413,700,1047,638,366,306,West Virginia,null,null,null,null,null,null,54
0400000US55,130017,7504,115290,7744,14727,2805,Wisconsin,null,null,null,null,null,null,55
0400000US56,12551,2425,10874,2307,1677,1139,Wyoming,null,null,null,null,null,null,56
0400000US72,471070,16283,428946,15807,42124,3519,Puerto Rico,null,null,null,null,null,null,72
