GEO_ID,B25098_001E,B25098_001M,B25098_002E,B25098_002M,B25098_003E,B25098_003M,B25098_004E,B25098_004M,B25098_005E,B25098_005M,B25098_006E,B25098_006M,B25098_007E,B25098_007M,B25098_008E,B25098_008M,B25098_009E,B25098_009M,B25098_010E,B25098_010M,B25098_011E,B25098_011M,B25098_012E,B25098_012M,B25098_013E,B25098_013M,B25098_014E,B25098_014M,B25098_015E,B25098_015M,B25098_016E,B25098_016M,B25098_017E,B25098_017M,B25098_018E,B25098_018M,B25098_019E,B25098_019M,NAME,B25098_001MA,B25098_001EA,B25098_002MA,B25098_002EA,B25098_003EA,B25098_003MA,B25098_004MA,B25098_004EA,B25098_005MA,B25098_005EA,B25098_006MA,B25098_006EA,B25098_007MA,B25098_007EA,B25098_008EA,B25098_008MA,B25098_009EA,B25098_009MA,B25098_010EA,B25098_010MA,B25098_011MA,B25098_011EA,B25098_012MA,B25098_012EA,B25098_013EA,B25098_013MA,B25098_014EA,B25098_014MA,B25098_015EA,B25098_015MA,B25098_016MA,B25098_016EA,B25098_017MA,B25098_017EA,B25098_018MA,B25098_018EA,B25098_019EA,B25098_019MA,state
0400000US21,1167081,10490,727606,8390,22560,2477,76868,4327,71564,4591,120409,4801,178994,6258,119764,4382,94851,4279,42596,3148,439475,6964,53687,3540,130505,4457,58071,2938,67494,4124,66749,3837,26154,1788,23273,1829,13542,1608,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1071667,10774,603964,9975,20997,2296,63268,4301,55904,3625,88247,4081,142039,6321,101272,4381,86981,3574,45256,3147,467703,8460,53494,3511,123793,4785,61857,3288,73054,3894,73092,3522,37177,2243,27900,2409,17336,1939,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,399076,5723,259926,5287,5062,794,22043,1792,24569,1938,41689,2761,70810,3733,46115,3393,33988,2185,15650,1561,139150,4037,13063,1568,35792,2182,21906,1987,23957,1923,21648,1740,10584,1417,7855,1155,4345,823,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1450411,12170,1116382,12573,15733,1818,46084,2941,52294,3529,110079,5220,218549,6515,202930,7217,265302,7076,205411,6267,334029,6141,20536,1860,60353,3565,39783,2672,45284,2841,61803,3696,38552,2690,38559,2567,29159,2302,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1588359,10560,1144780,10855,18226,2383,50110,3260,53569,3246,102660,5223,231428,7016,213830,6255,277658,6369,197299,6247,443579,6770,23792,2370,89869,3951,49129,3078,66878,3551,78037,3156,46709,2767,48506,2676,40659,2426,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2908273,13927,2008547,14038,51521,2915,162429,6436,172033,6379,288173,6253,491740,9100,348419,6817,329750,6596,164482,5272,899726,9380,67254,3102,221326,5378,136731,4514,155074,5083,154293,4426,69534,3273,58290,3408,37224,2352,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1558206,8771,1118573,9743,16463,1314,59045,2844,75021,3532,152390,4483,280029,7164,221635,5209,202767,5355,111223,4445,439633,5793,27390,2073,96116,3012,57449,2277,72525,2952,84959,3122,41957,2471,35180,2034,24057,1886,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,760318,9031,433951,8347,22090,2164,63766,4607,49719,3275,66398,4191,97840,4871,63396,3288,49155,2915,21587,2017,326367,6633,43816,2895,96926,4396,43187,3249,47484,3399,46980,3200,22946,2170,15901,1915,9127,1280,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1628838,12691,1087651,10809,27434,2686,96801,4178,105749,4978,176497,6230,270186,6795,178528,5763,153453,4808,79003,3930,541187,8301,44664,2738,134544,4583,81694,4200,92164,3883,94941,4075,42186,3042,30693,2251,20301,2089,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,260137,4603,155331,4086,3363,771,14078,1321,15510,1768,28478,2647,42086,2532,25395,1887,18754,1892,7667,1066,104806,3756,8146,1321,28874,2386,15641,1702,16756,1324,18404,1741,8580,1220,5500,1098,2905,702,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,475899,6003,308112,5675,4757,827,23218,1761,24111,1853,47687,2630,82995,3319,57063,2737,48787,2436,19494,1647,167787,4212,12705,1252,39729,2501,22970,1518,30265,2061,30697,2192,14477,1336,10422,1294,6522,948,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,580705,7586,453471,7044,10329,1683,28004,2671,30079,2920,59584,4239,108172,4930,89182,5421,79382,3475,48739,3334,127234,4547,9620,1495,27033,2229,15921,1792,20107,1999,23938,2159,12868,1617,9701,1451,8046,1294,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,363652,5321,258769,4866,3018,873,10916,1524,13392,1939,27540,2097,60329,3218,55381,3348,56015,3639,32178,2215,104883,3834,5178,997,21497,1959,13677,1449,15158,1360,20316,1840,11210,1378,10521,1267,7326,1165,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2110308,15499,1504931,13704,19873,2042,61615,3593,65458,4202,130637,5983,272562,6901,272322,7302,358721,9092,323743,7521,605377,8574,28133,2709,114421,4065,65849,3069,87393,3738,108029,4200,67919,3881,71244,4168,62389,3416,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,505915,5858,314458,6199,10283,1361,32306,2787,31671,2350,49385,3496,73735,3514,51431,3112,43524,3226,22123,1904,191457,5265,21311,2018,50624,2725,25093,2194,32507,2612,30079,2346,13815,1474,11767,1429,6261,893,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3940942,17812,2583675,16271,42693,2987,137840,5936,151793,5571,286828,7921,547466,10783,456175,9829,531013,9054,429867,7819,1357267,13841,74654,3488,269532,5888,170239,5827,200580,6010,236939,6099,150862,5262,137319,5446,117142,4706,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2350798,17193,1590612,17071,43307,3147,149006,6136,142290,5874,251581,8290,385061,10296,260691,6301,227922,6888,130754,5598,760186,10210,79555,4322,198286,7583,111796,4916,121076,4684,121707,4713,56940,2911,42250,2627,28576,2441,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,181666,3052,99022,3045,1733,495,6545,931,8071,1201,16619,1446,28789,2037,19145,1570,13047,1300,5073,949,82644,2599,6517,913,18452,1443,11453,1013,14042,1013,17183,1421,7238,1070,4432,751,3327,684,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3150239,16219,2164919,15701,50055,3426,172964,5276,182416,6839,331151,8762,546805,9972,389484,7193,329581,7333,162463,5319,985320,11901,72020,3628,251057,6965,149072,5573,164276,4955,164564,4794,78013,3977,65103,3112,41215,2997,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,950407,8873,570396,8414,15763,1594,60731,3449,58589,3285,94518,4572,143941,5023,90296,3919,70658,3762,35900,2509,380011,6807,37080,2531,104304,3700,56030,3038,63907,3317,58514,2650,27370,2387,18901,1925,13905,1615,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,939123,9326,665086,8771,13726,2074,49747,3411,47921,3136,100658,4458,167825,5976,118993,4479,107114,5012,59102,3684,274037,6518,22184,2274,63533,3258,40729,2682,45020,2423,46902,3182,24425,2159,18791,1849,12453,1464,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3475105,13987,2179484,14721,50591,3035,164035,5541,167910,5592,305924,6921,529284,9367,385043,8593,364789,8817,211908,5741,1295621,12661,93496,3529,333999,6726,187943,6056,211374,5004,217153,5493,107876,3798,86878,4197,56902,3145,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,255495,5187,180009,5326,3086,886,10005,1539,10534,1490,21161,2156,39549,3298,37997,3111,37175,2721,20502,2027,75486,2793,4648,1002,17935,1672,9577,1159,10726,1380,12111,1502,8348,1415,7887,1066,4254,1057,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1165464,11139,756519,10922,23432,2485,82608,4624,74113,4543,122731,4806,182587,6256,122550,5117,98686,4341,49812,2698,408945,7227,44965,3492,110005,4261,60343,4314,65660,3646,62865,3602,30733,2497,19558,2015,14816,1676,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,216212,3987,126239,3991,2581,611,9490,1413,11884,1378,21108,2018,36065,2246,24306,1868,14117,1618,6688,1041,89973,3285,6344,943,20315,1569,13878,1558,14148,1194,17825,1710,7544,1133,6516,1210,3403,801,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1660152,13597,1053410,12356,36000,2870,106300,5757,111773,4642,172882,6613,257663,8118,161106,5307,131777,5851,75909,3913,606742,8931,66642,3661,155319,6097,85873,3946,95359,4825,95185,4265,45626,2564,36091,2676,26647,2011,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5291045,25916,3368890,22263,86091,4572,276030,8778,275862,8135,463995,11604,737728,12606,567237,12930,586351,12608,375596,7409,1922155,15913,184453,6478,449343,8511,245103,7263,302191,6951,320431,7076,169620,6222,141954,5248,109060,4516,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,585929,6614,435186,6524,6843,1248,23978,2262,34975,2546,68233,3844,120405,4157,81670,4004,65868,3318,33214,2511,150743,3826,9249,1381,31855,2486,17345,1621,26568,2204,29151,2001,15347,1597,13837,1378,7391,1088,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,182389,3488,123706,3280,1960,517,9420,1421,9237,1237,20599,2043,31967,2263,22453,1571,19962,1933,8108,1214,58683,2280,3987,577,13361,1259,7756,983,9110,1127,11208,1096,5594,804,5108,826,2559,517,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2030284,16101,1483836,14119,27489,2405,82877,4833,94374,5054,172144,6458,316809,8285,254322,7811,293138,7649,242683,5997,546448,9160,44952,2967,122241,4927,71440,4332,84647,4334,91791,3825,50914,3278,46271,3195,34192,2724,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1620052,11516,1193804,11749,23605,2214,65618,3987,74689,4187,152378,5869,283348,7752,226812,5962,235409,6933,131945,3960,426248,7691,27074,2472,88284,4088,56624,3396,68553,3237,80236,3317,42359,3015,34937,2131,28181,2416,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,554791,7537,273458,6514,7867,1478,34821,2773,31987,2806,45185,3159,67588,3298,43535,3125,29874,2594,12601,1559,281333,6304,26183,2423,87267,3435,42151,2652,49201,3403,41840,2801,18572,2260,11505,1654,4614,805,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1571129,10169,1081631,9230,18178,1669,66294,3416,78104,3277,159320,5237,299215,7125,215439,4833,172113,4561,72968,3114,489498,6075,28542,1846,109802,3719,70413,3086,84072,2958,93623,3291,45673,2206,34909,2292,22464,1604,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,144117,3462,87345,3352,1596,527,7271,1320,7615,1275,14227,1768,22324,1794,16128,1690,13182,1608,5002,1125,56772,2878,2894,740,11740,1398,7369,1063,8669,1212,11117,1280,6874,1266,5475,953,2634,678,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,919418,7934,362646,6916,37393,2785,95030,4822,54823,3473,61963,4126,61741,2819,23727,2333,18002,1740,9967,1306,556772,7040,196006,5099,193802,5592,65404,3348,49194,3004,32803,2655,10304,1429,6086,1094,3173,743,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
