GEO_ID,C18006_001E,C18006_001M,C18006_002E,C18006_002M,C18006_003E,C18006_003M,C18006_004E,C18006_004M,C18006_005E,C18006_005M,C18006_006E,C18006_006M,C18006_007E,C18006_007M,C18006_008E,C18006_008M,C18006_009E,C18006_009M,C18006_010E,C18006_010M,C18006_011E,C18006_011M,C18006_012E,C18006_012M,C18006_013E,C18006_013M,C18006_014E,C18006_014M,C18006_015E,C18006_015M,C18006_016E,C18006_016M,C18006_017E,C18006_017M,C18006_018E,C18006_018M,C18006_019E,C18006_019M,C18006_020E,C18006_020M,C18006_021E,C18006_021M,NAME,C18006_001MA,C18006_001EA,C18006_002MA,C18006_002EA,C18006_003EA,C18006_003MA,C18006_004EA,C18006_004MA,C18006_005EA,C18006_005MA,C18006_006MA,C18006_006EA,C18006_007MA,C18006_007EA,C18006_008MA,C18006_008EA,C18006_009MA,C18006_009EA,C18006_010EA,C18006_010MA,C18006_011MA,C18006_011EA,C18006_012MA,C18006_012EA,C18006_013MA,C18006_013EA,C18006_014MA,C18006_014EA,C18006_015EA,C18006_015MA,C18006_016EA,C18006_016MA,C18006_017MA,C18006_017EA,C18006_018MA,C18006_018EA,C18006_019MA,C18006_019EA,C18006_020MA,C18006_020EA,C18006_021EA,C18006_021MA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,4567,1148,353797,3810,1427442,3763,39250,2924,1388192,4632,243003,1681,26511,1883,216492,2386,2198624,3769,333072,3204,2195,712,330877,3276,1524546,3722,52892,3741,1471654,4926,341006,1418,51531,3260,289475,3245,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,640,373,56955,1427,228486,2076,3802,976,224684,2321,19776,618,1544,543,18232,778,299208,1647,51951,1390,288,237,51663,1375,223958,2030,5049,1257,218909,2541,23299,849,3159,852,20140,1067,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,5209,1315,492020,3066,1936954,4703,32886,2908,1904068,5908,347723,1353,23731,2535,323992,2855,2823588,2265,471787,3040,3274,961,468513,2994,1923280,3362,40979,3220,1882301,4331,428521,1140,43705,3426,384816,3722,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,1491,501,212099,2913,872342,4383,27204,2463,845138,4847,157417,1244,16220,1579,141197,1957,1318610,2596,201611,2673,1785,654,199826,2767,904820,2917,32358,2949,872462,4592,212179,1719,30291,2287,181888,2787,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,30122,3055,2918436,8483,11846411,8943,199577,7930,11646834,11030,1639804,3067,156172,6136,1483632,7129,16776348,6260,2817252,6773,18029,2155,2799223,7085,11790801,8460,232741,7949,11558060,12538,2168295,3352,305795,8243,1862500,8900,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,1988,759,355017,2815,1602294,3307,24573,2557,1577721,4320,202822,1366,12385,1341,190437,2010,2174566,2883,342671,2884,1439,547,341232,2886,1573638,3457,25529,3023,1548109,4264,258257,1520,25602,2333,232655,2345,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,2095,742,260694,2313,1117245,2770,15607,1870,1101638,3193,185803,1263,13801,1656,172002,2033,1675755,1996,252320,2225,1650,672,250670,2261,1165610,2280,19986,2178,1145624,2965,257825,1301,26973,2251,230852,2299,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,783,392,62242,1012,265929,1329,7544,1534,258385,2082,47583,560,3097,732,44486,1002,405426,1210,60642,1223,60,105,60582,1231,282343,1325,5503,930,276840,1635,62441,658,5568,1086,56873,1234,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,519,378,33570,931,183679,3548,3450,888,180229,3604,25846,519,2298,688,23548,721,287525,1221,32685,876,121,141,32564,878,212432,1486,3479,837,208953,1772,42408,500,6494,1315,35914,1466,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,13905,2115,1221347,6200,5550811,9010,117341,6407,5433470,11236,1291351,2908,89951,4346,1201400,4831,8576346,6918,1186390,4852,6882,1478,1179508,5022,5729548,7991,140396,6934,5589152,9900,1660408,2812,178828,6800,1481580,7236,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8455369,4186,4093402,6087,752883,4523,8441,1867,744442,5086,2979932,6442,56817,4404,2923115,7219,360587,2347,32455,2691,328132,3774,4361967,5579,721204,4769,4425,924,716779,4740,3129904,5865,69692,4071,3060212,7336,510859,2546,73264,3545,437595,3835,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1151598,2607,560590,2273,91703,1375,737,390,90966,1405,393209,2532,4997,1128,388212,2717,75678,624,5725,1097,69953,1260,591008,1411,82948,1287,528,480,82420,1226,408766,1987,6305,1385,402461,2504,99294,730,9243,1401,90051,1506,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1328476,1654,664014,2169,121684,1646,1001,457,120683,1622,468251,2720,8941,1240,459310,2880,74079,795,5259,804,68820,1053,664462,1962,115966,1840,941,521,115025,1866,462260,1999,10357,1547,451903,2168,86236,1264,8274,1264,77962,1635,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11751371,2392,5750105,3634,1001165,5008,11527,1920,989638,5452,4142103,5491,75040,4317,4067063,6495,606837,2240,48377,3558,558460,4016,6001266,3408,957870,3832,5905,1258,951965,4124,4199006,4688,81614,4143,4117392,5656,844390,2480,89953,4013,754437,4537,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5782926,2741,2832249,4393,489973,3666,6035,965,483938,3822,2032154,4175,38750,3447,1993404,5738,310122,1303,22037,1751,288085,2227,2950677,4055,469969,3005,3597,1153,466372,3192,2055499,4368,51308,3437,2004191,5853,425209,1948,48806,3095,376403,3292,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2739996,1833,1347241,2832,222340,2257,1612,441,220728,2249,952677,2471,14203,1814,938474,2878,172224,1313,10633,1130,161591,1788,1392755,2656,214353,2238,1364,564,212989,2303,943808,2377,16569,1817,927239,2883,234594,1470,16675,1650,217919,2004,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2507638,2582,1233462,3637,215498,1901,2930,789,212568,2090,876175,3091,16393,2077,859782,3636,141789,1545,10180,1483,131609,1830,1274176,2981,204380,2524,834,321,203546,2589,880015,2536,16958,1509,863057,2747,189781,1783,18490,1535,171291,2243,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3850698,2506,1865607,3942,308651,3114,3481,874,305170,3245,1342646,4173,40162,3287,1302484,5135,214310,1550,22702,2215,191608,2647,1985091,3555,296014,2774,2440,901,293574,2851,1393564,4024,49510,3091,1344054,4865,295513,1983,39104,2539,256409,3350,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3889925,3761,1859332,4850,336519,3730,3240,828,333279,3677,1314613,4208,41660,3030,1272953,5043,208200,1715,24327,2311,183873,2677,2030593,4224,324196,4593,2946,860,321250,4759,1417462,3719,40266,2999,1377196,4821,288935,1853,44030,2220,244905,2757,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1233220,1027,597997,1669,88398,1381,1237,599,87161,1470,429435,1843,9421,1547,420014,2379,80164,609,5974,1016,74190,1168,635223,1368,85319,1419,779,379,84540,1423,445363,1566,11396,1715,433967,2328,104541,681,9912,1589,94629,1738,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5149748,2844,2458377,3507,421595,3273,3288,873,418307,3454,1774866,4191,28600,3126,1746266,5137,261916,1335,18593,1942,243323,2252,2691371,2492,404787,2466,2355,810,402432,2792,1927088,3079,36462,2900,1890626,4247,359496,1515,40363,2597,319133,2961,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5959596,1700,2874160,2618,452169,2798,4623,1047,447546,2868,2085443,3224,36907,3557,2048536,4777,336548,1528,27661,2465,308887,2850,3085436,2422,432290,2869,2864,989,429426,2971,2183146,3315,39940,2976,2143206,4327,470000,1268,48675,3362,421325,3293,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
