GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001MA,B08412_001EA,B08412_002EA,B08412_002MA,B08412_003EA,B08412_003MA,B08412_004MA,B08412_004EA,B08412_005EA,B08412_005MA,B08412_006EA,B08412_006MA,B08412_007MA,B08412_007EA,B08412_008EA,B08412_008MA,B08412_009MA,B08412_009EA,B08412_010EA,B08412_010MA,B08412_011EA,B08412_011MA,B08412_012MA,B08412_012EA,B08412_013EA,B08412_013MA,B08412_014EA,B08412_014MA,B08412_015MA,B08412_015EA,B08412_016EA,B08412_016MA,B08412_017EA,B08412_017MA,B08412_018EA,B08412_018MA,B08412_019EA,B08412_019MA,B08412_020MA,B08412_020EA,B08412_021MA,B08412_021EA,B08412_022MA,B08412_022EA,B08412_023MA,B08412_023EA,B08412_024EA,B08412_024MA,B08412_025EA,B08412_025MA,B08412_026EA,B08412_026MA,B08412_027MA,B08412_027EA,B08412_028MA,B08412_028EA,B08412_029EA,B08412_029MA,B08412_030EA,B08412_030MA,B08412_031EA,B08412_031MA,B08412_032EA,B08412_032MA,B08412_033MA,B08412_033EA,B08412_034MA,B08412_034EA,B08412_035EA,B08412_035MA,B08412_036EA,B08412_036MA,B08412_037EA,B08412_037MA,B08412_038MA,B08412_038EA,B08412_039MA,B08412_039EA,state
0400000US01,1879455,13829,65436,4171,208787,6385,275458,8392,323274,9401,287588,8209,120558,5343,259892,9039,52079,3537,53806,4032,124410,4615,74219,4351,33948,2821,1012425,9827,36620,3014,102052,4816,137903,6616,163041,6641,148494,5837,64564,3692,149121,6651,30147,2775,30494,2614,73348,3351,50570,3377,26071,2543,867030,8802,28816,2316,106735,4502,137555,4663,160233,5335,139094,5387,55994,3638,110771,5971,21932,2213,23312,2546,51062,3223,23649,2368,7877,1196,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,306487,5433,31673,2621,56115,3532,56449,4072,55677,3714,43303,3498,12363,1689,21490,2417,4204,1224,3757,1012,9019,1372,6636,1230,5801,1194,166224,3793,17503,1760,31162,2477,30086,2611,28308,2729,22278,2237,6959,1153,11267,1887,2206,1112,1894,609,5240,994,4636,968,4685,1049,140263,4068,14170,1763,24953,2316,26363,2503,27369,2499,21025,2379,5404,1104,10223,1838,1998,665,1863,801,3779,1053,2000,632,1116,634,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2583658,15660,76690,4982,274454,8800,347916,11483,386597,11707,386973,12702,163371,7322,391899,11032,69031,3975,104361,6721,211466,9786,127608,6694,43292,3916,1459805,9279,39081,3398,138381,5593,181249,8093,210376,8161,218909,9486,95584,5480,238462,8672,38885,2811,63136,4732,125869,7266,80409,5249,29464,2759,1123853,12430,37609,3151,136073,6888,166667,6771,176221,7074,168064,7525,67787,4117,153437,6696,30146,2820,41225,3356,85597,5300,47199,3704,13828,2270,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1188995,10676,63537,3847,178644,7264,206614,7432,211236,6899,169317,6949,58332,4047,129562,6168,26079,2447,27975,2823,65044,4233,34519,2982,18136,1925,642796,7422,35275,2722,87569,5032,105604,5169,111791,4738,89879,4785,30764,2740,76793,4247,14236,1758,16047,1958,39197,2937,22031,2323,13610,1694,546199,7443,28262,2478,91075,4453,101010,5121,99445,4982,79438,4549,27568,2260,52769,3812,11843,1567,11928,1836,25847,2620,12488,1553,4526,895,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15558200,40356,406167,12612,1447122,19183,2124987,27152,2389869,27343,2277809,27142,868715,16840,2252244,25798,396918,11964,601721,13469,1215205,17841,1111750,19727,465693,12503,8771728,26943,208625,8310,726118,14221,1109607,19615,1298835,20215,1277780,17587,497996,13331,1323013,20613,228282,8968,366404,9962,719920,14004,701651,14780,313497,9867,6786472,29274,197542,9434,721004,11116,1015380,16704,1091034,18550,1000029,19129,370719,10028,929231,14733,168636,6627,235317,9117,495285,11318,410099,10987,152196,6703,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2247633,12414,85096,4844,251921,7863,333521,9886,353479,9784,334340,8283,154677,6709,293699,7517,61949,4198,83635,4574,163000,6126,96462,5431,35854,3110,1247329,9928,45229,3703,123726,6144,176261,6690,188477,7753,181733,6705,89865,5442,170546,5377,34492,2773,49123,3477,100362,5651,62728,4479,24787,2714,1000304,9888,39867,3035,128195,5425,157260,6361,165002,5089,152607,5730,64812,4110,123153,5131,27457,2808,34512,2685,62638,3771,33734,2752,11067,1712,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1638316,12019,56024,4209,187275,6393,250483,7509,271749,7505,261530,9070,109239,5112,198587,6151,47295,3310,57403,3487,106394,6275,65930,4329,26407,2658,862193,9095,28260,3023,85294,4332,120275,5613,141723,5514,134415,5550,58219,3959,112446,5169,27422,2498,33090,2789,61998,4281,42812,3080,16239,1813,776123,8952,27764,2394,101981,5052,130208,5266,130026,4922,127115,5994,51020,3379,86141,4039,19873,2219,24313,1945,44396,3647,23118,2419,10168,1822,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,399645,6934,12530,1650,40152,3212,61710,3832,69751,3974,65537,3753,27529,2683,51270,3180,9634,1336,14131,1710,26322,2533,14318,1505,6761,1194,206729,4759,5742,1256,20203,2015,29440,2671,34576,2717,35591,2938,14116,1693,26596,2690,4681,866,6948,1250,14463,1718,9995,1170,4378,1098,192916,4881,6788,1242,19949,1994,32270,2861,35175,3018,29946,2763,13413,1801,24674,2122,4953,979,7183,1199,11859,1868,4323,827,2383,650,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,708884,12885,6108,1390,16300,1976,28663,2566,46610,3789,76568,5188,36985,3191,121430,5788,36157,3856,51044,3767,121578,5985,120855,5621,46586,3874,362864,10464,3324,875,8610,1361,14276,1861,22549,2552,36172,3255,21343,2387,65242,4274,18897,2528,26295,2569,60708,4024,60075,4281,25373,2749,346020,8746,2784,928,7690,1447,14387,1784,24061,2648,40396,3251,15642,2134,56188,3775,17260,2409,24749,2660,60870,4234,60780,3465,21213,2596,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7784844,29750,195744,7158,681862,16772,991911,19180,1176382,19776,1226762,20685,483157,12213,1256636,17356,242790,9126,308315,11001,643680,17143,433982,13170,143623,6774,4214982,20579,108388,5320,337013,10047,499261,13425,599205,15338,657300,15333,256712,8911,711641,13450,137651,6499,177054,7863,371578,11451,264130,9652,95049,6373,3569862,21026,87356,5036,344849,11022,492650,11675,577177,11923,569462,11301,226445,6913,544995,12421,105139,5836,131261,6553,272102,9454,169852,8150,48574,3832,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
