GEO_ID,C21006_001E,C21006_001M,C21006_002E,C21006_002M,C21006_003E,C21006_003M,C21006_004E,C21006_004M,C21006_005E,C21006_005M,C21006_006E,C21006_006M,C21006_007E,C21006_007M,C21006_008E,C21006_008M,C21006_009E,C21006_009M,C21006_010E,C21006_010M,C21006_011E,C21006_011M,C21006_012E,C21006_012M,C21006_013E,C21006_013M,C21006_014E,C21006_014M,C21006_015E,C21006_015M,C21006_016E,C21006_016M,C21006_017E,C21006_017M,C21006_018E,C21006_018M,C21006_019E,C21006_019M,C21006_020E,C21006_020M,C21006_021E,C21006_021M,C21006_022E,C21006_022M,C21006_023E,C21006_023M,C21006_024E,C21006_024M,C21006_025E,C21006_025M,C21006_026E,C21006_026M,C21006_027E,C21006_027M,C21006_028E,C21006_028M,C21006_029E,C21006_029M,C21006_030E,C21006_030M,C21006_031E,C21006_031M,NAME,C21006_001MA,C21006_001EA,C21006_002EA,C21006_002MA,C21006_003EA,C21006_003MA,C21006_004EA,C21006_004MA,C21006_005MA,C21006_005EA,C21006_006MA,C21006_006EA,C21006_007MA,C21006_007EA,C21006_008EA,C21006_008MA,C21006_009MA,C21006_009EA,C21006_010MA,C21006_010EA,C21006_011MA,C21006_011EA,C21006_012EA,C21006_012MA,C21006_013EA,C21006_013MA,C21006_014EA,C21006_014MA,C21006_015EA,C21006_015MA,C21006_016MA,C21006_016EA,C21006_017EA,C21006_017MA,C21006_018MA,C21006_018EA,C21006_019EA,C21006_019MA,C21006_020EA,C21006_020MA,C21006_021MA,C21006_021EA,C21006_022MA,C21006_022EA,C21006_023MA,C21006_023EA,C21006_024MA,C21006_024EA,C21006_025MA,C21006_025EA,C21006_026MA,C21006_026EA,C21006_027EA,C21006_027MA,C21006_028EA,C21006_028MA,C21006_029EA,C21006_029MA,C21006_030MA,C21006_030EA,C21006_031MA,C21006_031EA,state
0400000US01,3373666,1982,2789657,2480,256892,7446,21218,2182,10230,1660,10988,1627,235674,7237,49443,3035,186231,6784,2532765,7994,394168,11488,129818,5983,264350,8052,2138597,12559,313005,9505,1825592,14586,584009,2170,145551,3225,7637,1417,4529,1108,3108,746,137914,3161,60447,2132,77467,3002,438458,3659,65794,3669,42839,3324,22955,2123,372664,5104,174704,5301,197960,5024,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,468781,1535,425706,1948,55655,2877,3720,996,1770,785,1950,643,51935,2777,9940,1620,41995,2506,370051,3340,38924,3481,10146,2029,28778,3309,331127,4923,39761,2933,291366,5045,43075,1002,13288,858,440,218,327,196,113,91,12848,870,6051,891,6797,753,29787,1147,1390,546,1125,493,265,202,28397,1173,13130,1537,15267,1532,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4442528,11585,3666284,11504,318772,7131,23089,2723,8495,1601,14594,2223,295683,6938,47734,3609,247949,7051,3347512,12874,459632,15149,93705,6283,365927,14233,2887880,14130,276036,7390,2611844,15533,776244,1438,233566,4956,12148,1599,6119,1156,6029,1179,221418,4977,85090,3358,136328,4818,542678,5080,49800,3889,26885,2954,22915,2727,492878,5431,184249,5661,308629,5959,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2046053,3300,1676457,4179,157343,5686,14618,1919,7869,1321,6749,1363,142725,5381,35675,2958,107050,5190,1519114,6822,246276,9321,80893,4745,165383,7851,1272838,11022,199494,7567,1073344,11985,369596,2071,96138,2494,4622,705,3024,641,1598,462,91516,2594,43530,2839,47986,2282,273458,2857,40787,2592,27597,2015,13190,1753,232671,3844,112442,3600,120229,3872,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26224457,4993,22416358,6125,1248547,19435,76857,4977,31606,3097,45251,3793,1171690,18567,185052,7166,986638,16721,21167811,20203,2595814,40077,490025,11358,2105789,39007,18571997,42256,1671300,22320,16900697,48265,3808099,3894,845632,10165,36028,2739,16458,1962,19570,2182,809604,9651,305031,6753,504573,8178,2962467,11246,283542,9238,149806,5462,133736,6749,2678925,15293,1093788,13166,1585137,14997,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3486247,2738,3025168,3328,276968,7854,16949,2210,5869,1270,11080,1654,260019,7816,40076,3033,219943,7334,2748200,8663,320625,10772,68181,4583,252444,9750,2427575,13475,208724,7667,2218851,14078,461079,1974,133000,3247,6326,1169,3502,823,2824,674,126674,3139,45331,2407,81343,2829,328079,3641,32173,2344,17377,1559,14796,1735,295906,3819,110271,3853,185635,4280,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2582771,1356,2139143,1832,141966,5252,6580,1466,2393,820,4187,1135,135386,5191,19400,2207,115986,4987,1997177,5562,157832,7004,44715,3850,113117,6129,1839345,9314,155993,6009,1683352,10129,443628,1557,112376,3175,4194,869,1979,566,2215,713,108182,3287,36363,2000,71819,3115,331252,3097,22920,2250,12461,1752,10459,1434,308332,3281,110249,3605,198083,3746,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,626442,977,516418,1046,47178,2809,2505,903,802,518,1703,727,44673,2813,7584,1310,37089,2653,469240,3137,50223,4475,13859,2179,36364,3866,419017,4681,44651,3036,374366,5716,110024,775,31032,1578,1017,506,524,290,493,399,30015,1564,11468,1288,18547,1554,78992,1778,6590,1391,3383,1022,3207,780,72402,2253,27348,2268,45054,2152,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,436712,686,368458,976,21239,2371,3755,979,1565,623,2190,788,17484,2122,1962,623,15522,2125,347219,2740,57309,4428,14131,2284,43178,3966,289910,5370,23866,2904,266044,5495,68254,625,14562,1301,1371,533,839,463,532,273,13191,1200,3863,693,9328,1132,53692,1304,8987,1385,4958,1083,4029,971,44705,1921,16028,1650,28677,1658,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13700100,4115,10748341,5169,939803,16416,57114,3559,25909,2697,31205,2685,882689,15676,154244,7177,728445,13358,9808538,15798,1182202,23791,295244,9132,886958,20440,8626336,24952,887582,17498,7738754,27358,2951759,3602,777807,8766,35322,3125,17972,2265,17350,2063,742485,8984,280245,6575,462240,8161,2173952,9527,261938,8499,136084,6240,125854,6899,1912014,12339,697743,9450,1214271,14322,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6646736,3951,5775290,5617,508237,11184,31882,3132,13790,1928,18092,2526,476355,10506,76027,4542,400328,10038,5267053,12237,706081,17753,179119,8199,526962,15464,4560972,21177,461708,10298,4099264,21109,871446,3204,207037,4668,10224,1400,6512,1171,3712,903,196813,4540,78374,3685,118439,3977,664409,4890,99585,4682,62341,3951,37244,3585,564824,6048,246137,6848,318687,7479,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,936609,2697,761637,2774,72827,3767,3317,946,1152,514,2165,730,69510,3684,9626,1507,59884,3562,688810,4368,63544,4954,15611,2244,47933,4361,625266,5961,48867,3850,576399,6803,174972,852,43134,1989,2321,713,1158,452,1163,553,40813,1872,15225,1547,25588,1741,131838,1938,13672,2081,6841,1268,6831,1659,118166,2841,43528,2703,74638,3328,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
