GEO_ID,C07008_001E,C07008_001M,C07008_002E,C07008_002M,C07008_003E,C07008_003M,C07008_004E,C07008_004M,C07008_005E,C07008_005M,C07008_006E,C07008_006M,C07008_007E,C07008_007M,C07008_008E,C07008_008M,C07008_009E,C07008_009M,C07008_010E,C07008_010M,C07008_011E,C07008_011M,C07008_012E,C07008_012M,C07008_013E,C07008_013M,C07008_014E,C07008_014M,C07008_015E,C07008_015M,C07008_016E,C07008_016M,C07008_017E,C07008_017M,C07008_018E,C07008_018M,C07008_019E,C07008_019M,C07008_020E,C07008_020M,C07008_021E,C07008_021M,C07008_022E,C07008_022M,C07008_023E,C07008_023M,C07008_024E,C07008_024M,C07008_025E,C07008_025M,C07008_026E,C07008_026M,C07008_027E,C07008_027M,C07008_028E,C07008_028M,C07008_029E,C07008_029M,C07008_030E,C07008_030M,NAME,C07008_001EA,C07008_001MA,C07008_002EA,C07008_002MA,C07008_003MA,C07008_003EA,C07008_004MA,C07008_004EA,C07008_005EA,C07008_005MA,C07008_006EA,C07008_006MA,C07008_007EA,C07008_007MA,C07008_008MA,C07008_008EA,C07008_009MA,C07008_009EA,C07008_010MA,C07008_010EA,C07008_011MA,C07008_011EA,C07008_012EA,C07008_012MA,C07008_013EA,C07008_013MA,C07008_014MA,C07008_014EA,C07008_015MA,C07008_015EA,C07008_016MA,C07008_016EA,C07008_017EA,C07008_017MA,C07008_018EA,C07008_018MA,C07008_019MA,C07008_019EA,C07008_020MA,C07008_020EA,C07008_021MA,C07008_021EA,C07008_022MA,C07008_022EA,C07008_023EA,C07008_023MA,C07008_024EA,C07008_024MA,C07008_025MA,C07008_025EA,C07008_026MA,C07008_026EA,C07008_027MA,C07008_027EA,C07008_028EA,C07008_028MA,C07008_029EA,C07008_029MA,C07008_030MA,C07008_030EA,state
0400000US01,3682816,2732,988715,14550,1883086,22282,538855,11889,272160,6823,3093799,15566,756593,13981,1671485,20803,417640,9954,248081,6721,338388,12681,127608,6384,125086,8527,70098,4533,15596,1503,124124,7088,54281,3613,36992,4794,28965,2928,3886,956,112546,8350,44554,4195,43640,4903,20298,3067,4054,862,13959,2287,5679,1585,5883,1475,1854,649,543,293,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524378,1179,171898,4835,266023,6488,66128,4402,20329,1919,408245,5738,120321,4292,220029,6324,50916,3978,16979,1606,61474,4917,27573,2998,23580,3111,8975,1695,1346,641,19133,2584,9513,1734,6754,1625,2527,1021,339,314,31349,3872,12855,2102,13349,3019,3522,937,1623,729,4177,1408,1636,997,2311,977,188,163,42,71,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4806252,1626,1441518,15766,2421756,22317,665229,13536,277749,7906,3796611,21265,1017850,16070,2039257,19960,500296,12057,239208,7002,630390,17607,269721,11316,225170,10179,110458,7787,25041,3108,95137,5787,44120,3983,33587,3944,14656,2184,2774,904,236457,10960,88674,6144,102257,6778,36265,4043,9261,1874,47657,5199,21153,3365,21485,3812,3554,1214,1465,622,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2237108,2323,538460,10263,1200636,16393,330917,9558,167095,5876,1828649,13533,387216,9012,1042512,17029,249203,7083,149718,5353,228166,11466,80890,5726,88137,7126,49951,4423,9188,1492,90916,5458,40246,3448,30198,2987,16643,2323,3829,956,81462,5175,26384,2754,36598,3747,14467,2203,4013,1046,7915,1669,3724,1020,3191,1040,653,426,347,295,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28569779,3305,9732918,34879,13843433,50055,3443079,28921,1550349,19318,23771373,47827,7533289,39343,12073923,45180,2771034,25307,1393127,17826,3065050,42470,1375565,30646,1134278,24258,455707,12701,99500,5236,1025678,22873,502839,13173,341095,16083,148263,7211,33481,3186,438589,12312,207124,9175,164492,8266,51896,3912,15077,2096,269089,12441,114101,6984,129645,8201,16179,2354,9164,1907,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3778016,2360,1096726,14912,1997304,23105,502146,12424,181840,5374,3005753,20500,761892,15616,1708907,23504,375846,10934,159108,4808,384508,16874,167032,10007,138543,9229,67288,5135,11645,1838,195653,9906,89457,5495,68732,6691,32688,3553,4776,1008,160648,7721,65780,5078,64992,4962,23731,2817,6145,1203,31454,4249,12565,2649,16130,3373,2593,982,166,217,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2839111,909,879704,10375,1459339,14436,318126,10256,181942,5555,2451565,11310,694287,11622,1326967,13439,263884,8745,166427,5317,242640,9767,107570,6892,85927,6806,37814,3443,11329,1615,58039,4706,33086,3198,13890,2590,8876,1359,2187,687,71555,6374,37124,4227,26670,4139,6208,1720,1553,546,15312,2865,7637,2101,5885,1585,1344,603,446,352,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,685569,860,214894,6071,334769,9161,91556,5153,44350,2350,590367,6133,170359,6022,302426,8527,76738,4790,40844,2452,59204,4765,28227,2811,19254,2627,9680,1771,2043,658,6770,1604,3688,1183,1961,800,882,334,239,173,27103,2870,11870,1653,10053,2229,4047,1045,1133,502,2125,945,750,392,1075,703,209,244,91,107,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,486138,487,262607,6399,131025,6928,60004,3585,32502,2254,387557,5984,194307,6146,111344,5862,51468,3266,30438,2334,45773,4147,30337,3534,9143,2205,4804,985,1489,711,0,292,0,292,0,292,0,292,0,292,45572,3563,33387,2814,8436,1972,3174,945,575,343,7236,1729,4576,1479,2102,905,558,333,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14789121,3369,4040890,28510,7504140,37126,2133721,24445,1110370,15876,12140042,38411,2989456,26706,6498731,37744,1664277,21878,987578,15055,1481570,31837,602295,17336,528980,16971,278418,9481,71877,4774,523948,14972,224559,9726,176125,10098,103347,6918,19917,2430,504319,16774,171052,8351,235333,10252,71383,5416,26551,3021,139242,8310,53528,4984,64971,5622,16296,2517,4447,1212,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
