GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001EA,B16010_001MA,B16010_002MA,B16010_002EA,B16010_003MA,B16010_003EA,B16010_004MA,B16010_004EA,B16010_005MA,B16010_005EA,B16010_006MA,B16010_006EA,B16010_007EA,B16010_007MA,B16010_008MA,B16010_008EA,B16010_009MA,B16010_009EA,B16010_010EA,B16010_010MA,B16010_011MA,B16010_011EA,B16010_012EA,B16010_012MA,B16010_013MA,B16010_013EA,B16010_014MA,B16010_014EA,B16010_015MA,B16010_015EA,B16010_016MA,B16010_016EA,B16010_017MA,B16010_017EA,B16010_018EA,B16010_018MA,B16010_019MA,B16010_019EA,B16010_020MA,B16010_020EA,B16010_021MA,B16010_021EA,B16010_022MA,B16010_022EA,B16010_023MA,B16010_023EA,B16010_024EA,B16010_024MA,B16010_025EA,B16010_025MA,B16010_026MA,B16010_026EA,B16010_027MA,B16010_027EA,B16010_028MA,B16010_028EA,B16010_029EA,B16010_029MA,B16010_030MA,B16010_030EA,B16010_031MA,B16010_031EA,B16010_032MA,B16010_032EA,B16010_033MA,B16010_033EA,B16010_034MA,B16010_034EA,B16010_035MA,B16010_035EA,B16010_036EA,B16010_036MA,B16010_037MA,B16010_037EA,B16010_038MA,B16010_038EA,B16010_039MA,B16010_039EA,B16010_040EA,B16010_040MA,B16010_041MA,B16010_041EA,B16010_042MA,B16010_042EA,B16010_043MA,B16010_043EA,B16010_044MA,B16010_044EA,B16010_045EA,B16010_045MA,B16010_046MA,B16010_046EA,B16010_047MA,B16010_047EA,B16010_048MA,B16010_048EA,B16010_049MA,B16010_049EA,B16010_050MA,B16010_050EA,B16010_051EA,B16010_051MA,B16010_052MA,B16010_052EA,B16010_053MA,B16010_053EA,state
0400000US13,5968250,8688,1063078,16016,479422,12146,336079,10670,124549,6168,5020,1462,11806,2122,1968,780,583656,10960,521663,10309,41654,3803,8304,1981,10156,1983,1879,932,1811581,20151,1173788,15100,1054686,13768,74589,4980,17171,2990,19509,3743,7833,1979,637793,11741,592754,10491,23585,3061,9994,1937,8846,1738,2614,931,1506966,18629,1123475,15442,1028889,14825,49665,4302,23827,3018,12390,1756,8704,1485,383491,10718,353086,10536,12814,1774,8674,1393,6798,1390,2119,590,1586625,18611,1250730,16928,1098378,14972,44086,3962,53721,3600,40548,3101,13997,2209,335895,7587,294714,8014,11377,2056,15687,1825,11461,1927,2656,795,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,863019,1296,94779,4918,33118,3109,15882,1746,569,331,421,465,16246,2499,0,267,61661,3556,31731,2550,942,425,917,493,28032,2495,39,65,254442,7489,154752,5561,118537,5470,2152,786,1323,635,32740,3470,0,267,99690,4404,72157,3960,1083,555,717,465,25673,2685,60,102,257715,6815,188518,6306,147438,5736,2842,785,2747,984,35402,3304,89,101,69197,3583,51093,3199,1078,445,1021,424,15931,1849,74,90,256083,6664,197484,6294,157548,5293,3081,869,4548,1100,32161,3162,146,130,58599,3362,45246,2934,765,394,961,357,11523,1581,104,125,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,919203,2226,116820,5112,53532,3582,31499,2839,20667,1890,657,722,548,390,161,170,63288,3576,51114,3158,10348,1520,743,424,563,332,520,325,277120,7161,170213,5548,156343,5573,10535,1512,1725,657,1115,671,495,246,106907,3993,101446,3938,3049,973,1135,510,960,569,317,245,310887,7370,214046,6314,202186,6133,7184,1146,2500,819,1185,489,991,392,96841,3779,91867,3780,1853,651,2341,750,593,387,187,164,214376,5923,161029,4578,149281,4312,6487,1295,2718,838,1899,709,644,638,53347,3245,50265,3050,1236,445,948,358,579,334,319,229,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8326130,5079,1245564,18521,543514,12652,240815,7384,261104,8670,25832,2891,11189,2224,4574,1260,702050,12418,482120,9523,144244,6407,52296,4402,15003,2322,8387,1888,2405207,24454,1478719,18822,1160708,14879,208373,8318,78704,5982,20384,3187,10550,2630,926488,14722,800481,12428,63011,4252,46960,3701,9505,1591,6531,2666,2269595,20841,1677670,18774,1428149,16515,126354,6421,82573,5843,29605,3207,10989,2294,591925,10475,510463,9246,33487,3385,31256,3023,13642,1972,3077,919,2405764,20892,1912964,17916,1542931,15210,91327,6149,158503,7972,100428,5066,19775,2798,492800,10534,390943,10201,17755,2526,46799,4015,32873,2630,4430,1121,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4110754,4462,608494,11485,265423,8230,207768,7352,43073,3199,10653,1733,3212,908,717,519,343071,8497,310080,8120,18163,2106,11888,1963,1385,533,1555,967,1521427,15040,959660,13123,914001,12913,31702,2527,8399,1453,3701,949,1857,1086,561767,8960,539361,9197,10616,1452,8297,1569,2368,667,1125,602,1089344,14177,821445,12099,781518,12046,21913,2471,10991,1786,4239,1051,2784,931,267899,6792,255622,6780,5178,1233,4859,1047,1717,612,523,355,891489,13530,703939,13559,645913,12613,18340,2334,20554,2551,15723,2314,3409,960,187550,5171,171685,5305,3962,1021,5767,1108,5337,1017,799,434,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1952026,3134,216175,6366,89503,4634,65502,3913,18741,2353,2743,958,2163,755,354,298,126672,3925,115239,3482,5079,782,3992,901,1903,605,459,412,695373,7808,434567,7096,418483,6820,9107,1518,4315,1013,1687,746,975,485,260806,5060,254040,4984,2832,694,3125,892,642,332,167,177,571556,9980,435030,9553,419849,9197,7026,1280,3822,1079,3146,743,1187,686,136526,4473,131563,4402,1849,572,1945,722,976,450,193,168,468922,9378,379196,8882,354388,8811,6801,1326,8627,1547,8033,1480,1347,757,89726,3867,84031,3615,1295,522,1666,525,2346,698,388,266,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1771185,3743,204078,6203,95990,4777,56450,3723,34072,2808,1297,546,4077,1056,94,162,108088,3960,89796,3754,13422,1684,2690,595,1856,639,324,294,536037,9422,337339,7608,307530,7413,20383,2344,4264,1391,3984,913,1178,740,198698,5568,188249,5488,5062,914,2482,660,2337,825,568,341,525209,9091,386408,8115,364988,8517,12813,2009,3522,940,3561,839,1524,654,138801,4554,129700,4217,3850,918,3309,932,1322,568,620,410,505861,8499,401913,7877,368878,6951,10353,1587,11586,2154,9066,1408,2030,633,103948,4023,94715,3940,1986,624,3929,1001,2607,810,711,466,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2812772,3777,574720,11191,178470,6241,163721,6223,12064,1692,1867,598,663,472,155,166,396250,8739,386920,8570,4750,1015,2659,886,1223,585,698,463,975858,12295,593083,10190,575556,10288,9227,1784,5008,1202,2250,777,1042,583,382775,7910,374866,7967,3881,932,1943,707,1571,680,514,380,699799,11251,507978,10676,492841,10633,7129,1761,5166,1273,1982,739,860,399,191821,5458,186537,5288,2277,788,1776,477,803,368,428,271,562395,11559,435214,11132,406728,10764,7927,1321,11928,1912,6826,1288,1805,710,127181,5610,117961,5449,2411,790,3698,799,2428,777,683,405,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2734518,5627,563839,12645,214670,8957,182095,8204,12108,2109,15345,2187,4409,1249,713,463,349169,8880,293690,8100,7914,1514,44458,2957,2111,666,996,539,961890,13298,588383,12676,543681,12925,14779,2150,25382,2708,3999,1130,542,499,373507,8682,337262,8034,6900,1533,27109,2748,2091,706,145,123,654726,10003,456117,9205,422364,9509,12058,1818,16823,2429,4041,1195,831,555,198609,7528,184355,7246,3126,794,8635,1336,2377,1064,116,135,554063,10768,420476,9361,383550,9276,11649,1689,17346,2190,6457,1460,1474,664,133587,5237,120959,5128,2900,750,6675,1146,2428,797,625,424,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,923328,1404,103947,5158,35490,2822,31341,2787,876,592,2697,838,278,218,298,279,68457,3958,53962,3564,375,225,13065,1646,268,200,787,511,337675,7134,208477,5748,194766,5647,1132,486,11213,1708,697,442,669,384,129198,3974,119587,4043,898,395,8037,922,302,262,374,300,243485,6129,175317,5492,163161,5360,1771,704,9350,1347,579,379,456,212,68168,3260,63424,3197,407,302,3924,844,184,200,229,178,238221,6197,182524,5785,169947,5483,1542,462,8615,1516,1580,646,840,520,55697,2501,51062,2331,544,326,3229,700,848,509,14,24,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
