GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001EA,B16010_001MA,B16010_002MA,B16010_002EA,B16010_003MA,B16010_003EA,B16010_004MA,B16010_004EA,B16010_005MA,B16010_005EA,B16010_006MA,B16010_006EA,B16010_007EA,B16010_007MA,B16010_008MA,B16010_008EA,B16010_009MA,B16010_009EA,B16010_010EA,B16010_010MA,B16010_011MA,B16010_011EA,B16010_012EA,B16010_012MA,B16010_013MA,B16010_013EA,B16010_014MA,B16010_014EA,B16010_015MA,B16010_015EA,B16010_016MA,B16010_016EA,B16010_017MA,B16010_017EA,B16010_018EA,B16010_018MA,B16010_019MA,B16010_019EA,B16010_020MA,B16010_020EA,B16010_021MA,B16010_021EA,B16010_022MA,B16010_022EA,B16010_023MA,B16010_023EA,B16010_024EA,B16010_024MA,B16010_025EA,B16010_025MA,B16010_026MA,B16010_026EA,B16010_027MA,B16010_027EA,B16010_028MA,B16010_028EA,B16010_029EA,B16010_029MA,B16010_030MA,B16010_030EA,B16010_031MA,B16010_031EA,B16010_032MA,B16010_032EA,B16010_033MA,B16010_033EA,B16010_034MA,B16010_034EA,B16010_035MA,B16010_035EA,B16010_036EA,B16010_036MA,B16010_037MA,B16010_037EA,B16010_038MA,B16010_038EA,B16010_039MA,B16010_039EA,B16010_040EA,B16010_040MA,B16010_041MA,B16010_041EA,B16010_042MA,B16010_042EA,B16010_043MA,B16010_043EA,B16010_044MA,B16010_044EA,B16010_045EA,B16010_045MA,B16010_046MA,B16010_046EA,B16010_047MA,B16010_047EA,B16010_048MA,B16010_048EA,B16010_049MA,B16010_049EA,B16010_050MA,B16010_050EA,B16010_051EA,B16010_051MA,B16010_052MA,B16010_052EA,B16010_053MA,B16010_053EA,state
0400000US01,3022878,4858,600750,12723,215744,6417,196828,6033,15648,1941,1036,625,1996,881,236,242,385006,10095,376135,9994,5004,1210,1592,575,2011,631,264,230,986222,14892,577902,12271,560203,11881,12431,1972,1537,483,3118,999,613,369,408320,8924,400206,8660,4557,1064,1922,601,1558,756,77,90,799090,13200,549738,9996,533467,9592,10075,1365,3124,864,1978,796,1094,642,249352,7227,242236,7214,3191,949,2528,727,1117,556,280,217,636816,12147,480486,10901,449721,10585,9973,1416,10817,1584,6874,1216,3101,1187,156330,5835,147035,5423,2874,861,3541,760,2742,811,138,182,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,415630,2155,42738,3153,21401,2426,12595,1883,2754,1059,767,474,3088,825,2197,523,21337,2262,13374,1954,1127,534,247,149,2146,841,4443,552,119251,5012,83902,3778,69710,3538,2997,913,1435,638,3744,1159,6016,933,35349,2972,30207,2864,984,427,492,265,1110,480,2556,656,142040,4932,107687,4356,94034,4429,3396,1036,2128,783,5025,1012,3104,615,34353,2844,30841,2821,422,214,903,409,818,422,1369,559,111601,5090,89052,4365,79228,4297,2599,892,1776,581,4343,1170,1106,428,22549,2260,19753,2230,473,260,1236,474,908,455,179,139,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3953375,3751,641803,12611,315758,9720,102889,5468,196406,9125,3790,1276,5764,1335,6909,1405,326045,8789,153998,5900,138463,6296,6320,1301,4794,1026,22470,2380,1056153,20808,617147,15934,423801,12378,153955,6996,10875,2417,9625,2382,18891,2595,439006,11036,350929,10163,61951,4676,8169,1409,5497,1239,12460,1691,1248730,17434,828438,16170,671706,13876,114161,6609,16292,2148,9692,1679,16587,2466,420292,9352,358359,8952,39061,3230,9573,1553,5142,1636,8157,1504,1006689,18233,720129,16719,600721,13713,61401,5007,27709,3396,20526,2707,9772,1958,286560,7769,248736,6798,16210,2171,12107,1799,7097,1419,2410,1074,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1847325,3757,360049,7350,139214,4993,111172,4794,24961,2176,309,286,2622,880,150,164,220835,6326,210957,6529,7856,1409,488,307,1177,585,357,485,671500,11262,407400,8648,389480,8711,13406,1899,1785,646,2232,641,497,400,264100,7538,257377,7217,4535,1015,1249,485,683,388,256,220,479153,9210,328059,7847,314963,7693,8594,1473,1764,839,1852,797,886,645,151094,5119,145847,5104,2385,650,2020,742,470,327,372,327,336623,8095,256575,7565,242783,7549,5188,1035,3876,1025,3701,1027,1027,579,80048,4443,75296,4319,1597,624,1603,713,1261,599,291,292,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23133174,5870,4605354,32902,2388884,25984,438955,11189,1759897,24603,40905,3443,138846,6953,10281,2009,2216470,20471,752072,13956,1089877,14387,107427,6164,244467,9162,22627,2959,5368962,38936,3293049,35212,1840835,23584,1083828,21764,109537,7274,235238,10338,23611,3163,2075913,22648,1379757,17965,395424,10818,103314,6171,177313,7308,20105,2621,6452560,37448,4449712,32159,3109091,26064,797829,14941,149802,6285,358224,11566,34766,3351,2002848,19039,1502297,16871,237556,8714,90783,5725,155946,6985,16266,2180,6706298,34268,5090703,32557,3409703,24726,449702,12061,403276,12558,768901,12181,59121,5369,1615595,16429,1090613,14230,111897,5526,134733,7053,259543,9234,18809,2302,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3118500,4313,372810,9878,193929,7198,86369,4651,99059,5656,1395,571,5574,1386,1532,661,178881,6171,105105,5349,61409,4486,4817,1376,6397,1165,1153,611,765604,13517,499390,11620,409238,10860,69234,5161,6845,1417,9343,1753,4730,1570,266214,6554,226773,6395,27743,2558,6623,1219,3881,841,1194,561,908906,13968,666227,13364,602047,11488,39111,3468,12482,1932,9027,1637,3560,998,242679,6560,216818,6182,15021,1852,6281,1257,3155,796,1404,552,1071180,10919,839175,10450,746510,10012,37920,3394,30457,2794,20464,2839,3824,1014,232005,6030,205519,5589,8589,1539,10378,1614,5445,1274,2074,812,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2367511,2027,283402,7602,119113,4952,62960,3928,36624,3346,15481,2177,3175,981,873,759,164289,5902,103222,4613,27500,2568,30283,2822,2290,857,994,408,704762,12786,451222,10390,354499,8558,50041,3441,39779,4786,5751,1555,1152,497,253540,7556,211034,7113,17762,2306,22061,2229,1290,537,1393,432,581936,9711,430379,9208,364301,8074,31162,3557,27961,3104,4175,1221,2780,996,151557,6251,127717,5975,9419,1639,11660,1434,2088,728,673,425,797411,12978,618318,11752,518573,10930,24967,2817,48707,3729,21532,2305,4539,955,179093,6232,148573,5425,5319,1109,16799,2114,6740,1269,1662,570,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,566312,1040,81946,4479,34182,3474,24292,2812,8024,1922,1136,516,619,406,111,132,47764,3081,41310,2689,3957,1101,2218,757,111,120,168,184,192075,6282,119334,4877,109960,4417,6464,1631,1513,813,267,192,1130,842,72741,3960,67554,3689,2696,1077,1374,656,673,393,444,360,139463,5754,99261,4732,92044,4372,3361,988,2390,959,1030,523,436,362,40202,2479,36249,2258,1876,803,1539,539,538,337,0,261,152828,5699,115625,4863,98814,4409,3670,919,6448,1356,4142,1019,2551,1164,37203,2807,31581,2404,1181,621,1964,599,1888,623,589,472,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,395630,634,62168,3957,25426,2719,15452,2046,8547,1818,337,253,742,584,348,314,36742,3096,32948,2882,2825,978,189,234,440,351,340,392,81738,4534,49299,3762,42971,3750,3717,1165,306,374,631,439,1674,692,32439,2842,30418,2757,680,465,731,420,200,254,410,371,70135,4177,47419,3837,42753,3805,1889,748,1415,593,575,498,787,314,22716,2399,19817,2220,1580,757,1030,634,111,183,178,174,181589,4644,151697,4538,124503,3995,10434,2058,11346,2030,3550,1033,1864,631,29892,2802,25537,2641,1216,513,1743,539,929,518,467,362,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12460438,7314,1925363,25589,830967,20890,438491,13501,308225,12603,64891,6038,14975,1969,4385,1561,1094396,17242,715187,14476,286096,9289,70508,5322,15480,2316,7125,1606,3880665,32827,2230658,29094,1656641,26127,434598,13080,105156,6189,22695,3017,11568,2410,1650007,18012,1365401,16323,195209,7713,69427,4585,11991,1689,7979,1455,3499960,29305,2326822,24964,1801169,22368,388497,10618,104813,6199,22702,2602,9641,1580,1173138,19456,975168,15952,127232,4508,52183,3931,12082,1670,6473,1232,3154450,29603,2197613,26691,1604846,21959,390715,12506,129933,6665,54505,3954,17614,2382,956837,12299,760727,10689,119803,6813,53221,3404,17081,2163,6005,1208,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
