GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001MA,B05008_001EA,B05008_002MA,B05008_002EA,B05008_003MA,B05008_003EA,B05008_004EA,B05008_004MA,B05008_005EA,B05008_005MA,B05008_006MA,B05008_006EA,B05008_007MA,B05008_007EA,B05008_008MA,B05008_008EA,B05008_009EA,B05008_009MA,B05008_010EA,B05008_010MA,B05008_011MA,B05008_011EA,B05008_012MA,B05008_012EA,B05008_013MA,B05008_013EA,B05008_014MA,B05008_014EA,B05008_015EA,B05008_015MA,B05008_016EA,B05008_016MA,B05008_017MA,B05008_017EA,B05008_018MA,B05008_018EA,B05008_019MA,B05008_019EA,B05008_020EA,B05008_020MA,B05008_021EA,B05008_021MA,B05008_022MA,B05008_022EA,B05008_023MA,B05008_023EA,B05008_024MA,B05008_024EA,B05008_025MA,B05008_025EA,B05008_026EA,B05008_026MA,B05008_027EA,B05008_027MA,B05008_028MA,B05008_028EA,B05008_029MA,B05008_029EA,B05008_030MA,B05008_030EA,B05008_031EA,B05008_031MA,B05008_032EA,B05008_032MA,B05008_033MA,B05008_033EA,B05008_034MA,B05008_034EA,B05008_035MA,B05008_035EA,B05008_036MA,B05008_036EA,B05008_037EA,B05008_037MA,B05008_038EA,B05008_038MA,B05008_039MA,B05008_039EA,B05008_040MA,B05008_040EA,B05008_041MA,B05008_041EA,B05008_042EA,B05008_042MA,B05008_043EA,B05008_043MA,B05008_044MA,B05008_044EA,B05008_045MA,B05008_045EA,B05008_046MA,B05008_046EA,B05008_047MA,B05008_047EA,B05008_048EA,B05008_048MA,B05008_049EA,B05008_049MA,B05008_050MA,B05008_050EA,B05008_051MA,B05008_051EA,B05008_052MA,B05008_052EA,B05008_053EA,B05008_053MA,B05008_054EA,B05008_054MA,B05008_055MA,B05008_055EA,B05008_056MA,B05008_056EA,B05008_057MA,B05008_057EA,B05008_058MA,B05008_058EA,B05008_059EA,B05008_059MA,B05008_060EA,B05008_060MA,B05008_061MA,B05008_061EA,B05008_062MA,B05008_062EA,B05008_063MA,B05008_063EA,B05008_064EA,B05008_064MA,B05008_065EA,B05008_065MA,B05008_066MA,B05008_066EA,B05008_067MA,B05008_067EA,B05008_068MA,B05008_068EA,B05008_069MA,B05008_069EA,state
0400000US01,130049,5097,68434,3753,6740,1236,1571,592,1329,543,3840,1034,18850,2029,6671,1743,5209,1629,6970,1613,35635,2184,19419,2576,10361,1676,5855,1151,2631,1099,406,487,915,631,1310,685,30871,2045,24367,2584,13256,2621,8063,1456,3048,976,6504,1511,4618,1425,1089,494,797,423,2133,831,1139,660,294,238,700,333,7209,1878,2803,1208,2495,1184,1911,769,61615,3128,10564,1428,2059,674,1536,581,6969,1019,20530,1791,8470,1343,4868,1057,7192,1029,26387,2089,13118,2199,7867,1554,5402,1353,2549,1093,765,657,553,391,1231,582,20878,1887,14761,2079,8157,1860,4544,1117,2060,932,6117,1591,2876,1081,2012,877,1229,501,2960,798,1320,641,758,368,882,486,4134,1060,1156,766,929,494,2049,570,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,47066,3744,23444,2709,4685,1358,982,652,1273,649,2430,1001,10007,1387,2608,1092,2847,779,4552,931,5973,1293,2129,897,1169,623,2675,704,1460,882,600,712,257,278,603,335,4348,1028,3367,1009,1233,581,545,363,1589,609,981,609,252,266,357,416,372,323,165,156,44,72,10,17,111,138,2779,1325,922,501,1024,1117,833,416,23622,2055,4235,1080,1034,769,617,359,2584,660,12583,936,3396,901,4291,1080,4896,985,4611,1220,2024,1201,1551,746,1036,394,463,390,0,235,339,368,124,142,3484,1232,2934,1257,1807,1201,486,431,641,339,550,411,17,31,415,370,118,149,664,459,200,260,311,310,153,154,2193,811,270,249,782,607,1141,434,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,929083,18802,482974,10079,37412,3929,7468,1610,9885,2146,20059,2480,55081,3208,15856,2467,15222,2124,24003,2261,364358,8756,127710,8443,123566,7321,113082,4547,3552,1160,840,487,1177,697,1535,638,354412,8959,333417,9560,116604,9092,115435,6922,101378,4553,20995,3719,8573,2748,5459,1881,6963,1473,6394,1556,1693,933,1495,605,3206,1080,26123,3129,11179,2763,5199,1155,9745,1751,446109,11989,50395,3984,9131,2151,11381,2141,29883,2621,62775,3121,16739,2277,17576,1950,28460,2291,302505,10368,89425,7603,108512,7165,104568,5224,6029,1410,1605,978,773,468,3651,863,288924,10303,275228,10071,81788,7560,103350,7177,90090,4853,13696,2787,3357,1548,3240,1322,7099,1814,7552,1464,2675,938,1149,453,3728,1005,30434,3024,8756,2267,6382,1379,15296,1964,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,107346,4254,58001,3164,4154,879,805,398,974,509,2375,618,9809,1575,3847,1244,1690,559,4272,1000,41852,2684,16635,2187,13634,1971,11583,1736,278,223,82,106,42,69,154,178,40151,2684,32136,2784,13080,2318,10781,1757,8275,1448,8015,1560,3037,1125,2481,894,2497,1062,1423,646,436,337,330,281,657,483,2186,686,832,483,389,261,965,425,49345,2733,5709,989,910,436,1034,542,3765,816,12620,1346,3871,884,3006,895,5743,976,28174,2143,9935,2034,11918,1740,6321,1144,693,508,443,462,47,78,203,164,26758,2082,20658,2044,6798,1713,9820,1509,4040,1100,6100,1635,2441,1271,1721,647,1938,798,723,404,253,206,330,290,140,129,2842,822,882,504,621,321,1339,546,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9902067,50752,4955543,32214,318422,9514,53653,4810,84500,5053,180269,7109,1568030,16165,294079,10258,443376,11838,830575,13606,2900125,26151,618279,19614,842486,18973,1439360,16703,36741,3883,2453,1023,6306,1738,27982,2950,2750672,27313,2356053,28798,499723,19110,704927,18600,1151403,15391,394619,12688,88388,8401,103880,6606,202351,7605,112712,6790,27715,4006,27373,3742,57624,4272,168966,8615,33545,4220,47255,3968,88166,5158,4946524,29040,363802,9802,51930,4596,89995,6083,221877,7571,1788775,16401,361251,12274,521251,12477,906273,12800,2617616,23406,506044,15410,799992,16001,1311580,17335,34214,3739,2841,1277,4427,1159,26946,3324,2446478,22908,2040382,23802,399322,14434,655737,14696,985323,16575,406096,11078,66561,5818,104968,5928,234567,8456,136924,8336,37320,4066,34860,4308,64744,5075,176331,8439,35535,3519,45375,4288,95421,5454,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,489496,12993,252490,8293,29145,2942,5398,1448,9999,1867,13748,1719,42380,3325,12461,2698,12275,1938,17644,2120,162629,7029,50975,5498,65409,4780,46245,3496,2323,942,203,197,668,496,1452,782,154994,7122,145193,7516,46140,5441,59334,4509,39719,3511,9801,2291,3032,1325,4205,1208,2564,961,5312,1445,1600,726,1202,604,2510,868,18336,2380,7459,1887,4411,1209,6466,1031,237006,6986,39257,3207,6929,1741,11309,1916,21019,2150,54031,2643,15825,2571,14520,1927,23686,2484,126799,5796,43299,4911,51644,3297,31856,3063,3410,1463,1900,1301,180,176,1330,519,117947,5574,109651,5700,37634,4596,46728,3520,25289,2896,8296,1645,2359,926,3059,1058,2878,920,5442,1177,1406,516,1677,564,2359,751,16919,2516,6496,1705,3545,955,6878,1256,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,452358,13441,223418,7975,67912,4703,11160,2433,17142,2658,39610,2983,46370,2567,16483,1869,14086,1937,15801,1616,90119,5116,27776,3594,33319,3418,29024,2773,27392,2933,3986,1089,8696,1751,14710,1888,24143,3241,11889,2624,6227,1983,4108,1266,1554,649,12254,2714,4750,1537,4574,1462,2930,1030,38584,4420,12813,2697,15941,2438,9830,1746,19017,2437,5461,1782,5182,1348,8374,1357,228940,7481,82216,5505,13316,2548,19494,3167,49406,2813,48117,1653,16570,1820,15630,1755,15917,1425,80910,4163,20551,3420,28652,3311,31707,2914,33829,2804,4865,1078,10780,1966,18184,2190,15606,2334,8375,1938,3784,1463,2571,858,2020,883,7231,1539,2657,1144,2022,1051,2552,925,31475,3341,9245,2393,13279,2385,8951,1566,17697,2571,3231,1203,3642,1265,10824,1533,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,68722,4737,34914,2786,5649,1323,885,793,1142,574,3622,872,8565,970,3340,708,2165,541,3060,750,16185,1852,6183,1391,5950,1480,4052,1192,3421,1326,882,653,921,748,1618,745,10624,1514,8875,1451,3971,1206,3771,1107,1133,563,1749,901,732,440,651,560,366,361,2140,773,598,491,607,338,935,436,4515,1648,1392,1109,1136,484,1987,1052,33808,2888,6293,1361,840,593,1170,725,4283,939,9633,897,3373,636,2634,600,3626,800,13173,2064,5355,1131,4823,1844,2995,875,3216,1536,595,514,1772,1451,849,507,6822,1189,5429,1169,3462,1080,1253,515,714,503,1393,579,900,542,264,214,229,224,3135,1320,398,330,1534,996,1203,607,4709,1562,1495,932,1849,1003,1365,543,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,73820,4254,37037,2765,5146,1146,1790,617,1146,534,2210,709,6183,1271,1651,1015,1782,948,2750,791,19066,1853,7344,1553,5171,1487,6551,1186,2882,891,394,276,961,542,1527,591,13537,1864,2045,898,1830,899,118,150,97,139,11492,2107,3971,1409,3757,1282,3764,893,2647,1040,1149,699,335,300,1163,625,6642,1647,2370,948,1575,806,2697,927,36783,2800,6307,1231,1999,766,761,432,3547,895,7621,1188,2498,951,1867,728,3256,803,16588,1795,3954,959,4806,1371,7828,1525,5027,1170,349,289,1426,628,3252,1073,9159,1498,272,212,134,116,54,94,84,132,8887,1539,2269,872,2951,1293,3667,1131,2402,741,1202,502,375,267,825,362,6267,1542,2583,1035,1632,682,2052,720,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3425634,30892,1688648,18726,176081,7584,36685,4286,38037,3801,101359,4716,157048,5452,38907,3671,45496,4056,72645,3318,1268508,17716,368199,14471,361194,13267,539115,11983,626394,13053,122463,7801,171155,9449,332776,9057,361228,13768,190638,9604,83512,7209,63938,6605,43188,4587,170590,9865,58425,6623,45797,4707,66368,4874,280886,11448,103799,7329,80304,5846,96783,5661,87011,4718,22697,2816,26186,2572,38128,3351,1736986,17704,212210,7400,36670,3671,42086,3813,133454,5438,174148,4718,46208,3848,50226,3601,77714,3836,1255824,15251,321747,12296,367050,12626,567027,12580,680938,13821,126993,6684,186126,9356,367819,10893,261182,11515,112707,7142,47339,4952,39838,4992,25530,2816,148475,8468,35040,3777,41963,3805,71472,4819,313704,11864,112375,6519,99123,6827,102206,5701,94804,5157,23307,3113,25921,2987,45576,2939,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
