GEO_ID,C18034_001E,C18034_001M,C18034_002E,C18034_002M,C18034_003E,C18034_003M,C18034_004E,C18034_004M,C18034_005E,C18034_005M,C18034_006E,C18034_006M,C18034_007E,C18034_007M,C18034_008E,C18034_008M,C18034_009E,C18034_009M,C18034_010E,C18034_010M,C18034_011E,C18034_011M,C18034_012E,C18034_012M,C18034_013E,C18034_013M,C18034_014E,C18034_014M,C18034_015E,C18034_015M,NAME,C18034_001MA,C18034_001EA,C18034_002MA,C18034_002EA,C18034_003EA,C18034_003MA,C18034_004MA,C18034_004EA,C18034_005EA,C18034_005MA,C18034_006EA,C18034_006MA,C18034_007EA,C18034_007MA,C18034_008MA,C18034_008EA,C18034_009MA,C18034_009EA,C18034_010EA,C18034_010MA,C18034_011MA,C18034_011EA,C18034_012MA,C18034_012EA,C18034_013MA,C18034_013EA,C18034_014MA,C18034_014EA,C18034_015EA,C18034_015MA,state
0400000US01,4183331,3707,176570,6359,70218,4071,17410,2207,52808,3441,106352,4640,27706,2483,78646,4113,4006761,7263,1936901,6583,253776,9687,1683125,11108,2069860,5698,367608,9919,1702252,10753,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,14326,2117,5851,1235,943,473,4908,1140,8475,1634,2379,912,6096,1266,582866,2862,296223,2499,28198,3050,268025,3645,286643,2410,31644,4040,254999,4753,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,149282,7000,61376,4056,13116,2214,48260,3349,87906,4990,18800,2528,69106,4255,5420668,13083,2702218,8564,324858,12986,2377360,12548,2718450,6495,394244,14245,2324206,14554,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,109211,5581,44915,3023,11973,1712,32942,2424,64296,3849,18501,2269,45795,3128,2423380,5775,1182659,4971,160228,7837,1022431,8091,1240721,4749,224263,8578,1016458,9694,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,940419,16722,384381,9664,80066,4879,304315,8674,556038,12044,113054,6088,442984,11332,32029405,17919,15939247,12553,1809985,35329,14129262,35587,16090158,15711,2182042,36955,13908116,37462,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,91122,5354,38879,3074,8683,1442,30196,2723,52243,4034,10903,1686,41340,3232,4212648,6338,2106374,4836,215289,8342,1891085,9968,2106274,5303,260059,10174,1846215,11309,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,79906,4129,31503,2489,4906,1257,26597,2030,48403,3287,7357,1381,41046,2802,3108203,4922,1510014,3386,101093,5691,1408921,6532,1598189,4275,141873,7306,1456316,8215,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,22555,2308,11424,1708,2148,862,9276,1533,11131,1471,1867,637,9264,1373,746868,2359,359802,2296,32616,4212,327186,4694,387066,1961,45898,4211,341168,4506,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,16361,1483,6267,1176,2565,904,3702,963,10094,1291,3722,896,6372,1216,498838,2048,231138,2247,39159,3325,191979,3796,267700,2790,53168,4633,214532,5533,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,546652,12989,220865,8419,56698,4676,164167,6951,325787,9545,81111,3833,244676,8803,15999695,13494,7803744,11681,789411,20483,7014333,20497,8195951,12918,1075374,22741,7120577,27068,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8361562,6243,244293,8888,96912,5794,24130,3437,72782,4843,147381,5673,40361,3265,107020,5502,8117269,11451,3953054,8638,467757,13529,3485297,15668,4164215,8960,642967,15531,3521248,17518,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1142476,3265,27490,2923,11414,1694,3161,834,8253,1608,16076,2054,3878,974,12198,1653,1114986,4146,545037,2748,41304,3795,503733,4272,569949,2754,58216,5225,511733,5794,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1315805,2247,34773,2753,15201,1512,3370,773,11831,1389,19572,2155,4881,1401,14691,1555,1281032,3642,643050,2701,67997,3743,575053,4991,637982,2913,84486,4693,553496,4995,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11627962,4102,311626,7771,134514,5929,31698,2985,102816,4827,177112,5807,41050,2452,136062,5590,11316336,9257,5549120,8044,553338,15483,4995782,16554,5767216,7319,743766,16722,5023450,18056,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5693818,3881,169930,6433,66279,3980,13589,1676,52690,3514,103651,4817,27275,2673,76376,3908,5523888,7803,2722381,6528,271814,10968,2450567,11370,2801507,6598,372503,11737,2429004,13240,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
