GEO_ID,B07001_001E,B07001_001M,B07001_002E,B07001_002M,B07001_003E,B07001_003M,B07001_004E,B07001_004M,B07001_005E,B07001_005M,B07001_006E,B07001_006M,B07001_007E,B07001_007M,B07001_008E,B07001_008M,B07001_009E,B07001_009M,B07001_010E,B07001_010M,B07001_011E,B07001_011M,B07001_012E,B07001_012M,B07001_013E,B07001_013M,B07001_014E,B07001_014M,B07001_015E,B07001_015M,B07001_016E,B07001_016M,B07001_017E,B07001_017M,B07001_018E,B07001_018M,B07001_019E,B07001_019M,B07001_020E,B07001_020M,B07001_021E,B07001_021M,B07001_022E,B07001_022M,B07001_023E,B07001_023M,B07001_024E,B07001_024M,B07001_025E,B07001_025M,B07001_026E,B07001_026M,B07001_027E,B07001_027M,B07001_028E,B07001_028M,B07001_029E,B07001_029M,B07001_030E,B07001_030M,B07001_031E,B07001_031M,B07001_032E,B07001_032M,B07001_033E,B07001_033M,B07001_034E,B07001_034M,B07001_035E,B07001_035M,B07001_036E,B07001_036M,B07001_037E,B07001_037M,B07001_038E,B07001_038M,B07001_039E,B07001_039M,B07001_040E,B07001_040M,B07001_041E,B07001_041M,B07001_042E,B07001_042M,B07001_043E,B07001_043M,B07001_044E,B07001_044M,B07001_045E,B07001_045M,B07001_046E,B07001_046M,B07001_047E,B07001_047M,B07001_048E,B07001_048M,B07001_049E,B07001_049M,B07001_050E,B07001_050M,B07001_051E,B07001_051M,B07001_052E,B07001_052M,B07001_053E,B07001_053M,B07001_054E,B07001_054M,B07001_055E,B07001_055M,B07001_056E,B07001_056M,B07001_057E,B07001_057M,B07001_058E,B07001_058M,B07001_059E,B07001_059M,B07001_060E,B07001_060M,B07001_061E,B07001_061M,B07001_062E,B07001_062M,B07001_063E,B07001_063M,B07001_064E,B07001_064M,B07001_065E,B07001_065M,B07001_066E,B07001_066M,B07001_067E,B07001_067M,B07001_068E,B07001_068M,B07001_069E,B07001_069M,B07001_070E,B07001_070M,B07001_071E,B07001_071M,B07001_072E,B07001_072M,B07001_073E,B07001_073M,B07001_074E,B07001_074M,B07001_075E,B07001_075M,B07001_076E,B07001_076M,B07001_077E,B07001_077M,B07001_078E,B07001_078M,B07001_079E,B07001_079M,B07001_080E,B07001_080M,B07001_081E,B07001_081M,B07001_082E,B07001_082M,B07001_083E,B07001_083M,B07001_084E,B07001_084M,B07001_085E,B07001_085M,B07001_086E,B07001_086M,B07001_087E,B07001_087M,B07001_088E,B07001_088M,B07001_089E,B07001_089M,B07001_090E,B07001_090M,B07001_091E,B07001_091M,B07001_092E,B07001_092M,B07001_093E,B07001_093M,B07001_094E,B07001_094M,B07001_095E,B07001_095M,B07001_096E,B07001_096M,NAME,B07001_001MA,B07001_001EA,B07001_002MA,B07001_002EA,B07001_003MA,B07001_003EA,B07001_004EA,B07001_004MA,B07001_005MA,B07001_005EA,B07001_006MA,B07001_006EA,B07001_007MA,B07001_007EA,B07001_008EA,B07001_008MA,B07001_009EA,B07001_009MA,B07001_010EA,B07001_010MA,B07001_011MA,B07001_011EA,B07001_012MA,B07001_012EA,B07001_013EA,B07001_013MA,B07001_014MA,B07001_014EA,B07001_015EA,B07001_015MA,B07001_016MA,B07001_016EA,B07001_017MA,B07001_017EA,B07001_018EA,B07001_018MA,B07001_019EA,B07001_019MA,B07001_020EA,B07001_020MA,B07001_021EA,B07001_021MA,B07001_022MA,B07001_022EA,B07001_023MA,B07001_023EA,B07001_024EA,B07001_024MA,B07001_025MA,B07001_025EA,B07001_026EA,B07001_026MA,B07001_027MA,B07001_027EA,B07001_028EA,B07001_028MA,B07001_029EA,B07001_029MA,B07001_030EA,B07001_030MA,B07001_031EA,B07001_031MA,B07001_032EA,B07001_032MA,B07001_033MA,B07001_033EA,B07001_034MA,B07001_034EA,B07001_035MA,B07001_035EA,B07001_036EA,B07001_036MA,B07001_037EA,B07001_037MA,B07001_038MA,B07001_038EA,B07001_039EA,B07001_039MA,B07001_040MA,B07001_040EA,B07001_041MA,B07001_041EA,B07001_042EA,B07001_042MA,B07001_043EA,B07001_043MA,B07001_044EA,B07001_044MA,B07001_045EA,B07001_045MA,B07001_046MA,B07001_046EA,B07001_047EA,B07001_047MA,B07001_048EA,B07001_048MA,B07001_049MA,B07001_049EA,B07001_050EA,B07001_050MA,B07001_051MA,B07001_051EA,B07001_052MA,B07001_052EA,B07001_053EA,B07001_053MA,B07001_054EA,B07001_054MA,B07001_055EA,B07001_055MA,B07001_056MA,B07001_056EA,B07001_057MA,B07001_057EA,B07001_058MA,B07001_058EA,B07001_059EA,B07001_059MA,B07001_060MA,B07001_060EA,B07001_061MA,B07001_061EA,B07001_062MA,B07001_062EA,B07001_063EA,B07001_063MA,B07001_064EA,B07001_064MA,B07001_065EA,B07001_065MA,B07001_066MA,B07001_066EA,B07001_067MA,B07001_067EA,B07001_068EA,B07001_068MA,B07001_069MA,B07001_069EA,B07001_070EA,B07001_070MA,B07001_071MA,B07001_071EA,B07001_072MA,B07001_072EA,B07001_073EA,B07001_073MA,B07001_074EA,B07001_074MA,B07001_075EA,B07001_075MA,B07001_076EA,B07001_076MA,B07001_077MA,B07001_077EA,B07001_078MA,B07001_078EA,B07001_079EA,B07001_079MA,B07001_080MA,B07001_080EA,B07001_081EA,B07001_081MA,B07001_082MA,B07001_082EA,B07001_083MA,B07001_083EA,B07001_084MA,B07001_084EA,B07001_085MA,B07001_085EA,B07001_086EA,B07001_086MA,B07001_087EA,B07001_087MA,B07001_088EA,B07001_088MA,B07001_089MA,B07001_089EA,B07001_090MA,B07001_090EA,B07001_091MA,B07001_091EA,B07001_092EA,B07001_092MA,B07001_093EA,B07001_093MA,B07001_094EA,B07001_094MA,B07001_095MA,B07001_095EA,B07001_096MA,B07001_096EA,state
0400000US01,4542703,3318,237400,3264,821941,2798,140746,3857,319738,4253,299802,3689,282654,3403,309170,7482,340544,7029,347286,3620,315362,2924,288993,5484,228696,5792,179457,3975,146402,3746,284512,2171,3795619,20621,182100,5178,690535,6942,100661,4213,209153,5989,209149,5374,220778,4715,250639,7424,297427,7411,306608,4901,280548,3794,265033,5610,212502,5945,168288,4104,137410,3770,264788,2953,443269,17315,36159,3881,87919,6295,15774,2102,66658,4789,50365,4173,34653,3469,35612,3597,25006,2712,24864,2414,20346,2442,14738,1880,7612,1340,5724,1564,5292,977,12547,1547,150414,9410,10329,1844,19871,2831,12671,1598,25006,2948,20780,2724,14868,2103,11916,1904,7019,1333,8161,1837,5503,1154,3951,1018,3968,1161,1565,555,1581,559,3225,848,137771,9621,8550,1607,21214,2648,10092,1604,17123,2408,17673,2561,10421,1857,9665,1647,9778,2007,6837,1382,8468,1683,4666,1189,4069,1106,3809,1228,1846,579,3560,1062,15630,2601,262,271,2402,981,1548,576,1798,586,1835,869,1934,739,1338,614,1314,514,816,553,497,373,605,331,545,321,71,117,273,161,392,282,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,659992,1192,37420,1520,132206,1151,24263,1671,50473,1966,49358,1571,44638,1603,44263,2947,56267,3228,57476,1666,51637,1685,40179,2022,27777,2037,14901,1132,11216,1131,17918,998,515159,7786,27042,1740,110252,2899,16066,1671,25136,2287,28211,2555,30161,1990,34879,2776,45727,2890,51117,1874,46318,1774,35711,2046,23806,1872,14263,1128,10536,1189,15934,984,79061,6483,5890,1343,13747,2294,2853,936,13500,2021,11466,2024,8702,1701,5100,1254,5734,1386,3285,770,2385,546,2382,736,2110,1144,514,316,556,320,837,444,23025,3174,1829,601,2542,1068,2725,876,3875,924,2580,1199,2171,941,1609,559,2422,871,866,458,936,493,492,335,962,479,16,27,0,235,0,235,37672,4943,2426,1027,4985,1332,2498,1027,6216,1325,5901,1859,3534,1130,2491,1074,2092,666,2071,597,1945,855,1476,658,742,460,90,81,124,140,1081,504,5075,1721,233,245,680,414,121,191,1746,938,1200,740,70,96,184,240,292,195,137,185,53,88,118,111,157,124,18,35,0,235,66,85,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6071224,4680,384051,4980,1147710,1647,165970,2758,420118,4153,469834,3537,429697,2622,428720,8533,429126,8973,415074,2058,372024,2100,344409,5229,274740,5481,221708,4634,183326,4552,384717,1758,4791323,29423,283767,6814,936168,10247,109528,5267,249778,6637,301153,8641,308277,7780,330494,9788,348837,8591,351384,4486,322642,4140,299337,5627,238088,5692,199325,5296,167459,4886,345086,4166,821586,24387,70122,5325,149106,9707,34223,3062,110196,5779,108602,6531,75160,5540,61976,5300,54799,4496,39219,3380,29842,3044,25361,3074,19059,2772,10333,1534,8269,1422,25319,2589,114162,7509,7014,1746,15245,2482,8039,1812,16586,2620,16074,2389,10852,1833,10228,1586,6229,1351,6313,1385,5625,1492,4351,1283,1956,527,1446,533,1724,734,2480,802,287071,14688,18931,3299,40107,4277,11026,2755,33807,3821,36386,4785,26850,3405,21701,2631,15861,2489,16199,2073,12666,2116,14089,1973,13835,2189,9804,1932,5255,1100,10554,2241,57082,6792,4217,1415,7084,2146,3154,1016,9751,2048,7619,2063,8558,2467,4321,1844,3400,1231,1959,765,1249,615,1271,626,1802,915,800,588,619,331,1278,957,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2772458,2320,156327,2776,498295,2325,80272,3265,190239,3773,191598,2816,174824,3067,181751,5369,202512,5497,201369,2543,189458,2293,175861,4127,141092,4305,109031,3189,94121,3152,185708,1443,2239652,18720,109333,4350,399167,6617,52034,2912,109569,5557,125328,4960,128251,3650,148304,5241,170017,5438,179138,3399,168416,2622,158769,4040,129137,4128,101753,3059,88596,2986,171840,2245,303569,16002,28900,3087,59258,5547,12676,2020,47005,4073,40386,3510,26314,2960,18778,2606,16949,2367,11752,1851,12051,2003,9835,1652,5718,1215,3285,863,3399,1046,7263,1419,113429,7485,9545,1848,17624,2536,9279,1103,18783,2267,14689,2034,9928,1613,6522,1191,6864,1484,4087,1115,4133,1163,2989,759,3051,976,1663,526,1188,493,3084,796,106701,7624,8426,2019,20675,3418,5478,925,12880,2263,9890,2057,9435,1548,7451,1836,7746,1543,6232,1368,4699,1113,4140,913,3186,934,2236,665,872,416,3355,897,9107,1810,123,144,1571,545,805,497,2002,708,1305,679,896,554,696,457,936,670,160,165,159,179,128,165,0,257,94,126,66,111,166,191,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35932693,12161,2147810,12603,6858380,3523,1095451,5802,2697878,5757,2629253,4809,2603007,4561,2758606,20567,2766430,21344,2675066,4059,2342533,3853,1984803,15934,1445646,15471,1100659,11165,902278,10175,1924893,2660,29915828,65533,1700416,16542,5891189,22765,798851,9183,1829289,18367,1812245,16631,1970765,15051,2268197,23602,2374614,23218,2367665,8938,2124329,8243,1815516,15615,1326654,15076,1018710,11359,841550,9983,1775838,7386,3959241,55479,322740,10694,712271,20097,149029,6384,536461,16299,525515,14490,403984,12472,325947,9479,265798,9584,205541,6714,153527,7045,107198,6137,73479,4933,47593,3872,37333,3068,92825,5079,1214709,29479,69538,5401,152518,9080,95633,4559,184623,7985,165874,7818,131999,6713,101064,6101,77790,5441,63226,4766,41692,3833,38129,3894,27225,3212,20025,2768,12048,1764,33325,2757,522105,17045,35691,4113,59466,5573,34596,3071,95182,5939,77601,5460,57851,4727,40077,4345,28494,2579,24483,2655,13934,1973,14933,2106,9649,1771,7522,1424,6676,1395,15950,1672,320810,15675,19425,2785,42936,4750,17342,2613,52323,4824,48018,4284,38408,3607,23321,2989,19734,2450,14151,2132,9051,1731,9027,1724,8639,2478,6809,1609,4671,1059,6955,1986,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4685392,3376,271010,3886,830648,1969,127504,3065,337730,4063,365092,3316,346409,3430,355728,7341,364292,7542,380142,2876,340600,2820,283372,5203,205980,5074,145683,3606,111059,3654,220143,1749,3731047,27800,202614,5837,687357,8434,79103,3618,189462,7153,224276,6574,253558,5557,282832,8082,302399,7466,327137,4876,302086,4236,255928,5102,188613,5259,132108,3915,103497,3480,200077,2771,487118,22489,39814,4713,79882,6899,16986,2338,78417,5754,68352,5253,46139,3801,36843,3453,33187,3489,28966,3333,20156,2366,12797,1848,6635,1227,5855,1178,3763,943,9326,1425,235725,13563,13795,2699,31668,4338,18322,2022,36074,3410,35479,4281,23996,3047,16861,2545,15716,2379,11381,2189,8497,1519,8718,1898,4232,968,3782,997,1741,637,5463,1093,194768,9729,12601,2214,27930,3613,11633,1322,26564,3189,28877,2857,19355,2662,15667,2361,10384,1699,10768,1909,9157,2150,5124,1056,6079,1351,3342,998,2010,679,5277,1256,36734,5100,2186,947,3811,1368,1460,633,7213,1530,8108,2236,3361,1167,3525,1033,2606,1027,1890,911,704,411,805,410,421,244,596,337,48,81,0,271,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3466300,2528,163562,2823,615795,988,97951,1323,221481,2231,198582,2063,209348,1796,255989,5983,289553,6287,294886,1959,256594,1378,222654,4762,169440,4630,122808,3592,103064,3715,244593,1239,2994596,14475,134071,3676,547685,5660,71857,2162,154923,4917,134478,4359,163988,3688,214182,5559,257714,6563,268571,3462,237356,2537,208319,4754,159191,4410,116183,3615,97410,3610,228668,1861,304510,12964,20140,2537,51007,5334,11021,1654,37458,3610,38840,3521,28058,3015,28091,3029,21541,3241,17787,2359,13405,1794,9974,1578,7023,1409,4567,1108,4096,964,11502,1371,62196,5261,1461,635,3872,1226,6090,1054,11437,2433,10803,2105,6240,1312,5709,1276,3964,965,3750,947,2042,782,1990,730,1448,504,1215,604,374,235,1801,566,86070,8498,6625,1545,10369,2508,8187,1071,13941,2631,12094,2312,8825,1834,6313,1404,5494,1441,4096,1214,2844,935,2050,900,1566,611,627,257,744,367,2295,715,18928,3447,1265,602,2862,1116,796,369,3722,1208,2367,1075,2237,838,1694,737,840,456,682,369,947,628,321,336,212,213,216,206,440,336,327,274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,841986,1511,45601,1540,146645,427,25541,1052,57887,1212,56637,766,53050,1117,61655,3178,63751,3263,64203,1019,57801,844,50525,2342,44136,2286,33204,1893,27419,1828,53931,588,721910,9107,36654,2054,126912,3540,17782,1257,40537,2436,41337,2398,42954,1539,50952,3162,58300,3100,58928,1404,52602,1282,47418,2431,40500,2233,30797,1868,25814,1757,50423,1054,78686,7259,7367,1556,14594,3031,4604,701,11056,1901,10089,1701,5841,1211,8180,1635,3297,1015,3564,992,2681,760,1191,517,1904,650,1282,499,915,529,2121,652,7575,1891,319,380,909,603,922,388,1749,976,594,400,393,234,900,586,261,193,409,254,158,137,187,214,258,214,225,195,125,114,166,157,31627,3962,1198,597,4186,1661,2136,430,4017,1159,4418,1439,3424,1088,1623,685,1604,768,1302,526,2149,826,1729,710,1380,628,875,452,481,282,1105,561,2188,948,63,55,44,74,97,113,528,347,199,182,438,552,0,261,289,257,0,261,211,218,0,261,94,107,25,45,84,137,116,139,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,572680,1287,26130,1400,79850,641,19797,1627,51273,1638,56455,582,48063,173,42905,2871,41743,2781,38577,621,36583,935,33636,1715,26213,1749,20005,1583,16333,1588,35117,654,457090,7928,19134,2046,66687,2585,10747,931,27389,2243,36008,2091,34439,1776,35022,2734,35930,2731,34027,1218,33957,1151,30943,1733,24097,1711,19186,1595,15389,1530,34135,732,58569,5619,4770,1592,10684,2462,2940,938,8688,1592,7941,1566,6508,1337,4234,1197,3468,908,3065,1031,1501,530,1582,515,1468,610,511,376,584,443,625,371,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,48880,4392,2022,1191,1702,986,5418,1151,13954,1786,10844,1526,6033,1255,2779,920,2028,760,1103,552,764,396,799,400,473,302,244,299,360,358,357,283,8141,1925,204,200,777,545,692,354,1242,593,1662,824,1083,551,870,578,317,250,382,339,361,334,312,266,175,288,64,104,0,292,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17858307,7806,886048,8359,2901014,3606,456718,5190,1154089,6869,1147634,6383,1099501,5340,1217672,17272,1385204,17030,1341728,3995,1192744,4260,1107702,13407,934136,12947,784423,9272,667585,9071,1582109,3482,14609576,48190,674888,10973,2401808,13791,319392,7183,742334,12964,762406,12563,818101,10034,958552,15993,1145741,17378,1150029,9422,1042146,8228,976264,13513,837536,13524,715417,9272,615510,8570,1449452,6326,1867247,41693,138635,7140,320850,13089,62184,5128,234545,10108,214645,9275,164706,5806,149131,8856,137812,8044,110348,6152,85198,6126,67383,4844,45522,3380,33911,3353,25951,3115,76426,4590,618091,19195,32063,3605,78264,6500,40510,3363,88893,5255,83020,5574,57737,5202,47544,3971,45280,4065,38702,3510,29217,2658,23208,2572,16256,1807,8774,1528,6869,1314,21754,2336,599021,20841,32807,3494,76681,6918,27952,2892,67628,5629,65625,5519,45153,3984,48773,5055,44422,4398,33082,3951,30670,3182,32346,3242,27170,2709,22189,2458,15204,2178,29319,3039,164372,10682,7655,1391,23411,3732,6680,1323,20689,3084,21938,3386,13804,2628,13672,2366,11949,2235,9567,1927,5513,1211,8501,1741,7652,1784,4132,1045,4051,1256,5158,1543,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
