GEO_ID,B19080_001E,B19080_001M,B19080_002E,B19080_002M,B19080_003E,B19080_003M,B19080_004E,B19080_004M,B19080_005E,B19080_005M,NAME,B19080_001MA,B19080_001EA,B19080_002EA,B19080_002MA,B19080_003EA,B19080_003MA,B19080_004MA,B19080_004EA,B19080_005MA,B19080_005EA,state
0400000US01,15190,221,30142,277,49237,651,78513,948,139024,2325,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26449,1025,47299,1296,71720,1515,106956,3546,176711,6085,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21445,373,38028,451,58567,643,91266,776,163584,2968,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15356,311,28876,549,45576,512,71645,871,128677,3316,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23745,208,44706,293,70744,277,111213,463,204043,1005,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,22882,504,41295,462,64627,837,100660,772,179066,3597,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,26609,605,50432,476,77541,908,119130,1953,227790,5829,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23550,1173,42638,1520,64834,1976,98645,2679,166944,8243,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,17546,1413,40083,1165,68329,2775,119155,3785,244852,10601,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20133,158,36120,122,56112,322,87996,708,162276,1613,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,19543,342,36938,333,58267,514,91103,570,163584,2393,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,26171,1041,49252,1263,73849,2181,112735,2948,192984,7514,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20132,513,34618,747,52664,914,78046,1255,134220,4074,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,21533,230,41146,255,64135,484,99770,652,178163,2199,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,20200,251,36134,228,55538,419,83004,611,138668,2105,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20464,327,35907,385,54252,511,80782,829,136595,2738,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20159,291,36134,429,55831,556,85188,986,146912,2922,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,15301,191,30491,379,48988,663,77072,814,132898,2691,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,14803,395,30359,361,50105,752,80285,595,142831,3203,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18386,530,34549,863,52889,834,80411,1319,135887,3772,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,29462,595,52261,582,79664,882,118851,937,205764,2620,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,22837,620,47068,808,73984,568,113933,1106,201556,2071,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20196,156,37326,399,58216,395,89617,758,153482,1552,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,24317,278,43721,489,65669,436,97929,670,168173,2830,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,13626,402,26358,531,44252,926,71727,1110,124421,2287,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18550,396,34072,414,52595,476,81771,557,142857,2416,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,17879,792,32537,783,50106,665,75084,1199,129129,4598,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20286,297,36033,465,55511,671,83247,1291,137001,3243,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,24710,637,42975,949,64520,1183,94525,1137,166091,3669,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26171,731,48229,1804,71298,1308,104146,2021,174150,4283,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,26689,409,51011,474,80169,455,123260,781,219550,2226,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16563,942,32089,630,50667,761,80526,1346,140644,2748,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19851,297,40085,150,64781,528,102997,495,199158,2856,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,18176,215,33619,416,52687,507,82457,529,147928,2639,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,17544,946,33492,1488,50960,1100,76428,1736,127033,4869,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,18964,277,35259,284,55116,323,84821,647,146407,1380,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,16466,318,30594,292,48226,601,75665,683,134710,2228,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,20315,341,36938,610,56228,472,86482,958,152690,2588,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,19250,189,36282,277,57133,337,89476,542,158284,1929,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20700,857,40766,862,64239,1717,97205,2412,165279,6935,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,17041,359,32230,394,50660,545,79810,1047,138810,2966,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18418,718,33858,1007,52194,1135,77536,1399,129286,4874,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16491,332,31303,414,50186,317,78686,1023,144095,2171,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18697,256,35342,231,55961,343,90493,322,164696,1533,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24858,542,41672,636,61393,685,90458,894,150874,2436,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,21138,1046,38882,768,58123,1566,87069,1499,145891,5129,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,24699,387,45168,321,69395,812,108765,1079,199648,2758,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,23427,407,42069,377,64364,665,98373,941,169205,2187,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14857,487,27511,572,43737,958,70058,1206,116114,3725,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21692,329,39233,348,59125,381,86718,587,144738,1956,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,22302,1374,38184,1016,57836,1190,86266,2340,139445,8120,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6059,92,13127,300,23366,491,41351,823,82355,1799,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
