GEO_ID,C24010I_001E,C24010I_001M,C24010I_002E,C24010I_002M,C24010I_003E,C24010I_003M,C24010I_004E,C24010I_004M,C24010I_005E,C24010I_005M,C24010I_006E,C24010I_006M,C24010I_007E,C24010I_007M,C24010I_008E,C24010I_008M,C24010I_009E,C24010I_009M,C24010I_010E,C24010I_010M,C24010I_011E,C24010I_011M,C24010I_012E,C24010I_012M,C24010I_013E,C24010I_013M,C24010I_014E,C24010I_014M,C24010I_015E,C24010I_015M,NAME,C24010I_001MA,C24010I_001EA,C24010I_002MA,C24010I_002EA,C24010I_003EA,C24010I_003MA,C24010I_004EA,C24010I_004MA,C24010I_005MA,C24010I_005EA,C24010I_006MA,C24010I_006EA,C24010I_007MA,C24010I_007EA,C24010I_008MA,C24010I_008EA,C24010I_009EA,C24010I_009MA,C24010I_010EA,C24010I_010MA,C24010I_011MA,C24010I_011EA,C24010I_012MA,C24010I_012EA,C24010I_013MA,C24010I_013EA,C24010I_014EA,C24010I_014MA,C24010I_015EA,C24010I_015MA,state
0400000US01,49083,2356,33559,1732,2800,738,4617,1149,2015,707,2094,862,12822,1995,9211,1525,15524,1617,3315,751,4024,1037,3962,981,154,144,347,221,3722,1084,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15911,1483,8860,952,1188,493,2685,906,1701,746,15,28,1131,604,2140,668,7051,1069,1828,675,2762,950,1977,732,0,235,68,142,416,317,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,751450,8515,457899,5245,55450,4860,97549,7223,57223,4145,8915,2529,158254,7781,80508,5222,293551,6723,66088,4655,83656,5012,111575,5734,2170,711,4623,1754,25439,3080,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,61390,2666,41932,2211,3708,1004,6987,1659,3705,1027,1750,721,10860,1712,14922,1797,19458,1707,3297,841,6399,1337,3590,1018,139,146,183,174,5850,1298,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5518940,20213,3307552,13869,423321,11705,626798,13648,511376,13928,146563,8173,791482,18395,808012,15766,2211388,15695,468138,10926,637411,12482,778362,14878,46578,3892,14851,2063,266048,9293,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,405535,6642,246037,5246,30794,2790,49340,4339,29134,3541,4221,1311,84821,5655,47727,3735,159498,4406,35861,2969,52187,3923,51797,3325,699,420,1421,578,17533,2066,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,172555,4233,96627,2757,11886,1701,26184,3023,15698,2086,313,267,20313,2497,22233,2625,75928,3043,17275,2011,21949,2235,26921,2644,73,78,628,438,9082,1421,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22364,1493,13996,1063,1184,571,3534,1042,1361,617,379,324,3950,1263,3588,996,8368,1133,1595,759,2854,979,2073,647,125,152,431,303,1290,712,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,27347,1605,15231,1205,3678,912,5840,1423,1770,742,0,292,2230,736,1713,829,12116,1064,3976,860,5748,1189,1999,591,0,292,0,292,393,382,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1757019,12585,1018698,8202,199861,8145,163487,8008,174861,7778,27225,4438,299011,10412,154253,7733,738321,9866,197395,6551,174029,6368,293972,7494,11310,2408,10563,2022,51052,3923,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,326269,5865,233894,4690,19923,2543,33525,4216,16874,2574,8243,2010,106537,6395,48792,4498,92375,3741,15681,2094,29764,3326,22803,2386,873,626,2429,1045,20825,2139,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,40933,1810,22476,1515,4153,1178,4636,951,3400,982,330,252,7001,1432,2956,969,18457,1180,5163,935,5291,1049,7210,1151,0,267,129,152,664,353,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,56709,2165,36385,1424,4266,873,4598,1222,3189,890,8344,1268,8679,1348,7309,1207,20324,1620,3291,788,5806,1063,5297,1027,1883,651,269,209,3778,878,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,839349,8960,527251,6101,61289,4063,112219,6954,80644,5167,2566,979,98605,6037,171928,7171,312098,6960,61468,4038,68911,4776,104959,5961,905,430,2859,1021,72996,5215,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,135954,3425,86666,2455,8602,1344,14514,2382,9547,1417,2308,841,18901,2239,32794,3039,49288,2356,9976,1448,12221,1773,12710,1465,221,201,494,341,13666,1803,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,48313,2206,29683,1582,2029,688,6186,1320,2412,730,1070,456,5345,1013,12641,1537,18630,1535,3605,897,4273,1010,4505,814,441,400,32,61,5774,1105,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,107836,2869,65118,2170,5719,1137,10474,2126,6486,1340,2945,1249,18011,1945,21483,2040,42718,2153,8511,1326,15902,2110,10493,1604,490,325,459,395,6863,1261,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37840,2567,28100,2084,2811,998,5679,1335,2806,886,3691,995,7805,1687,5308,1320,9740,1306,2282,736,3432,767,1983,565,273,205,216,218,1554,553,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,60647,3079,37851,2640,4833,1192,4430,1424,4506,1033,426,353,17708,2701,5948,1250,22796,2232,6416,1303,7192,1590,7184,1398,64,76,739,503,1201,674,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4866,894,3177,862,381,260,740,468,854,591,0,223,216,173,986,578,1689,439,244,201,396,226,714,370,27,48,0,223,308,254,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,172928,4068,101789,2751,21980,2611,19673,3027,8957,1675,1651,716,38999,3805,10529,1851,71139,2692,19412,2230,27248,2920,19078,2235,0,277,1162,695,4239,1146,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,220343,4889,118498,3359,21951,2629,33115,3425,16534,2013,1055,599,18737,2567,27106,3016,101845,3754,26803,2995,33961,3047,27972,2636,229,215,509,415,12371,1914,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,161462,3985,95072,2739,14460,1821,18233,2155,11438,1951,4355,932,15093,1978,31493,2838,66390,2655,15331,1735,15172,1861,19569,1991,1331,575,779,422,14208,1733,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,87658,2396,55026,1814,7510,1383,14798,2145,5480,1009,1648,601,6622,1370,18968,2059,32632,1976,6996,1112,11037,1505,7281,1191,344,328,443,363,6531,1101,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21624,2155,15216,2242,2256,1056,740,422,1230,717,299,219,5325,1502,5366,1344,6408,1329,1787,664,1549,648,1641,645,181,217,68,56,1182,655,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,69114,2967,41532,1809,7159,1463,9717,1874,5784,1383,757,356,9724,2030,8391,1561,27582,2078,6097,1071,7584,1547,9063,1696,287,248,632,426,3919,1086,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7494,1277,4359,807,1390,586,358,255,342,238,68,70,1413,554,788,378,3135,823,966,509,1122,622,857,370,0,228,9,17,181,216,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,57064,2146,36080,1470,3060,769,5738,1149,3233,765,1462,585,8129,1550,14458,1698,20984,1603,3562,722,6570,1029,4457,818,163,160,46,90,6186,1099,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,283380,5102,177656,3966,13580,2347,46714,3900,16387,2353,1108,578,71992,5159,27875,3259,105724,3669,14430,1920,47409,3131,30731,2888,209,263,2331,1130,10614,2085,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,13620,1156,8288,774,1780,733,1433,865,1796,764,158,194,1468,1173,1653,665,5332,944,2183,760,1167,606,1340,631,0,251,0,251,642,363,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,660888,8300,379651,5248,53090,3236,90173,6479,58414,4198,1998,626,72525,5486,103451,6068,281237,6843,61339,4435,77071,4451,94773,5016,378,286,1333,604,46343,3984,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,369059,5551,202268,3534,39422,3207,36676,3010,31090,3452,4517,1058,56271,4769,34292,3587,166791,3995,42954,3014,51794,3560,60193,3545,797,491,1162,402,9891,1801,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1353496,13399,756666,9311,118716,6098,219248,9935,124455,5991,4075,988,139737,7690,150435,8477,596830,8032,147568,5298,204219,7229,189521,6949,968,571,3048,991,51506,4282,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,275006,5643,195780,4306,15263,1907,31043,3738,11285,2048,10688,2537,87405,5719,40096,4122,79226,4119,12906,1727,25441,3059,17931,2476,2296,804,771,610,19881,2526,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5042,547,2387,654,662,421,520,337,312,400,144,127,263,199,486,357,2655,509,721,498,1021,585,728,418,71,99,0,200,114,127,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,113795,3340,68035,2123,11780,1602,16138,1975,8384,1721,2380,894,11282,1885,18071,1935,45760,2477,11268,1579,12666,1706,13937,1755,641,437,353,361,6895,1452,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,103265,2873,65414,2116,8577,1521,12527,2393,5535,1204,2664,773,21734,2494,14377,1966,37851,2175,5849,1239,14831,1636,10466,1497,911,610,425,390,5369,1146,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
