GEO_ID,C24010I_001E,C24010I_001M,C24010I_002E,C24010I_002M,C24010I_003E,C24010I_003M,C24010I_004E,C24010I_004M,C24010I_005E,C24010I_005M,C24010I_006E,C24010I_006M,C24010I_007E,C24010I_007M,C24010I_008E,C24010I_008M,C24010I_009E,C24010I_009M,C24010I_010E,C24010I_010M,C24010I_011E,C24010I_011M,C24010I_012E,C24010I_012M,C24010I_013E,C24010I_013M,C24010I_014E,C24010I_014M,C24010I_015E,C24010I_015M,NAME,C24010I_001MA,C24010I_001EA,C24010I_002MA,C24010I_002EA,C24010I_003EA,C24010I_003MA,C24010I_004EA,C24010I_004MA,C24010I_005MA,C24010I_005EA,C24010I_006MA,C24010I_006EA,C24010I_007MA,C24010I_007EA,C24010I_008MA,C24010I_008EA,C24010I_009EA,C24010I_009MA,C24010I_010EA,C24010I_010MA,C24010I_011MA,C24010I_011EA,C24010I_012MA,C24010I_012EA,C24010I_013MA,C24010I_013EA,C24010I_014EA,C24010I_014MA,C24010I_015EA,C24010I_015MA,state
0400000US41,170554,4425,109466,2687,9906,1866,22240,2754,9843,1593,17719,3822,23159,3440,26599,3137,61088,2931,12506,2037,18114,2034,16219,1974,3826,1128,226,226,10197,1752,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,202324,4901,114866,3532,17935,1820,22222,2845,15480,2149,6370,1450,18846,2526,34013,3295,87458,3586,20376,2257,23344,2570,27883,2616,1012,568,422,325,14421,2213,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,49602,2005,27223,1384,1880,701,5453,1427,6283,1503,145,212,3171,925,10291,1686,22379,1746,3815,1149,6576,1236,5477,1247,0,281,44,75,6467,1148,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,71193,2759,49145,2298,3702,1041,8033,1630,2680,786,2018,1002,18537,2221,14175,2117,22048,1982,5130,1083,5963,1327,5023,967,168,221,490,337,5274,1245,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7458,1100,4534,860,578,500,966,466,432,296,774,389,380,397,1404,591,2924,769,501,281,904,518,709,431,435,358,7,20,368,325,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,84012,2838,60373,2365,6326,1339,12143,1616,4181,1107,1842,1128,20637,2397,15244,1979,23639,1888,3906,929,7834,1345,5976,1030,759,420,621,431,4543,1033,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3520721,19654,2119455,13811,290393,9408,361838,11062,303037,8172,30733,2958,656193,13259,477261,11641,1401266,13414,322156,8335,438232,11703,494935,10914,3984,1151,12089,1821,129870,7002,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,130719,3415,80820,2039,9919,2013,15789,3076,8993,1616,1234,415,23812,2775,21073,2381,49899,2405,6933,1351,17423,2079,14358,2145,35,41,367,307,10783,1755,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3279,550,1555,397,367,224,308,146,360,175,142,203,112,105,266,199,1724,438,871,361,233,170,502,261,0,205,0,205,118,182,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,234882,4762,144561,4459,25275,2628,29660,4184,12941,2220,2664,688,57617,5157,16404,2255,90321,3374,25968,2717,30395,2882,25607,2734,339,279,2298,1254,5714,1266,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,244632,5143,151094,3542,19958,2478,29250,3466,15200,2377,24363,3315,30782,2923,31541,3142,93538,3692,18580,2033,28333,3068,25050,2561,9297,1655,1050,586,11228,1991,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5158,878,3368,746,608,359,476,254,194,195,120,168,1356,495,614,400,1790,669,429,241,729,516,426,254,0,261,206,322,0,261,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,112211,2943,69909,2119,9709,1537,15036,2399,6704,1406,2858,800,11002,1847,24600,2504,42302,2299,8701,1216,11290,1922,11547,1835,597,352,183,180,9984,1617,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,17761,1254,9800,789,1055,479,3061,848,783,574,74,124,2109,621,2718,693,7961,1024,2169,657,3505,1029,1772,703,0,259,36,52,479,277,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1194762,15512,648825,9294,152978,6047,123434,5312,130529,4940,10019,1621,124107,4800,107758,5439,545937,9413,193129,7222,100734,5245,209875,5867,716,355,2709,678,38774,3202,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
