GEO_ID,B21003_001E,B21003_001M,B21003_002E,B21003_002M,B21003_003E,B21003_003M,B21003_004E,B21003_004M,B21003_005E,B21003_005M,B21003_006E,B21003_006M,B21003_007E,B21003_007M,B21003_008E,B21003_008M,B21003_009E,B21003_009M,B21003_010E,B21003_010M,B21003_011E,B21003_011M,NAME,B21003_001EA,B21003_001MA,B21003_002MA,B21003_002EA,B21003_003MA,B21003_003EA,B21003_004MA,B21003_004EA,B21003_005EA,B21003_005MA,B21003_006EA,B21003_006MA,B21003_007MA,B21003_007EA,B21003_008MA,B21003_008EA,B21003_009EA,B21003_009MA,B21003_010EA,B21003_010MA,B21003_011EA,B21003_011MA,state
0400000US18,4106521,4567,506003,7979,62051,3457,199837,6031,157320,6077,86795,3644,3600518,8716,546443,10725,1321091,14753,929406,13171,803578,12728,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1950350,3195,248686,4687,26897,1782,100569,3623,73694,3621,47526,2658,1701664,5890,189278,6191,594406,7393,497147,9173,420833,9679,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1761194,4007,229843,5888,18677,1839,73781,3587,78769,3513,58616,2726,1531351,6994,185401,5629,460473,8769,442341,8952,443136,7875,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2804909,3889,335424,7353,56669,3389,115918,5002,101275,5139,61562,2631,2469485,7921,517950,10937,858245,12313,594106,9989,499184,11160,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2724815,5671,314486,7453,40035,2790,110916,4867,98662,3822,64873,3610,2410329,8473,523669,12343,849642,13319,551689,9541,485329,9935,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,920361,1421,140995,4120,15597,1686,52612,2864,43307,2483,29479,2331,779366,4459,88350,4584,284261,6558,198626,5864,208129,6189,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3698932,4508,466834,8530,42633,2749,126762,4327,147542,5933,149897,5577,3232098,9454,436653,9097,869593,15210,781352,14168,1144500,15208,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4341140,3476,448385,7701,51108,3274,146678,5200,121598,4883,129001,5008,3892755,8444,473335,13022,1078938,14297,862284,14003,1478198,16781,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6634940,4056,756449,10048,87197,3850,261428,7088,260627,6825,147197,5387,5878491,10555,761400,12107,1895197,16361,1744699,18012,1477195,18062,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3384934,2883,403628,7059,40164,1893,134767,4311,129396,4077,99301,4191,2981306,7725,275800,6655,834429,10701,940603,10177,930474,12947,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1833031,4453,205956,5946,28233,2163,65119,4633,69295,3863,43309,3010,1627075,7522,377839,9955,522658,11263,427273,9539,299305,10016,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3840193,4175,518273,8319,67040,3294,180425,5967,158935,5202,111873,4729,3321920,8725,517765,11186,1111833,12470,874021,12442,818301,13566,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,628280,1716,100410,3479,10489,1244,36251,2698,29777,2042,23893,1797,527870,3730,52107,2846,164648,4659,162666,4532,148449,5446,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1131136,2198,149452,3980,13677,1279,52523,2383,48576,2958,34676,2036,981684,4813,105089,4556,298341,6656,309239,5947,269015,5998,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1638264,3422,233945,7461,17440,1854,69328,4031,96256,5122,50921,3424,1404319,7209,247923,7064,450147,11213,418037,9451,288212,8731,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,895869,1665,129653,4132,13387,1613,42483,2671,36664,2948,37119,2660,766216,4298,77336,3880,232267,6903,207863,6177,248750,6647,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5865635,3534,521409,8674,65480,3749,180669,6937,139486,5581,135774,4798,5344226,9680,752696,15098,1603542,17957,1161535,13132,1826453,15185,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1233974,3469,173335,5093,14885,1725,44868,3321,62130,3601,51452,3269,1060639,6015,214625,7639,297987,7934,287701,8361,260326,6533,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12833769,5296,1083801,12037,118670,4690,376532,8858,314878,7672,273721,6353,11749968,13268,1928872,26498,3450432,28772,2644157,23404,3726507,27077,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5807720,8599,733573,10054,80985,4087,217370,7476,255381,7529,179837,6332,5074147,12437,970142,16748,1513743,18831,1330432,17445,1259830,16567,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,407164,1886,55137,2124,7387,930,18749,1306,17927,1657,11074,1331,352027,2581,41423,2078,103424,3734,114424,3589,92756,3981,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7595591,4221,948788,12880,114652,4220,380458,7885,277626,7347,176052,5228,6646803,13454,931136,15381,2435936,21087,1714676,18063,1565055,18908,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2301906,4541,326082,5122,38078,2301,101118,3762,114217,4352,72669,3129,1975824,6541,325091,7715,681198,11704,534078,10675,435457,9644,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2498572,3708,348480,6510,29861,2538,91865,5005,138142,4897,88612,3916,2150092,7006,280685,10043,576295,11175,693636,12454,599476,11296,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8425718,4599,1060943,12212,142251,5321,445961,8883,259595,6756,213136,5165,7364775,13408,1021694,16634,2829913,19933,1583521,15627,1929647,15101,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,710817,1487,81254,3016,11966,1656,25616,2076,22113,2202,21559,1970,629563,3575,113847,6039,184022,6240,143474,6080,188220,7495,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2832263,4833,389278,8152,43376,3017,118551,5066,130817,5983,96534,4148,2442985,10092,489455,11179,806532,14545,600134,10205,546864,9715,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,503893,2003,72272,2614,8412,1070,24484,1919,23350,1930,16026,1637,431621,3186,50704,3586,146989,4611,124768,4057,109160,4759,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4027168,4948,494820,8037,69571,4055,167667,5645,157237,5555,100345,4060,3532348,9022,702284,12679,1218524,14656,841069,14238,770471,13183,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,14502421,10078,1622590,16149,155672,5707,434908,10031,591329,11418,440681,9062,12879831,17826,2960885,27547,3522470,29675,3258003,25953,3138473,22299,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1434438,2396,150786,4402,9192,1276,35811,2815,56271,3243,49512,2650,1283652,4593,131312,6843,335458,7919,456908,7407,359974,7382,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,426334,904,54839,2389,6527,917,18719,1892,14254,1503,15339,1525,371495,2618,36895,2575,119518,4035,92141,3625,122941,4244,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5000263,7939,747785,11997,65003,3381,194314,6818,231153,7928,257315,7363,4252478,14035,676793,13357,1170203,15867,1035792,15659,1369690,17163,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4226887,5155,618027,9343,40139,2766,160695,6343,244904,6282,172289,6060,3608860,9006,427101,9682,923789,15433,1141331,14177,1116639,14694,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1261698,2521,176237,4609,29100,2469,76191,3781,45655,2661,25291,2245,1085461,5074,210751,7625,462601,7769,229400,6691,182709,6516,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3679758,3751,441547,6852,49926,2611,168220,4646,137877,4560,85524,3620,3238211,7283,378925,7766,1113592,13840,906722,11917,838972,10729,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,337556,2052,53842,2888,3277,733,18482,1889,19962,2012,12121,1577,283714,3699,29894,2596,92921,4230,96455,3691,64444,3503,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2499877,1446,123935,4721,19438,1501,38350,2669,32607,2496,33540,2526,2375942,4826,828854,13722,591212,9739,471198,9122,484678,11865,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
