GEO_ID,B10055_001E,B10055_001M,B10055_002E,B10055_002M,B10055_003E,B10055_003M,B10055_004E,B10055_004M,B10055_005E,B10055_005M,B10055_006E,B10055_006M,B10055_007E,B10055_007M,B10055_008E,B10055_008M,B10055_009E,B10055_009M,B10055_010E,B10055_010M,B10055_011E,B10055_011M,NAME,B10055_001MA,B10055_001EA,B10055_002EA,B10055_002MA,B10055_003EA,B10055_003MA,B10055_004EA,B10055_004MA,B10055_005MA,B10055_005EA,B10055_006MA,B10055_006EA,B10055_007MA,B10055_007EA,B10055_008EA,B10055_008MA,B10055_009EA,B10055_009MA,B10055_010MA,B10055_010EA,B10055_011MA,B10055_011EA,state
0400000US01,112765,6610,44212,3483,25910,2512,16292,2120,9618,1658,18302,2096,68553,5040,38750,3328,29183,2973,9567,1681,29803,3173,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15714,2576,6120,1455,2439,699,743,287,1696,591,3681,1283,9594,1943,3956,1077,2457,811,1499,515,5638,1502,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,132072,7416,43294,3941,15591,2189,9197,1611,6394,1148,27703,3486,88778,6753,38371,4425,27637,3696,10734,2047,50407,4769,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65945,4452,25755,2945,15258,2182,10125,1824,5133,883,10497,1755,40190,2975,24837,2717,19277,2622,5560,1081,15353,2093,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,955943,16034,282808,9073,66874,3999,33534,3214,33340,2656,215934,8236,673135,14940,206040,8109,136449,6946,69591,5428,467095,13465,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,80194,5179,23374,2291,8459,1500,4032,883,4427,1298,14915,2101,56820,4715,26632,2955,20411,2488,6221,1335,30188,3146,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,51530,4571,17441,2592,4256,1074,2279,758,1977,710,13185,2443,34089,3740,12622,2105,9023,1799,3599,1111,21467,2837,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,16540,2410,5868,1601,2022,908,1378,676,644,538,3846,1053,10672,1584,3585,1071,2359,896,1226,651,7087,1383,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,12185,1773,3812,925,2056,692,998,509,1058,460,1756,601,8373,1389,4043,977,2327,739,1716,676,4330,1155,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,367586,12363,115403,5643,38484,3075,19175,2170,19309,2420,76919,4657,252183,9753,103818,6514,70818,4950,33000,3756,148365,7630,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,204525,9373,68863,4584,29907,3053,16974,2221,12933,2050,38956,3512,135662,7987,65431,4652,50294,4416,15137,2036,70231,5732,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,50507,4394,12367,1770,2320,749,772,482,1548,525,10047,1548,38140,3587,10350,1974,6098,1558,4252,1149,27790,2852,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19740,2237,5809,994,2325,697,1116,401,1209,496,3484,934,13931,1893,7414,1314,5482,1265,1932,539,6517,1396,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,246561,10482,70888,3865,24604,2636,13883,2074,10721,1540,46284,2961,175673,9318,75121,5397,53996,4366,21125,2623,100552,6815,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,103197,5991,32671,2845,15369,1843,9954,1647,5415,974,17302,2182,70526,4821,35184,3385,27005,2802,8179,1469,35342,3523,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29517,2996,9632,1835,4635,1191,2238,776,2397,786,4997,1125,19885,2138,9801,1611,7478,1378,2323,709,10084,1424,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37430,3102,11463,1342,5111,891,3298,723,1813,617,6352,1138,25967,2826,13889,1870,11341,1681,2548,867,12078,1877,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,81726,5750,34271,3457,18693,3028,12995,2271,5698,1333,15578,2046,47455,3804,26611,2949,21256,2521,5355,1263,20844,2274,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113099,6475,39879,3025,17383,1866,10716,1485,6667,1279,22496,2355,73220,5152,40846,4420,30012,3783,10834,1761,32374,3333,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
