GEO_ID,B10051H_001E,B10051H_001M,B10051H_002E,B10051H_002M,B10051H_003E,B10051H_003M,B10051H_004E,B10051H_004M,B10051H_005E,B10051H_005M,B10051H_006E,B10051H_006M,B10051H_007E,B10051H_007M,NAME,B10051H_001EA,B10051H_001MA,B10051H_002EA,B10051H_002MA,B10051H_003MA,B10051H_003EA,B10051H_004MA,B10051H_004EA,B10051H_005MA,B10051H_005EA,B10051H_006EA,B10051H_006MA,B10051H_007EA,B10051H_007MA,state
0400000US01,61812,5047,34067,3482,23147,2755,10920,2011,27745,3342,15724,2574,12021,1805,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8102,1994,2502,925,1339,602,1163,639,5600,1860,3081,1093,2519,1228,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,55277,4650,23554,2935,15137,2303,8417,1551,31723,3694,13767,1895,17956,2833,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,44409,3814,26138,2737,18716,2180,7422,1290,18271,2555,10628,1678,7643,1724,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,233810,8995,84454,5147,47966,4218,36488,3149,149356,7550,66631,4826,82725,5172,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,44435,3738,19545,2477,13406,2063,6139,1507,24890,2865,12205,1975,12685,2203,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,30354,3497,7248,1469,4296,1034,2952,973,23106,2935,7674,1647,15432,2164,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,8468,1865,3390,1143,2323,886,1067,658,5078,1233,2509,1030,2569,800,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,158554,7123,67778,4639,43390,3223,24388,2931,90776,5736,40063,3619,50713,4484,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,90891,5475,43133,3977,29286,3299,13847,2160,47758,4305,23038,3182,24720,3043,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,5742,1150,1317,472,621,338,696,324,4425,1074,1499,497,2926,929,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,16816,2042,8582,1427,5871,1311,2711,756,8234,1572,4369,1312,3865,987,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,110328,7133,44361,3995,30296,3128,14065,1869,65967,5270,30891,3629,35076,3646,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,78851,4946,38002,3436,27963,2796,10039,1783,40849,3765,24270,3154,16579,1899,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
