GEO_ID,C19037A_001E,C19037A_001M,C19037A_002E,C19037A_002M,C19037A_003E,C19037A_003M,C19037A_004E,C19037A_004M,C19037A_005E,C19037A_005M,C19037A_006E,C19037A_006M,C19037A_007E,C19037A_007M,C19037A_008E,C19037A_008M,C19037A_009E,C19037A_009M,C19037A_010E,C19037A_010M,C19037A_011E,C19037A_011M,C19037A_012E,C19037A_012M,C19037A_013E,C19037A_013M,C19037A_014E,C19037A_014M,C19037A_015E,C19037A_015M,C19037A_016E,C19037A_016M,C19037A_017E,C19037A_017M,C19037A_018E,C19037A_018M,C19037A_019E,C19037A_019M,C19037A_020E,C19037A_020M,C19037A_021E,C19037A_021M,C19037A_022E,C19037A_022M,C19037A_023E,C19037A_023M,C19037A_024E,C19037A_024M,C19037A_025E,C19037A_025M,C19037A_026E,C19037A_026M,C19037A_027E,C19037A_027M,C19037A_028E,C19037A_028M,C19037A_029E,C19037A_029M,C19037A_030E,C19037A_030M,C19037A_031E,C19037A_031M,C19037A_032E,C19037A_032M,C19037A_033E,C19037A_033M,C19037A_034E,C19037A_034M,C19037A_035E,C19037A_035M,C19037A_036E,C19037A_036M,C19037A_037E,C19037A_037M,C19037A_038E,C19037A_038M,C19037A_039E,C19037A_039M,C19037A_040E,C19037A_040M,C19037A_041E,C19037A_041M,C19037A_042E,C19037A_042M,C19037A_043E,C19037A_043M,C19037A_044E,C19037A_044M,C19037A_045E,C19037A_045M,NAME,C19037A_001MA,C19037A_001EA,C19037A_002MA,C19037A_002EA,C19037A_003MA,C19037A_003EA,C19037A_004EA,C19037A_004MA,C19037A_005MA,C19037A_005EA,C19037A_006EA,C19037A_006MA,C19037A_007EA,C19037A_007MA,C19037A_008MA,C19037A_008EA,C19037A_009MA,C19037A_009EA,C19037A_010MA,C19037A_010EA,C19037A_011MA,C19037A_011EA,C19037A_012EA,C19037A_012MA,C19037A_013MA,C19037A_013EA,C19037A_014MA,C19037A_014EA,C19037A_015MA,C19037A_015EA,C19037A_016MA,C19037A_016EA,C19037A_017EA,C19037A_017MA,C19037A_018MA,C19037A_018EA,C19037A_019MA,C19037A_019EA,C19037A_020EA,C19037A_020MA,C19037A_021MA,C19037A_021EA,C19037A_022MA,C19037A_022EA,C19037A_023MA,C19037A_023EA,C19037A_024MA,C19037A_024EA,C19037A_025EA,C19037A_025MA,C19037A_026MA,C19037A_026EA,C19037A_027MA,C19037A_027EA,C19037A_028EA,C19037A_028MA,C19037A_029MA,C19037A_029EA,C19037A_030EA,C19037A_030MA,C19037A_031EA,C19037A_031MA,C19037A_032MA,C19037A_032EA,C19037A_033EA,C19037A_033MA,C19037A_034MA,C19037A_034EA,C19037A_035EA,C19037A_035MA,C19037A_036EA,C19037A_036MA,C19037A_037MA,C19037A_037EA,C19037A_038EA,C19037A_038MA,C19037A_039EA,C19037A_039MA,C19037A_040EA,C19037A_040MA,C19037A_041EA,C19037A_041MA,C19037A_042EA,C19037A_042MA,C19037A_043EA,C19037A_043MA,C19037A_044EA,C19037A_044MA,C19037A_045MA,C19037A_045EA,state
0400000US13,2208250,11303,99736,5196,17285,2291,8904,1827,17687,2716,18989,2682,17737,1905,11445,1609,4827,1148,2654,862,32,54,176,268,825118,9312,30828,2994,22701,2672,59848,4632,81487,4908,132640,7325,194337,6178,124417,4725,115374,5200,33914,3043,29572,2353,859829,6245,47766,3557,30911,2612,58321,3798,71085,4430,106512,4953,171919,7351,127020,5365,136820,5440,56893,3278,52582,3300,423567,4766,44726,2870,49145,2878,79379,3418,57287,3327,62412,3022,62774,3111,29013,2204,25005,2061,7126,1072,6700,1087,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,144536,3209,8325,1269,553,317,345,308,895,509,1464,601,1984,846,2271,871,333,304,174,209,253,385,53,89,50414,2550,3022,992,899,521,3351,968,3531,990,6450,1230,11996,1857,8947,1680,7958,1536,2275,697,1985,783,58972,1939,4635,1097,2679,796,3854,947,3208,733,6032,1141,11298,1556,7458,1049,9689,1308,4103,745,6016,995,26825,1434,1483,439,2176,612,3081,784,3018,833,3980,824,4430,809,3215,751,2717,635,1209,433,1516,444,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,518039,4243,39551,2596,5040,1293,3217,997,8927,1411,7813,1593,6232,1161,6340,1296,1483,808,116,139,233,259,150,244,184902,3636,8448,1518,7981,1407,19585,2176,26402,2449,33507,2574,45747,3094,23028,2176,14493,1567,3356,866,2355,624,192475,3027,12589,1689,8184,1275,18899,1689,21246,1872,30046,2393,44549,2803,24081,1769,22161,1930,5340,1188,5380,905,101111,2020,9367,1351,12426,1465,20597,1531,16094,1585,16141,1446,13948,1295,6632,1177,3700,818,1392,501,814,458,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3567775,13227,150327,5400,29943,2580,14740,2255,23865,2254,24676,2889,25666,2329,20464,2002,6050,1220,3485,980,676,466,762,525,1255171,10434,49292,3740,32450,3105,80997,4284,103619,5168,181477,6918,298350,7626,206344,7235,189455,5587,57917,3162,55270,3663,1368950,7439,60513,3578,40026,3179,79348,3616,101769,4616,170270,5754,280776,6609,212923,4927,240139,5663,92011,4031,91175,4605,793327,6266,62545,3613,86946,3859,160354,5510,117430,4590,125618,3974,116788,3770,53891,2971,40647,2602,13927,1571,15181,1576,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2137621,9923,105206,4318,20697,1993,10419,1522,19802,2306,16011,2083,19126,2271,14441,1839,3697,826,934,418,79,97,0,263,760427,7021,41412,4239,24804,2857,66777,4592,82966,5105,131842,5020,197811,5833,113301,4656,74177,3778,15250,2009,12087,1403,817282,6816,43950,3068,30948,2485,64086,3948,80972,4115,120706,4921,187382,6263,125662,4956,108765,4610,31428,2575,23383,1899,454706,3602,37002,2129,54211,2998,103374,4190,77163,3571,75828,2963,59912,2918,23329,1963,15397,1618,3807,947,4683,840,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1143713,5777,78553,3498,14967,2203,8509,1385,16854,2249,13450,1745,12143,1672,9946,1684,1876,716,721,336,48,84,39,86,372102,4151,17882,2309,12010,1504,31417,2587,42779,3008,68881,3397,99581,3787,52659,2643,33326,1828,7892,1047,5675,960,423211,3384,21496,2084,15113,1845,31586,2255,44182,2786,70700,3089,95413,2736,66301,2983,52842,2803,12370,1217,13208,1379,269847,2237,23679,1758,37239,2251,57176,2567,43589,2036,46403,2264,35290,2115,13076,1291,7827,1048,2624,603,2944,716,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,956453,6209,67827,3130,12526,1835,7969,1394,14297,1791,11154,1528,12513,1627,7519,1337,1322,628,352,235,175,220,0,237,324357,5423,15481,1904,12512,1641,31487,2677,37561,2942,57438,3761,76585,4021,45149,2785,33443,2097,8745,1393,5956,1047,354412,3834,15884,1643,12202,1567,27797,2723,33774,2505,49207,2527,78429,3171,58714,2824,49880,2763,13910,1763,14615,1352,209857,2366,19878,1629,23756,1401,41375,2429,33294,2046,35905,2060,28068,1834,13265,1315,9142,1046,2332,598,2842,665,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1488576,7787,67884,3416,15884,2028,7026,1076,14433,1911,8604,1488,10556,1572,8053,1411,2178,842,944,586,96,113,110,118,526441,6730,46092,3972,25963,3113,53473,3288,56779,4259,95291,3841,119329,4868,66241,3770,45089,3288,11227,1501,6957,1209,575031,4926,53308,3401,34012,2867,64201,3746,63127,3415,86277,4354,110106,3747,68451,3270,63956,3011,16420,1714,15173,1835,319220,3828,45657,3165,45689,2889,71750,3336,42943,2438,43914,2742,39107,2270,14503,1571,10065,1138,2753,797,2839,636,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1071671,6890,52920,3355,12195,1440,4401,1223,9791,1583,8204,1369,9258,1626,6692,1563,1866,810,475,335,0,267,38,61,359325,4966,20476,2520,14523,2395,29488,2752,39644,3740,58846,3771,85766,4847,53653,3205,38350,2614,10604,1597,7975,1401,418100,4583,25990,2870,18025,1709,37725,2889,41627,2687,58091,3376,82438,3561,61939,2816,56687,2622,18245,2033,17333,1913,241326,3527,26605,2385,32081,2353,48513,2934,35197,1995,35496,2569,32087,2052,12988,1408,11221,1484,2899,653,4239,775,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,532129,4062,23576,1913,3292,1022,2793,911,4736,1117,3450,969,4925,1105,3581,957,665,423,134,123,0,223,0,223,170275,3260,9181,1262,6988,1371,17433,2031,21893,2143,29066,2455,43627,2786,22816,2309,13325,1394,3836,728,2110,575,218502,2336,14678,1503,10330,1311,19481,1931,21440,2085,34912,2550,46903,2492,31636,2204,26608,2043,7158,1148,5356,859,119776,2185,14516,1569,18052,2086,26077,1892,18899,1615,16500,1344,14377,1457,6058,934,3238,583,946,394,1113,355,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1352932,7376,47817,3041,6049,1329,3087,898,5681,1382,6772,1374,10514,1781,8293,1484,5203,1111,1759,743,395,338,64,108,456296,5277,10150,1808,6345,1118,16160,1919,25907,2615,53954,4579,102000,5083,83651,4318,96202,4640,33519,2680,28408,2433,550316,4590,13659,1544,10707,1621,23831,2098,29092,2422,53764,2881,97429,3089,85139,4405,121857,4058,56626,3770,58212,3022,298503,3644,21374,1755,25807,2235,46459,2860,36335,2652,43438,2487,52888,2817,28306,2138,25814,2051,8228,1155,9854,1272,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2090307,10601,57240,4044,10570,2056,4701,1202,7563,1441,7720,1671,9371,1617,9541,1813,5001,1121,1849,682,530,446,394,368,709000,8748,31967,3000,16195,2200,35074,3536,47904,3676,84022,4463,153322,6168,117904,4577,139159,5476,45202,3467,38251,3017,840101,7095,37813,3168,24694,2360,45003,3251,48430,3209,89579,4716,155972,5738,134099,4877,170097,5095,65786,3320,68628,3630,483966,5248,48461,2652,62194,3838,88614,3665,65715,3376,68338,3593,67971,2987,33276,2324,30460,1921,9956,1257,8981,1203,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3181299,10018,134353,5083,26545,2547,14924,1888,26088,2377,23100,2131,22319,2326,14987,1721,4558,998,1601,608,177,191,54,103,1071502,7898,52428,3552,39678,3093,83979,4420,109796,4375,166460,4740,263856,6804,164086,4468,134046,4251,33754,2647,23419,1718,1271542,6936,68623,3617,43688,2488,90223,4214,114525,4041,174300,4272,279558,6805,192583,4904,196129,5064,61091,3358,50822,2987,703902,4284,56653,2678,79433,3323,150419,4954,113625,3860,122450,3776,98669,3784,38679,2386,27228,1589,8132,1208,8614,1031,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1860437,7068,103023,3971,13776,1604,8992,1285,18358,2160,16596,1944,20093,2191,18077,2121,4603,1077,2035,589,49,61,444,303,655002,5090,21910,2416,14393,1718,34345,2552,56847,3235,103751,4021,160130,4994,118919,3974,97063,3546,27432,2159,20212,2167,721939,4283,29175,2081,20480,1993,41332,2317,57912,2716,92116,3590,161887,4632,122875,3703,120699,3899,39463,2376,36000,2234,380473,3071,33027,2195,48699,2408,73125,3380,57595,2333,59592,2731,58218,2579,23438,1592,16683,1381,4100,738,5996,907,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
