GEO_ID,C16001_001E,C16001_001M,C16001_002E,C16001_002M,C16001_003E,C16001_003M,C16001_004E,C16001_004M,C16001_005E,C16001_005M,C16001_006E,C16001_006M,C16001_007E,C16001_007M,C16001_008E,C16001_008M,C16001_009E,C16001_009M,C16001_010E,C16001_010M,C16001_011E,C16001_011M,C16001_012E,C16001_012M,C16001_013E,C16001_013M,NAME,C16001_001EA,C16001_001MA,C16001_002MA,C16001_002EA,C16001_003MA,C16001_003EA,C16001_004EA,C16001_004MA,C16001_005MA,C16001_005EA,C16001_006EA,C16001_006MA,C16001_007MA,C16001_007EA,C16001_008MA,C16001_008EA,C16001_009EA,C16001_009MA,C16001_010MA,C16001_010EA,C16001_011EA,C16001_011MA,C16001_012EA,C16001_012MA,C16001_013MA,C16001_013EA,state
0400000US19,2790958,1529,2612625,6749,97876,4066,5260,1276,17127,2431,11667,3108,10005,2031,2177,907,7064,1832,6318,1774,2422,986,11009,2053,7408,1945,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2569373,1606,2304997,7341,169376,5105,4647,1042,16736,2228,5029,1964,18496,3475,4152,1424,8159,1736,11447,2055,2275,697,13045,2693,11014,2552,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3929110,1982,3769097,5980,80450,4220,9056,1373,16243,3091,8948,2345,14376,2614,1886,971,6259,1839,3851,1591,2497,1032,9076,1809,7371,1700,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3986570,3386,3650061,8606,106872,4094,155975,6268,6371,1342,4751,1847,13657,2464,1325,545,7446,2181,21021,3488,1924,855,7571,2103,9596,3855,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1251347,614,1154615,5172,12576,1401,58273,3794,4314,1126,3628,1073,4449,1283,780,524,2081,940,558,454,938,708,2028,893,7107,2386,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5247226,1448,4467027,14974,298072,8052,62022,7467,26722,3269,27499,3219,107801,9430,41151,4719,55704,5661,17189,3988,22006,2780,39407,4994,82626,7062,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6049574,1490,4827632,20384,411192,7553,125209,8056,19443,2686,74373,6699,333144,15859,13487,3511,94615,6378,36878,4311,5520,1292,56043,5963,52038,6258,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9456404,1641,8607334,16503,292996,7481,33089,3141,53317,4375,70797,5791,126903,8788,16461,3897,35232,3375,15140,2944,13437,2265,53961,5029,137737,10747,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4819697,1614,4356565,12742,171042,5621,15622,2260,29438,2154,24102,3354,32336,4391,5482,1568,15296,2313,18284,3205,3600,1055,77301,4953,70629,6678,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2704451,2517,2619420,5089,46561,3597,4860,1016,4198,946,859,410,4740,1878,974,626,3352,1000,3285,1515,2695,951,3139,1060,10368,1923,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5451998,2346,5146967,10880,129329,5863,16725,2234,32547,3944,25460,5309,26982,3949,7560,2467,15890,3034,12603,2329,5533,1227,14244,2196,18158,3446,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,887055,1266,845089,3919,13458,1867,2018,889,9671,1569,1273,513,2400,876,337,242,303,255,428,347,314,174,1218,570,10546,1873,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1640024,1217,1491321,5032,98211,3704,4576,1270,6614,1126,3763,928,6133,1538,957,502,5553,1625,7887,1539,835,461,4968,1231,9206,2167,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2312092,1142,1691109,13746,445622,10007,7654,1438,11722,2491,11750,3085,20840,3483,7140,1723,18553,3423,7936,2376,47205,5106,25018,3478,17543,3429,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1241415,809,1139278,5192,26607,2577,28134,2574,4207,926,7172,2873,18008,2949,1404,774,5144,1731,1542,1626,814,660,4109,1576,4996,1799,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8164688,991,5907177,25240,1134033,12302,68457,7061,32276,2947,144853,9690,416259,16164,72106,6663,104226,7425,19777,4278,77125,6160,68921,5788,119478,10401,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1812867,1215,1150760,11803,521599,10657,4673,1317,8606,1689,2498,975,7501,1550,2272,1449,4227,1383,2042,990,1276,483,5191,1591,102222,4189,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18085173,2022,12875365,40404,2574121,17089,270131,11576,84763,5174,395705,16063,729599,19972,113754,9045,447602,16415,27781,4682,75752,6734,130913,8991,359687,19063,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8253772,3357,7465526,12726,532553,8827,29080,3169,23168,2606,17358,3684,55764,5740,12021,2548,19170,3221,15102,3491,11526,2498,40632,4885,31872,4734,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,596773,962,565565,2872,8853,1445,1204,553,10299,1218,1631,793,3845,1188,308,316,449,334,333,235,345,272,1158,641,2783,827,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10741831,2348,10079739,16338,230476,6839,31279,2224,90179,7190,59287,5373,85588,6179,7873,1805,35071,3726,13132,3421,7970,1558,34627,3427,66610,7149,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3327159,1941,3050113,8384,173552,5658,5359,1235,11900,1832,3986,1663,13732,2760,4079,1238,6325,1910,13666,2473,2678,1109,11834,2464,29935,3017,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3470802,2347,2979226,11242,293840,6208,10909,1786,21410,2666,29517,5378,25525,3771,13864,3100,24046,3539,20228,3757,7229,1780,29610,4330,15398,3518,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11716171,1830,10639372,16359,436254,8643,55002,5487,106931,8777,81238,6874,156794,9107,27523,4054,62241,6174,28162,4951,13184,2510,49498,5385,59972,6355,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1005812,815,800162,6906,100227,3106,23281,3308,2774,1072,3963,1502,50712,5331,1029,690,6266,2001,522,478,2229,1035,8740,2064,5907,1668,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4036541,2264,3795110,7968,148345,5501,14435,2016,14706,2486,7133,1903,18393,2845,2013,674,6586,1823,5961,2112,6698,1310,8457,1780,8704,2406,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,728218,835,680816,2929,14403,1771,699,314,11841,1759,1693,793,2214,1013,126,105,1152,737,1461,749,394,238,721,380,12698,1597,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5639797,2823,5330469,9892,171646,6054,13389,1992,15994,2064,8917,2260,25242,4372,8087,2048,13448,2994,6037,1964,3909,1306,19069,3355,23590,3970,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21585556,3768,14289136,30837,6278980,27666,59435,5720,80770,5540,47690,5635,219453,13456,50278,5501,114855,7521,155371,10271,62070,6376,106960,8273,120558,10137,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2302896,1186,1973532,8557,216327,5884,9734,2949,13116,1847,9560,2120,17347,2415,3846,1793,12569,2499,4940,1937,3234,882,23216,3255,15475,2817,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,590894,673,559412,2833,5950,1008,10707,1526,3252,1007,4596,1923,3158,731,111,182,774,522,682,434,348,332,667,386,1237,548,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7139393,3428,6201784,14745,412416,8924,40008,4458,33000,3891,23768,3186,121119,8889,54224,6734,47179,4861,41263,6363,44402,5175,53264,5966,66966,6640,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5988982,1554,4994813,18319,431021,8295,21683,2148,39134,3891,77862,9193,72786,6957,45896,4965,63390,6630,56117,7076,49243,4882,84355,7243,52682,7175,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1714041,1138,1675050,3304,18207,2111,3152,802,2126,713,1183,529,5000,1383,491,274,1111,622,726,604,1841,924,2034,667,3120,1314,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5204804,1532,4781643,9321,217550,6200,13372,1734,46834,3949,27653,3572,31397,3690,3128,899,10348,1791,2849,1004,4059,1036,49384,3790,16587,2842,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,480876,980,448994,3422,19830,2479,2624,1016,1566,501,794,426,1602,756,134,191,1045,659,0,259,346,392,1024,648,2917,972,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3676170,0,171595,8583,3500128,8639,843,482,186,191,0,275,2046,758,0,275,985,753,0,275,0,275,85,100,302,263,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
