GEO_ID,B11003_001E,B11003_001M,B11003_002E,B11003_002M,B11003_003E,B11003_003M,B11003_004E,B11003_004M,B11003_005E,B11003_005M,B11003_006E,B11003_006M,B11003_007E,B11003_007M,B11003_008E,B11003_008M,B11003_009E,B11003_009M,B11003_010E,B11003_010M,B11003_011E,B11003_011M,B11003_012E,B11003_012M,B11003_013E,B11003_013M,B11003_014E,B11003_014M,B11003_015E,B11003_015M,B11003_016E,B11003_016M,B11003_017E,B11003_017M,B11003_018E,B11003_018M,B11003_019E,B11003_019M,B11003_020E,B11003_020M,NAME,B11003_001MA,B11003_001EA,B11003_002MA,B11003_002EA,B11003_003MA,B11003_003EA,B11003_004EA,B11003_004MA,B11003_005EA,B11003_005MA,B11003_006EA,B11003_006MA,B11003_007MA,B11003_007EA,B11003_008MA,B11003_008EA,B11003_009EA,B11003_009MA,B11003_010EA,B11003_010MA,B11003_011EA,B11003_011MA,B11003_012MA,B11003_012EA,B11003_013MA,B11003_013EA,B11003_014EA,B11003_014MA,B11003_015EA,B11003_015MA,B11003_016EA,B11003_016MA,B11003_017EA,B11003_017MA,B11003_018EA,B11003_018MA,B11003_019EA,B11003_019MA,B11003_020MA,B11003_020EA,state
0400000US01,1222858,13632,888609,11580,348704,8156,73435,4255,70212,4123,205057,6420,539905,8196,334249,8550,74767,4587,33361,3445,7489,1712,4559,1256,21313,2831,41406,3467,259482,6700,149388,5527,27849,3028,30015,2832,91524,4646,110094,4302,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,117329,3572,55831,3039,12380,1894,12997,1615,30454,2377,61498,3007,40610,2570,12548,1357,7443,1199,2122,635,838,401,4483,878,5105,973,28062,2352,19620,1972,4602,1171,3068,901,11950,1571,8442,1308,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,1104808,11797,466953,8717,105794,5546,120873,5103,240286,7199,637855,9157,371461,8499,115077,4892,57909,4666,16886,2406,10007,1805,31016,3211,57168,3969,256384,7207,159263,5722,29172,3033,30519,2943,99572,4610,97121,4499,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,567229,8579,224782,5961,51807,3803,49006,3294,123969,4483,342447,7009,190966,7167,48821,3874,24788,2626,5992,1395,4109,1058,14687,1818,24033,2650,142145,5997,83877,4338,19464,2404,17423,2389,46990,3077,58268,3791,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,6051701,25589,3010321,21578,668153,12556,708358,10695,1633810,18460,3041380,22568,2252092,21647,698432,14287,338125,10354,87798,5429,56788,4475,193539,8055,360307,9919,1553660,16324,890994,13084,140658,6992,167809,8260,582527,12307,662666,13090,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,934148,11111,419803,8472,106070,5017,94951,5630,218782,5382,514345,8994,262075,8681,80429,4678,42810,3656,11408,2058,5521,1308,25881,2555,37619,3245,181646,6741,118660,5721,23973,3105,22876,3028,71811,3514,62986,3440,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,680656,7528,310225,6703,73701,3561,60186,3824,176338,6051,370431,6801,213692,5379,53188,3842,25062,2587,6492,1497,3701,1100,14869,1859,28126,2670,160504,5038,94780,4144,15687,2343,17365,1845,61728,3612,65724,3934,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,157209,4491,65144,3573,16015,1728,13901,1923,35228,2747,92065,2961,56356,3852,15209,2161,7209,1590,2600,1040,755,551,3854,893,8000,1497,41147,3043,23846,2453,5291,1438,4103,874,14452,1951,17301,1951,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,55871,3656,18333,2209,7634,1416,2895,843,7804,1461,37538,2552,52888,2845,9401,1476,2829,963,328,285,273,275,2228,854,6572,1236,43487,2681,21070,2008,3344,812,3702,894,14024,1731,22417,1923,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,3452127,20939,1293023,14913,292701,9142,266310,7955,734012,11654,2159104,18454,1180847,15939,319610,8930,142952,6573,43227,3886,16699,2392,83026,5059,176658,6652,861237,13446,495043,12016,98965,5580,80141,5782,315937,10007,366194,9212,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,1639379,18643,739242,12259,175724,6823,158042,6371,405476,9285,900137,12803,657315,12427,164983,5619,75935,4444,18629,2635,11011,2058,46295,3910,89048,4184,492332,10531,302995,8984,54866,4200,56268,4338,191861,6640,189337,5816,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,222725,4561,89133,3766,19733,2098,22297,2404,47103,2657,133592,4073,78377,3837,24266,2152,8792,1452,1701,653,1310,691,5781,1098,15474,1999,54111,3447,23458,2809,5716,1500,3557,918,14185,2172,30653,1944,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,313995,6154,139789,5094,35438,2624,36264,2618,68087,3641,174206,4094,68691,4179,21561,2267,12846,1900,2776,926,1467,576,8603,1563,8715,1321,47130,3544,31354,3064,6734,1427,5261,1303,19359,2323,15776,1547,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,2355451,16953,1075079,11959,255427,7406,237102,7003,582550,9737,1280372,12139,790891,12713,203522,6644,93163,4680,28121,3127,14988,2014,50054,3514,110359,4940,587369,10318,348833,8304,67673,4201,60911,4385,220249,7154,238536,6478,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,1248625,11324,518041,8703,113731,4996,111215,5174,293095,6409,730584,6725,396406,9273,112552,6412,64363,4664,19095,2932,8592,1632,36676,3015,48189,3425,283854,7866,181430,6547,39455,3739,30281,2692,111694,4659,102424,4626,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,641334,7974,262028,5844,63824,3926,55315,2829,142889,4670,379306,5661,155636,4878,45067,2725,25980,2321,7838,1416,2916,861,15226,1694,19087,1869,110569,4479,74706,4238,19477,2281,12726,1895,42503,3326,35863,2620,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,571689,7277,245631,6659,56707,3825,56222,3403,132702,4137,326058,5600,152864,5318,40990,2910,24693,2404,6575,1348,2325,667,15793,1971,16297,1939,111874,4310,73354,3945,18146,2205,12424,1841,42784,2963,38520,2724,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,832504,11443,336756,7118,80185,4582,66981,3581,189590,5769,495748,7967,273900,7746,68360,3441,33975,2754,8805,1818,3736,824,21434,2314,34385,3171,205540,7235,123182,6042,24457,2490,19997,2568,78728,4795,82358,3568,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1072568,11225,748396,10207,308348,7663,70754,3703,63580,4303,174014,5879,440048,8063,324172,7762,72516,4468,33015,3336,7543,1707,5631,1393,19841,2386,39501,3155,251656,7306,146157,5989,27815,2773,30246,3142,88096,4697,105499,4859,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,358314,5380,276972,5349,104149,3390,24358,1897,17894,1978,61897,2820,172823,3959,81342,4269,23618,2218,14398,1743,3327,1065,1343,562,9728,1214,9220,1224,57724,3345,36851,2331,10159,1418,4868,887,21824,1980,20873,2323,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1405655,12927,1018096,11087,456367,8566,112084,5360,89425,4817,254858,6131,561729,8801,387559,8345,97106,5078,47126,3533,14250,2009,5035,1463,27841,2764,49980,3437,290453,6997,166559,5884,30447,2460,25080,2969,111032,5230,123894,4626,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1565973,11720,1175784,11265,528590,9599,131628,6224,100965,4820,295997,7315,647194,8670,390189,9341,100087,4978,40522,3436,10205,1779,4964,1215,25353,2734,59565,3753,290102,8097,166608,7082,29765,3359,27071,2948,109772,5619,123494,4499,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2579201,15447,1938688,16149,819240,11444,181108,5723,172369,5347,465763,9076,1119448,10584,640513,10638,165478,5634,85747,4174,23697,2476,7761,1349,54289,3275,79731,4056,475035,9499,289626,8348,55896,3871,51199,3501,182531,6437,185409,5273,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
