GEO_ID,B18020A_001E,B18020A_001M,B18020A_002E,B18020A_002M,B18020A_003E,B18020A_003M,B18020A_004E,B18020A_004M,B18020A_005E,B18020A_005M,B18020A_006E,B18020A_006M,B18020A_007E,B18020A_007M,B18020A_008E,B18020A_008M,B18020A_009E,B18020A_009M,B18020A_010E,B18020A_010M,B18020A_011E,B18020A_011M,B18020A_012E,B18020A_012M,B18020A_013E,B18020A_013M,B18020A_014E,B18020A_014M,B18020A_015E,B18020A_015M,B18020A_016E,B18020A_016M,B18020A_017E,B18020A_017M,B18020A_018E,B18020A_018M,B18020A_019E,B18020A_019M,B18020A_020E,B18020A_020M,B18020A_021E,B18020A_021M,B18020A_022E,B18020A_022M,B18020A_023E,B18020A_023M,B18020A_024E,B18020A_024M,B18020A_025E,B18020A_025M,B18020A_026E,B18020A_026M,B18020A_027E,B18020A_027M,B18020A_028E,B18020A_028M,B18020A_029E,B18020A_029M,B18020A_030E,B18020A_030M,B18020A_031E,B18020A_031M,NAME,B18020A_001MA,B18020A_001EA,B18020A_002MA,B18020A_002EA,B18020A_003EA,B18020A_003MA,B18020A_004EA,B18020A_004MA,B18020A_005EA,B18020A_005MA,B18020A_006MA,B18020A_006EA,B18020A_007MA,B18020A_007EA,B18020A_008EA,B18020A_008MA,B18020A_009EA,B18020A_009MA,B18020A_010EA,B18020A_010MA,B18020A_011MA,B18020A_011EA,B18020A_012MA,B18020A_012EA,B18020A_013MA,B18020A_013EA,B18020A_014EA,B18020A_014MA,B18020A_015EA,B18020A_015MA,B18020A_016MA,B18020A_016EA,B18020A_017MA,B18020A_017EA,B18020A_018MA,B18020A_018EA,B18020A_019EA,B18020A_019MA,B18020A_020EA,B18020A_020MA,B18020A_021MA,B18020A_021EA,B18020A_022MA,B18020A_022EA,B18020A_023MA,B18020A_023EA,B18020A_024EA,B18020A_024MA,B18020A_025EA,B18020A_025MA,B18020A_026MA,B18020A_026EA,B18020A_027MA,B18020A_027EA,B18020A_028MA,B18020A_028EA,B18020A_029EA,B18020A_029MA,B18020A_030EA,B18020A_030MA,B18020A_031MA,B18020A_031EA,state
0400000US01,2088485,5120,338764,8785,167009,4669,35297,3463,16837,2516,18460,2449,131712,4134,49124,3190,82588,3128,171755,6196,34945,3191,12366,1673,22579,2581,136810,5360,36631,2962,100179,4775,1749721,9834,867951,5613,349496,4246,262555,5462,86941,4419,518455,4737,463028,6126,55427,3294,881770,6586,343885,4147,209143,5017,134742,4931,537885,5671,379939,6333,157946,5216,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,320713,2574,42684,3080,22345,2111,5376,1093,3211,986,2165,762,16969,1917,8906,1399,8063,1431,20339,2229,4298,1152,1743,789,2555,801,16041,1645,6788,1024,9253,1351,278029,4080,142347,2907,54631,1965,40618,2630,14013,2088,87716,2201,75107,2438,12609,1475,135682,2706,54318,1882,36204,2317,18114,1969,81364,1599,61734,2189,19630,1670,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2973790,14094,334544,8824,158507,5206,32535,3068,16114,2043,16421,2436,125972,4856,51188,3202,74784,4088,176037,6658,34173,3014,13634,2195,20539,2678,141864,5394,45902,3307,95962,5037,2639246,15906,1335379,10813,576886,7593,453722,8029,123164,6013,758493,6796,657717,7104,100776,5697,1303867,8990,539328,6807,342946,6827,196382,7947,764539,5916,542764,7115,221775,6733,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1404784,4959,255622,8117,128213,4587,26853,2388,12545,1933,14308,1530,101360,3934,37378,2571,63982,3305,127409,5293,24436,2545,9429,1817,15007,1936,102973,4448,31669,2437,71304,3524,1149162,8792,567985,5556,238769,3500,178938,4025,59831,3267,329216,4192,291904,5017,37312,2976,581177,5690,237150,3325,151547,4313,85603,3865,344027,4412,257130,4900,86897,3597,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14159623,43103,1524285,19853,751636,14522,175975,7146,76597,5248,99378,5543,575661,12378,229606,7407,346055,9036,772649,12746,150217,5633,57934,3594,92283,5118,622432,11937,206450,8019,415982,8677,12635338,43481,6407820,28329,2623674,18777,1899013,19315,724661,11744,3784146,17262,3314846,19456,469300,9846,6227518,22959,2496754,15913,1516789,15449,979965,15487,3730764,14193,2632140,17796,1098624,12688,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2655787,9677,269470,8676,137371,6061,35560,3137,19542,2334,16018,2081,101811,5272,49160,3426,52651,3941,132099,5133,28484,2572,13549,1796,14935,1979,103615,4564,42086,3219,61529,3311,2386317,13125,1197614,8788,485029,5633,377681,7280,107348,5019,712585,5647,636571,6491,76014,4704,1188703,6673,470218,4741,318362,4943,151856,4965,718485,5294,538269,6154,180216,5306,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1826026,7799,178682,7067,89022,4669,17589,2058,9433,1699,8156,1164,71433,4188,31910,2847,39523,3031,89660,4131,16608,2397,8750,1607,7858,1666,73052,3469,27209,2544,45843,2864,1647344,7812,807880,5715,280919,3547,204418,4194,76501,3649,526961,4419,474250,5405,52711,3553,839464,4407,281292,3429,188438,4636,92854,3992,558172,3576,421843,4265,136329,4745,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397790,2794,46717,3412,23189,2235,5168,1233,2610,940,2558,827,18021,1752,7619,1119,10402,1350,23528,2317,3913,923,2111,674,1802,661,19615,2096,6363,1322,13252,1789,351073,4120,172833,3071,66019,1889,48886,2044,17133,1657,106814,1981,94050,2305,12764,1642,178240,2613,67909,1412,45521,2104,22388,2010,110331,2242,82610,2882,27721,2308,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,152795,4311,8050,1522,4614,1184,1113,673,399,382,714,533,3501,967,2148,690,1353,572,3436,988,1353,616,590,384,763,437,2083,676,1139,506,944,376,144745,4203,69561,3594,34119,3252,26198,2478,7921,1725,35442,1220,32654,1560,2788,833,75184,1683,42135,1120,34248,1576,7887,1595,33049,1016,26626,1425,6423,930,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8531056,19571,1051739,19236,522177,13362,104897,6283,54508,4718,50389,4075,417280,10862,172009,7384,245271,7234,529562,13156,91637,6194,40960,4463,50677,3990,437925,10876,147087,6175,290838,9195,7479317,27115,3710833,19131,1386194,11097,1062781,11916,323413,8002,2324639,13222,2017471,13522,307168,7707,3768484,15397,1360889,8440,876635,11155,484254,10951,2407595,11821,1713706,13909,693889,12084,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
