GEO_ID,C23001_001E,C23001_001M,C23001_002E,C23001_002M,C23001_003E,C23001_003M,C23001_004E,C23001_004M,C23001_005E,C23001_005M,C23001_006E,C23001_006M,C23001_007E,C23001_007M,C23001_008E,C23001_008M,C23001_009E,C23001_009M,C23001_010E,C23001_010M,C23001_011E,C23001_011M,C23001_012E,C23001_012M,C23001_013E,C23001_013M,C23001_014E,C23001_014M,C23001_015E,C23001_015M,C23001_016E,C23001_016M,C23001_017E,C23001_017M,C23001_018E,C23001_018M,C23001_019E,C23001_019M,C23001_020E,C23001_020M,C23001_021E,C23001_021M,C23001_022E,C23001_022M,C23001_023E,C23001_023M,C23001_024E,C23001_024M,C23001_025E,C23001_025M,C23001_026E,C23001_026M,C23001_027E,C23001_027M,C23001_028E,C23001_028M,C23001_029E,C23001_029M,C23001_030E,C23001_030M,C23001_031E,C23001_031M,C23001_032E,C23001_032M,C23001_033E,C23001_033M,C23001_034E,C23001_034M,C23001_035E,C23001_035M,C23001_036E,C23001_036M,C23001_037E,C23001_037M,C23001_038E,C23001_038M,C23001_039E,C23001_039M,C23001_040E,C23001_040M,C23001_041E,C23001_041M,C23001_042E,C23001_042M,C23001_043E,C23001_043M,C23001_044E,C23001_044M,C23001_045E,C23001_045M,C23001_046E,C23001_046M,C23001_047E,C23001_047M,C23001_048E,C23001_048M,C23001_049E,C23001_049M,C23001_050E,C23001_050M,C23001_051E,C23001_051M,C23001_052E,C23001_052M,C23001_053E,C23001_053M,C23001_054E,C23001_054M,C23001_055E,C23001_055M,C23001_056E,C23001_056M,C23001_057E,C23001_057M,C23001_058E,C23001_058M,C23001_059E,C23001_059M,C23001_060E,C23001_060M,C23001_061E,C23001_061M,C23001_062E,C23001_062M,C23001_063E,C23001_063M,C23001_064E,C23001_064M,C23001_065E,C23001_065M,C23001_066E,C23001_066M,C23001_067E,C23001_067M,C23001_068E,C23001_068M,C23001_069E,C23001_069M,C23001_070E,C23001_070M,C23001_071E,C23001_071M,C23001_072E,C23001_072M,C23001_073E,C23001_073M,C23001_074E,C23001_074M,C23001_075E,C23001_075M,C23001_076E,C23001_076M,C23001_077E,C23001_077M,C23001_078E,C23001_078M,C23001_079E,C23001_079M,C23001_080E,C23001_080M,C23001_081E,C23001_081M,C23001_082E,C23001_082M,C23001_083E,C23001_083M,C23001_084E,C23001_084M,C23001_085E,C23001_085M,C23001_086E,C23001_086M,C23001_087E,C23001_087M,C23001_088E,C23001_088M,C23001_089E,C23001_089M,C23001_090E,C23001_090M,C23001_091E,C23001_091M,C23001_092E,C23001_092M,C23001_093E,C23001_093M,NAME,C23001_001MA,C23001_001EA,C23001_002MA,C23001_002EA,C23001_003MA,C23001_003EA,C23001_004MA,C23001_004EA,C23001_005MA,C23001_005EA,C23001_006MA,C23001_006EA,C23001_007MA,C23001_007EA,C23001_008EA,C23001_008MA,C23001_009MA,C23001_009EA,C23001_010MA,C23001_010EA,C23001_011MA,C23001_011EA,C23001_012EA,C23001_012MA,C23001_013EA,C23001_013MA,C23001_014EA,C23001_014MA,C23001_015MA,C23001_015EA,C23001_016MA,C23001_016EA,C23001_017MA,C23001_017EA,C23001_018MA,C23001_018EA,C23001_019EA,C23001_019MA,C23001_020MA,C23001_020EA,C23001_021MA,C23001_021EA,C23001_022EA,C23001_022MA,C23001_023EA,C23001_023MA,C23001_024EA,C23001_024MA,C23001_025MA,C23001_025EA,C23001_026MA,C23001_026EA,C23001_027MA,C23001_027EA,C23001_028MA,C23001_028EA,C23001_029MA,C23001_029EA,C23001_030MA,C23001_030EA,C23001_031MA,C23001_031EA,C23001_032EA,C23001_032MA,C23001_033EA,C23001_033MA,C23001_034EA,C23001_034MA,C23001_035MA,C23001_035EA,C23001_036MA,C23001_036EA,C23001_037EA,C23001_037MA,C23001_038MA,C23001_038EA,C23001_039MA,C23001_039EA,C23001_040MA,C23001_040EA,C23001_041MA,C23001_041EA,C23001_042EA,C23001_042MA,C23001_043EA,C23001_043MA,C23001_044EA,C23001_044MA,C23001_045MA,C23001_045EA,C23001_046MA,C23001_046EA,C23001_047MA,C23001_047EA,C23001_048EA,C23001_048MA,C23001_049MA,C23001_049EA,C23001_050MA,C23001_050EA,C23001_051MA,C23001_051EA,C23001_052MA,C23001_052EA,C23001_053MA,C23001_053EA,C23001_054MA,C23001_054EA,C23001_055EA,C23001_055MA,C23001_056EA,C23001_056MA,C23001_057MA,C23001_057EA,C23001_058MA,C23001_058EA,C23001_059MA,C23001_059EA,C23001_060EA,C23001_060MA,C23001_061EA,C23001_061MA,C23001_062MA,C23001_062EA,C23001_063MA,C23001_063EA,C23001_064MA,C23001_064EA,C23001_065EA,C23001_065MA,C23001_066EA,C23001_066MA,C23001_067MA,C23001_067EA,C23001_068MA,C23001_068EA,C23001_069MA,C23001_069EA,C23001_070EA,C23001_070MA,C23001_071EA,C23001_071MA,C23001_072MA,C23001_072EA,C23001_073MA,C23001_073EA,C23001_074MA,C23001_074EA,C23001_075MA,C23001_075EA,C23001_076EA,C23001_076MA,C23001_077EA,C23001_077MA,C23001_078MA,C23001_078EA,C23001_079MA,C23001_079EA,C23001_080MA,C23001_080EA,C23001_081EA,C23001_081MA,C23001_082EA,C23001_082MA,C23001_083MA,C23001_083EA,C23001_084MA,C23001_084EA,C23001_085MA,C23001_085EA,C23001_086MA,C23001_086EA,C23001_087EA,C23001_087MA,C23001_088EA,C23001_088MA,C23001_089MA,C23001_089EA,C23001_090MA,C23001_090EA,C23001_091MA,C23001_091EA,C23001_092EA,C23001_092MA,C23001_093EA,C23001_093MA,state
0400000US01,3613506,3951,1722543,3249,139647,3410,59056,3560,154,227,58902,3585,42615,3232,16287,2072,80591,3368,161499,3700,125857,3906,1692,625,124165,3921,110011,3914,14154,2331,35642,3074,606131,3749,518897,5682,5971,1027,512926,5666,486421,5947,26505,2425,87234,4332,319245,2793,257295,4004,589,269,256706,4084,248937,4174,7769,1305,61950,3368,246539,1686,150343,3732,197,245,150146,3769,145524,3764,4622,989,96196,3904,146820,1728,37618,2205,36258,2222,1360,449,109202,2644,102662,1376,8167,1257,7976,1264,191,148,94495,1991,1890963,3725,131243,4194,51627,3588,73,121,51554,3574,39214,3006,12340,1974,79616,3767,158239,2543,113108,3301,391,346,112717,3297,96112,3713,16605,2555,45131,3122,626039,3808,455178,6374,618,308,454560,6333,420922,6550,33638,2788,170861,5497,343403,2566,234465,5067,80,84,234385,5075,223934,4970,10451,1489,108938,4957,271150,1363,127062,3484,57,93,127005,3470,123484,3396,3521,828,144088,3471,179039,1536,29451,2354,28051,2342,1400,473,149588,2682,181850,1584,5394,1000,5014,923,380,279,176456,1910,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,512833,1465,263056,1730,24183,1792,13018,1652,740,598,12278,1632,8161,1500,4117,1112,11165,1510,28129,1416,23621,1669,3314,924,20307,1633,16407,1683,3900,918,4508,1168,99307,1987,88291,2124,6263,1071,82028,2259,74545,2605,7483,1472,11016,1765,55561,1289,47455,1536,149,170,47306,1548,43794,1607,3512,762,8106,1082,35762,748,25018,1286,0,235,25018,1286,23631,1223,1387,602,10744,1204,13055,517,3194,564,3119,569,75,78,9861,642,7059,558,796,342,724,339,72,90,6263,486,249777,1615,22547,1756,12042,1313,0,235,12042,1313,9275,1286,2767,857,10505,1530,22344,1234,17305,1644,384,270,16921,1646,14645,1531,2276,635,5039,1138,95219,1717,72132,2475,766,489,71366,2611,66986,2739,4380,1031,23087,2128,53552,1494,42206,1965,169,164,42037,1982,39540,1933,2497,817,11346,1636,32194,860,19035,1405,0,235,19035,1405,18036,1396,999,666,13159,1362,13062,662,3282,759,3122,736,160,126,9780,899,10859,780,633,323,633,323,0,235,10226,846,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4717049,3806,2345227,3228,178372,3299,83209,3808,764,689,82445,3956,68720,3802,13725,1828,95163,4176,221825,2225,178688,4040,5068,1631,173620,4153,161031,4231,12589,2224,43137,3484,908728,2540,802917,6168,8565,1536,794352,6341,764805,7421,29547,3321,105811,5816,387849,1608,331617,3585,506,334,331111,3581,320257,3747,10854,1716,56232,3331,296813,1057,189863,4458,150,144,189713,4473,183647,4550,6066,1219,106950,4387,189273,1111,47396,3003,45824,2948,1572,484,141877,3007,162367,1055,10029,1456,9608,1460,421,184,152338,1610,2371822,3240,165184,3681,72528,3292,172,194,72356,3281,61807,3037,10549,1765,92656,4092,198293,2876,137796,3837,954,654,136842,3778,124679,4131,12163,2016,60497,3911,848649,2451,609723,7750,1304,583,608419,7778,577843,8437,30576,3457,238926,7793,399249,1784,284982,5225,118,193,284864,5260,275790,5594,9074,1461,114267,5189,322336,1102,165896,4342,0,291,165896,4342,160626,4341,5270,1119,156440,4416,215761,1197,30999,2292,30189,2310,810,356,184762,2565,222350,1271,8050,1401,7980,1392,70,116,214300,1905,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2199028,3350,1063193,3233,84163,3182,40457,2979,196,157,40261,2991,30044,2541,10217,1511,43706,2608,96556,2661,76231,2863,1423,555,74808,2789,66933,3065,7875,1224,20325,2503,373868,3602,321759,4563,4323,1117,317436,4541,300906,4713,16530,2135,52109,4248,193029,2216,155296,3238,305,234,154991,3201,147751,3406,7240,1373,37733,2716,153129,1511,95795,2804,124,152,95671,2783,91674,2735,3997,900,57334,2907,94039,1032,24558,1626,23725,1598,833,367,69481,1794,68409,739,4819,979,4674,953,145,170,63590,1113,1135835,2857,77301,3337,37158,2763,0,257,37158,2763,29024,2386,8134,1586,40143,2901,93683,2797,66881,2656,565,372,66316,2658,58596,2958,7720,1463,26802,2570,376817,2869,279450,4949,317,225,279133,4963,257792,4627,21341,2418,97367,4365,197798,2092,143706,3416,0,257,143706,3416,137500,3436,6206,1170,54092,3026,163824,1293,81399,2493,0,257,81399,2493,79016,2534,2383,731,82425,2642,109113,1040,20364,1683,19490,1727,874,445,88749,1785,117299,1210,4102,804,3951,771,151,166,113197,1312,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28014513,10333,13904727,7850,1124671,8356,442338,8474,12244,1570,430094,8556,327815,8091,102279,5218,682333,10681,1413918,4207,1091983,9705,45402,2973,1046581,9772,934449,11063,112132,5895,321935,8984,5542275,5723,4878741,13699,56837,3625,4821904,14766,4574247,16441,247657,9320,663534,13337,2493301,3959,2130144,9324,4463,1018,2125681,9464,2029254,10805,96427,4904,363157,8693,1654767,2603,1148811,10616,366,253,1148445,10575,1098297,10153,50148,3452,505956,10096,921763,2432,272522,7373,259937,7662,12585,1888,649241,7853,754032,1813,56723,2876,53768,2726,2955,853,697309,3624,14109786,7767,1058790,8313,418572,8810,2671,1030,415901,8762,327261,7731,88640,5125,640218,9194,1283960,3592,889257,10232,8681,1862,880576,10174,793189,9641,87387,5266,394703,9093,5215021,4154,3677283,18206,6665,1380,3670618,18004,3426183,19365,244435,8819,1537738,17733,2524298,3022,1830493,12563,355,242,1830138,12573,1738600,12455,91538,4161,693805,12292,1775682,2016,990013,9692,176,170,989837,9680,950420,9823,39417,3233,785669,9711,1081174,2048,195163,5040,186463,4851,8700,1161,886011,5253,1170861,2012,42455,2722,41055,2734,1400,469,1128406,3138,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3712889,4084,1860862,3112,132626,3179,66274,3062,1640,540,64634,3167,51355,3011,13279,1921,66352,3526,177963,2804,145550,3378,7921,1112,137629,3595,124403,3815,13226,2329,32413,3413,740643,3476,668630,4978,10816,1513,657814,5105,632655,5251,25159,2605,72013,4250,360245,2071,318014,3518,903,602,317111,3640,303625,3921,13486,2085,42231,3029,242237,1387,177926,3370,99,105,177827,3357,171262,3431,6565,1247,64311,3080,120593,1457,39136,1822,38193,1832,943,471,81457,2306,86555,1178,7141,1064,7047,1057,94,110,79414,1483,1852027,3345,124033,3101,65158,2945,801,348,64357,2977,51915,2907,12442,1720,58875,3127,159767,2700,123516,4056,1558,567,121958,4159,111689,3899,10269,1806,36251,3060,690878,3062,526933,5865,1270,540,525663,5814,497561,6307,28102,2945,163945,5288,360497,2243,278011,4825,0,271,278011,4825,266594,4826,11417,1383,82486,4355,247115,1372,149136,3594,0,271,149136,3594,143449,3597,5687,988,97979,3508,136149,1389,28389,1774,27573,1713,816,382,107760,1987,133588,1415,5405,1142,5330,1132,75,93,128183,1613,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2786887,3320,1339158,2673,100952,2494,48027,2486,312,127,47715,2460,36444,2049,11271,1636,52925,2333,114809,1579,89969,3172,1666,544,88303,3228,78622,3370,9681,1922,24840,2608,473136,1775,426684,3443,4126,791,422558,3460,400409,3899,22149,2129,46452,3210,269234,1427,241692,2991,313,230,241379,3025,232229,3379,9150,1727,27542,2472,187458,845,141196,2570,182,215,141014,2535,134689,2700,6325,1284,46262,2583,103541,775,36320,2013,34441,1974,1879,542,67221,2032,90028,516,8653,1146,8297,1111,356,214,81375,1271,1447729,1976,96943,2121,50002,2097,25,30,49977,2100,40696,2100,9281,1523,46941,2781,106672,1326,80013,2287,0,269,80013,2287,72234,2383,7779,1245,26659,2201,480336,1646,370895,4707,241,219,370654,4709,349483,4936,21171,2121,109441,4541,282246,1127,223888,3273,0,269,223888,3273,213780,3267,10108,1252,58358,3138,204636,851,132732,3280,0,269,132732,3280,127092,3502,5640,1208,71904,3201,122331,979,29831,2057,29000,2030,831,341,92500,2291,154565,985,7141,1141,6872,1096,269,237,147424,1537,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,672673,1518,321432,1067,24051,1122,11271,1472,84,148,11187,1482,8856,1371,2331,973,12780,1479,29358,882,22453,1568,363,229,22090,1569,18936,1590,3154,914,6905,1210,115083,873,103443,1799,1424,473,102019,1750,97156,2178,4863,1246,11640,1612,59264,638,50597,1328,0,261,50597,1328,48139,1494,2458,802,8667,1354,45024,546,30141,1484,0,261,30141,1484,29374,1486,767,382,14883,1485,27468,498,7048,978,6547,924,501,276,20420,1066,21184,402,1739,501,1698,487,41,70,19445,670,351241,1246,24423,1327,12198,1425,0,261,12198,1425,9669,1347,2529,689,12225,1438,28529,705,20628,1734,210,250,20418,1766,18921,1804,1497,566,7901,1762,120010,1101,93080,2748,285,245,92795,2755,88238,2810,4557,1063,26930,2501,62740,933,48180,1663,210,346,47970,1698,46279,1794,1691,574,14560,1684,49637,500,27312,1681,0,261,27312,1681,26549,1648,763,331,22325,1710,33155,606,5581,925,5267,904,314,193,27574,1040,32747,413,1281,657,1235,650,46,76,31466,785,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,479776,1126,220920,980,15898,1300,5339,1179,539,421,4800,1100,3404,894,1396,511,10559,1224,22310,1019,15871,1409,1356,1008,14515,1468,12386,1419,2129,737,6439,1155,92090,808,79171,1865,1455,574,77716,1956,71519,2243,6197,1390,12919,1693,36330,583,29590,1239,261,282,29329,1266,26219,1303,3110,754,6740,1243,26786,385,18711,1043,89,106,18622,1046,17886,1050,736,497,8075,1036,15547,369,6653,790,6511,834,142,175,8894,778,11959,284,1496,497,1432,492,64,107,10463,616,258856,972,16975,1693,4733,1071,0,292,4733,1071,3672,967,1061,397,12242,1587,28963,1345,20618,1982,976,934,19642,1508,17024,1679,2618,923,8345,1534,97076,520,80598,2414,638,289,79960,2443,73544,2549,6416,1520,16478,2398,38830,499,31208,1363,0,292,31208,1363,29170,1411,2038,604,7622,1280,33063,136,20030,1365,0,292,20030,1365,19323,1375,707,395,13033,1360,20791,527,5036,942,4922,918,114,136,15755,981,23158,499,1348,582,1348,582,0,292,21810,769,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14547170,7173,7066792,7276,483262,6174,218745,6691,5231,925,213514,6858,170277,6131,43237,2976,264517,6921,596089,5691,474810,7591,13064,1562,461746,7675,415909,7911,45837,4754,121279,5384,2457729,6190,2174565,10450,24853,2595,2149712,10249,2067671,10703,82041,5881,283164,7794,1242185,4144,1048526,8726,3489,870,1045037,8740,1010177,8780,34860,3044,193659,7759,970855,2083,635312,7090,564,365,634748,7117,609950,7392,24798,2353,335543,7238,665212,2228,177041,5331,168523,5012,8518,1274,488171,5375,651460,2156,47905,3604,45931,3518,1974,483,603555,4093,7480378,7280,449381,5801,194826,6965,571,313,194255,7019,159319,6493,34936,2877,254555,7684,558000,4901,405967,7291,2637,821,403330,7152,365634,7802,37696,3532,152033,5854,2392282,4700,1803904,12962,4238,964,1799666,13016,1703240,14110,96426,6322,588378,12290,1292287,3318,956893,7211,431,269,956462,7232,917188,8128,39274,3463,335394,6856,1070983,2527,575000,8549,0,300,575000,8549,550567,8721,24433,2498,495983,8484,786796,2424,136395,5197,130416,5131,5979,1149,650401,5755,930649,2474,30519,2506,29306,2419,1213,459,900130,3116,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
