GEO_ID,C25072_001E,C25072_001M,C25072_002E,C25072_002M,C25072_003E,C25072_003M,C25072_004E,C25072_004M,C25072_005E,C25072_005M,C25072_006E,C25072_006M,C25072_007E,C25072_007M,C25072_008E,C25072_008M,C25072_009E,C25072_009M,C25072_010E,C25072_010M,C25072_011E,C25072_011M,C25072_012E,C25072_012M,C25072_013E,C25072_013M,C25072_014E,C25072_014M,C25072_015E,C25072_015M,C25072_016E,C25072_016M,C25072_017E,C25072_017M,NAME,C25072_001EA,C25072_001MA,C25072_002EA,C25072_002MA,C25072_003EA,C25072_003MA,C25072_004EA,C25072_004MA,C25072_005MA,C25072_005EA,C25072_006MA,C25072_006EA,C25072_007EA,C25072_007MA,C25072_008EA,C25072_008MA,C25072_009EA,C25072_009MA,C25072_010EA,C25072_010MA,C25072_011MA,C25072_011EA,C25072_012EA,C25072_012MA,C25072_013EA,C25072_013MA,C25072_014EA,C25072_014MA,C25072_015MA,C25072_015EA,C25072_016MA,C25072_016EA,C25072_017MA,C25072_017EA,state
0400000US31,224989,5571,42280,2783,19058,1841,20361,2113,2861,825,59906,3157,36110,2973,20361,2335,3435,713,91501,4309,51283,2866,31192,2889,9026,1234,31302,2102,11956,1294,15862,1383,3484,593,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,356123,7805,37600,2914,16018,2378,19791,1912,1791,591,95782,4085,50626,3412,41939,3006,3217,1107,182726,6499,89464,4418,84725,5509,8537,1658,40015,2402,13410,1669,24813,2262,1792,490,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,140851,4453,15458,1665,5644,1175,9171,1458,643,436,33949,2662,18023,2145,13660,1795,2266,904,66269,3954,32102,2883,30398,2549,3769,902,25175,2299,10476,1619,12185,1456,2514,888,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1025182,12171,61494,3729,21931,2594,34931,3311,4632,1015,246064,6792,129350,4893,106675,5164,10039,1920,552669,10541,282639,9117,245009,8532,25021,2269,164955,4848,54369,3078,97849,4370,12737,1738,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,220118,5904,33751,2964,12670,1769,16310,2261,4771,1233,58481,3724,26919,2695,24748,2608,6814,1554,102376,4640,51294,3426,39774,3277,11308,1598,25510,2325,9653,1596,11333,1666,4524,977,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3147434,19475,205393,6783,72026,4497,118776,5996,14591,1671,695270,10358,346492,7488,313252,9304,35526,2997,1700614,15265,845543,13538,770234,12519,84837,5263,546157,10217,197813,7211,310515,7806,37829,2951,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1103270,15595,155515,5968,55656,3921,84575,5201,15284,2113,304153,8714,164492,7507,118998,6014,20663,2379,522901,11871,261696,8224,212143,9041,49062,3818,120701,4646,39718,2760,54987,3173,25996,2488,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,90686,2873,23635,1964,11852,1848,9659,1553,2124,818,19609,1818,13074,1547,4564,936,1971,655,31588,2067,17642,1484,10053,1606,3893,730,15854,1413,5340,888,8410,1021,2104,440,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1349267,13947,175100,6494,65429,4393,98307,5218,11364,1551,346541,7431,180630,6311,145516,6923,20395,2411,637390,10743,328288,7858,263053,7900,46049,3373,190236,5493,69796,3847,98943,4345,21497,1837,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,434893,9173,73618,3770,28722,2604,37484,2803,7412,1413,112632,5222,57798,4180,44083,3557,10751,1494,199215,6210,101471,5430,75268,3763,22476,2231,49428,2919,17745,1563,23386,2260,8297,1070,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,510539,10385,66306,3772,24701,2494,38993,2863,2612,924,138280,5595,77207,5486,55997,3852,5076,1228,236417,7311,119505,5454,102034,4927,14878,2067,69536,3792,21336,2206,42930,3025,5270,967,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1370498,14597,146871,4663,57370,3539,79159,3218,10342,1597,318862,6590,179000,6026,120029,4927,19833,2210,644972,12285,339569,8836,256195,7605,49208,3665,259793,6214,91716,3652,133614,4440,34463,2521,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,150132,5239,14451,1971,5112,1119,8330,1560,1009,598,36143,2545,21496,2385,14029,1937,618,351,72941,3858,37004,3172,32837,2564,3100,962,26597,2149,12212,1646,12257,1628,2128,730,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,491514,10697,67639,4885,22699,2378,37122,3833,7818,1610,129202,5614,63740,4139,50917,3834,14545,2264,241846,8661,121184,6344,88238,5527,32424,2945,52827,3442,17544,2125,21597,2367,13686,1635,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,96265,3813,20168,1916,10464,1425,8018,1605,1686,793,20466,1785,12894,1501,5513,947,2059,669,36300,2533,20117,2196,10785,1583,5398,936,19331,1629,8360,1097,8450,1073,2521,558,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,714971,11826,96200,4797,35199,3078,51551,3580,9450,1481,196459,6950,100829,5520,78286,5467,17344,2348,339496,8067,166033,6596,136593,6164,36870,2861,82816,3911,31276,2798,36058,2675,15482,1795,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2818343,22848,391230,10704,137599,6038,214974,8031,38657,3897,857445,12854,436199,11823,366156,9323,55090,4418,1323555,17163,676571,13695,535539,13702,111445,5640,246113,5681,76499,3442,134774,4578,34840,2967,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,228099,5261,50453,2913,24959,2209,22959,2520,2535,837,76772,3773,43264,2962,29501,2865,4007,1097,82573,3479,43431,2852,34560,2494,4582,846,18301,1942,6598,1262,8970,1595,2733,703,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,71419,3250,8528,1042,2777,686,5313,809,438,257,18715,1696,9747,1535,8016,1392,952,422,33292,2564,16025,1735,14634,1698,2633,690,10884,1187,3557,678,5666,967,1661,506,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,874787,13816,112724,5720,44130,3759,60101,3852,8493,1806,241087,6270,132998,5140,94002,5396,14087,2113,418644,9847,229277,8127,160180,7231,29187,2682,102332,4465,33212,3063,53727,3111,15393,1757,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,851860,10603,107386,4117,45863,3271,57018,3340,4505,1103,233618,6746,131171,6239,93009,5418,9438,1525,401625,9843,208889,6938,169127,6881,23609,2427,109231,4118,36834,2821,63032,3352,9365,1380,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,188273,6081,27606,2214,9530,1470,14336,1390,3740,967,45445,3309,21357,2261,16797,2129,7291,1483,89144,4821,40567,3142,33650,2889,14927,2132,26078,1978,9347,1242,9156,1252,7575,1322,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,658931,9105,107208,4279,47815,2898,53613,3246,5780,1207,168997,5273,96076,4712,64886,4062,8035,1358,278023,7310,152203,5698,108693,4864,17127,1701,104703,3527,36361,2384,58134,2959,10208,921,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,63185,2936,13758,1534,6499,1409,5704,1188,1555,882,16332,1663,10377,1468,4615,1095,1340,713,26577,2125,16391,1849,5682,1093,4504,968,6518,1081,2786,739,2949,704,783,417,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,321038,7568,26397,2222,4821,758,10675,1458,10901,1476,86527,3584,26402,2205,29576,2282,30549,2534,166768,6515,45831,3610,55940,3674,64997,3514,41346,2429,11749,1258,14907,1411,14690,1368,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
