GEO_ID,B18023_001E,B18023_001M,B18023_002E,B18023_002M,B18023_003E,B18023_003M,B18023_004E,B18023_004M,B18023_005E,B18023_005M,B18023_006E,B18023_006M,B18023_007E,B18023_007M,B18023_008E,B18023_008M,B18023_009E,B18023_009M,B18023_010E,B18023_010M,B18023_011E,B18023_011M,B18023_012E,B18023_012M,B18023_013E,B18023_013M,B18023_014E,B18023_014M,B18023_015E,B18023_015M,B18023_016E,B18023_016M,B18023_017E,B18023_017M,B18023_018E,B18023_018M,B18023_019E,B18023_019M,B18023_020E,B18023_020M,B18023_021E,B18023_021M,B18023_022E,B18023_022M,B18023_023E,B18023_023M,B18023_024E,B18023_024M,B18023_025E,B18023_025M,B18023_026E,B18023_026M,B18023_027E,B18023_027M,B18023_028E,B18023_028M,B18023_029E,B18023_029M,B18023_030E,B18023_030M,B18023_031E,B18023_031M,NAME,B18023_001MA,B18023_001EA,B18023_002MA,B18023_002EA,B18023_003MA,B18023_003EA,B18023_004MA,B18023_004EA,B18023_005EA,B18023_005MA,B18023_006MA,B18023_006EA,B18023_007MA,B18023_007EA,B18023_008MA,B18023_008EA,B18023_009MA,B18023_009EA,B18023_010EA,B18023_010MA,B18023_011MA,B18023_011EA,B18023_012MA,B18023_012EA,B18023_013MA,B18023_013EA,B18023_014MA,B18023_014EA,B18023_015MA,B18023_015EA,B18023_016EA,B18023_016MA,B18023_017EA,B18023_017MA,B18023_018EA,B18023_018MA,B18023_019MA,B18023_019EA,B18023_020MA,B18023_020EA,B18023_021MA,B18023_021EA,B18023_022EA,B18023_022MA,B18023_023EA,B18023_023MA,B18023_024MA,B18023_024EA,B18023_025MA,B18023_025EA,B18023_026MA,B18023_026EA,B18023_027EA,B18023_027MA,B18023_028EA,B18023_028MA,B18023_029MA,B18023_029EA,B18023_030MA,B18023_030EA,B18023_031MA,B18023_031EA,state
0400000US01,2951988,4297,199440,6399,97171,4338,30330,2505,10008,1656,20322,2189,66841,3644,15056,1736,51785,3212,102269,4771,25848,2531,7461,1317,18387,2211,76421,4136,14106,1891,62315,3447,2752548,7859,1330271,5898,534506,4722,369651,6644,164855,6804,795765,4695,638793,6842,156972,5432,1422277,5456,557161,4464,322333,6052,234828,6542,865116,5040,559766,7759,305350,7067,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,21080,2288,10223,1362,4125,912,1769,736,2356,810,6098,1095,2378,833,3720,743,10857,1775,3298,848,1181,519,2117,722,7559,1586,2434,800,5125,1270,431364,3354,218263,2581,86054,2282,57698,2999,28356,2733,132209,1732,104220,2496,27989,2174,213101,2855,85941,2144,53191,2550,32750,2478,127160,1794,91676,2689,35484,2734,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,162605,7059,80959,4891,26458,2961,10107,1750,16351,2371,54501,3687,15147,1916,39354,3449,81646,4463,18839,2251,6381,1133,12458,1819,62807,3665,14689,2036,48118,3066,3697629,9301,1855995,6749,809048,5700,611717,8224,197331,7565,1046947,4508,861254,7308,185693,6162,1841634,5791,769071,4197,466800,8713,302271,9057,1072563,3838,712809,8053,359754,8295,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,125199,5976,64991,4066,19539,2105,8183,1336,11356,1540,45452,3486,12618,1712,32834,2851,60208,3804,16090,2081,5061,1409,11029,1671,44118,2982,8281,1256,35837,2804,1651963,7388,807351,5720,327694,4589,234139,5042,93555,3723,479657,4484,382158,5896,97499,4242,844612,4940,336648,3729,202969,5133,133679,5225,507964,3638,345617,5178,162347,4831,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,941277,15824,469426,9985,159418,6087,49703,3842,109715,5412,310008,8365,78102,4825,231906,6967,471851,10673,125951,6163,39079,3699,86872,5128,345900,8803,79616,4751,266284,7832,22695935,18447,11376985,13409,4872723,12074,3412453,17235,1460270,17777,6504262,10199,5414710,18735,1089552,15556,11318950,13369,4690218,10113,2710805,18350,1979413,18908,6628732,10070,4405118,21267,2223614,20391,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,128820,6570,68397,4310,26162,2214,11818,1713,14344,1596,42235,3799,14300,1941,27935,2845,60423,4129,16330,1998,6804,1415,9526,1679,44093,3559,12772,2008,31321,2772,3047112,7599,1533897,5178,626114,4225,479570,5979,146544,5699,907783,4902,777541,7610,130242,6042,1513215,4862,601077,3829,396325,6434,204752,5952,912138,4226,655307,6483,256831,6684,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,88923,5102,45137,2820,13894,1776,6321,1188,7573,1358,31243,2698,10790,1603,20453,2104,43786,3846,11121,2116,5397,1184,5724,1459,32665,3104,8699,1414,23966,2722,2193932,6128,1072108,3791,391183,3263,278175,4717,113008,4647,680925,3114,587086,5653,93839,4919,1121824,4525,393596,3056,257050,5168,136546,5232,728228,3519,532139,5665,196089,5518,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,26256,2758,13239,1963,4281,1185,1382,600,2899,907,8958,1518,3095,804,5863,1263,13017,1703,3548,845,1227,500,2321,648,9469,1484,2707,958,6762,1076,522016,2939,252690,2525,98527,2061,70730,2781,27797,2485,154163,1820,126991,2655,27172,2471,269326,1957,104674,1764,68133,2902,36541,2668,164652,1812,117539,3131,47113,2578,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,17157,2365,8932,1632,2931,908,585,323,2346,822,6001,1306,779,457,5222,1237,8225,1382,2727,932,674,387,2053,801,5498,1089,1088,397,4410,981,378954,4509,174747,3680,78931,3393,52573,2855,26358,2646,95816,1561,76008,2050,19808,1887,204207,1717,96575,1474,62805,2504,33770,2780,107632,1068,78166,2509,29466,2396,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,528679,12998,260542,8537,85613,6083,32890,3627,52723,4490,174929,6937,44805,3474,130124,5911,268137,9597,62330,4585,19879,2372,42451,4015,205807,8150,46614,3560,159193,7264,10751680,16082,5290269,12632,2035913,9992,1511101,13654,524812,10795,3254356,9341,2682265,12497,572091,10620,5461411,10874,2027258,8145,1278313,13475,748945,13624,3434153,8681,2350716,14407,1083437,13709,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6109836,7200,278373,9270,135638,6570,43072,3615,16024,2730,27048,2835,92566,4930,21287,2760,71279,4352,142735,6393,36653,3282,11427,1864,25226,2888,106082,5118,22935,2396,83147,4046,5831463,11677,2844294,8698,1169759,8158,825653,9035,344106,9767,1674535,6824,1400049,9192,274486,8804,2987169,9367,1199647,7136,717882,9006,481765,10422,1787522,7870,1213973,10735,573549,9710,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,801975,3569,28545,2831,16259,1801,4798,1094,1309,496,3489,947,11461,1552,3427,898,8034,1451,12286,2034,2817,962,699,393,2118,874,9469,1748,2658,759,6811,1617,773430,4259,376950,2658,144672,2350,103783,2929,40889,2814,232278,1811,193179,3242,39099,2584,396480,2879,151522,2195,97961,3366,53561,2948,244958,1913,180418,3291,64540,3154,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,930511,2620,50140,3514,25628,2442,9311,1521,4398,1276,4913,940,16317,1984,4874,1031,11443,1627,24512,2019,8568,1438,3029,899,5539,1291,15944,1677,4114,908,11830,1591,880371,4180,442623,3594,189510,3069,147191,3477,42319,2916,253113,2788,211796,3257,41317,2708,437748,2509,180540,2455,116167,3468,64373,3002,257208,2490,177182,3761,80026,3349,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8341109,6406,310119,9161,162608,6232,57916,3602,20316,2371,37600,2854,104692,5022,29013,2524,75679,3971,147511,6306,43332,3556,14842,2017,28490,2843,104179,4711,27991,2512,76188,4149,8030990,11033,3979495,7681,1650724,6600,1170410,9234,480314,8396,2328771,6497,1951133,10619,377638,8979,4051495,7917,1618118,5761,1018133,9881,599985,10377,2433377,5329,1699847,10963,733530,11392,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4087653,4336,197155,7940,96219,5555,38155,3354,15839,2209,22316,2383,58064,3824,17368,1953,40696,3270,100936,4935,29878,2748,10100,1486,19778,2051,71058,4309,15557,2139,55501,3291,3890498,9235,1935935,7494,779958,6141,559684,7034,220274,6497,1155977,4482,963869,7091,192108,6525,1954563,6862,769083,4967,488871,8060,280212,7743,1185480,5381,850563,8150,334917,7243,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
