GEO_ID,B12002H_001E,B12002H_001M,B12002H_002E,B12002H_002M,B12002H_003E,B12002H_003M,B12002H_004E,B12002H_004M,B12002H_005E,B12002H_005M,B12002H_006E,B12002H_006M,B12002H_007E,B12002H_007M,B12002H_008E,B12002H_008M,B12002H_009E,B12002H_009M,B12002H_010E,B12002H_010M,B12002H_011E,B12002H_011M,B12002H_012E,B12002H_012M,B12002H_013E,B12002H_013M,NAME,B12002H_001MA,B12002H_001EA,B12002H_002MA,B12002H_002EA,B12002H_003MA,B12002H_003EA,B12002H_004EA,B12002H_004MA,B12002H_005EA,B12002H_005MA,B12002H_006EA,B12002H_006MA,B12002H_007MA,B12002H_007EA,B12002H_008MA,B12002H_008EA,B12002H_009EA,B12002H_009MA,B12002H_010EA,B12002H_010MA,B12002H_011EA,B12002H_011MA,B12002H_012MA,B12002H_012EA,B12002H_013MA,B12002H_013EA,state
0400000US13,4472801,2946,2183587,2332,611397,9725,1254574,12800,28239,3166,46964,3272,242413,9138,2289214,2157,476622,8628,1247461,14378,38428,3640,230328,6294,296375,8402,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,272714,546,144935,559,47432,2484,78423,2958,1578,630,2913,856,14589,1888,127779,512,32582,1910,66104,2569,1904,769,10012,1248,17177,1793,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1002995,310,497862,232,129331,4340,292672,6226,6593,1521,11500,1582,57766,3802,505133,329,100609,3100,287210,5753,5657,1211,45040,2407,66617,3787,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6897593,2225,3339708,1477,1042416,10151,1869544,13120,33599,3198,96096,3938,298053,8085,3557885,1480,879306,9399,1853561,14119,42971,3277,402649,8066,379398,9238,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4276725,2318,2077847,1683,593197,6976,1166529,10674,23320,2627,58882,3304,235919,6937,2198878,1361,484479,6339,1161747,9737,29978,3068,233988,5119,288686,6959,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2216674,897,1077518,877,311640,5628,625217,7443,9676,1401,28550,1844,102435,4126,1139156,729,254599,4997,620578,7964,14421,1729,128033,3706,121525,4470,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1816034,1211,884899,1011,245897,5519,519436,6459,8043,1252,23498,2018,88025,3710,931135,994,196811,4244,507753,5724,10819,1605,101436,2696,114316,4282,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3019305,1345,1456342,1281,397652,7193,818147,10890,22104,2616,44615,2938,173824,6377,1562963,1241,327080,6256,809518,11215,34922,3232,179421,5234,212022,7118,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2195349,1709,1067671,1156,301642,5582,605359,8340,15687,2353,31456,2511,113527,4291,1127678,1244,243094,5827,594660,10145,19992,2500,139443,4518,130489,5373,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1051281,1992,508011,1148,147598,4343,285937,5261,4262,958,13934,1345,56280,3083,543270,1138,127975,3112,275286,5616,6965,1130,57414,2512,75630,3593,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2707730,1072,1306309,755,387984,6248,742558,7922,28055,2699,35948,2097,111764,4981,1401421,642,337550,5964,739467,8571,28213,2345,150872,4259,145319,4990,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4249448,5388,2022584,3098,712064,10145,1061877,10673,29318,2745,60066,3343,159259,5783,2226864,3261,640905,8762,1071310,11936,36427,3084,247698,6365,230524,7466,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6404821,1909,3133801,1380,959303,8735,1744335,12376,28750,2828,82189,3373,319224,8088,3271020,957,770931,9248,1738439,13872,36579,2570,335639,5377,389432,9098,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3634049,1816,1782310,1285,562758,6916,1011811,8208,13398,1701,42389,2328,151954,4954,1851739,873,468215,6612,1002758,9594,17328,1961,173284,3776,190154,5779,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1407265,1303,680993,1686,177485,5417,393613,7394,13060,2127,19891,1977,76944,4160,726272,1667,133832,3853,395873,6546,13276,1803,97258,3686,86033,3986,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3929650,1664,1904613,1159,535755,9293,1083398,12217,24168,2194,53340,3029,207952,6704,2025037,1387,435986,6223,1077642,11341,36218,3095,222661,5389,252530,8058,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,691680,1133,343744,1129,98698,2785,193912,4555,4137,937,8808,1138,38189,3065,347936,368,74518,3100,191174,3864,3967,988,36447,1759,41830,2348,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1217655,806,593808,574,173138,3520,345204,4720,5656,1042,15004,1226,54806,3104,623847,710,140511,2977,342995,5371,5316,1019,69315,2469,65710,3432,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1226057,1379,618257,1138,178858,3808,318597,6179,10323,1876,21270,2566,89209,4719,607800,1031,129185,4189,305890,6640,11489,2261,63746,2969,97490,4558,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1013421,951,494252,296,154558,4114,269995,5448,5273,1403,12737,1473,51689,4201,519169,732,131505,4337,270016,6894,7411,1394,48613,2253,61624,3894,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4486136,3780,2154060,2313,671069,7394,1232189,10088,25417,2717,73181,3425,152204,5103,2332076,2219,568332,7525,1206784,10787,33266,3030,292203,5877,231491,6750,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,701399,2150,340342,1296,89695,3425,194896,4708,4057,1080,10749,1624,40945,2864,361057,1629,75069,3035,184676,4155,4385,1046,37341,1926,59586,2970,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9675905,4829,4648667,2551,1586191,12527,2491208,15615,76914,4118,144047,5057,350307,8427,5027238,2976,1399643,11940,2426834,16617,100890,6123,608244,10243,491627,8890,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4946200,3118,2390626,2646,641720,7985,1408962,14450,54571,4501,58900,3469,226473,8678,2555574,2044,503587,7747,1406310,14288,74067,5120,283540,5937,288070,9309,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,475704,514,236831,550,75422,2665,134772,3652,1350,517,6182,879,19105,1789,238873,555,57685,2293,129636,3367,1376,512,28688,1369,21488,1521,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7755572,1727,3746443,1330,1122476,10834,2075452,15028,46095,3811,109173,4071,393247,10065,4009129,1416,943648,10910,2061656,16472,66220,4109,444129,7090,493476,10666,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2117726,882,1024535,924,261201,5062,595981,7672,15982,2074,30208,2077,121163,5112,1093191,977,200699,4926,583951,8376,21284,2375,134304,3389,152953,5179,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2493683,1314,1214733,842,362430,6589,651252,8641,15668,2059,31470,2276,153913,6396,1278950,810,300259,7046,645029,9581,23598,2920,125552,3333,184512,6456,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8508442,2014,4088144,1324,1271508,10369,2271231,13286,70153,3766,137713,4313,337539,8211,4420298,1384,1103451,9068,2233504,14476,86083,3956,557721,7485,439539,6589,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,712428,1589,338114,777,118394,3728,173752,4928,2674,723,10928,1367,32366,2781,374314,1049,103514,3258,175753,5215,5901,1309,43342,2039,45804,3505,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2332132,832,1130047,1445,305887,6381,660207,8190,24743,2917,31452,2265,107758,5752,1202085,1435,239603,5573,658993,7493,32644,2985,140744,4873,130101,5664,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,553268,481,273643,698,79317,3041,162903,3717,1720,528,6258,861,23445,1832,279625,700,59837,2613,158760,3849,3047,933,30694,1716,27287,2166,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3843521,1888,1860224,1624,479119,8139,1081386,12620,24655,2665,48972,2686,226092,8353,1983297,1467,377121,6650,1068971,13528,42394,3830,228145,5118,266666,8828,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9298309,4708,4535376,3069,1246157,11641,2592363,17086,66455,4494,125378,4524,505023,11386,4762933,3389,982462,10476,2532652,17762,92124,5369,507442,7217,648253,13955,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1585196,1139,783149,562,231587,4975,463800,6905,7120,1335,12866,1695,67776,3692,802047,895,194126,5235,467293,7984,9107,1544,53340,2734,78181,3896,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,496468,217,241601,345,76198,2993,130695,4239,3146,902,5599,751,25963,2312,254867,277,65361,2484,127314,3742,4619,1129,23263,1348,34310,2214,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4262493,2253,2077365,2116,603292,8832,1188375,11168,41925,3644,56070,3678,187703,7552,2185128,1844,495170,8347,1175154,11395,51847,3761,225805,4986,237152,7630,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4049400,2016,1993091,1411,615013,9303,1075429,12490,23780,2813,46995,2884,231874,6861,2056309,1018,481919,7830,1056417,11093,35023,3573,185639,5217,297311,8537,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1417978,940,685723,953,185738,4976,394827,6740,8758,1421,22165,1791,74235,4135,732255,1015,150290,4632,390739,6994,10973,1288,91923,3512,88330,4937,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3926376,1363,1928800,967,599532,8066,1085114,10486,15372,1913,47347,2262,181435,6087,1997576,734,485611,5549,1081820,8296,19157,2219,202224,4019,208764,6189,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,371083,743,186832,858,51101,2658,105467,3167,2490,973,4720,818,23054,2285,184251,729,37840,2184,102682,3701,1984,708,16391,1373,25354,2605,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,30018,3005,16314,1870,3707,1013,11296,1446,314,255,143,221,854,432,13704,1877,3626,1022,7666,1428,386,322,800,356,1226,424,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
