GEO_ID,C22007_001E,C22007_001M,C22007_002E,C22007_002M,C22007_003E,C22007_003M,C22007_004E,C22007_004M,C22007_005E,C22007_005M,C22007_006E,C22007_006M,C22007_007E,C22007_007M,C22007_008E,C22007_008M,C22007_009E,C22007_009M,C22007_010E,C22007_010M,C22007_011E,C22007_011M,C22007_012E,C22007_012M,C22007_013E,C22007_013M,C22007_014E,C22007_014M,C22007_015E,C22007_015M,C22007_016E,C22007_016M,C22007_017E,C22007_017M,C22007_018E,C22007_018M,C22007_019E,C22007_019M,C22007_020E,C22007_020M,C22007_021E,C22007_021M,C22007_022E,C22007_022M,C22007_023E,C22007_023M,C22007_024E,C22007_024M,C22007_025E,C22007_025M,C22007_026E,C22007_026M,C22007_027E,C22007_027M,C22007_028E,C22007_028M,C22007_029E,C22007_029M,NAME,C22007_001MA,C22007_001EA,C22007_002MA,C22007_002EA,C22007_003MA,C22007_003EA,C22007_004MA,C22007_004EA,C22007_005MA,C22007_005EA,C22007_006EA,C22007_006MA,C22007_007EA,C22007_007MA,C22007_008EA,C22007_008MA,C22007_009MA,C22007_009EA,C22007_010MA,C22007_010EA,C22007_011EA,C22007_011MA,C22007_012MA,C22007_012EA,C22007_013MA,C22007_013EA,C22007_014MA,C22007_014EA,C22007_015MA,C22007_015EA,C22007_016EA,C22007_016MA,C22007_017EA,C22007_017MA,C22007_018EA,C22007_018MA,C22007_019MA,C22007_019EA,C22007_020MA,C22007_020EA,C22007_021MA,C22007_021EA,C22007_022EA,C22007_022MA,C22007_023MA,C22007_023EA,C22007_024MA,C22007_024EA,C22007_025MA,C22007_025EA,C22007_026EA,C22007_026MA,C22007_027EA,C22007_027MA,C22007_028EA,C22007_028MA,C22007_029EA,C22007_029MA,state
0400000US01,1222858,13632,136838,6346,44665,3545,8094,1436,14902,2015,21669,2534,92173,4990,8057,1613,1540,558,4033,1228,2484,862,84116,4613,26671,2845,45778,3734,11667,1433,1086020,13309,843944,10957,128890,4244,214601,6319,500453,8645,242076,7362,66710,4343,7219,1235,36223,3467,23268,2487,175366,5272,26979,2865,96057,4907,52330,3451,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,14194,1587,5945,1002,402,262,2136,673,3407,791,8249,1306,1243,408,165,103,902,375,176,124,7006,1277,1285,602,4171,1040,1550,439,143745,3745,111384,3375,8067,1124,22967,1965,80350,3177,32361,2393,11305,1303,411,232,5804,929,5090,1002,21056,2179,2012,633,11911,1627,7133,1240,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,118866,5902,43177,3825,4847,1083,15735,2278,22595,2923,75689,4368,14624,2171,2159,825,8907,1867,3558,1009,61065,3909,15340,1935,32401,3147,13324,2133,1357403,12687,1061631,11401,190586,6217,259692,6713,611353,9281,295772,7653,100453,4464,5638,1370,52644,3381,42171,3521,195319,6427,18480,2098,109259,5470,67580,4547,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,96886,4698,34769,2767,4828,919,11721,1777,18220,1993,62117,4134,7454,1413,1138,491,4940,1258,1376,576,54663,3660,13622,1906,34084,2977,6957,1174,661309,10023,532460,9018,85061,3223,122320,5169,325079,8512,128849,5480,41367,3681,3414,895,23496,2567,14457,1804,87482,4336,9893,1327,47008,3343,30581,3331,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,472171,10533,171398,6636,20765,2278,69387,4331,81246,5068,300773,8761,48937,3389,8974,1366,28385,2797,11578,1801,251836,8928,81982,5004,124654,6571,45200,3541,7831622,26574,5880303,26596,645765,8814,1509656,17188,3724882,21968,1951319,21485,649495,13651,41582,2965,323231,9882,284682,9462,1301824,15898,144075,6050,677113,11819,480636,10047,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,65122,4592,22826,2478,2750,876,6832,1465,13244,1838,42296,3784,7576,1645,604,318,4341,1166,2631,1057,34720,3583,8804,1734,21186,2693,4730,1342,1131101,11042,911322,11228,94439,3287,203477,7586,613406,8880,219779,7821,72853,4262,4612,1101,37786,3592,30455,2909,146926,5956,13554,2050,84486,5238,48886,3149,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,46069,3528,11962,1841,2557,838,3765,1065,5640,1289,34107,2756,2956,927,1005,482,1102,525,849,583,31151,2547,9735,1252,17424,2095,3992,1173,848279,8033,668694,7423,69522,2828,149704,5421,449468,6819,179585,5098,50232,3694,3581,841,25889,2809,20762,2235,129353,4892,11963,1820,68024,4115,49366,3274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16650,2133,3971,1045,416,264,1702,817,1853,598,12679,1853,2157,794,168,166,1285,644,704,451,10522,1559,1646,643,6905,1453,1971,649,196915,4423,153238,4443,23864,1701,33638,2413,95736,3539,43677,3314,13052,2010,1007,585,7431,1539,4614,1207,30625,2687,1547,584,16211,2106,12867,1875,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,15484,1912,1913,768,440,295,918,501,555,377,13571,1735,1340,509,341,218,662,394,337,205,12231,1651,5005,1115,4889,1182,2337,756,93275,4187,53958,3729,5874,1175,11282,1342,36802,3027,39317,2588,8061,1462,552,330,3601,1006,3908,984,31256,2372,3620,1016,16432,1884,11204,1391,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,385525,10412,153149,6979,24196,2648,44282,3545,84671,4840,232376,8867,37983,3594,6547,1408,21374,2943,10062,1783,194393,7788,43260,3945,108727,5513,42406,3306,4247449,21844,3298978,20539,658404,9768,771074,12270,1869500,18411,948471,16161,281627,8893,22520,2400,141612,6626,117495,5609,666844,12762,68051,4603,370319,11017,228474,7846,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,206073,7742,56716,4191,9659,1511,17530,2627,29527,2690,149357,7223,17461,1982,2628,744,10973,1723,3860,1223,131896,7037,33624,3276,76067,5902,22205,2652,2090621,17632,1582663,18195,171059,4722,394687,8705,1016917,14348,507958,11252,147522,5830,14049,1716,72630,4548,60843,3785,360436,9076,36387,2662,210616,7747,113433,5704,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,20444,2560,7982,1352,1465,564,1679,639,4838,1076,12462,2084,1398,580,121,117,489,298,788,486,11064,1957,3048,722,5419,1519,2597,829,280658,5374,214743,4697,26127,2094,43622,2921,144994,4723,65915,3555,22868,2052,1582,563,10189,1573,11097,1632,43047,3075,4593,1078,19627,2370,18827,1858,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,23328,2307,10289,1254,1021,416,3585,925,5683,991,13039,1902,2467,917,349,361,1561,815,557,347,10572,1726,2577,836,6109,1238,1886,750,359358,5234,303706,5847,39452,2016,69301,4470,194953,5441,55652,3727,19094,2034,1698,644,11048,1528,6348,1258,36558,2918,3579,992,21131,2448,11848,1743,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
