GEO_ID,B18016_001E,B18016_001M,B18016_002E,B18016_002M,B18016_003E,B18016_003M,B18016_004E,B18016_004M,B18016_005E,B18016_005M,B18016_006E,B18016_006M,B18016_007E,B18016_007M,B18016_008E,B18016_008M,B18016_009E,B18016_009M,B18016_010E,B18016_010M,B18016_011E,B18016_011M,B18016_012E,B18016_012M,B18016_013E,B18016_013M,B18016_014E,B18016_014M,B18016_015E,B18016_015M,B18016_016E,B18016_016M,B18016_017E,B18016_017M,B18016_018E,B18016_018M,B18016_019E,B18016_019M,NAME,B18016_001MA,B18016_001EA,B18016_002MA,B18016_002EA,B18016_003MA,B18016_003EA,B18016_004MA,B18016_004EA,B18016_005EA,B18016_005MA,B18016_006EA,B18016_006MA,B18016_007EA,B18016_007MA,B18016_008EA,B18016_008MA,B18016_009MA,B18016_009EA,B18016_010MA,B18016_010EA,B18016_011EA,B18016_011MA,B18016_012EA,B18016_012MA,B18016_013EA,B18016_013MA,B18016_014MA,B18016_014EA,B18016_015MA,B18016_015EA,B18016_016EA,B18016_016MA,B18016_017EA,B18016_017MA,B18016_018EA,B18016_018MA,B18016_019EA,B18016_019MA,state
0400000US01,1019143,4401,47570,4592,6582,1581,3354,965,3228,1178,40988,4130,17862,2538,14313,2252,8086,1504,727,422,971573,5879,271638,8043,44074,3404,227564,7800,699935,8282,125902,5461,257802,8756,192333,6719,123898,6023,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157743,2210,5955,1365,1822,810,518,346,1304,754,4133,1048,805,480,1736,781,1476,744,116,137,151788,2675,39207,2879,9957,1551,29250,2842,112581,3257,14953,2103,42925,2956,33880,3221,20823,2571,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1446643,4048,37121,3500,6276,1271,2526,829,3750,1144,30845,3155,7892,1762,13097,1968,7861,1567,1995,896,1409522,5369,349875,10859,56305,3604,293570,11746,1059647,12765,228338,9008,349687,12426,288600,11348,193022,8650,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,619891,4369,32169,3090,2629,809,953,489,1676,739,29540,2926,8661,1686,17215,2243,3015,811,649,377,587722,5388,152470,6464,22988,2170,129482,5771,435252,5781,64226,3798,184293,6142,114630,4979,72103,4593,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8768514,7402,233103,9035,46072,3649,14862,2535,31210,3003,187031,8201,63700,4654,73181,5366,36053,3133,14097,2205,8535411,11934,2466909,21715,338257,8323,2128652,21381,6068502,20445,1359486,21620,1923690,27607,1421348,20975,1363978,17399,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1142203,4340,31534,2721,4454,1013,1795,708,2659,808,27080,2790,7185,1482,12326,2176,5435,1130,2134,806,1110669,4897,291136,8739,40685,2859,250451,8215,819533,9051,146121,7018,250315,9017,205894,6559,217203,6211,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,710546,2586,17814,2247,3169,798,1731,593,1438,543,14645,2113,3046,736,6031,1461,3976,954,1592,653,692732,3502,225393,5574,27518,2265,197875,5547,467339,6236,48573,3652,159762,7169,111342,5477,147662,5883,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,188453,1532,5571,1304,664,348,315,249,349,255,4907,1272,2092,936,1741,736,621,362,453,336,182882,2107,56197,3061,6439,1324,49758,2912,126685,3396,19542,2724,43666,3622,28833,2465,34644,3048,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,168088,4025,3526,984,1010,751,577,672,433,284,2516,840,631,440,1603,590,157,172,125,147,164562,4099,51541,4302,6005,1022,45536,4373,113021,2997,12465,2161,22143,2636,13912,1931,64501,2854,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3738983,7294,108194,6741,17250,2076,9593,1615,7657,1245,90944,6301,28954,3452,39192,3693,16675,2479,6123,1464,3630789,10569,960650,17770,154212,6995,806438,16900,2670139,18325,454980,14736,999927,18141,680703,14930,534529,11621,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
