GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,C08124_043E,C08124_043M,C08124_044E,C08124_044M,C08124_045E,C08124_045M,C08124_046E,C08124_046M,C08124_047E,C08124_047M,C08124_048E,C08124_048M,NAME,C08124_001MA,C08124_001EA,C08124_002MA,C08124_002EA,C08124_003MA,C08124_003EA,C08124_004EA,C08124_004MA,C08124_005EA,C08124_005MA,C08124_006MA,C08124_006EA,C08124_007MA,C08124_007EA,C08124_008MA,C08124_008EA,C08124_009EA,C08124_009MA,C08124_010EA,C08124_010MA,C08124_011MA,C08124_011EA,C08124_012MA,C08124_012EA,C08124_013MA,C08124_013EA,C08124_014EA,C08124_014MA,C08124_015EA,C08124_015MA,C08124_016EA,C08124_016MA,C08124_017MA,C08124_017EA,C08124_018MA,C08124_018EA,C08124_019EA,C08124_019MA,C08124_020EA,C08124_020MA,C08124_021EA,C08124_021MA,C08124_022MA,C08124_022EA,C08124_023MA,C08124_023EA,C08124_024EA,C08124_024MA,C08124_025EA,C08124_025MA,C08124_026EA,C08124_026MA,C08124_027MA,C08124_027EA,C08124_028MA,C08124_028EA,C08124_029MA,C08124_029EA,C08124_030MA,C08124_030EA,C08124_031EA,C08124_031MA,C08124_032EA,C08124_032MA,C08124_033MA,C08124_033EA,C08124_034MA,C08124_034EA,C08124_035MA,C08124_035EA,C08124_036MA,C08124_036EA,C08124_037EA,C08124_037MA,C08124_038EA,C08124_038MA,C08124_039MA,C08124_039EA,C08124_040MA,C08124_040EA,C08124_041MA,C08124_041EA,C08124_042EA,C08124_042MA,C08124_043EA,C08124_043MA,C08124_044MA,C08124_044EA,C08124_045MA,C08124_045EA,C08124_046MA,C08124_046EA,C08124_047MA,C08124_047EA,C08124_048EA,C08124_048MA,state
0400000US01,1964398,13741,603729,11994,293414,10107,496851,10178,13221,1544,224228,7810,327781,8843,5174,1202,1642370,13340,523536,11429,233063,8005,432550,9736,8446,1418,169078,6403,271840,8038,3857,852,221523,7823,49801,3487,39651,4142,40168,3362,3122,1043,45661,3595,42455,3441,665,690,8948,1408,1302,528,3352,1065,1638,742,0,265,368,408,2235,631,53,95,42633,3711,10529,1663,11635,1953,6496,1248,858,410,4565,1138,7951,1820,599,308,48924,3402,18561,1857,5713,1006,15999,2273,795,615,4556,1151,3300,979,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,109376,4242,53077,3345,75171,4545,4088,927,36696,2700,33804,2687,5159,1128,214722,5147,79337,4046,31986,2794,54122,3982,1436,509,23514,2599,20948,2083,3379,953,40456,3594,11823,1663,7597,1654,10193,1643,760,417,5824,1233,3465,713,794,416,3641,1133,870,421,328,253,956,483,0,235,782,672,523,456,182,190,42498,2373,10520,1266,9794,1284,7462,1171,1675,655,5073,1010,7451,1032,523,281,16054,1764,6826,1027,3372,1002,2438,722,217,183,1503,680,1417,708,281,390,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,886898,14995,468784,13770,744208,14661,13647,3093,337628,10703,272519,9118,7854,1852,2038150,17778,701867,13002,327040,12050,576648,13456,5458,1225,223151,9459,199846,7932,4140,939,378478,13068,86116,5369,72210,5568,81816,4790,5376,2266,88644,7399,43622,4833,694,448,57699,4275,10340,1614,16336,2365,18059,2580,552,369,4569,1213,7477,1561,366,402,133276,6650,32419,3195,34092,3842,30760,3783,1760,1102,15960,2744,16006,2676,2279,1028,123935,6389,56156,3889,19106,2675,36925,3210,501,530,5304,1140,5568,1278,375,314,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,348392,9945,192378,6403,310932,7075,17667,2364,127810,5621,223637,6817,2876,782,981639,11565,288613,8516,148365,5853,257932,6323,11922,1725,95364,5194,177576,6305,1867,640,158090,6618,37106,2761,27372,3197,31813,3307,2785,916,25707,2669,32887,3001,420,274,5256,1122,1196,602,1760,772,949,443,172,177,275,238,904,379,0,257,38741,3356,7132,1198,9320,1390,6814,1678,1540,830,3223,888,10123,1594,589,354,39966,3313,14345,2074,5561,1302,13424,1495,1248,441,3241,1076,2147,872,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,5638605,29433,2715089,28570,4226350,34613,210499,9596,1570225,24330,1904661,24910,70373,4189,11924695,44708,4323278,27661,1779292,22330,3224386,30581,86385,5860,1104056,21646,1370502,20026,36796,3571,2032313,26049,512508,12240,373196,12336,433238,11821,96339,7858,314197,9877,295124,9284,7711,1624,811665,16844,228356,8855,210128,9312,205230,9094,3461,1234,46737,4149,116433,7264,1320,674,788083,14872,226099,8349,196871,10207,177044,7509,19503,2872,62765,4939,94015,6222,11786,1367,779046,16629,348364,9754,155602,7352,186452,7723,4811,1233,42470,3528,28587,2940,12760,1446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,878509,11865,381341,12514,611263,11847,13074,1883,262597,9042,228353,7745,17383,1869,1796539,13211,664544,10483,268356,9498,482509,10097,7067,1406,189632,7215,176081,6397,8350,1575,254063,9710,72264,4644,46299,4149,49641,4063,2536,1003,53271,4525,28498,2994,1554,765,75708,4729,24666,2049,18562,3399,20226,2401,0,271,4651,1532,7488,1798,115,134,129080,5359,45563,3680,29955,3406,24757,2645,1392,748,8515,1851,11623,1886,7275,376,137130,5709,71472,3934,18169,2639,34130,3040,2079,837,6528,1577,4663,921,89,109,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,662737,11601,276101,8442,448782,9438,2468,695,142617,5489,178648,8380,3632,733,1366329,11841,541873,10061,203434,6983,363282,8249,1184,479,112960,5389,141612,7344,1984,620,143661,6736,40789,3061,28930,2996,32862,3329,482,293,19245,2779,21255,2290,98,117,69666,4762,28163,2831,14207,1999,19140,2311,111,130,2543,901,5502,1325,0,269,75854,5022,21975,2456,20602,2782,18121,2407,410,363,5440,1397,8182,1927,1124,365,59475,3119,29937,2238,8928,1552,15377,1752,281,216,2429,801,2097,626,426,146,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,140756,5232,65438,3882,108728,4854,1532,618,38204,3096,42380,4081,1277,626,321865,6945,115753,4785,49875,3818,88720,4600,965,504,30490,2816,35274,3794,788,395,37621,3527,12306,1692,6794,1306,9614,2050,182,180,5304,1050,3304,817,117,192,11151,1815,3629,947,2916,989,2768,907,0,261,609,545,1229,628,0,261,17280,2309,3918,963,4441,1327,4566,964,385,291,1308,677,2374,1056,288,372,10398,1446,5150,1027,1412,452,3060,811,0,261,493,332,199,161,84,148,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,158960,4510,45646,3343,56426,3171,704,509,9240,1501,10890,1655,2141,981,100615,4717,59553,3989,11262,1714,19018,2117,0,292,4520,998,5381,1214,881,395,17907,2839,9507,1803,3238,1075,3659,1235,0,292,704,434,748,425,51,84,110682,5294,55966,3649,23432,2670,24187,2236,155,186,3147,1068,3603,891,192,113,43305,3090,26969,2502,6423,1475,8006,1564,215,162,391,276,928,521,373,277,11498,1692,6965,1154,1291,559,1556,575,334,320,478,427,230,236,644,485,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,2550789,28430,1447558,23531,2318551,22622,59588,6606,971256,18761,764157,16612,31142,2590,6454480,30048,2118892,26062,1095714,20219,1898943,22165,27433,3619,694661,14436,600883,15199,17954,2427,886045,19734,198395,8671,173427,8006,207222,7567,21351,4318,195334,9387,87618,6068,2698,750,159785,8928,22847,2563,55364,5007,42845,4082,3372,1659,14576,2906,19900,3153,881,522,316433,11809,66801,3908,87195,6182,68407,5342,6278,1555,41665,5425,40902,4502,5185,981,326298,11200,143854,7488,35858,3390,101134,6069,1154,779,25020,3195,14854,2316,4424,863,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
