GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001MA,B15002_001EA,B15002_002EA,B15002_002MA,B15002_003EA,B15002_003MA,B15002_004MA,B15002_004EA,B15002_005MA,B15002_005EA,B15002_006MA,B15002_006EA,B15002_007MA,B15002_007EA,B15002_008EA,B15002_008MA,B15002_009MA,B15002_009EA,B15002_010EA,B15002_010MA,B15002_011MA,B15002_011EA,B15002_012MA,B15002_012EA,B15002_013EA,B15002_013MA,B15002_014EA,B15002_014MA,B15002_015MA,B15002_015EA,B15002_016MA,B15002_016EA,B15002_017MA,B15002_017EA,B15002_018EA,B15002_018MA,B15002_019EA,B15002_019MA,B15002_020MA,B15002_020EA,B15002_021MA,B15002_021EA,B15002_022MA,B15002_022EA,B15002_023MA,B15002_023EA,B15002_024EA,B15002_024MA,B15002_025EA,B15002_025MA,B15002_026MA,B15002_026EA,B15002_027MA,B15002_027EA,B15002_028EA,B15002_028MA,B15002_029EA,B15002_029MA,B15002_030EA,B15002_030MA,B15002_031EA,B15002_031MA,B15002_032MA,B15002_032EA,B15002_033MA,B15002_033EA,B15002_034MA,B15002_034EA,B15002_035EA,B15002_035MA,state
0400000US01,3022878,4858,1421397,3804,12237,1627,13856,1577,24215,2383,50161,3874,45331,3498,52583,3453,59663,3939,32424,2840,467250,8593,70350,4026,196776,7455,86497,4395,195877,5836,69797,3316,25684,2198,18696,2228,1601481,3332,11742,1656,10473,1491,22880,2060,53780,3971,53072,3679,63280,3453,61187,3806,33866,2921,518972,9874,100257,4397,230068,6846,115142,4645,207245,6272,93703,4568,17064,1884,8750,1553,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,415630,2155,210744,1679,940,394,1199,363,1689,541,4097,880,2641,627,4080,1064,5109,1162,2094,543,64538,3054,15110,2000,41955,2790,13733,1611,32839,2552,13241,1517,4536,971,2943,706,204886,1233,1084,490,1456,509,2071,846,3263,765,2987,797,4369,1237,3610,964,2049,612,54713,3460,15741,1798,38671,2660,16830,1723,39419,2932,14995,1622,2566,674,1062,426,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3953375,3751,1945030,2308,20937,2857,22131,3569,53191,4563,51283,4623,44531,4031,47262,3137,43421,3680,46659,3630,512115,13660,132066,6513,319018,10167,138345,6907,320857,9421,127111,6031,41398,2949,24705,2419,2008345,2442,20104,2486,15345,2517,42245,3602,54341,3403,41769,3460,46631,3988,47896,4050,44057,3637,544038,11759,156983,5445,337617,8912,164701,6740,322325,8732,130060,5428,26785,2682,13448,1346,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1847325,3757,882474,3177,7212,1066,11257,1832,16674,1857,38029,2821,26496,2773,29876,2555,31089,2570,19757,2066,318502,6758,53487,3058,124568,5093,41579,3596,108004,4504,31657,2417,13745,1792,10542,1520,964851,2717,5647,1250,7188,1169,13147,1655,36989,2154,27626,2704,35789,3268,33634,2730,19639,1916,352998,7889,61895,3954,138584,4746,59040,3159,113229,4303,44770,3068,9989,1612,4687,942,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23133174,5870,11366138,5096,194981,7934,218336,8566,492527,13177,286795,11311,278006,9137,216806,8232,276841,8346,330511,9754,2639243,26647,621141,13537,1603293,17665,803667,11845,2099385,19871,802401,12863,297753,7955,204452,6631,11767036,4381,234123,6996,225551,8027,509884,13129,299937,10070,264121,9340,220336,8222,266197,9248,290402,8505,2729719,23273,745821,13648,1714316,18018,964322,16214,2212043,20836,787948,13341,198823,6448,103493,5047,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3118500,4313,1550273,3298,8864,1745,11162,1736,29897,3642,25395,2903,29843,2856,27018,2574,34294,3501,29896,2908,376308,9415,83518,4339,234456,7141,111507,4396,341939,7507,141605,4768,39383,2857,25188,2057,1568227,2630,8374,1810,8451,1579,22885,2403,27831,3140,23326,2551,30275,3233,30622,2939,24677,2291,389296,7221,105660,4499,249298,6644,124467,4508,343797,6272,139064,5126,25305,2814,14899,1764,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2367511,2027,1123397,1856,6821,1033,6817,1276,11607,1848,27778,2295,18202,2315,22483,2509,21304,2292,20252,1946,336120,8865,59499,3702,129558,5099,68438,3896,223594,7094,113843,4475,35510,2583,21571,1963,1244114,1651,8816,1547,8138,1463,15316,1639,28707,2441,20029,2112,24626,2242,23012,2248,19494,2027,368642,7745,72312,3796,147963,5825,104166,4892,232607,5918,132163,4632,27307,2418,10816,1514,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,566312,1040,268023,806,1641,635,1888,680,3547,1216,7120,1338,4349,887,8144,1358,9269,1267,5892,1350,89225,4125,16230,1731,29838,2363,16193,2390,44991,3053,20279,1974,4578,1017,4839,904,298289,739,1886,577,885,390,3253,1021,6830,1258,4767,1005,7184,1342,9381,1534,5910,1200,102850,4583,18789,1916,35312,2626,23101,2401,48130,3241,23602,1812,4082,862,2327,584,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,395630,634,182712,772,2893,977,2006,893,3698,1113,4241,1000,3721,1237,3851,1010,3906,1037,4970,1030,37780,3468,5481,1137,16682,2127,6010,1483,40187,2961,26654,2499,12962,1802,7670,1659,212918,440,1826,694,2077,945,3664,1135,4524,903,3133,916,4943,1154,8151,1453,4564,1033,43958,3006,9761,1611,22844,2546,9357,1645,40758,3010,34915,2582,11459,1532,6984,1352,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12460438,7314,5987441,6783,46959,3088,52203,5214,115660,5916,139862,6572,128759,5803,173354,7132,160289,7821,156847,6546,1787028,20290,375593,8529,772095,13453,465232,11820,1022802,15515,350209,9490,169180,5726,71369,4179,6472997,4593,54561,3844,51982,4652,106704,5088,146238,6716,119789,5407,162876,7805,150321,6521,158959,6166,2093637,22036,442031,11072,847734,13694,597275,11063,1021844,16102,378324,8820,97117,3772,43605,3118,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
