GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001EA,B17006_001MA,B17006_002EA,B17006_002MA,B17006_003EA,B17006_003MA,B17006_004MA,B17006_004EA,B17006_005MA,B17006_005EA,B17006_006EA,B17006_006MA,B17006_007EA,B17006_007MA,B17006_008EA,B17006_008MA,B17006_009MA,B17006_009EA,B17006_010MA,B17006_010EA,B17006_011EA,B17006_011MA,B17006_012EA,B17006_012MA,B17006_013EA,B17006_013MA,B17006_014MA,B17006_014EA,B17006_015MA,B17006_015EA,B17006_016EA,B17006_016MA,B17006_017EA,B17006_017MA,B17006_018EA,B17006_018MA,B17006_019MA,B17006_019EA,B17006_020MA,B17006_020EA,B17006_021EA,B17006_021MA,B17006_022EA,B17006_022MA,B17006_023EA,B17006_023MA,B17006_024MA,B17006_024EA,B17006_025MA,B17006_025EA,B17006_026EA,B17006_026MA,B17006_027EA,B17006_027MA,B17006_028EA,B17006_028MA,B17006_029MA,B17006_029EA,state
0400000US01,1092807,3548,247980,10671,57699,5996,15878,2699,3282,856,38539,4263,190281,10271,14522,3287,4959,1561,642,449,8921,2348,175759,9988,54588,4155,10560,1564,110611,7299,844827,10766,642282,11568,169942,4890,33776,2597,438564,9722,202545,8169,46827,5057,10722,1808,2163,722,33942,4192,155718,7744,33154,3403,8083,1368,114481,6094,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173967,1498,25656,4194,10103,2917,2622,909,420,221,7061,2109,15553,3541,2096,637,680,290,59,59,1357,517,13457,3431,4453,1327,903,500,8101,2376,148311,4165,113798,4350,30722,1685,6371,1085,76705,3452,34513,3240,10260,1912,2743,827,758,350,6759,1304,24253,3083,5322,1328,1125,504,17806,2491,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1587193,4861,303654,14938,127613,11404,42769,4646,8034,1650,76810,7724,176041,10965,24078,5065,10178,2826,1565,802,12335,3169,151963,10308,52567,4370,8676,1851,90720,7334,1283539,14669,952313,16809,283592,6813,56576,3860,612145,12225,331226,12351,110603,8857,30742,3592,6700,1442,73161,6419,220623,11286,49348,4146,8884,1742,162391,8797,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,670493,4155,159697,8913,49167,5972,15766,2151,3555,763,29846,4143,110530,7607,14272,2704,4633,1388,1065,630,8574,1811,96258,7414,35484,3794,5744,1069,55030,5001,510796,9356,394246,9778,108710,4011,26089,2350,259447,7783,116550,6708,31796,4047,8244,1914,1012,454,22540,2915,84754,5751,17184,2332,4326,1131,63244,5093,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9327536,10097,1652912,35490,713533,23884,223414,10736,39948,3624,450171,16329,939379,25989,144375,11963,52406,5113,8411,1643,83558,7806,795004,24518,228094,10872,43574,3604,523336,18620,7674624,36847,5842666,40654,1688941,16706,309679,9643,3844046,30419,1831958,29695,582244,20250,168491,10214,30153,3155,383600,14824,1249714,26340,269714,10302,55903,4288,924097,22547,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1144807,3409,174965,9607,63781,6398,21767,2896,4849,1375,37165,4164,111184,8770,13653,3077,4456,1268,1334,610,7863,2090,97531,8245,34996,4097,6152,1628,56383,5329,969842,9807,772056,12902,227255,5515,44376,2827,500425,9513,197786,9635,60539,5506,15501,2688,3573,1258,41465,3979,137247,8135,29103,3430,6275,1387,101869,5952,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,801753,2533,85906,7127,19559,3411,5838,1546,1627,682,12094,2407,66347,5764,4702,1483,1529,758,323,293,2850,957,61645,5742,17512,2371,3897,1248,40236,4045,715847,7348,560242,9122,145389,3172,31884,2489,382969,7567,155605,8067,36351,4398,8304,1619,1990,811,26057,3145,119254,7615,21127,2269,5122,1204,93005,6286,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,198149,1610,30355,5091,6588,2309,1944,1022,636,444,4008,1407,23767,4370,2479,1439,851,739,0,261,1628,1152,21288,4041,6576,1730,1088,580,13624,3049,167794,4952,124101,5613,35257,2570,6239,1100,82605,4086,43693,4698,13199,3202,4980,1492,642,300,7577,2363,30494,3767,7066,1516,2127,692,21301,3121,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,111634,1152,35873,4027,4332,1894,1345,700,136,229,2851,1548,31541,4123,1388,1079,156,189,0,292,1232,1065,30153,4059,7985,1773,1740,732,20428,2952,75761,4310,37547,3549,16185,2022,2107,895,19255,2471,38214,3921,6351,2193,1115,563,422,521,4814,1906,31863,3710,7166,1307,1563,693,23134,2991,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3919737,7440,667719,21335,187642,12379,63553,5698,10059,2062,114030,8037,480077,18916,54952,5634,19890,3081,3891,1297,31171,3928,425125,17685,139854,7574,23639,2642,261632,13149,3252018,22571,2390258,25217,667821,9782,128920,6437,1593517,20114,861760,20471,210739,11539,64071,5645,9633,1657,137035,8190,651021,18763,143613,7737,30685,3241,476723,15394,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
