GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001EA,C17009_001MA,C17009_002EA,C17009_002MA,C17009_003EA,C17009_003MA,C17009_004EA,C17009_004MA,C17009_005EA,C17009_005MA,C17009_006EA,C17009_006MA,C17009_007EA,C17009_007MA,C17009_008MA,C17009_008EA,C17009_009EA,C17009_009MA,state
0400000US24,986965,19009,176646,7954,7304,1503,67654,5241,101688,5112,810319,17474,469215,14448,174042,7140,167062,5247,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1276690,18745,268129,7663,8124,1538,101513,5540,158492,6103,1008561,18115,541121,14806,236297,8663,231143,7370,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1782329,20352,470276,11065,18894,2593,191384,7151,259998,8764,1312053,16013,625115,14715,315318,7231,371620,6079,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1007788,14145,209501,5938,11581,1750,104511,4938,93409,3796,798287,12187,410668,9131,220627,6832,166992,4536,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,446883,10514,151930,6418,7287,1780,44726,3819,99917,5150,294953,9005,144971,6466,64200,4833,85782,4773,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1051006,14519,266598,8681,13094,2190,110011,5575,143493,5930,784408,13127,408696,10705,172589,6160,203123,6158,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,188993,6882,54088,4026,2757,872,27783,2838,23548,2698,134905,5417,63398,3980,38104,3209,33403,2007,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,319105,8177,78642,4806,4510,1094,36751,3278,37381,3191,240463,6862,132516,5006,56103,3251,51844,2591,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,503745,13658,92039,5317,4508,1369,35186,3755,52345,3948,411706,12283,238723,9140,97356,6381,75627,4071,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,252935,9039,49885,3791,3615,1679,20282,2276,25988,2088,203050,7950,112960,6636,48630,3656,41460,2446,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1363397,18852,257713,9120,9726,1930,77352,5879,170635,6930,1105684,18521,590145,14589,236409,8740,279130,7572,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,354074,9572,107816,6170,5771,1415,44477,3592,57568,4930,246258,8187,129291,6419,61506,4324,55461,3531,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3638845,33152,880504,17043,38048,3642,260826,9182,581630,14233,2758341,27379,1453578,21515,625376,15353,679387,10773,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1556015,23796,419901,12562,18488,2486,177295,8684,224118,8746,1136114,18160,594023,15337,272047,8500,270044,7336,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,129217,4859,33779,2720,2279,580,18048,2146,13452,1628,95438,4380,48030,3713,25841,2443,21567,1565,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2070373,23165,524323,11783,24318,2997,215230,8153,284775,8122,1546050,19459,778835,14486,344133,8592,423082,8599,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,617101,10920,178194,7405,10277,1696,74564,5141,93353,4798,438907,10111,224110,6927,91798,5067,122999,4629,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,785351,15007,197640,7888,10489,2067,89133,5090,98018,5502,587711,13038,287815,10669,159633,6609,140263,4821,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2261743,20774,552523,11692,22442,2767,199426,7156,330655,9021,1709220,19168,834957,14052,359756,8900,514507,9150,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,203899,8313,46562,3677,1313,563,18769,2593,26480,2748,157337,7035,81149,5116,37116,3127,39072,2514,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,731106,12699,199846,8067,9763,1819,68672,4376,121411,6759,531260,11385,278395,9047,120428,6323,132437,4973,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,142088,4978,39930,3157,2092,667,19506,2469,18332,1935,102158,4063,53404,3275,24978,2249,23776,1862,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1040345,17511,301843,10153,12781,2046,109749,6356,179313,6930,738502,15357,396378,14122,161849,5102,180275,6023,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3482835,33247,916499,17971,58132,5245,386838,12141,471529,13016,2566336,26714,1495625,25156,581430,11902,489281,8861,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,318869,10429,88643,5495,4796,1299,51994,4355,31853,2823,230226,8522,123566,6909,62794,3663,43866,2906,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,131929,5697,29110,2256,1467,601,13092,1715,14551,1377,102819,4825,53444,3583,28217,2679,21158,1554,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1354998,22523,276658,9146,13113,1975,115618,6206,147927,5770,1078340,18919,630473,13942,225385,7838,222482,7096,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1307060,18550,301306,10443,9779,1892,124473,7023,167054,7074,1005754,15418,506661,11443,276942,8843,222151,6553,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,316632,9274,102235,5828,5106,1461,35789,3282,61340,3898,214397,7285,91987,5113,41634,3332,80776,3555,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1068433,14729,241370,8389,13223,1827,115219,6786,112928,4284,827063,12601,424377,9719,205465,7022,197221,4810,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,97016,4297,20854,2347,1415,608,10222,1791,9217,1367,76162,4024,41767,3247,18506,2411,15889,1520,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,446123,10532,257058,9167,14005,1630,50887,3767,192166,7817,189065,5803,105310,5047,29934,2467,53821,2480,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
