GEO_ID,B18031_001E,B18031_001M,B18031_002E,B18031_002M,B18031_003E,B18031_003M,B18031_004E,B18031_004M,B18031_005E,B18031_005M,B18031_006E,B18031_006M,B18031_007E,B18031_007M,B18031_008E,B18031_008M,B18031_009E,B18031_009M,B18031_010E,B18031_010M,B18031_011E,B18031_011M,B18031_012E,B18031_012M,B18031_013E,B18031_013M,B18031_014E,B18031_014M,B18031_015E,B18031_015M,B18031_016E,B18031_016M,B18031_017E,B18031_017M,B18031_018E,B18031_018M,B18031_019E,B18031_019M,B18031_020E,B18031_020M,B18031_021E,B18031_021M,B18031_022E,B18031_022M,B18031_023E,B18031_023M,B18031_024E,B18031_024M,B18031_025E,B18031_025M,B18031_026E,B18031_026M,B18031_027E,B18031_027M,B18031_028E,B18031_028M,B18031_029E,B18031_029M,B18031_030E,B18031_030M,B18031_031E,B18031_031M,B18031_032E,B18031_032M,B18031_033E,B18031_033M,B18031_034E,B18031_034M,B18031_035E,B18031_035M,B18031_036E,B18031_036M,B18031_037E,B18031_037M,B18031_038E,B18031_038M,B18031_039E,B18031_039M,B18031_040E,B18031_040M,B18031_041E,B18031_041M,B18031_042E,B18031_042M,B18031_043E,B18031_043M,B18031_044E,B18031_044M,B18031_045E,B18031_045M,B18031_046E,B18031_046M,B18031_047E,B18031_047M,B18031_048E,B18031_048M,B18031_049E,B18031_049M,B18031_050E,B18031_050M,B18031_051E,B18031_051M,B18031_052E,B18031_052M,B18031_053E,B18031_053M,B18031_054E,B18031_054M,B18031_055E,B18031_055M,NAME,B18031_001MA,B18031_001EA,B18031_002EA,B18031_002MA,B18031_003EA,B18031_003MA,B18031_004EA,B18031_004MA,B18031_005MA,B18031_005EA,B18031_006MA,B18031_006EA,B18031_007EA,B18031_007MA,B18031_008EA,B18031_008MA,B18031_009EA,B18031_009MA,B18031_010MA,B18031_010EA,B18031_011MA,B18031_011EA,B18031_012MA,B18031_012EA,B18031_013EA,B18031_013MA,B18031_014EA,B18031_014MA,B18031_015MA,B18031_015EA,B18031_016MA,B18031_016EA,B18031_017MA,B18031_017EA,B18031_018EA,B18031_018MA,B18031_019EA,B18031_019MA,B18031_020MA,B18031_020EA,B18031_021MA,B18031_021EA,B18031_022MA,B18031_022EA,B18031_023EA,B18031_023MA,B18031_024EA,B18031_024MA,B18031_025MA,B18031_025EA,B18031_026MA,B18031_026EA,B18031_027MA,B18031_027EA,B18031_028EA,B18031_028MA,B18031_029EA,B18031_029MA,B18031_030MA,B18031_030EA,B18031_031MA,B18031_031EA,B18031_032MA,B18031_032EA,B18031_033EA,B18031_033MA,B18031_034EA,B18031_034MA,B18031_035EA,B18031_035MA,B18031_036EA,B18031_036MA,B18031_037EA,B18031_037MA,B18031_038MA,B18031_038EA,B18031_039MA,B18031_039EA,B18031_040EA,B18031_040MA,B18031_041EA,B18031_041MA,B18031_042EA,B18031_042MA,B18031_043EA,B18031_043MA,B18031_044MA,B18031_044EA,B18031_045MA,B18031_045EA,B18031_046EA,B18031_046MA,B18031_047EA,B18031_047MA,B18031_048EA,B18031_048MA,B18031_049MA,B18031_049EA,B18031_050MA,B18031_050EA,B18031_051EA,B18031_051MA,B18031_052EA,B18031_052MA,B18031_053EA,B18031_053MA,B18031_054EA,B18031_054MA,B18031_055MA,B18031_055EA,state
0400000US01,4183331,3707,248163,7445,125945,4442,6177,1228,2303,768,3874,916,3218,882,856,517,2362,672,62540,3399,12616,1881,49924,3113,54010,3096,6387,1253,47623,2681,122218,5353,4460,1130,1771,829,2689,716,2849,988,552,371,2297,870,51612,3655,17309,1887,34303,3587,63297,3498,14591,2208,48706,3056,3935168,8516,1881174,6638,347267,3953,74279,4587,272988,5824,160050,5148,33284,3117,126766,4794,1184864,5502,126640,6676,1058224,7791,188993,3285,14821,1820,174172,3502,2053994,6463,323392,3163,74264,4903,249128,5558,149349,5329,37710,3458,111639,4879,1303544,6085,211485,6478,1092059,8077,277709,3496,37632,2294,240077,3710,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,29608,2235,17628,1642,684,342,219,184,465,290,572,375,0,235,572,375,10927,1421,1295,488,9632,1419,5445,754,254,174,5191,754,11980,1659,517,279,172,186,345,212,232,206,17,29,215,205,6434,1203,1174,577,5260,1058,4797,995,468,268,4329,938,567584,2945,284446,2712,55810,1406,9054,1683,46756,1988,25378,1982,2280,755,23098,1966,188927,3141,15778,2103,173149,3314,14331,856,261,141,14070,860,283138,2388,49725,1502,7153,1613,42572,1936,24230,1681,3211,833,21019,1869,190681,2116,20981,2465,169700,3421,18502,952,847,443,17655,914,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,238512,8516,124023,5473,6767,1349,1600,614,5167,1146,3320,982,743,492,2577,816,51466,3498,9500,1841,41966,3195,62470,3249,4837,1104,57633,3133,114489,5427,4624,1047,1369,519,3255,971,1891,585,553,324,1338,519,43452,3910,11922,1856,31530,3475,64522,3370,8913,1537,55609,3120,5331438,15757,2639571,9438,480668,3637,85989,5394,394679,6106,212721,6397,45326,3556,167395,5821,1660929,6672,172513,9232,1488416,9098,285253,3628,17466,2100,267787,3952,2691867,7965,458753,3740,85602,6162,373151,6345,192627,5837,47274,4139,145353,5939,1676488,5937,226679,8410,1449809,10023,363999,3685,30732,2831,333267,3953,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,162675,6011,86578,4494,4007,1116,1969,738,2038,806,1236,566,395,232,841,504,44268,3508,8852,1500,35416,3090,37067,2260,3307,764,33760,2170,76097,3804,2252,749,973,480,1279,549,1026,445,171,174,855,391,31031,2688,8426,1524,22605,2162,41788,2451,8671,1190,33117,2200,2369916,6698,1140996,5896,204754,3273,45496,3556,159258,4197,92247,4051,18007,2458,74240,3730,723645,5607,86089,4464,637556,6124,120350,2379,8086,1081,112264,2523,1228920,4969,195997,3230,45622,3662,150375,4404,85370,3978,23806,2706,61564,3329,777162,4503,129750,5944,647412,6603,170391,2764,25345,2001,145046,3400,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,1207115,19803,600374,12133,33539,2793,9255,1636,24284,2605,16764,2114,3174,822,13590,1846,273414,9543,47895,3423,225519,9164,276657,7996,19991,2007,256666,7589,606741,13131,25273,2762,6370,1416,18903,2531,14477,2300,4421,1083,10056,1888,221093,7813,54318,3693,166775,7674,345898,8801,42398,3418,303500,8413,31762709,20630,15723254,15597,2865066,9651,514686,15041,2350380,16403,1310410,11545,230966,9225,1079444,13350,10184631,12994,970276,22105,9214355,23354,1363147,8817,93808,5076,1269339,9538,16039455,14919,2744361,8156,490789,14508,2253572,15306,1239151,11574,254687,8910,984464,12571,10233546,11941,1278740,22687,8954806,25168,1822397,9414,163373,6123,1659024,10882,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,169930,6140,93197,4248,3550,1009,995,631,2555,802,2821,958,561,428,2260,898,48480,3510,8482,1892,39998,3133,38346,2352,3851,937,34495,2457,76733,3989,3225,872,967,575,2258,706,1921,776,81,91,1840,748,34015,3116,7508,1456,26507,2854,37572,2587,5525,1038,32047,2275,4133840,6757,2052056,5400,349186,2929,52412,3938,296774,4922,150021,5035,25416,3405,124605,4545,1388373,5857,124000,5557,1264373,8035,164476,2413,8255,1252,156221,2455,2081784,5497,334429,3009,48913,4329,285516,4624,142820,4672,32217,2947,110603,4300,1383850,5369,154883,6794,1228967,7739,220685,2654,20868,2121,199817,2927,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,112356,4852,50947,3128,1786,597,204,203,1582,569,768,552,46,74,722,549,22077,2279,3086,909,18991,2115,26316,2012,2344,707,23972,2093,61409,3896,2016,689,202,253,1814,623,942,553,141,235,801,508,22022,2282,4946,974,17076,1822,36429,2429,3238,774,33191,2521,3075753,5358,1490570,4230,256774,2341,26844,2985,229930,3774,109555,3553,11948,1761,97607,3569,964754,3497,53997,4044,910757,5250,159487,2327,7530,1208,151957,2533,1585183,4739,246072,2567,26398,3090,219674,3665,98955,3169,11006,1776,87949,3178,1018760,3778,89297,4579,929463,5570,221396,2573,14002,1540,207394,3127,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,31448,2702,15901,1805,402,246,136,162,266,217,159,160,0,261,159,160,7095,1252,1000,342,6095,1205,8245,1193,62,83,8183,1188,15547,1597,344,247,157,257,187,163,227,272,181,254,46,91,5905,1242,1386,598,4519,1086,9071,1018,829,414,8242,1105,737975,2549,355325,2152,61141,1126,10525,2261,50616,2293,27814,1767,4146,1271,23668,2021,227032,2093,16892,2772,210140,3249,39338,1352,2003,795,37335,1338,382650,2011,59011,1528,8601,1737,50410,2048,25189,2006,4842,1396,20347,1596,245080,2005,27056,2728,218024,3317,53370,1058,4713,1025,48657,1453,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,18586,1882,8245,1359,192,191,46,75,146,172,301,315,200,333,101,118,4451,893,1873,689,2578,669,3301,785,1270,550,2031,598,10341,1593,715,432,215,257,500,340,0,292,0,292,0,292,3644,882,1562,661,2082,655,5982,1310,1441,717,4541,1223,496613,2350,229160,2420,33599,964,12139,1793,21460,1926,13553,1236,3986,893,9567,1333,159463,2551,20770,2526,138693,2812,22545,842,1440,480,21105,866,267453,2679,31353,1116,11399,1669,19954,1829,14822,1751,5460,1400,9362,1443,184852,1926,30606,2978,154246,3498,36426,1362,6207,1039,30219,1426,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,816411,15123,412087,10107,16520,2608,4809,1289,11711,2002,8217,1812,2356,862,5861,1535,174267,7164,34649,3194,139618,6906,213083,6263,24438,2980,188645,5979,404324,9133,11370,2072,2744,991,8626,1681,4850,1121,1071,482,3779,1118,140392,6574,38937,3735,101455,5302,247712,6698,41775,3714,205937,6423,15729936,17270,7612522,14023,1193758,7199,199134,9768,994624,10607,555891,9294,88360,5442,467531,9427,4784605,13168,415983,10341,4368622,15302,1078268,6619,76380,4377,1001888,6504,8117414,11547,1154381,5786,185321,8820,969060,9661,523701,8692,110463,6685,413238,8563,5026636,10386,621507,14205,4405129,18123,1412696,6898,154667,5901,1258029,8740,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
