GEO_ID,B05003I_001E,B05003I_001M,B05003I_002E,B05003I_002M,B05003I_003E,B05003I_003M,B05003I_004E,B05003I_004M,B05003I_005E,B05003I_005M,B05003I_006E,B05003I_006M,B05003I_007E,B05003I_007M,B05003I_008E,B05003I_008M,B05003I_009E,B05003I_009M,B05003I_010E,B05003I_010M,B05003I_011E,B05003I_011M,B05003I_012E,B05003I_012M,B05003I_013E,B05003I_013M,B05003I_014E,B05003I_014M,B05003I_015E,B05003I_015M,B05003I_016E,B05003I_016M,B05003I_017E,B05003I_017M,B05003I_018E,B05003I_018M,B05003I_019E,B05003I_019M,B05003I_020E,B05003I_020M,B05003I_021E,B05003I_021M,B05003I_022E,B05003I_022M,B05003I_023E,B05003I_023M,NAME,B05003I_001MA,B05003I_001EA,B05003I_002MA,B05003I_002EA,B05003I_003EA,B05003I_003MA,B05003I_004MA,B05003I_004EA,B05003I_005EA,B05003I_005MA,B05003I_006EA,B05003I_006MA,B05003I_007MA,B05003I_007EA,B05003I_008MA,B05003I_008EA,B05003I_009EA,B05003I_009MA,B05003I_010MA,B05003I_010EA,B05003I_011EA,B05003I_011MA,B05003I_012MA,B05003I_012EA,B05003I_013MA,B05003I_013EA,B05003I_014EA,B05003I_014MA,B05003I_015MA,B05003I_015EA,B05003I_016EA,B05003I_016MA,B05003I_017EA,B05003I_017MA,B05003I_018MA,B05003I_018EA,B05003I_019MA,B05003I_019EA,B05003I_020EA,B05003I_020MA,B05003I_021EA,B05003I_021MA,B05003I_022EA,B05003I_022MA,B05003I_023MA,B05003I_023EA,state
0400000US13,696146,2291,399598,3923,128445,2529,104406,3425,24039,2695,1922,891,22117,2604,271153,2718,47381,4193,223772,5164,28770,3263,195002,5453,296548,3207,118934,2665,98457,3240,20477,2194,2033,808,18444,2131,177614,1900,46286,4133,131328,3547,24277,2667,107051,3785,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,99664,0,51320,658,17813,590,17742,598,71,96,56,93,15,25,33507,324,29279,1360,4228,1295,2527,1019,1701,641,48344,659,17677,588,17032,685,645,343,295,249,350,271,30667,322,26832,810,3835,787,2614,720,1221,591,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,138871,0,73419,1456,27386,1285,23478,1400,3908,1079,319,290,3589,1112,46033,896,21196,1835,24837,1683,6828,1439,18009,1922,65452,1455,27266,1379,23726,1628,3540,784,621,308,2919,759,38186,892,19571,1513,18615,1565,4900,1204,13715,1361,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1888439,1882,999149,1963,336959,1547,297365,4323,39594,3868,3192,880,36402,3771,662190,1507,242813,9223,419377,9007,123382,4973,295995,10081,889290,2088,320755,1659,290287,3479,30468,3395,2720,1114,27748,3314,568535,1501,233429,6836,335106,6705,104198,5960,230908,7032,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,299398,2090,159222,2160,51982,1689,44777,2027,7205,1204,631,537,6574,1231,107240,1626,41351,2645,65889,2589,12678,1946,53211,2799,140176,2332,54885,1667,46523,1791,8362,1481,1175,632,7187,1246,85291,1708,42284,2866,43007,2843,11966,1519,31041,2695,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,112987,1473,61483,1649,23286,1088,20854,1250,2432,650,465,260,1967,585,38197,1193,15524,1853,22673,1709,5222,1386,17451,1732,51504,1599,21444,1261,20149,1381,1295,518,173,164,1122,474,30060,964,13629,1377,16431,1394,3875,1118,12556,1387,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,236351,776,126676,1690,46815,1370,39783,1694,7032,1214,323,366,6709,1173,79861,1355,33936,2942,45925,2572,10801,1799,35124,2885,109675,1615,41608,1257,36598,1452,5010,1062,316,253,4694,1071,68067,1047,33805,2492,34262,2325,9112,1580,25150,2044,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,83015,2696,50134,2689,13951,1233,10930,1335,3021,896,688,421,2333,785,36183,2241,13071,1784,23112,2433,3309,1047,19803,2315,32881,1966,13053,1665,10915,1674,2138,605,392,345,1746,523,19828,1159,8780,1114,11048,930,2778,898,8270,1115,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,123281,1821,64956,2256,15680,1399,13818,1413,1862,754,434,404,1428,676,49276,2025,21201,2725,28075,2633,8199,1429,19876,2329,58325,2108,15277,1330,13584,1362,1693,727,249,265,1444,694,43048,1470,21446,1901,21602,1867,10104,1415,11498,1694,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12622,558,6491,846,1576,423,1455,359,121,202,0,223,121,202,4915,780,3255,764,1660,647,262,213,1398,621,6131,842,2728,684,2573,678,155,221,31,60,124,210,3403,656,2474,651,929,362,326,188,603,305,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,336390,1203,176613,1578,54027,1368,45607,1810,8420,1570,1553,777,6867,1454,122586,1186,31206,3075,91380,2848,21166,2781,70214,4232,159777,1659,51654,1230,44686,2172,6968,1729,1141,614,5827,1671,108123,1102,34426,2694,73697,2698,24917,2468,48780,2835,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,510482,314,254004,1338,85345,922,77158,1837,8187,1700,1662,738,6525,1503,168659,840,91709,3855,76950,3881,23341,2261,53609,3762,256478,1322,81783,924,75974,1690,5809,1399,1602,643,4207,1226,174695,886,96843,3817,77852,3794,30069,3513,47783,3273,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,392770,888,206867,2269,70978,1707,65141,1935,5837,1131,963,517,4874,966,135889,1374,78234,3155,57655,3076,14580,2203,43075,3402,185903,2169,67249,1735,60098,2277,7151,1360,1400,659,5751,1209,118654,1234,78315,3207,40339,2927,10720,1568,29619,2403,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,195138,1096,104942,1587,37142,1255,31752,1494,5390,1058,1262,521,4128,927,67800,1010,23941,1985,43859,1938,9996,1883,33863,2249,90196,1542,35952,1175,29949,1361,6003,1074,1629,638,4374,1039,54244,919,23174,1497,31070,1636,7459,1209,23611,1711,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,46348,2092,27631,2345,7948,1093,6588,1195,1360,546,201,202,1159,539,19683,2286,7601,1817,12082,1595,2517,791,9565,1489,18717,1598,5994,1127,4607,1117,1387,586,334,409,1053,467,12723,1342,6172,1158,6551,1374,2217,940,4334,1037,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,160898,1779,85270,2038,30136,1426,25408,1763,4728,1258,492,343,4236,1267,55134,1629,30197,2470,24937,2281,6092,1100,18845,1983,75628,1711,27828,1498,24546,1636,3282,1099,464,345,2818,1033,47800,1261,28973,2056,18827,1856,5447,1164,13380,1622,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20513,776,9844,1005,3490,772,3380,783,110,136,79,128,31,47,6354,800,5386,801,968,465,495,317,473,287,10669,1024,3996,731,3708,749,288,265,196,228,92,141,6673,973,5869,983,804,475,507,408,297,235,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,130230,484,69104,1528,25543,1042,20845,1283,4698,935,255,153,4443,921,43561,1089,15315,1703,28246,1704,5528,950,22718,1509,61126,1495,25920,1052,22860,1220,3060,670,299,179,2761,671,35206,1020,15582,1355,19624,1417,3744,858,15880,1575,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,610051,0,325300,2139,115018,876,100163,1927,14855,1906,1186,544,13669,1886,210282,1973,65449,4228,144833,4672,31738,2699,113095,5312,284751,2138,107733,875,92215,1960,15518,1833,1246,588,14272,1882,177018,1976,63943,4063,113075,4081,32685,2716,80390,3745,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29721,653,15314,938,4625,664,4548,661,77,101,77,101,0,251,10689,728,6798,943,3891,805,647,359,3244,702,14407,979,5211,662,5175,655,36,53,36,53,0,251,9196,744,5281,938,3915,915,2209,782,1706,757,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1364699,0,694709,938,202059,708,178661,2883,23398,2862,3359,980,20039,2606,492650,565,179745,8395,312905,8426,98617,5636,214288,8477,669990,938,195183,709,170460,2357,24723,2327,4637,1111,20086,2181,474807,561,189667,6547,285140,6513,110616,4752,174524,6574,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,860687,0,430087,1606,137456,1583,126521,2483,10935,2230,627,470,10308,2242,292631,262,219919,5579,72712,5589,18349,2812,54363,4666,430600,1605,131971,1583,124378,2441,7593,1999,816,787,6777,1825,298629,263,235802,4065,62827,4035,17584,2022,45243,3484,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3139590,1451,1555754,2031,466219,1359,426522,4187,39697,3861,7110,1467,32587,3565,1089535,1573,483151,12738,606384,12532,195935,8321,410449,12605,1583836,1921,447127,1459,407068,3971,40059,3834,7472,1557,32587,3437,1136709,1371,545861,11680,590848,11800,255358,8277,335490,11401,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,597382,3108,340452,4140,111148,3240,87566,4090,23582,2847,1749,621,21833,2960,229304,3230,41893,3940,187411,4546,19606,2775,167805,5027,256930,3511,103645,3100,81841,3778,21804,2804,1095,511,20709,2881,153285,1942,40470,3242,112815,3231,17107,2180,95708,3348,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9332,673,4734,817,1531,371,1531,371,0,200,0,200,0,200,3203,660,2138,766,1065,444,290,390,775,400,4598,703,1454,406,1454,406,0,200,0,200,0,200,3144,579,2602,561,542,286,442,272,100,118,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,265762,1623,139153,1975,46979,1486,41596,1696,5383,1254,775,447,4608,1163,92174,1711,56372,2799,35802,2523,8417,1561,27385,2518,126609,2107,44429,1444,41322,1495,3107,768,269,181,2838,765,82180,1661,57680,2486,24500,1923,6649,1074,17851,1873,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,244822,1111,130401,1886,48253,1322,41485,1930,6768,1269,497,387,6271,1239,82148,1232,31420,2715,50728,2680,9413,1376,41315,2647,114421,1839,44973,1210,40112,1672,4861,1211,474,393,4387,1111,69448,1357,33179,2367,36269,2298,7476,1279,28793,2215,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,379034,0,204350,2005,72954,1555,61401,2527,11553,1914,822,752,10731,1844,131396,1344,43169,3625,88227,3538,10782,2062,77445,4092,174684,2003,69540,1563,59815,2626,9725,2131,450,352,9275,2168,105144,1307,43457,3145,61687,2911,12117,1793,49570,2904,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,527142,988,270304,2228,94515,1484,87983,1885,6532,1415,1884,803,4648,1261,175789,1476,113365,4103,62424,4077,18484,2432,43940,3969,256838,1952,92610,1658,86996,1829,5614,1152,1270,531,4344,1128,164228,1125,120005,3369,44223,3269,15825,2202,28398,2466,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,117708,580,58297,671,21120,361,19234,964,1886,925,151,155,1735,884,37177,520,12415,1807,24762,1721,6699,1169,18063,2003,59411,601,21021,428,18837,833,2184,702,500,320,1684,643,38390,415,16331,1834,22059,1793,7218,1360,14841,1874,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,148632,1449,82991,2383,23834,1577,18801,1847,5033,1128,350,237,4683,1136,59157,1877,14369,1639,44788,2383,3690,917,41098,2314,65641,2267,24750,1918,21257,1922,3493,901,473,369,3020,896,40891,1350,14039,1871,26852,2051,4225,1101,22627,1945,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,15544,1246,9055,1030,3321,579,2628,512,693,693,8,17,685,691,5734,829,2603,778,3131,648,617,333,2514,689,6489,1169,2483,790,2225,791,258,229,0,216,258,229,4006,668,2245,864,1761,529,618,330,1143,527,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,187747,2170,104348,2444,33405,1999,26991,1942,6414,1262,190,178,6224,1233,70943,2138,16001,2118,54942,2461,7258,1402,47684,2761,83399,2830,33832,2008,27808,2028,6024,1355,499,327,5525,1292,49567,1790,17989,2329,31578,2039,5874,1215,25704,1973,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8385118,0,4295092,3773,1491215,3224,1349491,7664,141724,7047,9946,1967,131778,6912,2803877,1515,1479846,16772,1324031,16861,305419,10352,1018612,15823,4090026,3765,1431831,3401,1300040,7322,131791,6509,8550,1905,123241,6505,2658195,1538,1523901,13395,1134294,13241,310961,8303,823333,14206,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,286113,0,152895,1173,57302,812,48158,1676,9144,1484,343,285,8801,1468,95593,1063,32099,2785,63494,2704,9587,1674,53907,2999,133218,1174,52340,900,45978,1485,6362,1279,118,196,6244,1291,80878,785,31627,2293,49251,2343,10951,1928,38300,2661,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6644,651,3241,501,1061,275,1040,280,21,38,21,38,0,205,2180,451,1782,389,398,253,57,64,341,242,3403,532,917,276,909,275,8,11,0,205,8,11,2486,459,1833,479,653,342,346,203,307,231,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,470871,2634,252147,3660,76082,2366,65143,2965,10939,1959,1167,497,9772,1878,176065,2943,46976,3979,129089,4093,27835,2813,101254,5104,218724,3274,71417,2778,61748,3045,9669,1989,1785,1153,7884,1817,147307,1824,46464,3088,100843,3298,30163,2945,70680,4466,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,580027,567,307428,1942,113277,1148,100393,2053,12884,1537,1267,593,11617,1549,194151,1291,71670,3576,122481,3657,24298,2444,98183,3986,272599,2049,108714,1194,92823,2500,15891,2286,1711,1001,14180,2078,163885,1302,74151,3226,89734,3478,22155,2396,67579,3388,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14383,1518,7548,1144,2331,611,2272,615,59,80,41,74,18,32,5217,975,3083,897,2134,568,435,249,1699,563,6835,1300,2967,930,2655,909,312,199,119,136,193,148,3868,888,2388,764,1480,474,690,309,790,379,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,256304,658,137918,1757,47799,1113,42393,1673,5406,1157,948,446,4458,1130,90119,1143,41282,2700,48837,2458,10982,1707,37855,2271,118386,1585,45603,1103,39255,1499,6348,1297,1331,749,5017,1144,72783,1035,40379,2633,32404,2532,7527,1386,24877,2242,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,35732,0,18083,1202,5503,969,4960,977,543,285,0,259,543,285,12580,848,10031,984,2549,580,689,350,1860,495,17649,1201,6035,965,5748,955,287,227,0,259,287,227,11614,596,8130,967,3484,956,997,645,2487,741,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3877953,4709,1861395,3353,516485,2227,513978,2507,2507,706,299,256,2208,683,1344910,2297,1299851,4373,45059,3466,16388,1977,28671,2789,2016558,3751,491465,2592,488778,2692,2687,646,279,231,2408,625,1525093,2247,1469420,4359,55673,3677,21884,2203,33789,2996,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
