GEO_ID,C19201_001E,C19201_001M,C19201_002E,C19201_002M,C19201_003E,C19201_003M,C19201_004E,C19201_004M,C19201_005E,C19201_005M,C19201_006E,C19201_006M,C19201_007E,C19201_007M,C19201_008E,C19201_008M,C19201_009E,C19201_009M,C19201_010E,C19201_010M,C19201_011E,C19201_011M,NAME,C19201_001EA,C19201_001MA,C19201_002MA,C19201_002EA,C19201_003MA,C19201_003EA,C19201_004MA,C19201_004EA,C19201_005EA,C19201_005MA,C19201_006MA,C19201_006EA,C19201_007MA,C19201_007EA,C19201_008MA,C19201_008EA,C19201_009EA,C19201_009MA,C19201_010EA,C19201_010MA,C19201_011EA,C19201_011MA,state
0400000US01,573200,10680,136245,6835,82699,4035,113568,4832,72703,4101,71465,3655,58640,4461,19545,1939,11316,1706,2826,680,4193,933,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,71939,3637,6709,1066,7287,1009,10241,1516,8985,1436,12737,1673,13173,1452,6467,1142,4187,892,1452,519,701,298,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,748723,10812,101128,5198,73843,4285,124434,5616,106746,5868,122650,5519,119560,5712,45493,3759,35474,3332,10715,1620,8680,1425,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,345233,7461,79091,4373,51656,3353,72048,4226,47495,3406,45721,3189,31921,2906,9269,1449,5317,1204,1272,463,1443,427,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3847434,25448,453748,9949,386059,8758,524016,11012,431930,9672,553403,11163,647030,13665,347910,9179,309837,8921,100067,5210,93434,5384,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,650765,11053,84365,4644,56640,3891,104636,3859,94782,4754,111036,5613,103051,5589,45276,3660,34098,2966,8142,1282,8739,1603,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,431095,8604,51455,3400,41401,2832,62887,3723,54222,3588,68404,4323,75966,4330,34574,2745,25816,2304,8656,1462,7714,1445,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,106545,4073,13539,2160,10348,1282,17488,1992,13837,1880,17885,1855,18341,2112,7374,1212,5034,1184,1517,634,1182,442,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,141697,4657,22639,2667,6206,1314,13773,1891,12952,1965,20303,2007,23492,2126,15707,2034,15267,1972,5435,1338,5923,1068,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2473068,19883,373270,10236,266574,7329,438132,10597,364190,10750,383197,10620,338433,8858,139679,5934,105004,5960,30332,2394,34257,3166,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1080069,14520,185849,5591,110863,4677,168364,6398,154410,6374,167203,6864,157207,6821,65035,4165,46853,3627,13760,1770,10525,1512,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,131530,4424,18569,2107,10574,1746,18270,2169,16424,2053,20428,2329,24012,2347,10725,1593,7635,1513,2568,663,2325,850,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,165869,4903,25659,2292,19907,2245,33065,2626,30346,2898,23898,2473,20386,1887,8118,1520,3025,653,568,302,897,445,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1577910,15041,229684,6050,161864,6098,254946,7384,200626,7013,247763,6809,256261,7602,105807,5564,78950,5117,22050,2273,19959,2078,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,790243,11665,121174,5446,96948,4320,163387,6140,122223,5215,121520,5662,103768,4901,35058,2513,17866,2032,3904,1075,4395,992,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,411795,5606,61303,3243,55921,2916,80125,3635,68606,3300,69970,3725,48715,2954,14056,1469,9387,1435,2009,645,1703,518,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,363735,7229,57705,3410,45425,2484,70383,3573,60454,3183,56560,3352,44971,3336,15328,1815,8102,1236,2686,888,2121,605,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,545507,9641,123725,4722,72763,3944,104297,4886,72177,3725,76885,4367,57923,3497,19114,2041,13686,1804,2135,733,2802,617,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,492410,9663,116496,5673,69239,3804,84752,4591,67913,4387,61051,4078,52699,3543,20166,2153,13185,1735,3913,1117,2996,814,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,189933,5185,32028,2216,27801,2620,36315,2684,27425,2607,27416,2334,22227,2076,9561,1576,5390,1178,1182,412,588,267,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,683376,11593,71142,3973,51960,3162,84013,4542,85240,4576,108420,5210,135107,6277,68782,4232,55440,3967,13806,2005,9466,1537,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,880512,10736,129852,4708,89421,4513,123498,6268,97693,4888,125013,5372,148288,5973,75572,5060,59799,4513,16955,2411,14421,1886,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1289916,13531,203005,5949,143315,4904,240360,7749,193276,6493,193815,5703,187129,6271,71511,3631,38528,3072,10156,1311,8821,1235,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,711846,8886,88798,3775,75044,3163,109959,4067,107820,4461,123399,4638,115955,5199,47434,2808,29363,2559,7526,1266,6548,1168,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,333533,7485,86736,4945,50369,3263,63930,4398,43756,3205,39388,3214,29570,3089,10273,1553,6431,1428,1262,651,1818,604,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,786167,10150,134146,5319,96341,4579,156159,5362,123025,5325,114005,5942,98230,4334,34703,3026,20542,1958,5056,1012,3960,929,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,131778,4384,25318,2375,17929,2100,27046,2476,19525,2091,18973,1985,15240,1673,3666,686,2949,820,573,318,559,270,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,238480,5590,37606,3165,30951,2249,48762,3002,37727,2598,37972,2444,26813,2225,9426,1210,7098,1191,758,299,1367,483,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,324479,8108,36457,2982,26140,2408,49006,3615,46478,3837,51689,3890,61099,3843,25955,2722,17295,2130,4724,1050,5636,1227,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,168994,4654,19865,1917,16679,1812,26328,2343,22740,2241,27202,2702,27602,2730,14039,1861,9215,1679,3394,1003,1930,690,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,955086,12276,115811,5681,88594,5001,141718,4682,113178,4863,143716,6144,160641,5905,85763,4595,68556,4831,19139,1873,17970,2102,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,248603,6534,48804,3729,30522,2913,42052,2727,34642,3162,33563,2681,34192,2840,12071,1542,9144,1342,1827,571,1786,636,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
