GEO_ID,B18032_001E,B18032_001M,B18032_002E,B18032_002M,B18032_003E,B18032_003M,B18032_004E,B18032_004M,B18032_005E,B18032_005M,B18032_006E,B18032_006M,B18032_007E,B18032_007M,B18032_008E,B18032_008M,B18032_009E,B18032_009M,B18032_010E,B18032_010M,B18032_011E,B18032_011M,B18032_012E,B18032_012M,B18032_013E,B18032_013M,B18032_014E,B18032_014M,B18032_015E,B18032_015M,B18032_016E,B18032_016M,B18032_017E,B18032_017M,B18032_018E,B18032_018M,B18032_019E,B18032_019M,B18032_020E,B18032_020M,B18032_021E,B18032_021M,B18032_022E,B18032_022M,B18032_023E,B18032_023M,B18032_024E,B18032_024M,B18032_025E,B18032_025M,B18032_026E,B18032_026M,B18032_027E,B18032_027M,B18032_028E,B18032_028M,B18032_029E,B18032_029M,B18032_030E,B18032_030M,B18032_031E,B18032_031M,B18032_032E,B18032_032M,B18032_033E,B18032_033M,B18032_034E,B18032_034M,B18032_035E,B18032_035M,B18032_036E,B18032_036M,B18032_037E,B18032_037M,B18032_038E,B18032_038M,B18032_039E,B18032_039M,B18032_040E,B18032_040M,B18032_041E,B18032_041M,B18032_042E,B18032_042M,B18032_043E,B18032_043M,B18032_044E,B18032_044M,B18032_045E,B18032_045M,B18032_046E,B18032_046M,B18032_047E,B18032_047M,B18032_048E,B18032_048M,B18032_049E,B18032_049M,B18032_050E,B18032_050M,B18032_051E,B18032_051M,B18032_052E,B18032_052M,B18032_053E,B18032_053M,B18032_054E,B18032_054M,B18032_055E,B18032_055M,NAME,B18032_001MA,B18032_001EA,B18032_002EA,B18032_002MA,B18032_003EA,B18032_003MA,B18032_004EA,B18032_004MA,B18032_005MA,B18032_005EA,B18032_006MA,B18032_006EA,B18032_007EA,B18032_007MA,B18032_008EA,B18032_008MA,B18032_009EA,B18032_009MA,B18032_010MA,B18032_010EA,B18032_011MA,B18032_011EA,B18032_012MA,B18032_012EA,B18032_013EA,B18032_013MA,B18032_014EA,B18032_014MA,B18032_015MA,B18032_015EA,B18032_016MA,B18032_016EA,B18032_017MA,B18032_017EA,B18032_018EA,B18032_018MA,B18032_019EA,B18032_019MA,B18032_020MA,B18032_020EA,B18032_021MA,B18032_021EA,B18032_022MA,B18032_022EA,B18032_023EA,B18032_023MA,B18032_024EA,B18032_024MA,B18032_025MA,B18032_025EA,B18032_026MA,B18032_026EA,B18032_027MA,B18032_027EA,B18032_028EA,B18032_028MA,B18032_029EA,B18032_029MA,B18032_030EA,B18032_030MA,B18032_031EA,B18032_031MA,B18032_032EA,B18032_032MA,B18032_033MA,B18032_033EA,B18032_034MA,B18032_034EA,B18032_035EA,B18032_035MA,B18032_036EA,B18032_036MA,B18032_037EA,B18032_037MA,B18032_038MA,B18032_038EA,B18032_039MA,B18032_039EA,B18032_040EA,B18032_040MA,B18032_041EA,B18032_041MA,B18032_042EA,B18032_042MA,B18032_043EA,B18032_043MA,B18032_044MA,B18032_044EA,B18032_045MA,B18032_045EA,B18032_046EA,B18032_046MA,B18032_047EA,B18032_047MA,B18032_048EA,B18032_048MA,B18032_049MA,B18032_049EA,B18032_050MA,B18032_050EA,B18032_051EA,B18032_051MA,B18032_052EA,B18032_052MA,B18032_053EA,B18032_053MA,B18032_054EA,B18032_054MA,B18032_055MA,B18032_055EA,state
0400000US01,4183331,3707,555834,10282,237008,7190,5840,1085,2864,825,2976,852,3789,1197,1197,740,2592,874,144370,5913,36806,3228,107564,5425,83009,3278,10114,1445,72895,3256,318826,7565,4048,1399,2373,1133,1675,637,4252,1025,1046,406,3206,944,170610,5445,56062,3797,114548,4310,139916,4233,27194,2543,112722,4107,3627497,11011,1770111,8591,347604,4012,73718,4592,273886,5875,159479,5178,32943,3164,126536,4861,1103034,8020,102450,6228,1000584,9374,159994,3046,11094,1465,148900,3229,1857386,8312,323804,3389,73662,4809,250142,5609,147946,5294,37216,3398,110730,4804,1184546,7455,172732,5686,1011814,9081,201090,4169,25029,1993,176061,4301,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,53868,3569,24461,2130,166,137,65,60,101,118,599,379,67,105,532,367,17237,2065,3921,1425,13316,1818,6459,963,234,153,6225,954,29407,2997,491,334,163,228,328,260,194,164,18,30,176,161,19730,2312,4694,1388,15036,1976,8992,1307,940,475,8052,1207,543324,4060,277613,3190,56328,1387,9208,1700,47120,1974,25351,1996,2213,725,23138,1987,182617,3176,13152,1772,169465,3112,13317,1022,281,170,13036,1019,265711,3353,49751,1569,7162,1645,42589,1927,24268,1695,3210,826,21058,1883,177385,2999,17461,2358,159924,3667,14307,1190,375,225,13932,1227,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,512353,10567,222099,6724,6562,1430,1502,730,5060,1336,2652,873,985,514,1667,754,117905,6151,27220,3133,90685,5332,94980,3444,9376,1574,85604,3751,290254,8067,3731,912,1216,488,2515,832,3137,1002,884,443,2253,876,146066,6329,39073,3841,106993,5210,137320,4810,17619,2136,119701,4580,5057597,14874,2541495,10104,480873,3759,86087,5453,394786,6296,213389,6484,45084,3557,168305,5927,1594490,8562,154793,8812,1439697,9304,252743,3592,12927,1757,239816,3722,2516102,8555,459646,3442,85755,6181,373891,6276,191381,5595,46943,4163,144438,5727,1573874,7166,199528,8439,1374346,10273,291201,4843,22026,2486,269175,4524,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,369979,9006,162560,5368,3473,995,1756,684,1717,698,2005,735,719,455,1286,597,99889,4488,25789,2187,74100,4306,57193,2625,5584,909,51609,2492,207419,6279,2798,775,1213,504,1585,690,1863,661,873,521,990,402,109724,5228,33114,3151,76610,4401,93034,2864,19656,1602,73378,2732,2162612,9633,1065014,6988,205288,3314,45709,3569,159579,4219,91478,3883,17683,2481,73795,3661,668024,6110,69152,4825,598872,7030,100224,2733,5809,981,94415,2715,1097598,6114,195451,2987,45382,3685,150069,4356,84533,3969,23104,2632,61429,3214,698469,6060,105062,5499,593407,7911,119145,3049,14360,1591,104785,3212,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,2650840,23749,1117205,15342,34825,3582,9774,1889,25051,3079,18642,2197,3956,1058,14686,1966,625988,12554,131065,6089,494923,11291,437750,7997,39361,2953,398389,7458,1533635,16245,26166,2736,6188,1502,19978,2469,18627,2467,4393,1407,14234,2149,738546,13450,166176,6520,572370,11769,750296,10450,90732,4260,659564,10091,30318984,24082,15206423,16857,2863780,9784,514167,14989,2349613,16596,1308532,11416,230184,9098,1078348,13158,9832057,16292,887106,20861,8944951,21036,1202054,8589,74438,4731,1127616,9067,15112561,18242,2743468,7659,490971,14385,2252497,15205,1235001,11844,254715,9035,980286,12705,9716093,14994,1166882,21639,8549211,28446,1417999,10585,115039,5441,1302960,11550,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,322588,7712,143286,5444,3068,934,733,374,2335,930,2867,886,326,233,2541,898,85944,4510,19161,2332,66783,4216,51407,2556,4444,942,46963,2331,179302,5704,1907,757,467,548,1440,523,2317,762,614,476,1703,654,94612,5011,23010,2881,71602,4059,80466,3585,11183,1322,69283,3403,3981182,8629,2001967,6822,349668,3066,52674,3950,296994,5115,149975,5077,25651,3491,124324,4607,1350909,7050,113321,5780,1237588,8282,151415,2747,7662,1332,143753,2741,1979215,7058,335747,3145,49413,4291,286334,4475,142424,4586,31684,2973,110740,4273,1323253,6241,139381,6338,1183872,7610,177791,3428,15210,1872,162581,3394,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,253098,7552,104975,4698,2454,853,497,293,1957,789,990,390,266,214,724,297,56854,3618,10539,1697,46315,3110,44677,2274,3814,976,40863,2282,148123,4845,2406,934,616,492,1790,767,1053,426,124,137,929,406,71672,3631,18530,2277,53142,3144,72992,2980,6294,1086,66698,2784,2935011,7795,1436542,4930,256106,2150,26551,2970,229555,3558,109333,3610,11728,1721,97605,3603,929977,3776,46544,3602,883433,5381,141126,2463,6060,1248,135066,2728,1498469,5698,245682,2591,25984,3140,219698,3710,98844,3162,11023,1817,87821,3191,969110,4432,75713,4251,893397,5718,184833,2772,10946,1353,173887,3167,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,77406,4270,34569,2590,492,299,69,115,423,281,465,398,223,342,242,238,20069,2264,4271,1097,15798,1974,13543,1284,877,517,12666,1258,42837,2940,134,173,0,261,134,173,567,453,20,36,547,449,21684,2259,4821,1086,16863,2048,20452,1580,2314,829,18138,1624,692017,4319,336657,2914,61051,1157,10592,2236,50459,2246,27508,1891,3923,1196,23585,2036,214058,2652,13621,2240,200437,3395,34040,1367,1188,602,32852,1257,355360,3143,59221,1522,8758,1732,50463,2048,24849,2049,5003,1392,19846,1712,229301,2906,23621,2515,205680,3535,41989,1636,3228,751,38761,1628,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,44198,2838,15602,1754,314,271,64,109,250,252,64,109,0,292,64,109,9330,1540,3417,911,5913,1330,5894,881,1135,507,4759,763,28596,2153,477,312,293,244,184,178,310,321,264,312,46,72,13451,1920,5515,1289,7936,1515,14358,1391,3353,814,11005,1472,471001,3087,221803,2729,33477,1020,12121,1804,21356,1938,13790,1303,4186,953,9604,1308,154584,2837,19226,2523,135358,2868,19952,1002,1575,484,18377,947,249198,3170,31591,1055,11321,1661,20270,1780,14512,1737,5196,1335,9316,1446,175045,2624,26653,2843,148392,3659,28050,1444,4295,938,23755,1337,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,1738157,20084,750401,14338,15840,2372,4902,1383,10938,1946,8875,1581,2178,833,6697,1390,388905,11519,87611,4682,301294,9895,336781,7133,39131,3605,297650,6549,987756,13462,11936,2067,3181,893,8755,1755,10069,1796,3269,1163,6800,1368,446873,10493,117563,5793,329310,9225,518878,9653,81975,5070,436903,9174,14808190,20901,7274208,17693,1194438,6783,199041,9661,995397,10531,555233,9074,88538,5428,466695,9170,4569967,16052,363021,11766,4206946,16126,954570,7352,61687,3633,892883,7438,7533982,15376,1153815,6195,184884,8918,968931,9497,518482,8925,108265,6520,410217,8597,4720155,12168,542881,13597,4177274,17841,1141530,9901,114467,5849,1027063,10791,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
