GEO_ID,B17010H_001E,B17010H_001M,B17010H_002E,B17010H_002M,B17010H_003E,B17010H_003M,B17010H_004E,B17010H_004M,B17010H_005E,B17010H_005M,B17010H_006E,B17010H_006M,B17010H_007E,B17010H_007M,B17010H_008E,B17010H_008M,B17010H_009E,B17010H_009M,B17010H_010E,B17010H_010M,B17010H_011E,B17010H_011M,B17010H_012E,B17010H_012M,B17010H_013E,B17010H_013M,B17010H_014E,B17010H_014M,B17010H_015E,B17010H_015M,B17010H_016E,B17010H_016M,B17010H_017E,B17010H_017M,B17010H_018E,B17010H_018M,B17010H_019E,B17010H_019M,B17010H_020E,B17010H_020M,B17010H_021E,B17010H_021M,B17010H_022E,B17010H_022M,B17010H_023E,B17010H_023M,B17010H_024E,B17010H_024M,B17010H_025E,B17010H_025M,B17010H_026E,B17010H_026M,B17010H_027E,B17010H_027M,B17010H_028E,B17010H_028M,B17010H_029E,B17010H_029M,B17010H_030E,B17010H_030M,B17010H_031E,B17010H_031M,B17010H_032E,B17010H_032M,B17010H_033E,B17010H_033M,B17010H_034E,B17010H_034M,B17010H_035E,B17010H_035M,B17010H_036E,B17010H_036M,B17010H_037E,B17010H_037M,B17010H_038E,B17010H_038M,B17010H_039E,B17010H_039M,B17010H_040E,B17010H_040M,B17010H_041E,B17010H_041M,NAME,B17010H_001MA,B17010H_001EA,B17010H_002EA,B17010H_002MA,B17010H_003EA,B17010H_003MA,B17010H_004MA,B17010H_004EA,B17010H_005MA,B17010H_005EA,B17010H_006EA,B17010H_006MA,B17010H_007MA,B17010H_007EA,B17010H_008EA,B17010H_008MA,B17010H_009MA,B17010H_009EA,B17010H_010MA,B17010H_010EA,B17010H_011EA,B17010H_011MA,B17010H_012MA,B17010H_012EA,B17010H_013EA,B17010H_013MA,B17010H_014EA,B17010H_014MA,B17010H_015MA,B17010H_015EA,B17010H_016MA,B17010H_016EA,B17010H_017MA,B17010H_017EA,B17010H_018EA,B17010H_018MA,B17010H_019EA,B17010H_019MA,B17010H_020EA,B17010H_020MA,B17010H_021MA,B17010H_021EA,B17010H_022MA,B17010H_022EA,B17010H_023EA,B17010H_023MA,B17010H_024EA,B17010H_024MA,B17010H_025EA,B17010H_025MA,B17010H_026MA,B17010H_026EA,B17010H_027MA,B17010H_027EA,B17010H_028EA,B17010H_028MA,B17010H_029EA,B17010H_029MA,B17010H_030EA,B17010H_030MA,B17010H_031MA,B17010H_031EA,B17010H_032MA,B17010H_032EA,B17010H_033MA,B17010H_033EA,B17010H_034EA,B17010H_034MA,B17010H_035EA,B17010H_035MA,B17010H_036EA,B17010H_036MA,B17010H_037MA,B17010H_037EA,B17010H_038MA,B17010H_038EA,B17010H_039EA,B17010H_039MA,B17010H_040EA,B17010H_040MA,B17010H_041EA,B17010H_041MA,state
0400000US01,884073,9237,70539,4353,30769,2304,16382,1992,2835,966,3747,953,9800,1587,14387,1354,39770,3664,5888,1511,3701,1163,893,574,176,168,2632,952,2187,773,33882,3462,30136,3301,5329,1274,10010,2035,14797,2210,3746,786,813534,8870,692239,8918,273914,6357,47122,3391,52790,3512,174002,5107,418325,7414,121295,5044,40202,2757,21885,2096,2519,902,2342,936,17024,1969,18317,1853,81093,3798,44493,3257,6034,1329,4990,1207,33469,2881,36600,2486,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,112684,3563,5140,1269,1590,616,889,493,154,205,403,375,332,209,701,454,3550,1075,623,429,543,418,138,145,0,235,405,395,80,91,2927,943,2811,919,508,395,941,491,1362,612,116,139,107544,3607,89523,3124,40944,2634,8549,1570,7864,1153,24531,1698,48579,2786,18021,1865,6811,1199,4208,972,1253,561,491,375,2464,672,2603,769,11210,1377,7824,1158,994,397,674,393,6156,1160,3386,737,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,970760,9700,50318,3895,23795,2504,10202,2125,1690,641,3906,1320,4606,1233,13593,1731,26523,2819,4956,1328,3489,1087,945,526,250,282,2294,927,1467,636,21567,2470,19174,2329,4893,1408,5430,1371,8851,1430,2393,694,920442,9055,759146,10032,270175,6869,55027,3638,53106,3037,162042,5410,488971,8560,161296,5764,51244,3630,29747,3065,6409,1405,2226,811,21112,2746,21497,2314,110052,4451,67036,3921,8159,1547,7880,1488,50997,3172,43016,3073,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,598954,7494,56828,3880,24940,2187,14970,2079,2768,718,4826,927,7376,1303,9970,1522,31888,3074,5257,1091,4404,1070,1081,655,749,390,2574,876,853,462,26631,2892,23158,2641,6203,1425,5715,1144,11240,1568,3473,820,542126,7496,458312,7373,179317,5046,32605,2555,35280,2638,111432,4500,278995,6576,83814,4180,27760,2565,15453,2024,3271,948,978,449,11204,1614,12307,1747,56054,3493,30759,2434,4453,1188,3283,847,23023,2312,25295,2518,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3968795,16536,183603,6781,78484,4185,40681,3079,7659,1245,12361,1918,20661,2205,37803,3340,105119,5883,17060,1996,12254,1780,2224,699,2009,842,8021,1564,4806,1129,88059,5488,74164,4868,15373,2013,16953,2330,41838,3497,13895,2068,3785192,17119,3077374,19122,1259578,13840,256526,7325,217445,6706,785607,11733,1817796,15786,707818,12548,224381,8760,117573,5693,16776,2039,11683,2148,89114,4980,106808,6376,483437,9307,263010,9032,33326,3322,23445,2714,206239,8440,220427,6606,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,899242,8455,42475,3845,16711,1911,8588,1500,2344,731,2587,826,3657,954,8123,1186,25764,3201,4966,1434,3825,1191,945,494,601,374,2279,967,1141,685,20798,2678,19002,2507,4227,1006,4473,1248,10302,1909,1796,661,856767,8454,719456,9099,306235,6346,66824,3606,56157,3698,183254,4983,413221,7544,137311,5442,44494,3397,25949,2627,3313,1018,2634,853,20002,2154,18545,2645,92817,4262,58839,3473,8575,1822,6569,1451,43695,2823,33978,2403,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,690594,6744,20396,2476,7984,1293,3728,884,765,472,1116,514,1847,714,4256,957,12412,1957,1663,591,1165,557,137,131,107,122,921,488,498,255,10749,1867,9526,1686,1967,751,2258,844,5301,1244,1223,635,670198,7024,559626,6401,247062,5503,46164,2816,43725,3210,157173,4857,312564,5626,110572,4053,31533,2625,14967,1803,1976,613,1514,602,11477,1607,16566,1844,79039,3938,40837,3002,4812,953,3449,934,32576,2482,38202,2877,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,154227,3678,7215,1552,2540,884,1500,685,44,73,608,436,848,519,1040,496,4675,1276,891,582,672,548,388,506,0,261,284,258,219,209,3784,1168,3565,1155,1131,576,467,400,1967,824,219,184,147012,3408,122366,3113,48750,2581,9821,1310,9240,1582,29689,2326,73616,2590,24646,2150,7925,1437,4245,1037,839,540,460,341,2946,757,3680,989,16721,1773,9208,1432,871,388,1470,562,6867,1423,7513,1218,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2986500,17183,166569,7816,76305,4462,29294,3110,5637,1359,9970,1867,13687,2123,47011,3212,90264,5821,17878,2658,12494,2130,3664,1203,2012,906,6818,1564,5384,1188,72386,4837,62907,4353,13936,1977,13716,2194,35255,3115,9479,1708,2819931,15886,2360361,15347,780361,10045,145666,6192,135408,5089,499287,7848,1580000,13627,459570,10818,140485,6611,70798,4964,14428,2611,5572,1514,50798,4060,69687,4363,319085,8463,176366,5821,25393,2549,18352,2551,132621,4848,142719,5629,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
