GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001EA,B19037A_001MA,B19037A_002EA,B19037A_002MA,B19037A_003MA,B19037A_003EA,B19037A_004MA,B19037A_004EA,B19037A_005EA,B19037A_005MA,B19037A_006EA,B19037A_006MA,B19037A_007EA,B19037A_007MA,B19037A_008EA,B19037A_008MA,B19037A_009MA,B19037A_009EA,B19037A_010MA,B19037A_010EA,B19037A_011EA,B19037A_011MA,B19037A_012EA,B19037A_012MA,B19037A_013EA,B19037A_013MA,B19037A_014MA,B19037A_014EA,B19037A_015MA,B19037A_015EA,B19037A_016EA,B19037A_016MA,B19037A_017EA,B19037A_017MA,B19037A_018EA,B19037A_018MA,B19037A_019MA,B19037A_019EA,B19037A_020MA,B19037A_020EA,B19037A_021MA,B19037A_021EA,B19037A_022EA,B19037A_022MA,B19037A_023EA,B19037A_023MA,B19037A_024MA,B19037A_024EA,B19037A_025MA,B19037A_025EA,B19037A_026MA,B19037A_026EA,B19037A_027EA,B19037A_027MA,B19037A_028EA,B19037A_028MA,B19037A_029MA,B19037A_029EA,B19037A_030MA,B19037A_030EA,B19037A_031MA,B19037A_031EA,B19037A_032EA,B19037A_032MA,B19037A_033EA,B19037A_033MA,B19037A_034MA,B19037A_034EA,B19037A_035MA,B19037A_035EA,B19037A_036MA,B19037A_036EA,B19037A_037EA,B19037A_037MA,B19037A_038EA,B19037A_038MA,B19037A_039MA,B19037A_039EA,B19037A_040MA,B19037A_040EA,B19037A_041MA,B19037A_041EA,B19037A_042EA,B19037A_042MA,B19037A_043EA,B19037A_043MA,B19037A_044EA,B19037A_044MA,B19037A_045EA,B19037A_045MA,B19037A_046EA,B19037A_046MA,B19037A_047MA,B19037A_047EA,B19037A_048MA,B19037A_048EA,B19037A_049EA,B19037A_049MA,B19037A_050EA,B19037A_050MA,B19037A_051EA,B19037A_051MA,B19037A_052EA,B19037A_052MA,B19037A_053MA,B19037A_053EA,B19037A_054MA,B19037A_054EA,B19037A_055EA,B19037A_055MA,B19037A_056EA,B19037A_056MA,B19037A_057EA,B19037A_057MA,B19037A_058MA,B19037A_058EA,B19037A_059MA,B19037A_059EA,B19037A_060EA,B19037A_060MA,B19037A_061EA,B19037A_061MA,B19037A_062EA,B19037A_062MA,B19037A_063EA,B19037A_063MA,B19037A_064MA,B19037A_064EA,B19037A_065MA,B19037A_065EA,B19037A_066EA,B19037A_066MA,B19037A_067EA,B19037A_067MA,B19037A_068EA,B19037A_068MA,B19037A_069MA,B19037A_069EA,state
0400000US01,1300598,7693,61237,3882,15806,1877,6605,1332,5988,1320,5802,1379,4971,1361,4601,1114,3180,937,2730,872,2085,749,4325,1222,3012,1039,1528,670,340,249,187,151,77,77,0,265,425260,6057,27271,3152,15223,1712,16580,2147,21664,2384,21366,2210,27665,2958,23748,2998,24776,2504,24635,2430,42842,3212,55159,3165,60966,3423,31300,2666,12492,1693,9644,1490,9929,1458,500653,4240,35099,2950,22194,1838,22278,2062,26197,2099,24559,1982,25092,2326,24695,2412,22381,2204,21294,1907,44201,2841,61800,3371,67769,3592,41310,2698,21962,1826,19888,1765,19934,2154,313448,3379,35760,2621,41579,2550,34384,2150,29681,2436,25850,2436,20328,1928,17624,1772,17152,1602,12418,1368,20848,1694,19469,1560,16283,1724,8172,1173,4677,969,4638,829,4585,951,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,171704,2821,8594,1145,314,257,545,371,186,191,1136,527,1079,444,584,278,718,403,1150,501,221,156,721,358,784,440,330,222,588,458,66,108,172,294,0,235,66635,2358,1740,719,1576,730,1547,582,2300,802,2352,751,3779,878,3144,788,3688,941,3629,987,6913,1214,9113,1352,12177,1634,6245,1046,3714,878,3673,905,1045,498,77996,2138,3429,784,3349,769,1658,567,1997,582,2095,566,2135,607,2956,805,2574,659,2698,659,5494,1061,9866,1275,13631,1603,8819,1102,6507,1146,5882,821,4906,890,18479,1030,455,227,1851,519,1340,483,1013,315,1772,544,1058,353,876,357,1024,351,916,348,1494,450,1920,489,1678,482,820,348,832,385,947,430,483,270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1825775,10426,86920,5025,13721,2012,6689,1509,7396,1683,8138,1560,6343,1024,7161,1485,6224,1442,5578,1135,4275,1103,7667,1515,7120,1714,3984,1048,1812,682,241,198,279,252,292,253,644660,9170,31413,3348,20353,2711,25425,3044,36025,3636,29787,3242,40063,3637,39987,3907,35186,3283,33975,3061,60714,5023,81611,4214,87046,4273,55273,3872,25646,2113,23766,2686,18390,2242,659270,6413,38473,3801,23285,2553,22936,2379,29805,2495,26734,2603,30213,2699,31978,3060,31475,2536,27919,2272,57722,3352,75079,3888,94864,4090,62694,3910,35509,2527,35900,2586,34684,2503,434925,4262,32773,3087,43225,3186,39135,2853,39168,2798,37586,3007,32818,2228,27751,2117,26079,2071,20319,2018,31827,2456,32513,2578,30468,2121,16633,1533,8607,1159,8340,1419,7683,1234,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,887577,6840,46704,3085,9709,2138,3912,1220,4720,1217,4496,1280,4544,1095,3275,965,3360,964,3587,1095,1677,738,3788,1039,1475,614,1815,643,191,219,0,257,98,110,57,93,291092,4755,19347,1999,13120,2001,12855,1759,17967,2086,18771,2199,19388,2364,17156,2036,18180,2034,20483,2214,31268,2962,33603,2630,35876,2491,14962,1650,7753,1313,5681,1115,4682,868,330758,3650,23268,2382,19338,2078,18882,1797,21646,2497,19789,2579,18444,1693,18391,1731,17776,2014,17450,1713,30472,2624,36261,2405,38177,3049,20234,1872,12182,1826,9089,1406,9359,1301,219023,3302,25573,2081,28542,2110,28350,1895,22435,1943,18054,1782,15257,1758,13090,1624,11317,1103,7346,967,13473,1547,13427,1477,11744,1594,4246,923,2446,723,1807,513,1916,528,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8048560,20064,325088,9247,44543,3672,25531,3267,24985,2931,29317,2916,22679,2716,23654,2559,22338,2421,20473,2532,14497,1938,30457,3016,24996,2498,22964,2486,9617,1565,4790,1424,2152,789,2095,849,2815519,20086,106095,6433,89382,5942,103860,5855,114768,5148,116136,5595,125985,6543,123063,6754,131132,6555,119698,5805,235781,7603,340524,8753,415107,9880,299499,9120,169276,6259,165066,5807,160147,5886,3145107,14394,136829,6021,105183,4540,100966,5307,110438,4963,99109,4652,111323,4776,113090,5336,118914,5890,113678,4450,229690,6715,336442,7746,451091,9198,353752,8632,223153,7118,253624,6617,287825,7676,1762846,10759,129538,6048,179989,6667,151387,4937,138324,5936,124032,4761,111591,4160,101231,4055,85406,3754,78018,4009,129170,4427,141648,4390,149266,5172,82515,3323,48060,2965,51702,2587,60969,3515,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1585708,8879,84988,4028,15397,1724,7195,1244,6433,1429,10758,1683,6468,1468,7766,1627,5517,1335,5638,1317,4372,1202,5225,1094,5614,1332,2854,1004,784,474,543,476,56,91,368,430,604213,7100,27564,2628,19515,2815,21670,2782,28958,3264,28763,3473,30964,2757,31919,3437,33026,2980,26840,2469,55787,3610,75066,3839,93687,5031,57290,3754,28742,2403,24352,2343,20070,1993,623958,5583,31552,2377,18924,2426,17059,1824,22697,1789,23321,2305,26968,2408,25845,2430,29067,2333,26686,2503,51727,3189,71577,3584,91846,4491,67466,3230,37548,2443,40803,2696,40872,2397,272549,4067,24218,2031,27709,2391,24134,2178,26317,2021,18002,1634,20364,2141,16381,1611,14740,1723,11532,1466,19685,1751,21925,1921,21975,2052,10541,1386,4628,950,5111,905,5287,822,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1100308,6712,27712,3026,3429,908,1051,449,1128,628,2568,929,2031,730,1753,761,2721,895,1855,760,1368,570,3538,1331,2906,862,2428,745,775,559,74,86,87,101,0,269,356013,5469,10491,1730,6923,1326,6558,1262,8823,1563,9934,1925,14813,1867,14954,1981,15290,2324,13846,2125,30889,2612,45699,3012,62285,3471,44270,3137,22875,1735,22841,2109,25522,2161,460023,4395,19009,2038,10340,1751,9121,1540,10869,1708,13189,1747,13546,1655,12000,1519,17066,1949,14437,1473,31996,2329,51637,3067,76272,3625,55634,2897,36645,2496,40115,3131,48147,2770,256560,3473,16201,1480,27197,1888,24027,2519,21880,1655,18317,1643,16808,1671,15711,2002,12612,1354,10279,1415,17022,1528,20040,1781,22701,1671,10854,1320,7189,1099,6230,816,9492,1133,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243361,3102,8930,1454,1353,533,716,413,436,265,428,295,503,385,483,323,770,546,414,284,476,315,934,408,827,547,1312,625,261,338,0,261,0,261,17,28,80713,2138,3277,1220,1610,558,2199,915,3594,1072,2553,904,3248,991,4000,1024,3195,916,4081,1052,8193,1541,11578,1861,14282,1720,8321,1300,4992,1262,2878,776,2712,762,94274,1932,3378,828,2267,632,2882,998,3005,686,4061,977,4392,1024,4478,962,4442,908,4018,927,7666,1170,11463,1599,14560,1416,10111,1263,6826,1103,5947,936,4778,922,59444,1321,4205,1166,5225,997,6151,1025,5905,851,5177,791,3881,704,4767,809,3153,666,3095,773,4074,697,4005,740,4100,659,2713,718,1126,422,766,302,1101,384,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,99845,2582,8058,999,2020,824,214,189,234,313,568,373,478,451,425,342,865,453,529,338,313,356,186,132,753,476,535,262,502,357,196,208,122,148,118,180,47737,1949,1694,725,454,296,775,385,747,341,627,463,1163,570,1157,420,1673,598,2114,646,4498,792,5896,1225,7043,1350,5375,985,2885,669,5328,1111,6308,1172,28328,1151,1383,650,243,248,393,285,490,433,568,337,624,377,510,267,640,315,438,266,854,439,2261,612,3542,994,4167,1016,1938,576,2856,673,7421,1010,15722,919,996,555,253,257,396,296,880,511,694,337,692,480,731,341,450,261,327,297,988,444,946,468,1680,601,1676,685,917,446,1280,467,2816,707,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5718584,21712,223736,7891,33330,3030,17428,2347,21376,3005,23394,2641,17945,2840,18841,3191,12104,1878,15267,2365,12502,2173,19455,2340,13773,2124,10693,1844,4686,1207,1584,791,740,508,618,447,1741814,13831,70291,5102,54445,3602,62099,4757,77212,4844,88777,5036,105233,5961,99833,5931,106194,5839,97381,5847,180059,6730,233434,9686,248031,9104,141922,6097,67632,4506,55185,4318,54086,3483,2088183,12566,125819,6024,73662,4727,81017,5336,95770,5100,97815,5050,103312,4593,103292,5221,106585,4868,91643,5079,187484,5984,233119,7662,282406,9039,190938,6785,101293,5469,97708,4661,116320,4430,1664851,10052,155253,6149,178452,6323,167417,5233,151342,4727,133865,5923,111223,4378,101074,5153,82809,3548,72966,3870,120678,4936,122697,4784,109045,4204,60699,3738,29193,2013,28813,2173,39325,2447,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
