GEO_ID,C25015_001E,C25015_001M,C25015_002E,C25015_002M,C25015_003E,C25015_003M,C25015_004E,C25015_004M,C25015_005E,C25015_005M,C25015_006E,C25015_006M,C25015_007E,C25015_007M,C25015_008E,C25015_008M,C25015_009E,C25015_009M,C25015_010E,C25015_010M,C25015_011E,C25015_011M,C25015_012E,C25015_012M,C25015_013E,C25015_013M,C25015_014E,C25015_014M,C25015_015E,C25015_015M,C25015_016E,C25015_016M,C25015_017E,C25015_017M,C25015_018E,C25015_018M,C25015_019E,C25015_019M,C25015_020E,C25015_020M,C25015_021E,C25015_021M,NAME,C25015_001EA,C25015_001MA,C25015_002EA,C25015_002MA,C25015_003MA,C25015_003EA,C25015_004MA,C25015_004EA,C25015_005MA,C25015_005EA,C25015_006EA,C25015_006MA,C25015_007EA,C25015_007MA,C25015_008EA,C25015_008MA,C25015_009EA,C25015_009MA,C25015_010MA,C25015_010EA,C25015_011MA,C25015_011EA,C25015_012EA,C25015_012MA,C25015_013EA,C25015_013MA,C25015_014EA,C25015_014MA,C25015_015MA,C25015_015EA,C25015_016MA,C25015_016EA,C25015_017EA,C25015_017MA,C25015_018EA,C25015_018MA,C25015_019EA,C25015_019MA,C25015_020MA,C25015_020EA,C25015_021MA,C25015_021EA,state
0400000US01,1796058,10547,1289272,11970,161910,5828,157347,5809,4563,1421,798363,8300,788997,8140,9366,1387,328999,4828,328062,4772,937,463,506786,9952,206981,6852,199048,6754,7933,1499,235521,6779,229215,6735,6306,1265,64284,3712,63609,3633,675,439,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,148249,3302,17834,1900,15988,1876,1846,565,109767,3040,103720,3024,6047,852,20648,1135,20164,1155,484,196,81629,2772,34612,2201,30918,2195,3694,926,42549,2481,38689,2510,3860,964,4468,858,4265,874,203,185,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,1523041,12956,219533,7226,207712,6663,11821,1698,906368,10056,876864,9170,29504,2765,397140,4955,394429,4858,2711,692,701951,12863,297619,9112,264537,8824,33082,3068,322903,9382,297847,9457,25056,2400,81429,4757,80510,4713,919,564,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,753412,8763,98691,4701,94920,4560,3771,945,450582,6438,443589,6425,6993,1191,204139,4118,203279,4037,860,567,350016,7559,143885,5560,136190,5420,7695,1701,162194,5490,156435,5474,5759,1354,43937,2817,43861,2801,76,126,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,7102197,26399,757651,11654,705255,11173,52396,3475,4676284,24408,4453459,25105,222825,6547,1668262,11616,1652784,11405,15478,1962,5049030,24989,1822127,15388,1539134,15979,282993,8869,2655369,21889,2295592,19456,359777,10203,571534,9159,556907,9335,14627,1679,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,1269421,10162,188904,6163,184287,6455,4617,1107,842978,8664,832748,8956,10230,1577,237539,4553,237055,4555,484,287,577567,10807,260508,6836,245650,6363,14858,2227,258887,8110,249127,7912,9760,1539,58172,3644,58014,3671,158,190,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,921382,7687,95154,4264,93051,4129,2103,807,615755,6584,612627,6596,3128,773,210473,3494,210109,3514,364,249,404061,6979,132011,5982,124216,5575,7795,1608,202371,6577,195117,6330,7254,1417,69679,3237,69234,3205,445,378,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,238194,3604,30872,1982,29873,1931,999,601,147731,3062,146706,3129,1025,511,59591,1655,59511,1665,80,96,81916,3849,33279,2739,32516,2751,763,578,38681,2734,37259,2685,1422,755,9956,1246,9956,1246,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,114586,3453,14902,1552,14839,1551,63,104,68830,3155,68154,3143,676,350,30854,1953,30764,1925,90,110,135870,4564,52127,2815,48707,2755,3420,1113,64855,3361,62113,3299,2742,887,18888,1876,18750,1891,138,130,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,4994101,23446,538738,9161,524051,9036,14687,2162,2910848,18002,2861508,18607,49340,4212,1544515,10662,1539542,10402,4973,1041,2111941,22368,795631,15630,741895,15276,53736,4421,1020754,14956,968875,14738,51879,4085,295556,7453,292343,7322,3213,1136,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3376763,13781,2285179,17167,324247,8238,318358,8188,5889,1465,1509706,12167,1492857,11903,16849,2303,451226,6128,449845,6264,1381,505,1091584,16605,461414,10960,439565,10853,21849,2857,531222,11987,514308,11985,16914,2547,98948,4805,98227,4795,721,411,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,432632,4384,257599,4950,21992,2364,19725,2274,2267,770,157346,4511,145863,4259,11483,1516,78261,2145,74630,2267,3631,984,175033,4748,58327,3278,50920,3167,7407,1362,94919,4343,81143,3997,13776,1819,21787,1669,21051,1675,736,336,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,548555,3560,390982,4444,62839,2758,60725,2688,2114,638,239800,3664,235894,3776,3906,754,88343,2227,88018,2261,325,190,157573,4661,77760,3627,73271,3546,4489,1204,63836,3530,60269,3481,3567,1009,15977,1795,15807,1765,170,169,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4724252,12168,3301367,17286,455216,8952,443800,8538,11416,1963,2092326,11683,2059359,12141,32967,2911,753825,8003,751776,7936,2049,609,1422885,14359,558957,10080,526427,9810,32530,3261,674181,10782,641080,10740,33101,3305,189747,6721,188321,6660,1426,705,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2435274,11216,1756328,13334,259000,6963,254217,6875,4783,1110,1093295,9816,1081595,9820,11700,1742,404033,4224,402969,4207,1064,418,678946,11714,281140,7713,271625,7502,9515,1820,310841,8333,302735,8049,8106,1450,86965,3595,86810,3587,155,143,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1208765,6039,885969,8474,131270,4500,129673,4495,1597,640,530474,4670,526206,4675,4268,850,224225,2954,224092,2938,133,111,322796,6591,140729,5067,136193,4868,4536,1099,130727,4782,127318,4735,3409,948,51340,2499,51267,2491,73,94,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1088288,6040,761022,7416,105867,4266,103897,4377,1970,828,473729,5749,468106,5742,5623,986,181426,2947,181130,2921,296,221,327266,6238,147021,4507,141668,4587,5353,1308,138536,5091,134671,4822,3865,1000,41709,2713,41675,2705,34,57,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1651911,8409,1167081,10490,155731,5821,153372,5633,2359,791,730380,7770,725092,7925,5288,1189,280970,4343,280533,4287,437,375,484830,8729,192944,6588,184747,6431,8197,1507,232037,7253,225177,7087,6860,1488,59849,3354,59849,3354,0,267,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1564978,7812,1071667,10774,145099,5224,139679,5077,5420,1413,664787,8444,648648,8473,16139,2038,261781,5066,260245,5120,1536,615,493311,9057,189090,5375,177686,5391,11404,1993,244381,7863,230608,7272,13773,2405,59840,3394,59275,3345,565,294,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,548247,3968,399076,5723,42076,2611,41568,2598,508,237,262013,3730,260089,3826,1924,655,94987,2476,94822,2465,165,158,149171,5616,57184,3036,55246,3009,1938,857,65524,4000,63799,3911,1725,671,26463,1998,26463,1998,0,223,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2089031,6574,1450411,12170,173255,5888,171058,5828,2197,750,972245,9421,964174,9359,8071,1475,304911,4812,303738,4880,1173,578,638620,10342,230335,6413,220739,6162,9596,1892,319985,8953,308102,8788,11883,1922,88300,3680,87816,3698,484,361,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2446485,10151,1588359,10560,154845,5779,152216,5851,2629,990,1067809,9556,1059245,9567,8564,1389,365705,5623,365139,5581,566,288,858126,11260,291503,7754,281986,8052,9517,1901,413032,8967,399211,8640,13821,1931,153591,5434,153059,5445,532,375,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
