GEO_ID,B24021_001E,B24021_001M,B24021_002E,B24021_002M,B24021_003E,B24021_003M,B24021_004E,B24021_004M,B24021_005E,B24021_005M,B24021_006E,B24021_006M,B24021_007E,B24021_007M,B24021_008E,B24021_008M,B24021_009E,B24021_009M,B24021_010E,B24021_010M,B24021_011E,B24021_011M,B24021_012E,B24021_012M,B24021_013E,B24021_013M,B24021_014E,B24021_014M,B24021_015E,B24021_015M,B24021_016E,B24021_016M,B24021_017E,B24021_017M,B24021_018E,B24021_018M,B24021_019E,B24021_019M,B24021_020E,B24021_020M,B24021_021E,B24021_021M,B24021_022E,B24021_022M,B24021_023E,B24021_023M,B24021_024E,B24021_024M,B24021_025E,B24021_025M,B24021_026E,B24021_026M,B24021_027E,B24021_027M,B24021_028E,B24021_028M,B24021_029E,B24021_029M,B24021_030E,B24021_030M,B24021_031E,B24021_031M,B24021_032E,B24021_032M,B24021_033E,B24021_033M,B24021_034E,B24021_034M,B24021_035E,B24021_035M,B24021_036E,B24021_036M,B24021_037E,B24021_037M,NAME,B24021_001EA,B24021_001MA,B24021_002EA,B24021_002MA,B24021_003EA,B24021_003MA,B24021_004MA,B24021_004EA,B24021_005MA,B24021_005EA,B24021_006MA,B24021_006EA,B24021_007EA,B24021_007MA,B24021_008EA,B24021_008MA,B24021_009MA,B24021_009EA,B24021_010MA,B24021_010EA,B24021_011EA,B24021_011MA,B24021_012EA,B24021_012MA,B24021_013MA,B24021_013EA,B24021_014MA,B24021_014EA,B24021_015MA,B24021_015EA,B24021_016MA,B24021_016EA,B24021_017EA,B24021_017MA,B24021_018MA,B24021_018EA,B24021_019MA,B24021_019EA,B24021_020MA,B24021_020EA,B24021_021MA,B24021_021EA,B24021_022EA,B24021_022MA,B24021_023MA,B24021_023EA,B24021_024MA,B24021_024EA,B24021_025EA,B24021_025MA,B24021_026MA,B24021_026EA,B24021_027MA,B24021_027EA,B24021_028MA,B24021_028EA,B24021_029MA,B24021_029EA,B24021_030EA,B24021_030MA,B24021_031MA,B24021_031EA,B24021_032MA,B24021_032EA,B24021_033EA,B24021_033MA,B24021_034MA,B24021_034EA,B24021_035EA,B24021_035MA,B24021_036EA,B24021_036MA,B24021_037MA,B24021_037EA,state
0400000US01,33518,594,48325,1172,50591,726,51989,1277,46450,984,46761,740,61670,2051,64484,4086,50813,3726,32457,2023,71370,9993,40374,928,36040,2740,45464,1485,55307,3018,31103,858,21450,474,20167,1028,35137,2480,32055,2529,40132,6517,17033,839,21842,1001,18058,1806,29355,581,32297,982,27319,410,22253,8396,32393,977,30523,718,36632,987,30196,614,30256,828,30094,1411,42325,4115,33058,2537,23745,1272,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42434,1244,53611,2719,52527,2997,56588,6376,50354,1962,54710,3529,56763,4003,76933,5330,49958,2358,39574,4098,75829,28301,45607,8540,40060,10186,62393,6670,68053,6154,40787,4412,28557,2882,33972,6070,60316,5947,51885,7315,65248,4579,23042,3326,26390,3007,21420,2553,35089,1647,36647,2057,33330,2629,41262,9189,51723,2965,50628,5997,54127,5496,41528,1800,40224,6063,41896,2313,60453,12749,42199,9096,31485,8374,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36648,259,52335,438,54352,1393,58955,2529,48690,2286,51498,580,61750,2585,68072,4016,50225,4391,36133,1745,71309,6642,38571,1568,43123,4771,53015,2135,61652,975,35345,2263,23339,833,25918,1117,42315,2471,36357,2544,47082,3123,19287,1214,19848,840,23663,1096,33331,868,39966,1691,30843,443,22420,1849,32231,583,30307,660,40129,1432,30530,840,30287,1092,30808,1091,44120,7513,33679,2508,25442,1309,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,30892,262,43312,1069,46567,1271,47001,1603,44944,2815,41677,667,53918,4941,50014,4288,44734,4107,32213,1287,47684,13878,37895,1764,29509,3303,43381,2420,51255,1086,30625,1194,20353,546,18923,1072,30508,2235,27490,4143,31639,2678,17900,923,20385,1234,17369,2441,27273,514,31222,1239,25812,537,21264,1706,32102,714,30072,1357,36271,1202,28182,1129,27570,1124,29351,2083,48878,4567,31341,1313,25957,1036,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41470,118,64266,913,65562,647,71414,565,56477,742,62719,907,78765,1346,76077,1363,63688,2951,41913,564,96202,4438,50484,613,51409,920,64139,2729,78350,1828,40919,959,24268,292,27133,666,60991,945,39644,3289,72909,2636,20922,350,21642,349,21997,588,36906,175,41608,358,35238,233,20102,592,37402,516,35716,481,41446,505,30230,351,28507,855,31422,413,43151,3737,36053,685,25414,566,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41156,285,57081,877,60540,746,62858,2506,52637,1624,54693,1355,73077,3071,71285,1641,56401,2779,35326,1759,62088,4087,40367,1511,41602,1215,56307,2445,64104,3132,40190,3750,26006,516,25686,848,48268,2550,37341,4334,51033,1445,20627,830,24682,1671,25790,1912,35752,632,40980,1144,32856,868,24533,3837,36519,759,35244,1202,40914,1050,33242,1360,31880,751,34996,1305,50901,5470,36152,1061,27220,2729,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,48714,1143,66569,877,72409,2145,80462,2053,63751,2461,62025,752,74087,4205,70467,1201,72315,10178,46745,2041,95137,13179,49763,3195,51732,2790,61478,1076,70674,2202,50419,1850,31730,683,31480,1140,58672,4362,48199,7963,63345,5785,26446,1135,28580,2698,30267,1841,41150,420,47226,1869,38108,1076,36822,6676,46479,1270,46332,1520,46721,2927,37454,1511,37852,2131,37024,2562,52104,10704,40190,3718,32121,2311,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40679,537,54328,2020,55466,2726,60963,3275,48921,2952,52815,3029,65252,6312,67953,10424,57484,10657,34421,4380,72679,25450,46074,3897,44212,3484,55450,5332,60875,1357,37323,6287,26034,1664,27938,3305,42241,5141,40573,4809,48416,5878,18208,3940,24383,2652,23815,5302,35405,1325,40035,3664,33865,1811,17941,3512,40234,1749,40559,2762,39603,2421,37266,2429,37234,3659,37346,4228,59688,25114,41431,4754,23087,7506,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,49853,1511,67220,3153,71861,3090,75129,7390,70036,7979,64563,2836,72106,9216,66563,11129,75010,14767,42135,6827,100001,0,46908,5707,60215,8344,49182,3978,53571,18394,42143,2849,26414,1242,26322,2782,34154,7736,32288,6293,61474,30847,27057,1805,22289,2054,25252,3973,39097,1672,38165,13941,39155,1407,-666666666,0,35199,2506,33746,1570,42232,17434,34427,4270,34802,20036,34070,5261,17996,18655,37966,11986,32969,5586,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,34863,308,50107,326,51974,327,55587,797,46896,968,46674,479,60351,1313,58470,2855,50368,2333,33801,1600,60537,2063,36360,586,41097,926,50481,604,60839,767,34449,1806,23185,480,24235,703,38858,1880,31960,1037,44127,2573,19993,518,20627,409,22473,1025,31491,189,37136,628,29213,347,17634,1269,31832,319,30308,340,36718,588,29505,730,28168,901,30323,463,46726,4741,31565,476,23179,1194,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
