GEO_ID,C18025_001E,C18025_001M,C18025_002E,C18025_002M,C18025_003E,C18025_003M,C18025_004E,C18025_004M,C18025_005E,C18025_005M,C18025_006E,C18025_006M,C18025_007E,C18025_007M,C18025_008E,C18025_008M,C18025_009E,C18025_009M,C18025_010E,C18025_010M,C18025_011E,C18025_011M,C18025_012E,C18025_012M,C18025_013E,C18025_013M,C18025_014E,C18025_014M,C18025_015E,C18025_015M,NAME,C18025_001EA,C18025_001MA,C18025_002EA,C18025_002MA,C18025_003MA,C18025_003EA,C18025_004EA,C18025_004MA,C18025_005EA,C18025_005MA,C18025_006EA,C18025_006MA,C18025_007EA,C18025_007MA,C18025_008MA,C18025_008EA,C18025_009EA,C18025_009MA,C18025_010EA,C18025_010MA,C18025_011EA,C18025_011MA,C18025_012EA,C18025_012MA,C18025_013MA,C18025_013EA,C18025_014MA,C18025_014EA,C18025_015EA,C18025_015MA,state
0400000US01,2951988,4297,137097,5617,59608,3752,7396,1292,52212,3383,77489,3860,8189,1322,69300,3516,2814891,6877,1367834,5379,1026112,8333,341722,9172,1447057,4969,895477,8443,551580,8915,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,12393,1455,4832,1023,1271,492,3561,871,7561,1352,1852,763,5709,1301,440051,2572,223654,2384,164794,3848,58860,3934,216397,2465,146630,3858,69767,3506,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,111745,5214,48520,3658,8658,1525,39862,3533,63225,4011,9651,1552,53574,3535,3748489,7842,1888434,6384,1489567,9479,398867,9476,1860055,5125,1191028,12424,669027,12716,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,83769,4739,39524,3241,6840,1095,32684,3187,44245,3293,4223,889,40022,3213,1693393,6750,832818,5644,630258,7546,202560,6184,860575,4505,557705,7521,302870,6595,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,653549,15474,293407,9431,52683,3318,240724,8290,360142,10528,59198,4165,300944,9388,22983663,18193,11553004,12221,8902285,25308,2650719,24965,11430659,13430,7175420,27777,4255239,28034,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,75419,5065,35979,3401,8225,1482,27754,2943,39440,3369,7287,1163,32153,3011,3100513,6672,1566315,4879,1275004,9180,291311,8597,1534198,4378,1063921,9861,470277,9905,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,54094,3329,23578,1959,6018,1036,17560,1706,30516,2962,6351,1347,24165,2586,2228761,4844,1093667,3447,876354,7241,217313,6854,1135094,3510,796934,7242,338160,7789,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,17222,2135,7923,1552,1540,730,6383,1372,9299,1343,1479,566,7820,1235,531050,2523,258006,2110,200658,3604,57348,3535,273044,1820,188127,4187,84917,4166,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,10131,1459,5255,1075,528,371,4727,1038,4876,928,845,356,4031,908,385980,4866,178424,3787,129417,3457,49007,3262,207556,1843,141888,3660,65668,3963,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,361444,10286,160715,6462,26551,2664,134164,6048,200729,7877,29934,2877,170795,7883,10918915,14233,5390096,11059,4244510,18200,1145586,14913,5528819,9669,3665588,18559,1863231,17535,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6109836,7200,191968,7935,88494,5676,13764,2060,74730,5049,103474,5776,12894,1970,90580,4960,5917868,9796,2891438,7629,2249249,13851,642189,13403,3026430,7988,1953323,13671,1073107,13351,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,801975,3569,19051,2250,8675,1410,1696,537,6979,1300,10376,1777,1839,654,8537,1616,782924,4005,384534,2506,300002,4454,84532,4102,398390,2803,279897,4700,118493,4488,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,930511,2620,26365,2547,11261,1347,1985,597,9276,1254,15104,1876,2399,706,12705,1781,904146,3551,456990,3052,366274,4565,90716,3790,447156,2418,298093,4645,149063,5082,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8341109,6406,232243,6408,111852,4948,22521,2401,89331,4795,120391,4371,20131,2092,100260,4227,8108866,8002,4030251,7011,3148351,13044,881900,12530,4078615,6088,2740682,14329,1337933,14363,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4087653,4336,136513,5871,56123,3849,11559,1706,44564,3511,80390,4334,12471,1309,67919,4139,3951140,7473,1976031,5778,1545201,9866,430830,9295,1975109,6270,1352620,11431,622489,11013,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1896485,2715,49102,2703,22765,1955,7043,1067,15722,1680,26337,2253,6078,1023,20259,2041,1847383,4020,929912,3128,764220,4925,165692,4865,917471,2874,692544,6861,224927,6092,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1756190,3397,47590,3398,22264,2485,5291,1052,16973,2193,25326,2084,5941,1192,19385,1575,1708600,4762,853911,3967,700742,5843,153169,4753,854689,3140,618698,6829,235991,6038,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2736210,4684,138300,6422,61869,3831,6340,1156,55529,3778,76431,4508,7543,1496,68888,4197,2597910,8546,1280777,5308,952456,9176,328321,8527,1317133,6439,841836,9298,475297,7706,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2732075,5364,117185,5339,57205,3533,7812,1545,49393,3128,59980,3765,8998,1336,50982,3522,2614890,7957,1257408,5633,929436,8297,327972,6990,1357482,5323,838296,10015,519186,9451,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,874798,2300,33134,2570,14158,1598,2473,623,11685,1481,18976,2039,2807,795,16169,1914,841664,3504,415277,2474,329055,3869,86222,3505,426387,2604,303208,4528,123179,3980,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3701954,4420,98754,5082,44599,3664,10414,1886,34185,2852,54155,3455,11354,1539,42801,3155,3603200,7087,1730267,5576,1393863,9713,336404,8836,1872933,4607,1348525,9651,524408,9361,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4268589,3903,120931,5556,54240,3887,10162,1738,44078,3553,66691,3819,13936,2115,52755,3173,4147658,7149,2031203,5120,1604401,10551,426802,9189,2116455,5284,1516863,10539,599592,10598,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6583481,5392,247850,8629,111431,4446,17569,1872,93862,4347,136419,6197,17428,1869,118991,5811,6335631,9418,3142975,5608,2307639,12056,835336,12417,3192656,7444,2092332,11569,1100324,12015,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3404922,3624,81869,4028,41043,2769,14651,1674,26392,2037,40826,2738,12231,1524,28595,2153,3323053,5245,1669626,3771,1366666,7342,302960,6648,1653427,3987,1246047,8858,407380,8663,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1833556,4030,102068,5500,44158,3761,4866,1136,39292,3707,57910,3140,6981,1181,50929,3012,1731488,6553,836055,5721,598903,7998,237152,8259,895433,4221,548723,7859,346710,8025,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3744132,4536,148477,5747,66058,4156,11572,1750,54486,3977,82419,3557,12297,1614,70122,3416,3595655,7681,1769816,5970,1391963,9561,377853,8630,1825839,5408,1273540,10496,552299,9081,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,614663,2208,20481,2291,11342,1754,2932,685,8410,1545,9139,1379,2412,904,6727,1147,594182,3311,296408,2379,231115,3543,65293,3237,297774,2548,211085,3856,86689,3763,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1127084,2273,22892,2046,9460,1336,2555,609,6905,1119,13432,1546,3025,701,10407,1376,1104192,2839,558054,2356,465256,4361,92798,3866,546138,2193,411887,4689,134251,4886,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1630778,2730,44617,3150,19480,1886,4763,1156,14717,1618,25137,2439,4681,1043,20456,2197,1586161,3884,811415,3744,650491,6310,160924,6097,774746,4155,518012,6971,256734,7219,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,887758,2003,26494,2569,11004,1288,2664,745,8340,1179,15490,2233,3109,822,12381,2133,861264,3446,429298,2517,355522,4545,73776,3831,431966,3231,317541,3684,114425,3727,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5686100,4835,156759,7050,74013,4567,14304,2069,59709,4133,82746,4719,16352,2188,66394,4083,5529341,8965,2723616,6124,2152733,11108,570883,9328,2805725,6151,1910267,13129,895458,13489,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1239177,3348,43512,3556,18886,2264,3432,1028,15454,1956,24626,2397,4063,1020,20563,2268,1195665,4940,587338,3892,443272,6387,144066,6151,608327,3431,389914,5712,218413,5872,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12662582,7936,376918,10235,162767,6181,25248,2321,137519,5557,214151,7220,30511,3094,183640,6479,12285664,12535,5995679,8048,4496068,17520,1499611,16827,6289985,8819,4111101,20859,2178884,19015,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5732292,7173,204062,6913,91925,5111,18724,2191,73201,4116,112137,5181,16606,2110,95531,4994,5528230,9662,2706746,8475,2086690,12730,620056,11358,2821484,7869,1884315,10975,937169,12372,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,407708,1756,7544,1284,3531,885,941,556,2590,748,4013,785,1123,384,2890,604,400164,2019,201407,1720,165739,2353,35668,2140,198757,1766,151785,2991,46972,2756,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7409099,5594,266158,7984,117193,4910,29079,3121,88114,4168,148965,5602,26570,2480,122395,5262,7142941,10622,3515858,6876,2714243,13102,801615,13073,3627083,7322,2498925,13626,1128158,13044,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2252472,4205,92521,4338,39525,2470,7875,1281,31650,2204,52996,3513,8707,1284,44289,3379,2159951,5126,1066310,4221,821445,7289,244865,7175,1093641,4718,716676,8001,376965,8046,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2440267,3607,78906,4542,33362,3187,6181,1188,27181,2812,45544,3047,8683,1530,36861,2765,2361361,5295,1186482,4365,924548,8164,261934,8207,1174879,4030,789536,7071,385343,6905,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7989954,6293,277497,7857,123306,6174,24142,2665,99164,5279,154191,5429,25358,2576,128833,4545,7712457,10165,3800065,7837,2928221,13974,871844,13190,3912392,7393,2657731,14236,1254661,14871,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,705218,1877,21510,2342,8789,1318,1724,620,7065,1145,12721,1789,3058,904,9663,1601,683708,3022,334942,2209,262286,3681,72656,3473,348766,2249,244892,5378,103874,4644,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2780504,4478,118036,5346,51999,3672,8597,1474,43402,3462,66037,3875,8899,1517,57138,3407,2662468,7265,1288222,5462,971054,9222,317168,8131,1374246,5200,900365,9296,473881,8379,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,490361,1814,12214,1563,5627,1066,2234,592,3393,912,6587,1275,1661,549,4926,1130,478147,2512,241192,2131,199925,3125,41267,3012,236955,2009,179228,3286,57727,3003,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3934144,5645,177638,7477,78492,5813,9908,1884,68584,5196,99146,4350,11995,1920,87151,3868,3756506,9378,1851317,7824,1409423,12261,441894,12303,1905189,5983,1232415,11914,672774,10504,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15011389,10095,467128,13177,209799,7864,34985,2939,174814,7323,257329,9289,40717,2981,216612,8687,14544261,15349,7234058,11459,5713810,19405,1520248,20184,7310203,11660,4583997,19843,2726206,19097,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1596399,2657,37733,2825,16580,2002,4262,1037,12318,1637,21153,2380,4408,1000,16745,2045,1558666,4204,782960,3254,659095,5643,123865,5688,775706,3084,513731,6838,261975,6883,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,424097,1174,13072,1556,4596,841,1032,456,3564,703,8476,1176,2012,641,6464,1036,411025,2015,205723,1406,164406,2650,41317,2529,205302,1606,152023,3312,53279,2857,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4984991,8760,139929,5911,63905,4159,13139,1762,50766,3780,76024,4255,12574,1714,63450,4069,4845062,10447,2352273,8466,1879730,11508,472543,9426,2492789,6036,1742434,13534,750355,12005,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4237999,5016,134378,5914,53155,3496,8896,1423,44259,3051,81223,4142,14783,2081,66440,3982,4103621,7830,2057493,5609,1600648,10512,456845,8926,2046128,5216,1370855,10441,675273,11126,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1181724,2475,63966,3974,30791,2836,2889,733,27902,2528,33175,2665,2708,850,30467,2491,1117758,4389,555368,3585,396988,5686,158380,5570,562390,3144,333820,6625,228570,6751,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3635308,3645,91645,4304,41566,3202,10780,1365,30786,2698,50079,2964,10369,1158,39710,2744,3543663,5540,1781861,4373,1440668,8838,341193,7275,1761802,4251,1322824,9055,438978,8376,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,340103,1939,11518,1737,5308,1276,1247,472,4061,1099,6210,1210,1022,440,5188,1083,328585,2431,167261,2265,140435,2729,26826,2292,161324,1878,119372,2727,41952,2407,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2500501,3031,186492,6469,96910,4695,6136,1138,90774,4628,89582,4319,5666,959,83916,4117,2314009,6852,1092319,4748,635605,8814,456714,8043,1221690,4725,535993,9004,685697,9863,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
