GEO_ID,C19101H_001E,C19101H_001M,C19101H_002E,C19101H_002M,C19101H_003E,C19101H_003M,C19101H_004E,C19101H_004M,C19101H_005E,C19101H_005M,C19101H_006E,C19101H_006M,C19101H_007E,C19101H_007M,C19101H_008E,C19101H_008M,C19101H_009E,C19101H_009M,C19101H_010E,C19101H_010M,C19101H_011E,C19101H_011M,NAME,C19101H_001EA,C19101H_001MA,C19101H_002EA,C19101H_002MA,C19101H_003MA,C19101H_003EA,C19101H_004MA,C19101H_004EA,C19101H_005MA,C19101H_005EA,C19101H_006EA,C19101H_006MA,C19101H_007EA,C19101H_007MA,C19101H_008MA,C19101H_008EA,C19101H_009MA,C19101H_009EA,C19101H_010MA,C19101H_010EA,C19101H_011EA,C19101H_011MA,state
0400000US13,1457689,11658,45978,3300,40086,3402,106710,5613,123553,6039,200228,8022,320417,7464,227216,6778,231447,6291,83548,4239,78506,3909,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,84324,2729,3640,935,2306,817,4552,1110,4959,1207,10627,1694,16081,2020,13575,1666,15227,1848,5583,970,7774,1037,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,339761,5408,11913,1584,11754,1356,33297,2899,39548,2627,59954,3449,85903,4054,44778,2645,36065,2545,9032,1551,7517,1088,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2186908,12596,58925,3622,46679,3722,128924,4875,173046,6065,276915,7451,473458,8987,367185,8097,383244,7123,138614,4511,139918,6218,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1417557,10295,51665,4452,37828,3123,110208,4899,149883,5652,231618,6706,353100,7313,225613,6500,175933,5431,46088,3279,35621,2050,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,739195,6953,24771,2266,20103,2179,61808,3503,78380,3504,126972,3990,185883,5209,117531,4193,83671,3003,20260,1728,19816,1535,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,612691,6563,20080,2062,15256,1540,49652,3511,60270,3405,98759,4098,142412,4370,100287,3605,82964,3477,22074,2223,20937,1732,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,994454,10438,60573,4439,49608,3372,111482,4946,106889,4727,163929,6486,217952,5642,130367,4825,103966,4464,27478,2429,22210,2256,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,720067,8205,29344,2686,26163,2735,67809,4340,73795,3797,111639,4607,158635,6253,107082,3967,91825,3585,27575,2577,26200,2288,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345140,5541,14200,1805,11705,1565,33058,2451,40249,2672,56958,3448,84452,3512,49711,3084,36798,2235,10282,1209,7727,1114,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,869230,7974,15065,1933,10922,1637,36025,2958,46147,3326,89630,4073,164245,4948,145714,5483,191625,4580,84908,4763,84949,3641,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1274351,10636,28149,3018,27084,2849,64687,4020,80697,3491,134612,5045,247120,7130,215552,5705,274746,5984,101517,3991,100187,3817,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2087741,12027,70302,4122,61388,3337,151499,5537,195928,5266,317069,6402,484394,8350,327663,5912,314269,6840,91738,3879,73491,3291,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1185272,8561,27090,2340,23364,2076,66055,2768,89445,3185,158738,4210,282670,6132,218028,5357,202710,5250,62201,2802,54971,2788,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,463884,7180,18781,2346,19210,2595,50611,3722,53091,4056,70837,3509,101323,5111,68205,3627,55456,3234,14251,1480,12119,1578,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1289859,10944,47246,3746,43256,3154,111669,4673,142190,5014,216951,6440,303016,6971,186584,6068,154688,4372,44681,3074,39578,2656,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,219242,4311,6710,996,6850,1313,22577,1915,25931,2192,40893,2487,53868,2555,31437,1993,21582,1920,5972,1059,3422,654,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,404261,5305,11366,1434,11309,1504,31816,2225,38094,2322,66504,2881,103211,3833,65456,2913,52570,2492,12415,1171,11520,1209,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,385430,6581,9794,1673,7500,1384,22676,2275,30111,2849,52598,3261,88238,4388,68465,3763,64198,3426,23608,2263,18242,1900,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,319225,5106,6874,1159,6968,1336,17017,1926,24349,2348,40336,2597,73885,3464,59421,3559,58183,3435,17911,1741,14281,1472,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1425110,9235,24934,2395,18414,2779,60768,3798,75598,3395,136975,5794,259220,6285,242425,6229,312847,8680,141394,4515,152535,4533,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,225153,4220,6438,1380,7524,1570,16579,1988,19764,2015,33893,2495,48935,3149,37278,2569,34363,2483,11774,1442,8605,1339,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2911844,16801,86525,4798,74180,3902,180490,6389,230928,7158,352943,8128,582449,9991,454151,10288,509764,8772,196297,6158,244117,6642,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1653339,12535,55262,3716,45940,3469,136610,5996,166474,6391,252687,7073,388068,9859,253843,6226,220389,6619,67078,3236,66988,3697,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,155872,3544,3991,747,4456,897,12362,1566,16504,1480,27731,1900,41731,2161,24801,1893,16104,1462,3954,785,4238,857,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2514447,13796,98804,5613,72127,4651,199088,5583,249299,6931,399849,8880,590979,9749,397659,7803,330831,6229,93115,4169,82696,3543,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,705455,7338,34184,2444,28251,2628,71233,3634,81929,3992,117320,4958,162047,4716,93710,3902,74453,3628,20560,1968,21768,1972,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,784023,8342,30580,3232,23529,2512,60447,3937,77717,3781,126134,4981,182805,4893,118560,4876,104890,4770,29718,2375,29643,2518,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2704022,13534,79758,4532,67386,2893,209223,6302,267575,6381,414140,7179,625081,10010,424759,7486,387810,8873,117468,4289,110822,4876,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,215884,4357,4863,1175,5699,1352,13938,1997,15235,2111,26880,2180,47224,2803,39663,3123,40916,2731,11459,1350,10007,1423,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,770684,7061,25549,2923,21491,2397,61993,3833,75819,4141,123943,4210,184462,5547,123579,4762,97913,4641,27028,2104,28907,2311,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186427,3565,5292,1042,5158,930,16109,1555,20740,1880,31262,2129,50952,2550,28641,1932,19122,2121,4149,820,5002,1009,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1286816,11869,65261,4534,53233,3327,125208,4929,142346,5272,207703,6862,287896,9699,173485,5609,141766,5798,44082,2811,45836,2890,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2991134,14657,89509,5172,70684,4620,199133,6580,250008,7803,387594,9152,619377,9704,482214,9429,515100,11042,181035,5219,196480,5436,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,528457,6730,14233,1998,11532,1686,38929,2364,49563,3266,87185,4787,135184,3884,85779,4004,69163,3112,20553,2062,16336,1564,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,157464,3828,5114,993,4635,946,12745,1573,15615,1569,25576,1993,37876,2343,24870,1646,21975,1628,4978,919,4080,802,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1376232,8846,30822,2520,30778,2855,80529,4077,101756,5290,169070,5624,282194,6552,216784,6220,244957,6641,109876,4397,109466,4004,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1283365,10164,39498,3215,30271,2887,77654,4259,103840,5041,181448,6389,290714,6605,216591,6670,216058,6332,66380,3430,60911,3276,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,479678,7996,30878,2991,24932,2500,64634,4139,62988,3884,84828,4334,101817,3654,57849,3833,37773,2760,7508,1369,6471,1187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1283183,9942,31120,2439,27631,2188,86813,4050,114893,3752,191722,5038,334720,7963,230713,4910,181811,5144,43795,2356,39965,2435,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,122904,3501,3478,1081,2735,769,11588,1711,12961,2068,19111,1780,28651,2210,20400,1904,17485,1501,4050,960,2445,622,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12411,1432,2367,583,556,276,1430,489,2062,772,1035,486,2238,683,956,454,924,473,490,369,353,300,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
