GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001MA,B08011_001EA,B08011_002EA,B08011_002MA,B08011_003EA,B08011_003MA,B08011_004EA,B08011_004MA,B08011_005MA,B08011_005EA,B08011_006MA,B08011_006EA,B08011_007EA,B08011_007MA,B08011_008MA,B08011_008EA,B08011_009MA,B08011_009EA,B08011_010EA,B08011_010MA,B08011_011MA,B08011_011EA,B08011_012EA,B08011_012MA,B08011_013MA,B08011_013EA,B08011_014MA,B08011_014EA,B08011_015EA,B08011_015MA,B08011_016MA,B08011_016EA,B08011_017EA,B08011_017MA,B08011_018EA,B08011_018MA,B08011_019MA,B08011_019EA,B08011_020EA,B08011_020MA,B08011_021EA,B08011_021MA,B08011_022EA,B08011_022MA,B08011_023EA,B08011_023MA,B08011_024MA,B08011_024EA,B08011_025EA,B08011_025MA,B08011_026EA,B08011_026MA,B08011_027EA,B08011_027MA,B08011_028EA,B08011_028MA,B08011_029EA,B08011_029MA,B08011_030EA,B08011_030MA,B08011_031EA,B08011_031MA,B08011_032EA,B08011_032MA,B08011_033EA,B08011_033MA,B08011_034EA,B08011_034MA,B08011_035EA,B08011_035MA,B08011_036EA,B08011_036MA,B08011_037MA,B08011_037EA,B08011_038EA,B08011_038MA,B08011_039EA,B08011_039MA,B08011_040MA,B08011_040EA,B08011_041EA,B08011_041MA,B08011_042MA,B08011_042EA,B08011_043EA,B08011_043MA,B08011_044EA,B08011_044MA,B08011_045MA,B08011_045EA,state
0400000US01,1915474,13884,101441,4788,93665,5046,119698,5818,201452,8048,238256,8016,308668,7521,250969,7817,141155,5097,61746,3936,80518,4804,33890,3486,15187,2269,138282,5978,130547,6310,1033655,9405,69674,3621,70523,4575,80741,4463,134508,5835,133815,5380,146558,5616,105112,4581,67719,3873,25798,2500,35404,3392,13445,1983,5895,1230,72130,4000,72333,4488,881819,9139,31767,3385,23142,2382,38957,3682,66944,4464,104441,4976,162110,4947,145857,5364,73436,3688,35948,2896,45114,3335,20445,2460,9292,1784,66152,3891,58214,4050,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,301317,5413,10343,1792,7671,1348,14421,1864,20582,2311,31900,3100,39919,3299,50934,3097,29373,2446,21761,2129,22348,2175,8922,1488,4943,1293,17089,2429,21111,2695,162370,3594,7629,1432,6172,1170,10377,1619,14631,1944,19213,2236,21984,2231,25758,2350,13547,1680,8139,1374,9277,1394,4577,1097,2196,798,7591,1529,11279,1475,138947,4116,2714,904,1499,532,4044,965,5951,1062,12687,1722,17935,1913,25176,2240,15826,1746,13622,1495,13071,1920,4345,942,2747,894,9498,1660,9832,2261,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2607603,15159,184946,8206,168178,8526,162156,6907,278535,10500,250333,8277,369656,12203,286303,9092,237176,9958,114619,6415,137498,5760,67286,4399,33607,3567,163863,7711,153447,7281,1475936,8836,143684,7311,134576,7715,110838,6024,181262,8334,135129,5950,191876,8305,128644,6148,111272,5992,49939,4526,63682,4312,31577,3139,15709,2259,87618,4930,90130,5523,1131667,12257,41262,3146,33602,2552,51318,3993,97273,5478,115204,5247,177780,6503,157659,6801,125904,6170,64680,4214,73816,4157,35709,3055,17898,2659,76245,5384,63317,5097,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1183726,11169,56351,3668,43303,2959,72855,4417,108734,4479,141108,5055,188561,8154,182684,6533,92885,4470,40472,3167,43677,3065,23080,2343,10858,1798,87624,5127,91534,4457,637068,7895,38076,3367,30061,2507,46655,3554,70229,3561,85751,4100,98250,5335,80068,3948,44531,3542,14676,1918,19242,2023,10349,1755,4720,1071,44451,3402,50009,3669,546658,7445,18275,2053,13242,1865,26200,2619,38505,2590,55357,3469,90311,4947,102616,4989,48354,2865,25796,2315,24435,2188,12731,1546,6138,1335,43173,3662,41525,3117,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15556756,39755,821375,17138,693295,15830,781496,16256,1430693,22297,1406396,18689,2178139,25599,1787606,22082,1791544,23145,886542,14078,1182251,18271,534967,13272,223910,8832,969446,17423,869096,17179,8768812,26192,615468,13701,526976,13453,549178,13413,991745,17295,832296,15595,1180712,16983,830105,15806,892261,17090,413287,9545,582028,12604,259973,9895,106710,6603,511752,13680,476321,12540,6787944,29064,205907,8890,166319,6330,232318,8177,438948,11756,574100,12594,997427,17740,957501,15022,899283,16750,473255,9987,600223,13446,274994,8676,117200,5218,457694,10107,392775,10554,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2255390,12412,84255,4609,70506,5078,110393,5441,203357,8136,245672,8093,346722,8001,315228,8751,278487,8714,120371,6266,135867,6536,61079,4463,30153,3324,126926,5423,126374,5065,1252175,9745,59113,3922,51518,4492,74899,4662,137213,6188,145001,6534,192069,5924,159986,6105,146275,6126,51181,4287,61803,4332,27331,2690,14519,2056,64393,3833,66874,3923,1003215,9815,25142,2294,18988,2387,35494,2571,66144,4401,100671,4314,154653,5325,155242,5715,132212,5930,69190,4432,74064,4119,33748,3077,15634,2508,62533,3780,59500,3312,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1655510,12064,40866,3968,39669,3839,67906,4005,138115,6518,188836,6960,244522,8358,229083,7223,205818,7198,121213,5135,102565,4975,42378,3276,18883,2435,116209,6241,99447,5179,878036,7607,30672,3084,29873,3058,48263,3285,92017,4986,120251,5769,136283,6142,106404,4522,92114,4843,46713,3192,42945,3212,16126,2323,8825,1557,54529,4209,53021,4145,777474,8644,10194,1840,9796,1846,19643,1845,46098,3776,68585,3965,108239,4503,122679,4830,113704,5384,74500,3916,59620,3857,26252,2168,10058,1659,61680,4148,46426,3484,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,387917,5891,12026,1870,11944,1755,16708,2072,33606,3144,43449,3323,61385,3621,56383,3559,39345,3091,23863,2691,19868,2517,9254,1955,5592,1241,27192,2943,27302,2513,203101,3975,9319,1550,9538,1605,12321,1807,22835,2572,25138,2389,31358,2579,25576,2358,18166,2006,9196,1659,8355,1483,3605,1117,1860,572,11695,1959,14139,1754,184816,4566,2707,996,2406,769,4387,1149,10771,1493,18311,2045,30027,2395,30807,2715,21179,2156,14667,2089,11513,1832,5649,1353,3732,1110,15497,1893,13163,1913,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,272509,4297,7638,1367,9356,1808,8298,1640,17401,2142,16265,2246,33256,2853,33539,2768,46047,3376,36781,3215,27159,2753,7886,1391,2794,843,11005,1799,15084,1928,130973,3014,4495,1117,5515,1393,4591,1171,8645,1618,7423,1421,15592,1995,14103,1736,21159,2429,16157,2037,13593,1668,3348,983,1823,650,6432,1299,8097,1604,141536,3757,3143,924,3841,1088,3707,1093,8756,1607,8842,1624,17664,2122,19436,2457,24888,2468,20624,2341,13566,1809,4538,1165,971,486,4573,1143,6987,1358,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7816743,29826,261942,8666,217895,8820,328720,11513,734761,15262,849876,14718,1239330,16800,980191,17404,930335,17947,470351,11873,545942,13364,230763,10067,95161,6226,458611,12685,472865,12134,4241941,20160,185431,7450,163303,7754,233164,8231,502477,12533,503723,11707,657164,14502,446651,11501,452580,13080,205888,7768,261205,8922,105539,6111,44153,4171,235578,9655,245085,9187,3574802,21093,76511,4510,54592,4259,95556,6179,232284,8221,346153,10283,582166,11558,533540,10785,477755,12191,264463,7971,284737,8920,125224,7066,51008,3920,223033,8472,227780,8300,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
