GEO_ID,B18035_001E,B18035_001M,B18035_002E,B18035_002M,B18035_003E,B18035_003M,B18035_004E,B18035_004M,B18035_005E,B18035_005M,B18035_006E,B18035_006M,B18035_007E,B18035_007M,B18035_008E,B18035_008M,B18035_009E,B18035_009M,B18035_010E,B18035_010M,B18035_011E,B18035_011M,B18035_012E,B18035_012M,B18035_013E,B18035_013M,B18035_014E,B18035_014M,B18035_015E,B18035_015M,B18035_016E,B18035_016M,B18035_017E,B18035_017M,B18035_018E,B18035_018M,B18035_019E,B18035_019M,B18035_020E,B18035_020M,B18035_021E,B18035_021M,B18035_022E,B18035_022M,B18035_023E,B18035_023M,B18035_024E,B18035_024M,B18035_025E,B18035_025M,B18035_026E,B18035_026M,B18035_027E,B18035_027M,B18035_028E,B18035_028M,B18035_029E,B18035_029M,B18035_030E,B18035_030M,B18035_031E,B18035_031M,B18035_032E,B18035_032M,B18035_033E,B18035_033M,B18035_034E,B18035_034M,B18035_035E,B18035_035M,B18035_036E,B18035_036M,B18035_037E,B18035_037M,B18035_038E,B18035_038M,B18035_039E,B18035_039M,B18035_040E,B18035_040M,B18035_041E,B18035_041M,B18035_042E,B18035_042M,B18035_043E,B18035_043M,NAME,B18035_001MA,B18035_001EA,B18035_002EA,B18035_002MA,B18035_003MA,B18035_003EA,B18035_004MA,B18035_004EA,B18035_005MA,B18035_005EA,B18035_006MA,B18035_006EA,B18035_007EA,B18035_007MA,B18035_008MA,B18035_008EA,B18035_009MA,B18035_009EA,B18035_010MA,B18035_010EA,B18035_011MA,B18035_011EA,B18035_012MA,B18035_012EA,B18035_013EA,B18035_013MA,B18035_014MA,B18035_014EA,B18035_015MA,B18035_015EA,B18035_016MA,B18035_016EA,B18035_017MA,B18035_017EA,B18035_018EA,B18035_018MA,B18035_019EA,B18035_019MA,B18035_020MA,B18035_020EA,B18035_021MA,B18035_021EA,B18035_022MA,B18035_022EA,B18035_023MA,B18035_023EA,B18035_024EA,B18035_024MA,B18035_025MA,B18035_025EA,B18035_026MA,B18035_026EA,B18035_027MA,B18035_027EA,B18035_028MA,B18035_028EA,B18035_029EA,B18035_029MA,B18035_030MA,B18035_030EA,B18035_031MA,B18035_031EA,B18035_032MA,B18035_032EA,B18035_033MA,B18035_033EA,B18035_034MA,B18035_034EA,B18035_035EA,B18035_035MA,B18035_036MA,B18035_036EA,B18035_037MA,B18035_037EA,B18035_038MA,B18035_038EA,B18035_039MA,B18035_039EA,B18035_040EA,B18035_040MA,B18035_041MA,B18035_041EA,B18035_042MA,B18035_042EA,B18035_043MA,B18035_043EA,state
0400000US01,3502035,4165,259197,7146,97256,4484,3209,1106,844,568,2365,900,56399,3517,16669,1867,39730,2853,37648,2294,6122,1226,31526,2041,161941,5153,2706,903,565,310,2141,822,74579,3662,26853,2586,47726,3154,84656,3207,17561,2085,67095,3322,3242838,7904,1556419,6461,160059,5317,33296,3254,126763,5008,1191005,6299,122587,6700,1068418,8316,205355,2642,15086,1703,190269,3264,1686419,5464,149492,5369,37697,3398,111795,4938,1280577,5961,201941,6108,1078636,7640,256350,3113,34662,2057,221688,3432,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,490456,1936,19267,1961,7035,1132,530,358,0,235,530,358,4302,973,901,434,3401,892,2203,593,67,88,2136,580,12232,1704,258,212,0,235,258,212,7303,1318,1997,832,5306,1106,4671,817,741,350,3930,730,471189,2849,238545,2220,25420,2030,2280,755,23140,2023,195552,2574,16172,2164,179380,2697,17573,796,448,211,17125,855,232644,2455,24204,1710,3228,834,20976,1888,189812,2383,20158,2439,169654,3352,18628,981,574,287,18054,1010,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4619138,12186,234169,7849,89907,4705,2674,894,811,515,1863,714,45846,3684,11488,1783,34358,3378,41387,2911,4749,1314,36638,2756,144262,6334,3587,1120,886,474,2701,953,59594,3902,18091,2448,41503,3193,81081,4110,9811,1490,71270,3832,4384969,14145,2186252,9264,213367,6369,45258,3653,168109,5831,1666549,7199,170525,8597,1496024,9194,306336,3169,17554,2006,288782,3683,2198717,8138,190931,5829,46941,4148,143990,5861,1660346,5281,220510,8646,1439836,9607,347440,4421,29834,2743,317606,4329,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2125581,3947,158678,6153,63454,3741,1041,475,157,135,884,472,38369,3160,11498,1410,26871,2592,24044,1828,2343,642,21701,1786,95224,4337,1198,511,268,252,930,436,42927,3336,14981,2166,27946,2449,51099,2775,10701,1338,40398,2386,1966903,7744,955359,6020,92442,3963,18245,2468,74197,3646,729544,5623,83443,4958,646101,6201,133373,2157,9050,1083,124323,2283,1011544,5452,85198,3960,23709,2694,61489,3214,765266,4827,123195,5746,642071,7196,161080,3055,23315,2064,137765,3509,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27301585,10839,1397304,19125,525783,11100,22772,2334,5746,1217,17026,2128,270071,8992,72229,4514,197842,7723,232940,7565,25436,2186,207504,7155,871521,13848,17588,2364,3400,1041,14188,2107,341965,10304,92644,5149,249321,8556,511968,9690,66698,4054,445270,9208,25904281,20479,12899240,14104,1304402,11673,228394,9270,1076008,13392,10187974,12869,945942,21622,9242032,22018,1406864,8274,88363,5281,1318501,8708,13005041,15616,1236040,11535,255708,9104,980332,12583,10112674,13045,1240414,23226,8872260,25867,1656327,10031,139073,5683,1517254,11516,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3613380,4295,145353,6266,57704,3984,3107,944,407,373,2700,854,32872,3402,10509,1879,22363,2630,21725,1694,3484,899,18241,1572,87649,4807,1798,637,597,409,1201,446,37642,3223,10573,1519,27069,2697,48209,3146,7303,1223,40906,2637,3468027,7842,1734813,5410,149735,5236,25570,3499,124165,4725,1403981,6234,121973,5723,1282008,7982,181097,2203,8622,1282,172475,2369,1733214,5942,142943,4696,31701,3013,111242,4365,1380223,5314,151818,6940,1228405,7240,210048,3127,19090,1828,190958,3204,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2681461,3385,127353,4940,45960,3041,1117,502,197,258,920,443,22461,1897,5541,1184,16920,1830,22382,1987,2410,771,19972,1770,81393,4027,743,518,141,235,602,454,29773,2848,9702,1617,20071,1976,50877,2986,4689,973,46188,2701,2554108,5671,1236997,4411,109206,3558,11797,1743,97409,3572,964370,3354,51542,3950,912828,5346,163421,2158,7464,1185,155957,2273,1317111,4529,99154,3082,11006,1776,88148,3146,1011009,3983,84541,4734,926468,5565,206948,2957,12551,1469,194397,3212,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,648525,1628,34162,3154,13710,1795,49,84,0,261,49,84,7846,1552,2394,921,5452,1156,5815,848,394,302,5421,862,20452,2299,349,331,229,286,120,142,8772,1315,2265,829,6507,1145,11331,1590,1128,440,10203,1509,614363,3639,295973,2506,27924,1784,4146,1271,23778,2045,226281,2388,15498,2496,210783,3302,41768,1015,1671,696,40097,1048,318390,2709,25067,1962,4794,1373,20273,1603,242213,2129,26177,2588,216036,3135,51110,1674,4414,1060,46696,1727,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,449340,1357,21601,2046,8022,1220,392,305,192,243,200,194,4863,1017,2060,678,2803,959,2767,663,572,348,2195,593,13579,1624,132,157,132,157,0,292,4744,897,1926,513,2818,745,8703,1470,1966,651,6737,1392,427739,2816,195592,2564,13462,1380,3994,952,9468,1370,159051,2477,20583,2548,138468,2828,23079,825,2138,588,20941,944,232147,2926,14690,1758,5328,1400,9362,1443,183752,1932,30242,2990,153510,3448,33705,1579,5682,1061,28023,1615,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14170318,8522,826972,14506,307102,8438,10301,1912,2287,935,8014,1662,150365,6593,43257,3284,107108,4822,146436,5761,21983,2458,124453,5332,519870,11013,6933,1362,2314,882,4619,1050,193716,7594,61919,4448,131797,5875,319221,7652,53183,4433,266038,7659,13343346,17226,6507229,12103,553807,8967,88429,5402,465378,9355,4808507,12031,407375,11653,4401132,14705,1144915,6050,78835,3969,1066080,7221,6836117,12726,521618,8715,109220,6470,412398,8633,4973312,9236,598525,13951,4374787,17574,1341187,7870,143259,6739,1197928,9263,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6917440,6249,364924,9375,136287,6187,5343,1242,1413,577,3930,1094,82887,5592,25098,3058,57789,4333,48057,3445,7765,1384,40292,3127,228637,7263,3484,877,1349,617,2135,735,99990,5586,31720,2539,68270,4938,125163,4273,29387,2391,95776,3657,6552516,10800,3175142,7754,314787,7809,64475,4778,250312,7756,2547825,8725,231418,9680,2316407,11339,312530,4042,23742,2729,288788,4436,3377374,9770,308600,7755,71034,4912,237566,7373,2683078,9115,363099,9573,2319979,12940,385696,4918,48915,3180,336781,5353,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
