GEO_ID,C02003_001E,C02003_001M,C02003_002E,C02003_002M,C02003_003E,C02003_003M,C02003_004E,C02003_004M,C02003_005E,C02003_005M,C02003_006E,C02003_006M,C02003_007E,C02003_007M,C02003_008E,C02003_008M,C02003_009E,C02003_009M,C02003_010E,C02003_010M,C02003_011E,C02003_011M,C02003_012E,C02003_012M,C02003_013E,C02003_013M,C02003_014E,C02003_014M,C02003_015E,C02003_015M,C02003_016E,C02003_016M,C02003_017E,C02003_017M,C02003_018E,C02003_018M,C02003_019E,C02003_019M,NAME,C02003_001MA,C02003_001EA,C02003_002EA,C02003_002MA,C02003_003EA,C02003_003MA,C02003_004MA,C02003_004EA,C02003_005MA,C02003_005EA,C02003_006MA,C02003_006EA,C02003_007MA,C02003_007EA,C02003_008EA,C02003_008MA,C02003_009EA,C02003_009MA,C02003_010MA,C02003_010EA,C02003_011MA,C02003_011EA,C02003_012MA,C02003_012EA,C02003_013MA,C02003_013EA,C02003_014EA,C02003_014MA,C02003_015MA,C02003_015EA,C02003_016MA,C02003_016EA,C02003_017MA,C02003_017EA,C02003_018MA,C02003_018EA,C02003_019EA,C02003_019MA,state
0400000US01,4599030,0,4551987,4036,3237958,4503,1209321,4826,20592,2441,45882,3284,3244,1920,34990,4307,47043,4036,3992,1303,43051,3699,44312,3833,9606,1669,20403,1973,6093,1676,1850,765,6360,1732,2387,708,344,437,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,670053,0,615544,4888,460170,2621,21476,2347,88026,2936,30151,1962,3753,753,11968,2391,54509,4888,2976,1217,51533,4733,51241,4609,7057,2052,30977,3300,6374,1599,691,452,6142,1724,3268,1307,0,235,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6166318,0,6016047,10832,4741310,21386,207837,5456,277732,6563,144858,3149,10960,1605,633350,18921,150271,10832,51759,5185,98512,8244,141243,10738,20826,3475,34140,4565,23962,3359,3361,1195,58954,5793,8752,1736,276,300,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2810872,0,2767168,4292,2208224,5887,437680,4670,22787,2426,28168,2264,2045,440,68264,5663,43704,4292,5452,1384,38252,3873,42055,4068,11801,2691,18371,2498,4138,1499,1559,921,6186,1411,1023,604,626,584,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36457549,0,35246104,26548,21810156,62036,2260648,14374,265963,10150,4483252,16220,129483,4369,6296602,59882,1211445,26548,401601,15925,809844,20684,1132628,25589,132538,8447,204541,9043,277271,10557,33479,4978,484799,18499,72167,6155,6650,2154,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4753377,0,4628300,7048,3934971,14748,177902,4693,41161,3427,133079,3599,3745,557,337442,13603,125077,7048,33146,4162,91931,6389,116329,6957,24037,3786,31810,3364,20893,2466,2516,920,37073,4380,7805,2168,943,633,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3504809,0,3441621,5676,2800344,9041,332711,4745,7319,1417,117054,2323,1005,570,183188,9941,63188,5676,18836,3351,44352,4183,58820,5477,16315,3089,9475,1282,8724,1680,3576,1384,20730,3462,4309,1698,59,100,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,853476,0,841186,2043,615638,3832,176845,1971,2581,650,24413,1224,154,182,21555,3839,12290,2043,1531,636,10759,1914,11341,1937,4926,1335,1570,634,1904,825,1078,771,1863,688,784,429,165,174,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581530,0,572560,2349,200395,3340,322105,2958,1903,430,19827,454,203,206,28127,3566,8970,2349,1662,808,7308,2213,7872,2067,3283,1517,518,302,640,422,1323,811,2108,856,1098,1236,0,292,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18089889,0,17773002,13354,13767248,25188,2778549,13414,54150,4931,393427,4935,9125,2086,770503,24337,316887,13353,102476,8878,214411,10549,302104,12677,75359,6941,52834,4710,43638,4127,11006,2987,119267,9314,14396,2773,387,356,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9363941,0,9246046,9171,5816513,13245,2794300,9565,19771,2971,254899,4190,4229,1977,356334,13864,117895,9171,24963,4874,92932,7454,111068,8455,33489,4280,21416,2410,17948,2951,7165,1978,31050,5348,6257,1849,570,530,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
