GEO_ID,B17019_001E,B17019_001M,B17019_002E,B17019_002M,B17019_003E,B17019_003M,B17019_004E,B17019_004M,B17019_005E,B17019_005M,B17019_006E,B17019_006M,B17019_007E,B17019_007M,B17019_008E,B17019_008M,B17019_009E,B17019_009M,B17019_010E,B17019_010M,B17019_011E,B17019_011M,B17019_012E,B17019_012M,B17019_013E,B17019_013M,B17019_014E,B17019_014M,B17019_015E,B17019_015M,B17019_016E,B17019_016M,B17019_017E,B17019_017M,B17019_018E,B17019_018M,B17019_019E,B17019_019M,B17019_020E,B17019_020M,B17019_021E,B17019_021M,B17019_022E,B17019_022M,B17019_023E,B17019_023M,NAME,B17019_001EA,B17019_001MA,B17019_002EA,B17019_002MA,B17019_003EA,B17019_003MA,B17019_004MA,B17019_004EA,B17019_005MA,B17019_005EA,B17019_006EA,B17019_006MA,B17019_007EA,B17019_007MA,B17019_008EA,B17019_008MA,B17019_009MA,B17019_009EA,B17019_010MA,B17019_010EA,B17019_011MA,B17019_011EA,B17019_012EA,B17019_012MA,B17019_013EA,B17019_013MA,B17019_014EA,B17019_014MA,B17019_015MA,B17019_015EA,B17019_016MA,B17019_016EA,B17019_017EA,B17019_017MA,B17019_018EA,B17019_018MA,B17019_019EA,B17019_019MA,B17019_020MA,B17019_020EA,B17019_021MA,B17019_021EA,B17019_022MA,B17019_022EA,B17019_023EA,B17019_023MA,state
0400000US01,1222858,13632,153968,6153,47888,3128,31857,2425,16031,2112,106080,5137,12032,2086,5727,1504,6305,1520,94048,4885,30732,2843,63316,4046,1068890,11900,840721,11014,739809,10457,100912,5913,228169,7381,62735,4137,42215,3343,20520,2561,165434,5957,105645,4558,59789,3882,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,2192,529,2117,852,8583,1667,1581,520,856,465,725,246,7002,1605,2690,887,4312,1140,145047,3941,113020,3529,87359,2878,25661,2290,32027,2440,10967,1304,6984,1091,3983,818,21060,2155,11787,1421,9273,1564,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,35232,2950,30643,3241,82504,4471,13633,1977,5402,997,8231,1702,68871,4418,19329,2075,49542,4127,1327890,11552,1038933,11051,869255,11703,169678,7566,288957,7380,101444,4667,60107,4411,41337,3437,187513,6137,113295,4943,74218,4192,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,19670,2144,15389,1999,63935,4413,9348,1651,4620,1064,4728,1336,54587,4208,12676,1923,41911,3922,659201,9520,532170,8393,449280,7959,82890,4478,127031,5447,39473,3476,23525,2500,15948,2248,87558,4328,51944,3553,35614,2942,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,117050,5451,236957,8021,454715,11295,81530,5386,19810,2389,61720,4411,373185,9741,68389,4178,304796,8556,7495071,27100,5697694,26800,4275976,22556,1421718,20753,1797377,19504,616902,13764,310524,9608,306378,9706,1180475,13628,600695,11025,579780,10537,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,18385,1971,21968,2773,60499,4498,10096,1962,2770,892,7326,1799,50403,3914,12682,1848,37721,3336,1095371,10184,893795,11607,763402,9581,130393,5902,201576,6652,70333,4269,43963,3181,26370,3249,131243,5243,83058,4133,48185,3292,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,6263,1054,8585,1502,37530,2746,4106,938,1216,532,2890,807,33424,2619,4675,1099,28749,2243,841970,8324,665808,7636,578422,7073,87386,4426,176162,5527,49082,3648,30585,2924,18497,2380,127080,5207,74960,3596,52120,3591,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,2891,767,1464,771,11899,2094,1737,894,731,520,1006,729,10162,1883,2492,839,7670,1558,197311,4638,152854,4240,136659,3631,16195,2352,44457,3088,13472,1884,8097,1212,5375,1468,30985,2492,19870,1922,11115,1749,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,589,354,2594,974,14507,1841,1066,499,364,338,702,362,13441,1743,1513,640,11928,1626,91069,3784,52688,3527,37938,2711,14750,2439,38381,2511,8335,1429,4928,1087,3407,1031,30046,2249,15428,1709,14618,1390,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,90142,5508,68427,4979,258537,9427,40871,3866,17042,2500,23829,3140,217666,8310,65157,4660,152509,7308,4215868,21877,3293558,19523,2785398,18696,508160,12550,922310,15734,278739,8719,160597,7171,118142,5792,643571,12902,397266,10318,246305,8466,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,254447,8999,77579,5080,41781,3192,35798,3760,176868,7016,24868,2993,8557,1830,16311,2536,152000,6255,39448,3128,112552,5857,2042247,16550,1561800,17647,1331771,16457,230029,8888,480447,11130,140115,5580,81200,5067,58915,4411,340332,8360,201262,6723,139070,6199,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,21376,2564,8593,1588,3435,932,5158,1056,12783,1967,1588,644,326,227,1262,544,11195,1834,1510,599,9685,1810,279726,5264,214132,4338,151274,3840,62858,3110,65594,3376,22678,2130,13916,1453,8762,1542,42916,2891,25631,1929,17285,2274,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
