GEO_ID,B25015_001E,B25015_001M,B25015_002E,B25015_002M,B25015_003E,B25015_003M,B25015_004E,B25015_004M,B25015_005E,B25015_005M,B25015_006E,B25015_006M,B25015_007E,B25015_007M,B25015_008E,B25015_008M,B25015_009E,B25015_009M,B25015_010E,B25015_010M,B25015_011E,B25015_011M,B25015_012E,B25015_012M,B25015_013E,B25015_013M,B25015_014E,B25015_014M,B25015_015E,B25015_015M,B25015_016E,B25015_016M,B25015_017E,B25015_017M,B25015_018E,B25015_018M,B25015_019E,B25015_019M,B25015_020E,B25015_020M,B25015_021E,B25015_021M,B25015_022E,B25015_022M,B25015_023E,B25015_023M,B25015_024E,B25015_024M,B25015_025E,B25015_025M,B25015_026E,B25015_026M,B25015_027E,B25015_027M,NAME,B25015_001EA,B25015_001MA,B25015_002EA,B25015_002MA,B25015_003EA,B25015_003MA,B25015_004MA,B25015_004EA,B25015_005EA,B25015_005MA,B25015_006MA,B25015_006EA,B25015_007EA,B25015_007MA,B25015_008EA,B25015_008MA,B25015_009MA,B25015_009EA,B25015_010EA,B25015_010MA,B25015_011EA,B25015_011MA,B25015_012EA,B25015_012MA,B25015_013EA,B25015_013MA,B25015_014EA,B25015_014MA,B25015_015EA,B25015_015MA,B25015_016EA,B25015_016MA,B25015_017MA,B25015_017EA,B25015_018EA,B25015_018MA,B25015_019EA,B25015_019MA,B25015_020EA,B25015_020MA,B25015_021MA,B25015_021EA,B25015_022MA,B25015_022EA,B25015_023EA,B25015_023MA,B25015_024EA,B25015_024MA,B25015_025EA,B25015_025MA,B25015_026EA,B25015_026MA,B25015_027MA,B25015_027EA,state
0400000US01,1796058,10547,1289272,11970,161910,5828,157347,5809,4205,1358,358,350,798363,8300,788997,8140,8388,1363,978,448,328999,4828,328062,4772,827,440,110,126,506786,9952,206981,6852,199048,6754,7043,1432,890,407,235521,6779,229215,6735,4917,1031,1389,620,64284,3712,63609,3633,418,393,257,210,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,148249,3302,17834,1900,15988,1876,1172,474,674,335,109767,3040,103720,3024,4050,760,1997,448,20648,1135,20164,1155,257,141,227,119,81629,2772,34612,2201,30918,2195,2426,734,1268,526,42549,2481,38689,2510,1976,705,1884,748,4468,858,4265,874,120,142,83,120,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,1523041,12956,219533,7226,207712,6663,9529,1644,2292,753,906368,10056,876864,9170,23282,2357,6222,1334,397140,4955,394429,4858,1567,575,1144,584,701951,12863,297619,9112,264537,8824,25003,2755,8079,1612,322903,9382,297847,9457,17405,2057,7651,1488,81429,4757,80510,4713,491,333,428,457,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,753412,8763,98691,4701,94920,4560,3354,891,417,377,450582,6438,443589,6425,5599,1093,1394,581,204139,4118,203279,4037,789,544,71,106,350016,7559,143885,5560,136190,5420,6514,1549,1181,547,162194,5490,156435,5474,4878,1295,881,466,43937,2817,43861,2801,0,257,76,126,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,7102197,26399,757651,11654,705255,11173,41251,3252,11145,1724,4676284,24408,4453459,25105,176888,5700,45937,3741,1668262,11616,1652784,11405,11932,1787,3546,917,5049030,24989,1822127,15388,1539134,15979,191278,7115,91715,5468,2655369,21889,2295592,19456,243481,9223,116296,5627,571534,9159,556907,9335,8121,1467,6506,1177,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,1269421,10162,188904,6163,184287,6455,3766,995,851,625,842978,8664,832748,8956,8200,1436,2030,769,237539,4553,237055,4555,429,270,55,92,577567,10807,260508,6836,245650,6363,11103,2013,3755,1024,258887,8110,249127,7912,7876,1431,1884,704,58172,3644,58014,3671,62,104,96,152,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,921382,7687,95154,4264,93051,4129,2103,807,0,269,615755,6584,612627,6596,2662,641,466,347,210473,3494,210109,3514,318,232,46,78,404061,6979,132011,5982,124216,5575,6412,1444,1383,826,202371,6577,195117,6330,6042,1250,1212,642,69679,3237,69234,3205,369,355,76,123,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,238194,3604,30872,1982,29873,1931,857,545,142,217,147731,3062,146706,3129,1007,506,18,36,59591,1655,59511,1665,80,96,0,261,81916,3849,33279,2739,32516,2751,672,558,91,156,38681,2734,37259,2685,819,550,603,433,9956,1246,9956,1246,0,261,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,114586,3453,14902,1552,14839,1551,63,104,0,292,68830,3155,68154,3143,570,345,106,164,30854,1953,30764,1925,90,110,0,292,135870,4564,52127,2815,48707,2755,2271,864,1149,522,64855,3361,62113,3299,1680,693,1062,612,18888,1876,18750,1891,0,292,138,130,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,4994101,23446,538738,9161,524051,9036,12775,2052,1912,642,2910848,18002,2861508,18607,40539,3660,8801,1638,1544515,10662,1539542,10402,4112,987,861,345,2111941,22368,795631,15630,741895,15276,41819,4016,11917,1945,1020754,14956,968875,14738,41112,3430,10767,1696,295556,7453,292343,7322,2310,952,903,450,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3376763,13781,2285179,17167,324247,8238,318358,8188,5342,1392,547,313,1509706,12167,1492857,11903,14136,2150,2713,919,451226,6128,449845,6264,1222,522,159,143,1091584,16605,461414,10960,439565,10853,18169,2731,3680,1046,531222,11987,514308,11985,14143,2097,2771,982,98948,4805,98227,4795,548,342,173,163,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,432632,4384,257599,4950,21992,2364,19725,2274,1750,755,517,324,157346,4511,145863,4259,7907,1285,3576,825,78261,2145,74630,2267,2409,759,1222,518,175033,4748,58327,3278,50920,3167,4942,1295,2465,844,94919,4343,81143,3997,9179,1537,4597,1157,21787,1669,21051,1675,357,249,379,225,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,548555,3560,390982,4444,62839,2758,60725,2688,1870,665,244,177,239800,3664,235894,3776,3426,693,480,263,88343,2227,88018,2261,262,176,63,82,157573,4661,77760,3627,73271,3546,3821,1168,668,387,63836,3530,60269,3481,2507,869,1060,546,15977,1795,15807,1765,0,253,170,169,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4724252,12168,3301367,17286,455216,8952,443800,8538,9787,1799,1629,609,2092326,11683,2059359,12141,28266,2752,4701,950,753825,8003,751776,7936,1673,587,376,243,1422885,14359,558957,10080,526427,9810,23819,2640,8711,1828,674181,10782,641080,10740,25716,2890,7385,1527,189747,6721,188321,6660,430,281,996,646,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
