GEO_ID,B08008_001E,B08008_001M,B08008_002E,B08008_002M,B08008_003E,B08008_003M,B08008_004E,B08008_004M,B08008_005E,B08008_005M,B08008_006E,B08008_006M,B08008_007E,B08008_007M,B08008_008E,B08008_008M,B08008_009E,B08008_009M,B08008_010E,B08008_010M,B08008_011E,B08008_011M,B08008_012E,B08008_012M,B08008_013E,B08008_013M,B08008_014E,B08008_014M,B08008_015E,B08008_015M,NAME,B08008_001EA,B08008_001MA,B08008_002EA,B08008_002MA,B08008_003EA,B08008_003MA,B08008_004EA,B08008_004MA,B08008_005EA,B08008_005MA,B08008_006EA,B08008_006MA,B08008_007EA,B08008_007MA,B08008_008EA,B08008_008MA,B08008_009EA,B08008_009MA,B08008_010EA,B08008_010MA,B08008_011EA,B08008_011MA,B08008_012MA,B08008_012EA,B08008_013EA,B08008_013MA,B08008_014EA,B08008_014MA,B08008_015MA,B08008_015EA,state
0400000US20,1377119,10473,1116574,11143,605601,10766,510973,9923,260545,7616,743530,6292,597208,6563,297987,6611,299221,6482,146322,4584,633589,7108,519366,7202,307614,6970,211752,5781,114223,4157,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1837225,14466,1069069,12969,571695,11402,497374,10073,768156,14670,989417,9706,560321,7991,286808,7554,273513,6445,429096,9686,847808,9705,508748,8141,284887,7564,223861,6349,339060,7872,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1807758,14260,1115633,13915,499312,11331,616321,12525,692125,11804,961343,9227,576264,8624,235486,7013,340778,8625,385079,7571,846415,10616,539369,9347,263826,7796,275543,7800,307046,7499,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,649045,7014,301117,7942,130834,6771,170283,6062,347928,6870,343359,3835,156621,4489,64207,3694,92414,4191,186738,4017,305686,5074,144496,5024,66627,4319,77869,3284,161190,4271,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2813342,14943,2215357,17553,457382,9956,1757975,15586,597985,13050,1452753,9174,1133321,10251,207962,7106,925359,10146,319432,7040,1360589,10053,1082036,11254,249420,6709,832616,10387,278553,8682,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3173416,16831,2210365,18834,767239,13036,1443126,17196,963051,11446,1641491,11393,1138391,12055,372782,9245,765609,11183,503100,7024,1531925,10520,1071974,11187,394457,8432,677517,9855,459951,7434,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4433325,21661,2685600,21835,813437,14210,1872163,18013,1747725,13586,2345924,13935,1399048,14011,382606,10061,1016442,13548,946876,9574,2087401,13645,1286552,13274,430831,8189,855721,11825,800849,7516,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2670719,12142,2138885,14435,754540,12146,1384345,13631,531834,9833,1408562,8309,1119283,9431,365962,8370,753321,8107,289279,5632,1262157,9178,1019602,9196,388578,7728,631024,8948,242555,5333,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178470,11227,632793,11762,293672,9034,339121,9020,545677,11224,623849,8088,321135,7517,140220,6217,180915,5979,302714,6813,554621,7585,311658,7259,153452,5784,158206,5581,242963,6895,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2741377,16240,1887056,17711,758856,11697,1128200,15948,854321,13245,1445741,10615,980559,11161,363384,7667,617175,9857,465182,8295,1295636,10966,906497,11407,395472,7290,511025,10793,389139,7933,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,459766,4871,296726,6233,195516,5310,101210,4900,163040,5598,244193,3661,157107,4338,96969,4003,60138,3344,87086,3415,215573,3679,139619,3939,98547,3492,41072,2623,75954,3660,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,910351,7807,685649,9296,453326,8065,232323,5620,224702,6364,487821,4717,362616,5823,224603,5540,138013,4048,125205,4049,422530,5416,323033,5378,228723,4543,94310,3377,99497,3265,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1201744,10817,1115210,11240,428831,11685,686379,11062,86534,5876,675406,6497,624968,6884,226872,8170,398096,7641,50438,3914,526338,7798,490242,7607,201959,7030,288283,7703,36096,3087,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,685446,6779,313080,7953,130920,5600,182160,7418,372366,7424,366257,5060,166623,5193,62644,3876,103979,4930,199634,5561,319189,3960,146457,4448,68276,3854,78181,4041,172732,3748,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4129054,16773,2862809,17812,590840,12588,2271969,19139,1266245,13183,2212468,11104,1529530,12184,295979,9956,1233551,13231,682938,8069,1916586,12858,1333279,12474,294861,8076,1038418,11041,583307,9340,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,857733,9504,673980,9503,443718,9726,230262,7674,183753,6981,461830,6495,359941,6589,220735,6989,139206,5893,101889,4803,395903,5566,314039,5736,222983,5253,91056,4103,81864,3582,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8740300,30056,6958910,28300,4115417,26982,2843493,22581,1781390,15692,4611716,19785,3663780,17708,2117666,18311,1546114,13988,947936,9229,4128584,21525,3295130,20852,1997751,18507,1297379,15770,833454,10327,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4103837,17846,2314468,21175,1172912,16325,1141556,19954,1789369,19671,2204158,11838,1236053,14154,591971,10433,644082,13849,968105,12639,1899679,12440,1078415,13078,580941,10313,497474,10644,821264,10792,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,332363,4778,253932,4467,172757,4338,81175,3376,78431,3296,176714,2816,132474,2719,83451,2761,49023,2617,44240,1903,155649,3263,121458,3014,89306,2836,32152,2120,34191,1861,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5325529,19981,3640281,22138,1289024,15914,2351257,19843,1685248,20395,2796439,12571,1877187,13943,620331,11509,1256856,13147,919252,12310,2529090,14363,1763094,13023,668693,9337,1094401,13167,765996,12868,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1598736,10187,1255090,12650,725350,10111,529740,9164,343646,9026,864331,7042,671035,7185,361644,5969,309391,6579,193296,5760,734405,8308,584055,8869,363706,7442,220349,6068,150350,4753,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1741953,12854,1346653,14346,651495,12663,695158,11974,395300,10556,948072,8233,727562,9626,327536,8060,400026,8268,220510,7093,793881,8236,619091,8778,323959,8752,295132,7297,174790,5473,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5720060,19344,3125182,21724,1051178,14268,2074004,22199,2594878,20091,3024883,14190,1604534,14542,496316,9622,1108218,13597,1420349,13200,2695177,15351,1520648,13387,554862,8982,965786,12995,1174529,12861,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,514823,6292,354590,7043,113881,5841,240709,6412,160233,6567,269471,3771,184344,4316,53839,3779,130505,4229,85127,3819,245352,5455,170246,5268,60042,3996,110204,4938,75106,4123,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1938132,12761,871332,14500,295384,9947,575948,11353,1066800,15893,1019409,9834,452504,8573,143848,6307,308656,6915,566905,10057,918723,9868,418828,8987,151536,5882,267292,7168,499895,10189,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,398229,4674,287048,5545,201437,5279,85611,3995,111181,3827,213384,3419,150633,3608,99146,3502,51487,2825,62751,2372,184845,3308,136415,3538,102291,3268,34124,2359,48430,2298,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2698377,17005,1622389,15330,933191,14804,689198,14393,1075988,13344,1455071,13313,860814,11352,469937,10337,390877,9706,594257,8450,1243306,11185,761575,10129,463254,10342,298321,8255,481731,9604,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10514531,26681,8340473,35010,4549934,30961,3790539,29234,2174058,25097,5898950,20180,4659740,26953,2411902,23951,2247838,22619,1239210,17796,4615581,20109,3680733,21901,2138032,20426,1542701,14279,934848,13291,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1190466,10651,1128839,11685,358254,9623,770585,10152,61627,3928,677179,6659,640164,7093,182798,6553,457366,7183,37015,2699,513287,7503,488675,7806,175456,5589,313219,6483,24612,2117,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,323071,4685,107105,4751,48527,3747,58578,3611,215966,5487,169973,2943,54905,3002,24326,2352,30579,2534,115068,3275,153098,3474,52200,2573,24201,2169,27999,2043,100898,3204,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3787653,18265,2265882,17835,800765,12767,1465117,16520,1521771,15878,2023673,11822,1196839,10511,396813,8076,800026,10770,826834,11242,1763980,13471,1069043,11746,403952,8214,665091,10557,694937,9809,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3030099,16197,2422514,18557,900967,15101,1521547,17530,607585,12996,1654588,10051,1321132,11535,449016,9634,872116,11580,333456,7526,1375511,11745,1101382,12315,451951,9916,649431,11215,274129,8014,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,739968,10071,318811,8820,124182,5300,194629,7516,421157,10003,404634,6153,168821,5729,59302,3579,109519,4984,235813,6617,335334,6707,149990,5365,64880,3562,85110,4164,185344,5270,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2821147,13556,1970388,15135,825329,11381,1145059,12254,850759,12131,1483052,8688,1021633,9844,389761,7830,631872,9506,461419,7047,1338095,9133,948755,9670,435568,8143,513187,8223,389340,6739,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,268323,4045,212664,4619,131851,4249,80813,4260,55659,3312,146399,2532,114897,2700,61302,3068,53595,3043,31502,2043,121924,2806,97767,3007,70549,3100,27218,2264,24157,1993,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1163103,14766,690165,12325,320530,7591,369635,9775,472938,12458,639051,9154,366420,7342,158484,5373,207936,7102,272631,7648,524052,8961,323745,7169,162046,5143,161699,6062,200307,6637,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
