GEO_ID,B10060_001E,B10060_001M,B10060_002E,B10060_002M,B10060_003E,B10060_003M,B10060_004E,B10060_004M,B10060_005E,B10060_005M,B10060_006E,B10060_006M,B10060_007E,B10060_007M,B10060_008E,B10060_008M,B10060_009E,B10060_009M,B10060_010E,B10060_010M,B10060_011E,B10060_011M,B10060_012E,B10060_012M,B10060_013E,B10060_013M,B10060_014E,B10060_014M,B10060_015E,B10060_015M,B10060_016E,B10060_016M,NAME,B10060_001EA,B10060_001MA,B10060_002EA,B10060_002MA,B10060_003MA,B10060_003EA,B10060_004MA,B10060_004EA,B10060_005EA,B10060_005MA,B10060_006MA,B10060_006EA,B10060_007EA,B10060_007MA,B10060_008EA,B10060_008MA,B10060_009MA,B10060_009EA,B10060_010MA,B10060_010EA,B10060_011MA,B10060_011EA,B10060_012MA,B10060_012EA,B10060_013EA,B10060_013MA,B10060_014EA,B10060_014MA,B10060_015MA,B10060_015EA,B10060_016EA,B10060_016MA,state
0400000US13,204504,9368,161589,7605,72440,4400,49590,4134,22850,2548,89149,5662,15634,2845,7723,1531,6218,1527,1505,571,7911,2134,27281,3465,15154,2857,11439,2259,3715,1241,12127,2079,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,50303,4383,44107,4250,10517,2128,5714,1462,4803,1202,33590,3642,6196,1367,2213,796,1216,601,997,519,3983,1094,0,267,0,267,0,267,0,267,0,267,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19860,2265,17394,2122,8662,1447,5765,1319,2897,753,8732,1704,724,484,345,331,291,322,54,96,379,335,1742,660,785,406,595,355,190,171,957,441,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,246490,10462,190662,8879,74337,5249,50114,4571,24223,2626,116325,6679,51322,4469,23212,2539,16132,2060,7080,1299,28110,3589,4506,998,2162,649,1619,584,543,322,2344,702,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,103220,5990,88114,5500,41989,3825,29952,3133,12037,1932,46125,3824,7701,1755,4688,1404,3706,1137,982,552,3013,938,7405,1730,3876,1278,3301,1193,575,333,3529,1091,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29517,2996,25879,2930,11793,1909,7682,1493,4111,1032,14086,2070,1944,761,1281,607,1072,545,209,220,663,370,1694,733,1362,686,962,576,400,318,332,252,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37430,3102,32138,3038,16455,1844,12388,1609,4067,1003,15683,2260,2100,952,571,389,526,382,45,74,1529,825,3192,1030,1974,874,1725,845,249,191,1218,605,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,81726,5750,64723,4458,35325,3483,25403,2720,9922,1905,29398,2762,3896,1257,2244,870,2075,884,169,146,1652,729,13107,2357,7735,1895,6773,1661,962,478,5372,1291,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113099,6475,89159,5507,43884,4148,29515,3532,14369,1841,45275,3508,8053,1833,3722,1199,3335,1113,387,263,4331,1584,15887,1964,10623,1711,7878,1391,2745,1083,5264,1268,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13489,1749,10931,1563,4033,899,2926,711,1107,451,6898,1163,1077,491,621,355,277,210,344,268,456,304,1481,723,653,505,570,489,83,101,828,531,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,122802,6164,107982,5666,37384,3633,23711,2760,13673,1989,70598,4789,12284,2339,5353,1524,4052,1246,1301,708,6931,1672,2536,905,1491,755,1364,711,127,141,1045,596,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,99447,5959,69971,5558,19093,2642,13305,2096,5788,1327,50878,4614,29010,3058,9575,1791,7045,1711,2530,778,19435,2644,466,342,278,299,152,263,126,145,188,169,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,157397,6787,136985,6238,54549,3749,36634,2948,17915,2315,82436,4659,11858,2075,6005,1458,4709,1408,1296,571,5853,1434,8554,1801,4444,1089,3301,972,1143,377,4110,1093,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54315,3871,46777,3629,18346,2459,13201,2139,5145,1072,28431,2628,4405,1152,2079,684,1799,635,280,278,2326,1025,3133,1091,977,383,768,369,209,155,2156,1008,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,84593,5916,62241,4969,37144,3818,23214,2778,13930,2335,25097,3007,4149,1070,2974,1010,2465,964,509,285,1175,506,18203,2390,11082,1867,8928,1671,2154,896,7121,1474,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96285,5553,82773,4872,37565,3675,26410,3060,11155,1477,45208,3958,6702,1443,3353,993,3180,1005,173,121,3349,1119,6810,1512,2709,800,1831,652,878,430,4101,1150,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12697,1753,10523,1557,5149,953,4116,974,1033,413,5374,1201,851,549,396,326,320,295,76,102,455,439,1323,471,354,247,293,222,61,72,969,406,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19365,1980,17134,1861,7553,1226,5910,1044,1643,534,9581,1530,831,382,420,261,373,241,47,78,411,282,1400,672,487,252,312,180,175,187,913,607,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,50948,3716,40774,3447,14277,2367,9074,1819,5203,1412,26497,3337,6569,1620,3414,1089,2544,956,870,556,3155,1157,3605,1296,2189,1033,1438,830,751,503,1416,602,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17418,2449,14071,2291,3528,1242,3104,1195,424,265,10543,1940,2753,1179,1480,755,1092,728,388,419,1273,629,594,398,381,340,355,336,26,42,213,222,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,192683,7720,145087,6605,36970,3498,20727,2485,16243,2448,108117,5874,46462,4245,16553,2243,11612,2139,4941,1213,29909,3335,1134,508,336,264,90,105,246,219,798,440,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,43505,4232,31976,3582,15614,2403,10141,2017,5473,1235,16362,2325,1918,894,710,598,414,345,296,310,1208,674,9611,2122,5730,1575,4262,1449,1468,627,3881,1132,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,404280,11436,212708,9271,56287,4126,34200,3274,22087,2414,156421,8372,186754,7563,63164,5459,39274,4198,23890,3173,123590,6637,4818,1081,2134,715,1593,628,541,259,2684,684,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,177220,8393,131296,7561,62035,4719,44101,4081,17934,2518,69261,5729,12136,2015,4933,1170,3782,993,1151,589,7203,1613,33788,3889,18180,2829,13834,2507,4346,1048,15608,2668,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5107,1259,3643,781,1457,494,1051,413,406,207,2186,636,219,155,165,129,89,105,76,80,54,93,1245,1078,1127,1065,1106,1067,21,37,118,116,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,189595,7181,163886,7188,77193,4879,52830,3901,24363,2446,86693,4524,16324,2087,9061,1399,6382,1235,2679,720,7263,1529,9385,1913,4914,1356,3415,1140,1499,644,4471,1050,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,75586,4357,62688,4029,35676,3051,21282,2570,14394,1653,27012,2844,3535,1166,1522,597,1151,553,371,294,2013,984,9363,2003,5831,1468,3757,1013,2074,863,3532,1024,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,55096,4035,41978,3676,17278,2686,11360,2194,5918,1264,24700,2642,6149,1632,2470,1023,1619,828,851,500,3679,1242,6969,1460,4061,1121,2718,1008,1343,611,2908,878,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,194771,8179,174237,7375,67719,4694,46324,4032,21395,2304,106518,4803,13653,2245,4892,1156,3133,957,1759,630,8761,1895,6881,1177,3743,930,3137,922,606,274,3138,846,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20850,2579,14858,2300,3740,1161,2521,1091,1219,526,11118,2066,5992,1543,2376,859,1906,703,470,463,3616,1260,0,281,0,281,0,281,0,281,0,281,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,107666,6742,72447,5386,38846,4177,22833,3294,16013,2580,33601,3579,5879,1795,4130,1461,3478,1406,652,429,1749,860,29340,3952,16606,2960,12640,2581,3966,1131,12734,1899,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8224,1419,6400,1266,3584,922,2422,697,1162,566,2816,810,574,341,442,323,249,207,193,222,132,145,1250,519,720,409,456,351,264,175,530,339,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,126231,6462,102535,6059,53892,5019,37851,4070,16041,1954,48643,4067,8345,1959,3366,1012,2889,992,477,282,4979,1699,15351,2201,8993,1766,7018,1522,1975,709,6358,1613,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,632960,14552,521810,13271,227351,8897,155841,7754,71510,5273,294459,10622,52563,4876,26204,3358,20479,2825,5725,1509,26359,3051,58587,4950,28335,2888,20901,2650,7434,1627,30252,3627,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,44387,3536,40260,3591,13877,2032,9246,1684,4631,1184,26383,3108,3245,1252,1093,836,369,391,724,775,2152,971,882,473,682,430,461,412,221,164,200,243,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7505,1335,5953,1223,1603,508,908,383,695,329,4350,1063,1256,695,420,401,182,165,238,281,836,554,296,158,195,117,151,113,44,53,101,98,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,143160,5428,119404,4858,44761,3241,29234,2574,15527,1861,74643,3437,13239,2614,7224,1695,5525,1403,1699,799,6015,1860,10517,1888,5241,1301,3611,1060,1630,648,5276,1574,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,106155,6362,82885,5669,33758,3745,23051,2977,10707,2022,49127,4062,12539,2350,4532,1215,3618,1046,914,509,8007,2002,10731,2236,4869,1343,3583,1141,1286,520,5862,1776,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33977,3018,26975,2676,16858,2509,11063,1949,5795,1338,10117,1762,963,460,680,392,509,347,171,166,283,267,6039,1486,3291,1122,2098,942,1193,529,2748,1009,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,58197,3746,46592,3679,18563,2385,14248,2103,4315,1012,28029,2636,9197,1679,5149,1399,4231,1233,918,437,4048,1105,2408,766,805,370,729,365,76,58,1603,701,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6989,1595,5880,1530,3126,987,2341,879,785,407,2754,972,84,155,0,259,0,259,0,259,84,155,1025,548,840,506,407,319,433,349,185,196,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,120475,4619,109467,4339,52959,3342,31704,2641,21255,2260,56508,3190,10965,2110,6212,1471,4925,1275,1287,560,4753,1217,43,74,0,275,0,275,0,275,43,74,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
