GEO_ID,C19037H_001E,C19037H_001M,C19037H_002E,C19037H_002M,C19037H_003E,C19037H_003M,C19037H_004E,C19037H_004M,C19037H_005E,C19037H_005M,C19037H_006E,C19037H_006M,C19037H_007E,C19037H_007M,C19037H_008E,C19037H_008M,C19037H_009E,C19037H_009M,C19037H_010E,C19037H_010M,C19037H_011E,C19037H_011M,C19037H_012E,C19037H_012M,C19037H_013E,C19037H_013M,C19037H_014E,C19037H_014M,C19037H_015E,C19037H_015M,C19037H_016E,C19037H_016M,C19037H_017E,C19037H_017M,C19037H_018E,C19037H_018M,C19037H_019E,C19037H_019M,C19037H_020E,C19037H_020M,C19037H_021E,C19037H_021M,C19037H_022E,C19037H_022M,C19037H_023E,C19037H_023M,C19037H_024E,C19037H_024M,C19037H_025E,C19037H_025M,C19037H_026E,C19037H_026M,C19037H_027E,C19037H_027M,C19037H_028E,C19037H_028M,C19037H_029E,C19037H_029M,C19037H_030E,C19037H_030M,C19037H_031E,C19037H_031M,C19037H_032E,C19037H_032M,C19037H_033E,C19037H_033M,C19037H_034E,C19037H_034M,C19037H_035E,C19037H_035M,C19037H_036E,C19037H_036M,C19037H_037E,C19037H_037M,C19037H_038E,C19037H_038M,C19037H_039E,C19037H_039M,C19037H_040E,C19037H_040M,C19037H_041E,C19037H_041M,C19037H_042E,C19037H_042M,C19037H_043E,C19037H_043M,C19037H_044E,C19037H_044M,C19037H_045E,C19037H_045M,NAME,C19037H_001MA,C19037H_001EA,C19037H_002MA,C19037H_002EA,C19037H_003EA,C19037H_003MA,C19037H_004EA,C19037H_004MA,C19037H_005EA,C19037H_005MA,C19037H_006MA,C19037H_006EA,C19037H_007MA,C19037H_007EA,C19037H_008EA,C19037H_008MA,C19037H_009EA,C19037H_009MA,C19037H_010EA,C19037H_010MA,C19037H_011MA,C19037H_011EA,C19037H_012MA,C19037H_012EA,C19037H_013EA,C19037H_013MA,C19037H_014EA,C19037H_014MA,C19037H_015EA,C19037H_015MA,C19037H_016EA,C19037H_016MA,C19037H_017MA,C19037H_017EA,C19037H_018MA,C19037H_018EA,C19037H_019EA,C19037H_019MA,C19037H_020EA,C19037H_020MA,C19037H_021EA,C19037H_021MA,C19037H_022MA,C19037H_022EA,C19037H_023MA,C19037H_023EA,C19037H_024EA,C19037H_024MA,C19037H_025EA,C19037H_025MA,C19037H_026EA,C19037H_026MA,C19037H_027EA,C19037H_027MA,C19037H_028MA,C19037H_028EA,C19037H_029MA,C19037H_029EA,C19037H_030EA,C19037H_030MA,C19037H_031EA,C19037H_031MA,C19037H_032EA,C19037H_032MA,C19037H_033MA,C19037H_033EA,C19037H_034MA,C19037H_034EA,C19037H_035EA,C19037H_035MA,C19037H_036EA,C19037H_036MA,C19037H_037EA,C19037H_037MA,C19037H_038EA,C19037H_038MA,C19037H_039EA,C19037H_039MA,C19037H_040MA,C19037H_040EA,C19037H_041MA,C19037H_041EA,C19037H_042MA,C19037H_042EA,C19037H_043EA,C19037H_043MA,C19037H_044EA,C19037H_044MA,C19037H_045MA,C19037H_045EA,state
0400000US01,1283808,7429,58554,3691,15392,1789,6351,1278,11314,1847,8867,1552,7673,1340,6931,1509,1459,674,527,270,40,67,0,265,415032,5900,25726,3038,14625,1660,36819,2791,47237,3240,71038,4842,96331,4689,60297,3445,43721,3046,9624,1494,9614,1484,497438,4138,34959,2960,22066,1842,48075,2867,49322,3113,67753,3466,105665,3950,67265,3519,62877,3109,19745,1779,19711,2149,312784,3374,35654,2632,41455,2574,64041,3363,46178,2913,46978,2594,40168,2405,16272,1724,12849,1537,4604,820,4585,951,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167708,2613,8023,1058,314,257,545,371,1322,576,1635,516,1950,577,1273,486,330,222,654,460,0,235,0,235,64397,2236,1740,719,1576,730,3621,961,5623,1114,10272,1553,15560,1710,11832,1622,9619,1343,3509,861,1045,498,76894,2032,3356,786,3275,747,3596,836,4171,799,8198,1135,15064,1586,13347,1607,15207,1416,5850,810,4830,891,18394,1022,455,227,1816,508,2303,552,2830,673,2816,651,3414,596,1678,482,1652,512,947,430,483,270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1549441,8182,63924,4127,10143,1497,4882,1267,9901,1864,10267,1707,12151,1776,11193,1722,3246,899,1614,627,279,252,248,206,486020,6743,19398,2863,11940,2027,34852,3473,41700,3565,80348,5037,114006,5547,74566,3609,71026,3735,21768,2650,16416,2084,590212,5536,33210,3659,20357,2204,42409,3283,46712,3516,79596,3555,118993,4817,89367,4044,92178,4373,34015,2418,33375,2365,409285,4262,28699,2988,39554,3028,72843,3707,66568,3316,71253,3182,61243,3195,29125,2014,24316,1777,8034,1348,7650,1222,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,869750,6267,44453,3088,9377,2094,3615,1186,8481,1802,7605,1482,8504,1513,4944,1117,1581,645,191,219,98,110,57,93,281038,4617,18723,1964,12665,1967,28827,2722,36819,3048,53074,3211,63054,3850,35247,2478,22266,2011,5681,1115,4682,868,326498,3583,22926,2277,19234,2069,39426,3088,37561,3137,52646,3018,66055,3248,37801,3049,32401,2469,9089,1406,9359,1301,217761,3248,25516,2081,28380,2116,50082,2569,33273,2460,31609,2025,26742,1898,11744,1594,6692,1052,1807,513,1916,528,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6519439,17320,241117,8036,35590,3145,18290,2533,37318,3359,34582,2856,42079,3296,41505,3470,17575,2098,11326,1973,1651,675,1201,563,2032028,13771,71520,4821,50798,3969,106097,5840,130657,6473,233792,7517,412527,8584,328925,8739,400304,8472,147570,5357,149838,6124,2662336,11370,112644,5410,82425,4255,159040,5234,155921,5559,269070,7520,468810,7998,391777,8390,515576,9248,233772,6355,273301,7438,1583958,9743,105029,5187,154094,6217,254955,6698,211729,5427,240302,6998,248375,6240,137956,4846,123444,4475,49318,2415,58756,3348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1425888,6325,70709,3532,12630,1543,5402,1050,13696,1824,12809,2227,12267,1735,9589,1365,2687,933,1205,641,56,91,368,430,519562,5961,20866,2255,13050,2256,35196,3242,44604,3519,77875,4460,116047,4555,86723,4770,81746,3607,23737,2253,19718,1967,580974,4752,26135,2131,17034,2259,34664,2015,45777,3066,74339,3991,113992,4540,87575,4411,101978,3626,39215,2676,40265,2453,254643,3552,20749,1819,25478,2208,46288,2759,35493,2547,40296,2682,40262,2306,21265,1985,14627,1572,4898,887,5287,822,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1039033,6478,24477,2671,2835,814,909,408,2788,963,3463,950,5062,1048,6223,1567,2293,766,817,568,87,101,0,269,325637,4833,7792,1502,4522,1158,12255,1825,21673,2221,38013,3188,71158,3333,58695,3220,65513,3509,21818,2039,24198,2191,440095,4086,15206,1960,9362,1633,17494,1969,24879,2125,41135,2584,80448,3694,74559,3566,90095,3661,39598,3091,47319,2720,248824,3376,14273,1449,26253,1839,43932,2927,34358,2259,37821,2426,36389,2384,22342,1651,17983,1613,6144,829,9329,1100,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235773,3099,7997,1334,976,394,716,413,864,379,986,441,1660,721,1631,679,886,487,261,338,0,261,17,28,75886,2197,2577,1089,1386,505,4533,1172,5271,1362,10691,1674,19069,2363,13850,1641,13129,1792,2752,700,2628,743,92903,1923,3155,807,2231,631,5709,1211,8312,1373,12658,1640,18959,1549,14560,1416,16718,1666,5875,926,4726,915,58987,1315,4068,1169,5197,999,11946,1382,9058,861,10940,1229,8079,1087,4100,659,3732,798,766,302,1101,384,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,93518,2123,7358,1004,2020,824,214,189,802,495,718,480,1504,668,694,406,535,262,698,405,55,96,118,180,44977,1732,1466,670,375,266,1335,476,1134,555,4531,976,10004,1336,6967,1352,7963,1130,4943,1029,6259,1170,26792,1034,1176,583,243,248,851,550,822,429,1347,494,2978,743,3542,994,5791,1159,2805,671,7237,982,14391,779,650,380,124,150,1077,532,1386,511,1396,474,1851,523,1507,554,2496,645,1280,467,2624,674,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4812539,17291,179967,6507,28016,2631,13605,2126,34916,3194,29213,3211,32062,3256,28490,3261,7945,1602,4870,1197,415,345,435,377,1349252,10848,51125,4470,36216,3164,90126,5362,136524,6940,229723,8052,333613,8255,203439,7991,175630,6893,45863,3747,46993,3138,1779420,9738,103055,5066,59300,3937,137653,5603,165986,5747,251135,7851,360818,8933,246570,7762,261822,8048,88655,4709,104426,4045,1503900,9018,117800,5524,153941,5955,287601,6423,226839,6962,238124,6495,228940,6345,100914,4223,85249,3983,26982,2075,37510,2464,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
