GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001MA,C25074_001EA,C25074_002EA,C25074_002MA,C25074_003EA,C25074_003MA,C25074_004EA,C25074_004MA,C25074_005EA,C25074_005MA,C25074_006MA,C25074_006EA,C25074_007EA,C25074_007MA,C25074_008EA,C25074_008MA,C25074_009EA,C25074_009MA,C25074_010EA,C25074_010MA,C25074_011MA,C25074_011EA,C25074_012MA,C25074_012EA,C25074_013EA,C25074_013MA,C25074_014EA,C25074_014MA,C25074_015EA,C25074_015MA,C25074_016EA,C25074_016MA,C25074_017MA,C25074_017EA,C25074_018EA,C25074_018MA,C25074_019EA,C25074_019MA,C25074_020EA,C25074_020MA,C25074_021EA,C25074_021MA,C25074_022MA,C25074_022EA,C25074_023MA,C25074_023EA,C25074_024EA,C25074_024MA,C25074_025EA,C25074_025MA,state
0400000US01,506786,9952,120365,5724,9699,1514,82915,4472,27751,2793,114881,5169,21272,2163,77656,4890,15953,2183,118204,5323,64654,4018,39631,2805,13919,1563,67194,4582,53519,3885,6589,1527,7086,973,55203,4257,47409,4076,826,395,6968,1384,30939,3147,27636,3072,358,379,2945,797,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,81629,2772,5784,1042,19,30,3682,918,2083,609,12451,1828,1541,590,9983,1643,927,318,16576,1984,3498,856,11039,1869,2039,544,16096,1919,9632,1706,3964,1078,2500,781,15705,1703,11579,1492,1992,841,2134,652,15017,1746,13145,1695,198,267,1674,463,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,701951,12863,92328,6052,6763,1423,68262,4997,17303,2357,117551,6460,11512,2106,96996,6285,9043,1610,177296,8913,57660,4869,109009,6486,10627,1790,124080,6636,86831,5225,31638,3143,5611,1357,112467,6001,98686,5683,9750,2044,4031,1032,78229,4608,74417,4690,1372,638,2440,868,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350016,7559,75835,4658,5395,1019,54743,4190,15697,1939,81597,5559,14161,1763,57983,4819,9453,1404,85702,3908,45062,2914,30044,3097,10596,1447,50557,3589,40944,3306,4318,1061,5295,1296,37367,3163,31784,2964,985,661,4598,939,18958,2278,17201,2305,0,257,1757,641,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5049030,24989,513335,11365,19674,2334,390652,11376,103009,5134,816852,15211,81728,4831,703639,13865,31485,3057,1048095,15866,180966,7115,828709,15480,38420,2880,815974,15289,377715,10042,413381,11222,24878,2501,893536,15741,640779,12382,226763,7930,25994,2682,961238,16533,878525,15445,55018,4222,27695,2813,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,577567,10807,85289,4560,8133,1408,60671,3930,16485,2094,101515,4964,12634,2028,84526,4423,4355,1005,148041,6600,50533,3855,90594,5119,6914,1445,98838,5873,68874,5184,26187,2666,3777,925,86743,5338,74750,4829,8720,1889,3273,888,57141,4050,52700,4030,1498,584,2943,902,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,404061,6979,56511,3641,6293,1116,43341,3241,6877,1346,66629,4060,13144,1727,50667,3444,2818,766,84384,4578,19797,2095,61012,4428,3575,963,65332,3999,38642,3359,24992,2451,1698,610,68192,4059,55608,4020,10187,1823,2397,896,63013,3636,58422,3799,2075,713,2516,697,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,81916,3849,12565,1818,1182,525,9240,1608,2143,542,13103,2000,2432,640,9909,1616,762,444,15839,2040,3621,869,11726,1946,492,253,15705,2476,9020,1907,5812,1439,873,428,13421,1940,12062,1868,819,422,540,310,11283,1759,10930,1759,135,175,218,171,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,135870,4564,27484,3034,3581,961,19243,2560,4660,1310,16820,2594,3726,955,12983,2134,111,129,23960,2384,7785,1480,15671,2124,504,314,19854,2028,11496,1648,7894,1479,464,351,22368,2264,17824,2020,3971,879,573,585,25384,2477,22931,2420,1787,673,666,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2111941,22368,293592,8891,18786,2133,206385,8056,68421,4656,376024,9915,27985,2738,325093,9078,22946,2224,525556,11954,118414,5943,382693,11414,24449,2888,362505,10723,216075,8213,129687,7417,16743,2092,323206,9553,264454,9385,45834,3550,12918,2052,231058,9043,212864,8598,7679,1493,10515,1686,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1091584,16605,186274,6802,13665,1999,134099,6089,38510,3122,207235,8160,27439,2971,162426,7443,17370,2032,264677,9101,90500,5557,158406,6646,15771,2134,182825,8342,138610,6724,34743,3422,9472,1483,152625,8176,137226,7345,7056,1605,8343,1438,97948,6185,91670,5725,950,509,5328,1003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,175033,4748,20316,2510,2184,708,12222,1851,5910,1396,18948,2414,2392,828,15081,2234,1475,582,32231,2812,5943,1205,23147,2346,3141,1011,28393,2905,10619,1469,14789,2277,2985,868,37200,3181,21954,2486,11801,2060,3445,928,37945,2862,31794,2790,2887,825,3264,765,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,157573,4661,22178,2430,1194,478,17088,1971,3896,1008,33106,2423,6401,1314,23584,1947,3121,716,45573,3476,24138,2629,17043,2279,4392,1013,25156,2088,21145,1938,2498,789,1513,527,21218,2428,18902,2321,824,480,1492,501,10342,1866,9568,1811,0,253,774,623,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1422885,14359,245943,7632,22953,2099,177738,7199,45252,3792,269912,8464,39677,3073,217405,8213,12830,1714,310658,8740,109053,5501,188874,7553,12731,1680,221052,9084,160429,7829,52722,3930,7901,1321,216410,8038,191313,7730,15162,2063,9935,1453,158910,6050,149017,5943,2728,854,7165,1082,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,678946,11714,128114,5870,10581,1710,97478,5097,20055,2132,144160,6567,22617,2257,113379,5777,8164,1461,174859,6588,84890,4595,80320,4526,9649,1537,106209,5630,92347,5407,8620,1654,5242,1182,84017,4740,76757,4693,2086,714,5174,1029,41587,3744,38116,3558,176,195,3295,855,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,322796,6591,56782,3625,6211,1128,42664,3257,7907,1422,72476,3909,15510,1814,52998,3415,3968,663,83157,4324,48288,3320,28924,2581,5945,995,54051,3603,44752,3100,4503,1129,4796,867,36875,2610,31860,2372,1091,561,3924,809,19455,1791,17137,1827,55,91,2263,591,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,327266,6238,53673,3264,4788,1148,41343,3102,7542,1426,67199,3243,13142,1570,50230,2899,3827,851,84587,3826,44509,2863,34050,2226,6028,1070,55993,3681,44921,3314,6324,1539,4748,930,40740,3023,36411,2867,1322,580,3007,780,25074,2585,22110,2467,381,236,2583,847,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,484830,8729,112809,6239,14299,1851,76453,5309,22057,2535,108126,4930,22141,2569,75552,4468,10433,1460,108578,5737,61477,4368,36597,3359,10504,1640,73491,4870,61405,4748,3725,1148,8361,1509,52908,3535,45923,3302,1308,617,5677,1425,28918,2985,24631,2892,114,133,4173,1232,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,493311,9057,115284,6040,7063,1225,83335,5071,24886,2460,106163,5397,14373,1842,73635,4501,18155,2287,111666,5596,51824,3295,44235,3793,15607,2411,64720,4637,49048,3949,6683,1617,8989,1562,58677,4126,49435,3994,1697,689,7545,1456,36801,2937,31508,2731,214,187,5079,1038,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,149171,5616,26193,1855,5835,933,16986,1634,3372,797,38136,3199,9152,1465,25378,2594,3606,791,35290,2922,16408,2116,16068,1823,2814,758,22602,2369,17466,2173,3344,823,1792,710,18450,1788,16060,1753,1205,416,1185,520,8500,1550,7971,1530,0,223,529,246,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
