GEO_ID,B06008_001E,B06008_001M,B06008_002E,B06008_002M,B06008_003E,B06008_003M,B06008_004E,B06008_004M,B06008_005E,B06008_005M,B06008_006E,B06008_006M,B06008_007E,B06008_007M,B06008_008E,B06008_008M,B06008_009E,B06008_009M,B06008_010E,B06008_010M,B06008_011E,B06008_011M,B06008_012E,B06008_012M,B06008_013E,B06008_013M,B06008_014E,B06008_014M,B06008_015E,B06008_015M,B06008_016E,B06008_016M,B06008_017E,B06008_017M,B06008_018E,B06008_018M,B06008_019E,B06008_019M,B06008_020E,B06008_020M,B06008_021E,B06008_021M,B06008_022E,B06008_022M,B06008_023E,B06008_023M,B06008_024E,B06008_024M,B06008_025E,B06008_025M,B06008_026E,B06008_026M,B06008_027E,B06008_027M,B06008_028E,B06008_028M,B06008_029E,B06008_029M,B06008_030E,B06008_030M,NAME,B06008_001MA,B06008_001EA,B06008_002MA,B06008_002EA,B06008_003EA,B06008_003MA,B06008_004EA,B06008_004MA,B06008_005MA,B06008_005EA,B06008_006MA,B06008_006EA,B06008_007MA,B06008_007EA,B06008_008EA,B06008_008MA,B06008_009EA,B06008_009MA,B06008_010MA,B06008_010EA,B06008_011MA,B06008_011EA,B06008_012MA,B06008_012EA,B06008_013MA,B06008_013EA,B06008_014EA,B06008_014MA,B06008_015EA,B06008_015MA,B06008_016MA,B06008_016EA,B06008_017MA,B06008_017EA,B06008_018MA,B06008_018EA,B06008_019EA,B06008_019MA,B06008_020EA,B06008_020MA,B06008_021MA,B06008_021EA,B06008_022MA,B06008_022EA,B06008_023MA,B06008_023EA,B06008_024EA,B06008_024MA,B06008_025EA,B06008_025MA,B06008_026EA,B06008_026MA,B06008_027MA,B06008_027EA,B06008_028MA,B06008_028EA,B06008_029MA,B06008_029EA,B06008_030EA,B06008_030MA,state
0400000US01,3682816,2732,988715,14550,1883086,22282,443297,11086,95558,5406,272160,6823,2499402,14819,701021,12535,1215034,17458,305494,9098,67027,4052,210826,5369,1034072,14241,243937,8935,581180,13157,128214,6633,24058,2696,56683,3353,29275,3154,9817,1723,14003,1807,4206,1157,864,477,385,231,120067,4918,33940,3379,72869,3953,5383,1332,3609,1404,4266,975,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524378,1179,171898,4835,266023,6488,57851,4033,8277,1506,20329,1919,152367,5145,85516,3924,48344,2944,11893,1584,1814,542,4800,795,318122,5668,74128,4643,184775,5542,40784,3114,5674,1297,12761,1670,9769,2004,3723,1279,4879,1197,948,420,86,103,133,122,44120,3441,8531,1645,28025,2421,4226,1050,703,440,2635,744,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4806252,1626,1441518,15766,2421756,22317,568659,12285,96570,5277,277749,7906,1200803,20435,589885,13651,428393,12920,121744,6785,24079,2943,36702,2904,2688234,16457,592972,13660,1468705,19025,381983,9747,40553,3694,204021,6458,60892,4392,22407,2983,25303,2394,9907,2113,1297,709,1978,758,856323,16878,236254,11377,499355,13034,55025,4004,30641,3496,35048,3397,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2237108,2323,538460,10263,1200636,16393,277865,8707,53052,3567,167095,5876,1281770,12362,335000,8325,655486,11093,156833,6504,29528,2879,104923,4182,840076,11465,170276,7380,477193,8999,114098,5712,20599,2155,57910,3397,14745,2306,4999,1286,7371,1495,2050,939,228,272,97,102,100517,3836,28185,3043,60586,3742,4884,1190,2697,983,4165,1079,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28569779,3305,9732918,34879,13843433,50055,2733959,22950,709120,15276,1550349,19318,12118172,49673,5738897,36738,4575129,38357,1180246,19587,251962,8922,371938,9613,6666070,35739,1521690,23093,3377566,27491,935496,14838,145789,6608,685529,11948,345262,10765,108724,5720,172253,7773,40223,3478,9391,1797,14671,2281,9440275,45336,2363607,29474,5718485,36268,577994,15386,301978,9767,478211,11549,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3778016,2360,1096726,14912,1997304,23105,434334,11001,67812,4595,181840,5374,1270410,17828,496026,11791,555696,12155,144688,6512,20903,2727,53097,2771,2006749,17091,476413,11624,1133547,16278,253396,7940,32238,2718,111155,4742,54840,4295,19083,2814,28291,2581,5031,1100,1089,622,1346,524,446017,11029,105204,6733,279770,9353,31219,3619,13582,2108,16242,2394,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2839111,909,879704,10375,1459339,14436,273664,8829,44462,3254,181942,5555,1423350,13879,540450,11497,640979,12684,138294,6386,18244,2420,85383,3672,891518,12301,209776,7326,510265,9991,92126,4517,13166,1835,66185,3535,98640,4471,31941,3269,42800,3553,13875,1958,4795,1158,5229,1143,425603,12426,97537,6941,265295,9667,29369,3273,8257,1452,25145,2386,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,685569,860,214894,6071,334769,9161,74843,4073,16713,2523,44350,2350,277101,7334,110976,4663,113981,5180,29978,2340,6517,1650,15649,1665,332623,7353,84296,5093,175997,6974,39576,3357,7406,1371,25348,1971,10795,1558,3919,969,4657,1149,1450,673,185,229,584,479,65050,4416,15703,3024,40134,3219,3839,1226,2605,1226,2769,894,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,486138,487,262607,6399,131025,6928,43612,3177,16392,2280,32502,2254,160346,5000,98734,4418,27052,3188,16314,2009,7895,1580,10351,1644,249082,5190,128438,4642,73483,4887,21664,2095,5996,1143,19501,1687,7128,1611,3003,942,2788,1175,825,459,157,148,355,337,69582,3915,32432,3063,27702,3300,4809,1091,2344,899,2295,816,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14789121,3369,4040890,28510,7504140,37126,1778170,23302,355551,10776,1110370,15876,3583501,30476,1706676,22884,1265742,18885,381894,11782,89500,6349,139689,6385,7502293,29147,1473660,22406,4156010,28525,998408,16773,136867,6592,737348,12261,460020,13231,122587,7640,234887,9796,58420,4176,18594,2754,25532,2970,3243307,27546,737967,16801,1847501,22982,339448,10547,110590,5996,207801,7531,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
