GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,C08524_043E,C08524_043M,C08524_044E,C08524_044M,C08524_045E,C08524_045M,C08524_046E,C08524_046M,C08524_047E,C08524_047M,C08524_048E,C08524_048M,NAME,C08524_001EA,C08524_001MA,C08524_002EA,C08524_002MA,C08524_003MA,C08524_003EA,C08524_004EA,C08524_004MA,C08524_005EA,C08524_005MA,C08524_006EA,C08524_006MA,C08524_007EA,C08524_007MA,C08524_008EA,C08524_008MA,C08524_009MA,C08524_009EA,C08524_010EA,C08524_010MA,C08524_011EA,C08524_011MA,C08524_012EA,C08524_012MA,C08524_013EA,C08524_013MA,C08524_014MA,C08524_014EA,C08524_015EA,C08524_015MA,C08524_016EA,C08524_016MA,C08524_017EA,C08524_017MA,C08524_018EA,C08524_018MA,C08524_019EA,C08524_019MA,C08524_020MA,C08524_020EA,C08524_021EA,C08524_021MA,C08524_022EA,C08524_022MA,C08524_023EA,C08524_023MA,C08524_024EA,C08524_024MA,C08524_025MA,C08524_025EA,C08524_026EA,C08524_026MA,C08524_027EA,C08524_027MA,C08524_028EA,C08524_028MA,C08524_029EA,C08524_029MA,C08524_030EA,C08524_030MA,C08524_031MA,C08524_031EA,C08524_032EA,C08524_032MA,C08524_033EA,C08524_033MA,C08524_034EA,C08524_034MA,C08524_035EA,C08524_035MA,C08524_036MA,C08524_036EA,C08524_037MA,C08524_037EA,C08524_038MA,C08524_038EA,C08524_039EA,C08524_039MA,C08524_040EA,C08524_040MA,C08524_041EA,C08524_041MA,C08524_042MA,C08524_042EA,C08524_043MA,C08524_043EA,C08524_044EA,C08524_044MA,C08524_045EA,C08524_045MA,C08524_046EA,C08524_046MA,C08524_047MA,C08524_047EA,C08524_048MA,C08524_048EA,state
0400000US01,1928379,13688,597238,11772,289791,9659,488093,10388,12721,1621,219771,7800,317412,9119,3353,858,1616147,13464,518992,11344,230826,7915,424252,9887,8243,1425,165906,6320,265044,8013,2884,728,213281,7763,47940,3307,38566,3903,39507,3317,2877,1047,44564,3764,39607,3281,220,199,8928,1399,1343,585,3193,1038,1638,742,0,265,585,497,2169,633,0,265,41099,3685,10402,1688,11493,1934,6697,1277,806,423,4160,1099,7292,1758,249,217,48924,3402,18561,1857,5713,1006,15999,2273,795,615,4556,1151,3300,979,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,322541,5905,110022,4361,53748,3325,76054,4577,5032,1026,37975,2818,35216,2836,4494,973,215678,5187,79279,4099,32093,2810,54684,4000,1482,511,23843,2643,21240,2127,3057,833,40654,3632,11668,1627,7663,1660,10291,1660,774,416,5978,1241,3486,735,794,416,3709,1167,905,426,328,253,926,484,0,265,820,674,651,504,79,132,46446,2341,11344,1190,10292,1315,7715,1198,2559,818,5831,1121,8422,1203,283,180,16054,1764,6826,1027,3372,1002,2438,722,217,183,1503,680,1417,708,281,390,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2707593,15533,877494,14912,461910,13142,741003,14817,13095,3046,335675,10299,271323,9193,7093,1805,2023952,17977,696192,12951,322723,11617,575412,13119,5345,1214,221386,9229,198922,8083,3972,910,374532,12818,85113,5164,70355,5278,80680,4751,5074,2130,88515,7304,44238,4852,557,443,55974,4177,9509,1522,16026,2278,17776,2557,502,357,4569,1213,7226,1553,366,402,129200,6586,30524,3151,33700,3799,30210,3769,1673,1161,15901,2757,15369,2669,1823,939,123935,6389,56156,3889,19106,2675,36925,3210,501,530,5304,1140,5568,1278,375,314,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1228961,10799,346379,9756,192341,6485,310179,7660,17161,2260,129099,5613,231504,6869,2298,673,987535,11256,287091,8361,148628,5919,257319,6748,11717,1642,96145,4888,184819,6366,1816,630,158605,6650,37056,2724,27037,3262,31588,3271,2661,885,26087,2677,33899,2690,277,221,5136,1120,1145,584,1795,762,915,445,172,177,275,238,834,365,0,265,37719,3261,6742,1229,9320,1390,6933,1741,1363,747,3351,957,9805,1439,205,161,39966,3313,14345,2074,5561,1302,13424,1495,1248,441,3241,1076,2147,872,0,265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16337246,39536,5643129,29318,2711965,28086,4224588,35063,210476,9505,1573843,24391,1903726,25086,69519,4281,11926851,45574,4326647,27885,1777939,22091,3222827,31019,86707,5890,1105999,21643,1369943,20331,36789,3594,2033750,25872,512860,12347,372899,12549,433919,11636,96149,7731,315865,9944,294579,9164,7479,1605,810854,16913,227861,8930,209732,9234,205304,9014,3511,1234,46696,4131,116495,7196,1255,642,786745,14859,227397,8255,195793,9980,176086,7440,19298,2844,62813,5073,94122,6478,11236,1326,779046,16629,348364,9754,155602,7352,186452,7723,4811,1233,42470,3528,28587,2940,12760,1446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2384763,12996,872697,12044,380501,12128,611930,11913,13065,1881,262700,9322,227595,7738,16275,1733,1793338,12923,661845,10363,268549,9309,483016,10134,6991,1391,189453,7180,175809,6255,7675,1437,254863,9686,71778,4642,45948,4154,50173,4146,2603,1007,54004,4783,28880,2948,1477,774,74891,4711,24022,2053,18495,3375,20225,2454,0,265,4651,1532,7442,1800,56,89,124541,5379,43580,3704,29340,3329,24386,2689,1392,748,8064,1895,10801,1737,6978,338,137130,5709,71472,3934,18169,2639,34130,3040,2079,837,6528,1577,4663,921,89,109,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1697791,11729,643333,11014,281151,8498,442822,8980,2682,702,143612,6122,181058,8633,3133,777,1368272,11664,539703,9984,206095,6737,362269,8206,1329,547,113898,5462,143264,7425,1714,578,146441,6993,40188,3049,30793,3126,32851,3274,746,483,20124,2982,21686,2327,53,87,50571,4012,12838,1817,15216,2293,14529,2188,111,130,2021,878,5856,1463,0,265,73032,4842,20667,2422,20119,2781,17796,2400,215,169,5140,1321,8155,1903,940,419,59475,3119,29937,2238,8928,1552,15377,1752,281,216,2429,801,2097,626,426,146,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,410043,7121,149885,5963,64246,3896,112217,4950,1334,550,41605,3204,39486,4039,1270,622,334700,7462,125970,5401,49311,3864,91795,4421,758,373,33764,2835,32243,3629,859,411,38649,3177,12441,1839,6705,1349,10018,1916,117,115,5641,1182,3610,885,117,192,9019,1675,2279,836,2466,998,2546,828,74,123,425,397,1229,628,0,265,17277,2260,4045,940,4352,1325,4798,973,385,291,1282,697,2205,1038,210,346,10398,1446,5150,1027,1412,452,3060,811,0,265,493,332,199,161,84,148,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,720382,12903,430257,10039,95167,5406,129411,6415,897,609,31336,3727,28053,3013,5261,1295,312973,8753,184896,6301,40813,4015,50696,3759,17,28,17004,2413,17153,2357,2394,710,79600,5866,44298,3876,7788,1630,14984,2131,0,265,8132,1990,3607,1290,791,370,264602,8208,162327,6042,38526,3558,52662,3876,136,162,4906,1254,5089,1109,956,411,51709,3665,31771,2947,6749,1482,9513,1703,410,371,816,473,1974,800,476,312,11498,1692,6965,1154,1291,559,1556,575,334,320,478,427,230,236,644,485,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8111142,28173,2532856,28164,1446888,23519,2312923,22707,59824,6701,971499,18933,757601,16488,29551,2231,6439684,30077,2110744,25798,1096007,20040,1895053,22369,27553,3667,695363,14566,597614,15077,17350,2036,884381,19678,196700,8462,173698,8167,206866,7543,21324,4324,195605,9345,87624,6215,2564,726,158485,8950,21689,2545,55452,5081,42767,4008,3372,1659,14528,2899,19935,3166,742,495,302294,11525,59869,3489,85873,6139,67103,5275,6421,1553,40983,5349,37574,4346,4471,899,326298,11200,143854,7488,35858,3390,101134,6069,1154,779,25020,3195,14854,2316,4424,863,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
