GEO_ID,C08128_001E,C08128_001M,C08128_002E,C08128_002M,C08128_003E,C08128_003M,C08128_004E,C08128_004M,C08128_005E,C08128_005M,C08128_006E,C08128_006M,C08128_007E,C08128_007M,C08128_008E,C08128_008M,C08128_009E,C08128_009M,C08128_010E,C08128_010M,C08128_011E,C08128_011M,C08128_012E,C08128_012M,C08128_013E,C08128_013M,C08128_014E,C08128_014M,C08128_015E,C08128_015M,C08128_016E,C08128_016M,C08128_017E,C08128_017M,C08128_018E,C08128_018M,C08128_019E,C08128_019M,C08128_020E,C08128_020M,C08128_021E,C08128_021M,C08128_022E,C08128_022M,C08128_023E,C08128_023M,C08128_024E,C08128_024M,C08128_025E,C08128_025M,C08128_026E,C08128_026M,C08128_027E,C08128_027M,C08128_028E,C08128_028M,C08128_029E,C08128_029M,C08128_030E,C08128_030M,NAME,C08128_001MA,C08128_001EA,C08128_002EA,C08128_002MA,C08128_003EA,C08128_003MA,C08128_004EA,C08128_004MA,C08128_005EA,C08128_005MA,C08128_006MA,C08128_006EA,C08128_007MA,C08128_007EA,C08128_008EA,C08128_008MA,C08128_009MA,C08128_009EA,C08128_010EA,C08128_010MA,C08128_011MA,C08128_011EA,C08128_012EA,C08128_012MA,C08128_013EA,C08128_013MA,C08128_014EA,C08128_014MA,C08128_015EA,C08128_015MA,C08128_016EA,C08128_016MA,C08128_017MA,C08128_017EA,C08128_018MA,C08128_018EA,C08128_019EA,C08128_019MA,C08128_020EA,C08128_020MA,C08128_021EA,C08128_021MA,C08128_022MA,C08128_022EA,C08128_023EA,C08128_023MA,C08128_024EA,C08128_024MA,C08128_025EA,C08128_025MA,C08128_026EA,C08128_026MA,C08128_027MA,C08128_027EA,C08128_028MA,C08128_028EA,C08128_029MA,C08128_029EA,C08128_030EA,C08128_030MA,state
0400000US01,1964398,13741,1523699,13421,312184,8926,123007,5267,5508,1363,1642370,13340,1289670,13599,268167,8374,82045,4227,2488,786,221523,7823,172296,7293,33118,2662,15277,1943,832,370,8948,1408,5991,1154,2665,704,252,300,40,66,42633,3711,30779,2914,6023,1142,5487,1237,344,344,48924,3402,24963,2950,2211,720,19946,2192,1804,771,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,204163,7381,89947,4765,22438,2171,823,418,214722,5147,141004,5844,62502,4400,10762,1512,454,348,40456,3594,27719,3135,10227,1781,2440,944,70,120,3641,1133,2585,1012,1056,516,0,235,0,235,42498,2373,26900,2130,13367,1364,2172,741,59,70,16054,1764,5955,1255,2795,842,7064,1108,240,157,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,2164559,17740,391131,10181,171105,7205,4743,1042,2038150,17778,1634805,18291,307610,8629,93450,5189,2285,799,378478,13068,307897,12178,49166,4080,20166,2586,1249,574,57699,4275,47012,4102,8140,1588,2499,938,48,79,133276,6650,103494,6736,21455,3384,8086,1320,241,310,123935,6389,71351,4093,4760,1158,46904,3862,920,378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,931634,11436,198244,7265,90395,4238,3419,802,981639,11565,762924,11502,162039,6117,55304,3418,1372,499,158090,6618,117572,6293,26547,2454,13308,2185,663,388,5256,1122,3969,935,1287,628,0,257,0,257,38741,3356,30652,3082,4506,1118,3201,808,382,337,39966,3313,16517,1952,3865,571,18582,2471,1002,479,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,12496793,43214,2349092,27287,1448390,17911,41527,4242,11924695,44708,9277536,40725,1795748,25724,834998,13780,16413,2398,2032313,26049,1603855,24074,257739,9395,163187,7451,7532,1618,811665,16844,665236,15107,101645,5714,43953,3516,831,389,788083,14872,590991,13193,122343,5769,70663,4851,4086,1357,779046,16629,359175,10880,71617,4372,335589,9494,12665,1949,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,1857759,13968,354171,9000,173995,6555,6595,1648,1796539,13211,1425482,14949,275712,7345,92826,5133,2519,697,254063,9710,201740,7718,33587,3108,18140,2694,596,310,75708,4729,61615,4598,12968,1618,1030,650,95,111,129080,5359,91099,4891,27818,2222,9651,2026,512,397,137130,5709,77823,4802,4086,918,52348,3444,2873,1433,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,1368798,11924,227843,7712,115399,5150,2945,748,1366329,11841,1095542,10197,195592,6930,73579,3766,1616,546,143661,6736,117437,6241,15945,1971,9673,1491,606,388,69666,4762,62355,4423,4737,1039,2574,740,0,269,75854,5022,61546,4700,8933,1416,5293,1308,82,114,59475,3119,31918,2148,2636,555,24280,2495,641,344,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,319101,6784,58898,3546,19709,2387,607,336,321865,6945,261069,7019,48207,3304,12424,1602,165,160,37621,3527,31211,3253,5079,1072,1265,542,66,112,11151,1815,8527,1593,2172,900,452,495,0,261,17280,2309,12711,2129,2912,814,1581,691,76,128,10398,1446,5583,1080,528,296,3987,1009,300,267,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,191554,5036,77868,4704,14305,1843,280,265,100615,4717,66726,4266,28742,2404,5075,1085,72,118,17907,2839,12446,2264,4724,1220,645,372,92,152,110682,5294,75527,4507,33243,3424,1912,671,0,292,43305,3090,31072,2952,10018,1759,2099,672,116,185,11498,1692,5783,1216,1141,655,4574,1008,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,6566782,32182,1073341,20541,484542,11951,18376,1981,6454480,30048,5226296,29453,921311,19325,297289,9193,9584,1443,886045,19734,740836,18220,89875,4630,52112,4604,3222,945,159785,8928,134465,8160,15726,2360,9272,1974,322,336,316433,11809,259039,10565,30733,2664,25477,3195,1184,824,326298,11200,206146,8339,15696,1727,100392,5597,4064,1072,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4295479,20805,3350779,20608,678330,14919,255969,7385,10401,1837,3360210,23388,2660555,21119,544931,13019,149550,5529,5174,1099,495940,14551,390931,12446,68695,4354,34732,4458,1582,819,102465,6648,80562,5927,17470,2228,4362,1767,71,124,154331,7726,118540,7037,22673,2356,12300,2537,818,547,182533,7137,100191,5413,24561,1520,55025,4417,2756,890,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,629113,6949,427966,7678,155422,5526,44875,3227,850,303,421604,8801,288431,7535,108429,5247,24463,2418,281,170,100904,6505,68331,5472,26652,2923,5741,1248,180,182,33929,3244,28230,3114,4773,926,926,499,0,267,45514,3135,29428,2895,13742,1476,2208,695,136,159,27162,2434,13546,1795,1826,443,11537,1492,253,185,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,674920,6270,503008,7604,105449,4865,63764,3445,2699,651,521018,7170,401101,7849,83792,4088,34816,2764,1309,500,78670,4528,59370,4081,12095,1811,6857,1448,348,208,5575,1168,3693,981,1826,497,56,96,0,253,35783,3290,23632,2812,6661,1371,5203,1121,287,213,33874,2970,15212,2006,1075,613,16832,2063,755,400,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5990729,17717,4901788,20187,752476,13084,323541,8908,12924,1879,4448322,21922,3677914,22369,586528,12136,177576,6785,6304,1235,558193,13085,469357,12433,60854,4243,26643,2880,1339,499,506191,11595,432404,10720,59137,4218,14396,1982,254,348,259804,8784,204812,8381,33617,2603,20276,2321,1099,489,218219,5775,117301,4714,12340,1679,84650,4444,3928,875,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2951039,15265,2459071,15023,326589,8122,158208,6799,7171,1252,2431018,15623,2059138,14699,278661,7448,90094,4474,3125,658,291072,8525,246263,7760,27621,2304,16087,2213,1101,456,30578,2785,24770,2540,5319,984,489,312,0,263,104113,4981,81026,4038,11561,1650,10988,1877,538,321,94258,4901,47874,3117,3427,827,40550,3094,2407,872,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
