GEO_ID,B24041_001E,B24041_001M,B24041_002E,B24041_002M,B24041_003E,B24041_003M,B24041_004E,B24041_004M,B24041_005E,B24041_005M,B24041_006E,B24041_006M,B24041_007E,B24041_007M,B24041_008E,B24041_008M,B24041_009E,B24041_009M,B24041_010E,B24041_010M,B24041_011E,B24041_011M,B24041_012E,B24041_012M,B24041_013E,B24041_013M,B24041_014E,B24041_014M,B24041_015E,B24041_015M,B24041_016E,B24041_016M,B24041_017E,B24041_017M,B24041_018E,B24041_018M,B24041_019E,B24041_019M,B24041_020E,B24041_020M,B24041_021E,B24041_021M,B24041_022E,B24041_022M,B24041_023E,B24041_023M,B24041_024E,B24041_024M,B24041_025E,B24041_025M,B24041_026E,B24041_026M,B24041_027E,B24041_027M,NAME,B24041_001EA,B24041_001MA,B24041_002EA,B24041_002MA,B24041_003EA,B24041_003MA,B24041_004MA,B24041_004EA,B24041_005EA,B24041_005MA,B24041_006EA,B24041_006MA,B24041_007EA,B24041_007MA,B24041_008EA,B24041_008MA,B24041_009EA,B24041_009MA,B24041_010MA,B24041_010EA,B24041_011MA,B24041_011EA,B24041_012EA,B24041_012MA,B24041_013EA,B24041_013MA,B24041_014EA,B24041_014MA,B24041_015MA,B24041_015EA,B24041_016MA,B24041_016EA,B24041_017EA,B24041_017MA,B24041_018EA,B24041_018MA,B24041_019MA,B24041_019EA,B24041_020EA,B24041_020MA,B24041_021MA,B24041_021EA,B24041_022MA,B24041_022EA,B24041_023EA,B24041_023MA,B24041_024MA,B24041_024EA,B24041_025EA,B24041_025MA,B24041_026MA,B24041_026EA,B24041_027MA,B24041_027EA,state
0400000US01,33518,594,38504,4804,30841,1607,51530,2712,30973,671,35268,740,36949,2081,26371,552,41749,906,40383,959,51231,2535,41711,2389,35743,1096,36320,1409,32428,4065,43364,2449,55928,2409,62334,14806,25121,1222,33267,1264,37673,1370,31037,598,20657,749,25115,2197,19818,1360,28526,2231,42442,2002,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42434,1244,60098,10664,42366,7016,75502,11557,51854,3833,41134,14787,47381,8460,29149,3417,51755,3714,50673,4621,61144,3188,42186,8938,44437,5430,46250,9297,42881,3978,53333,6335,61431,4334,80256,53528,41340,9595,42104,2681,46010,4279,40842,2679,25877,3391,30763,4192,25210,3876,35549,3017,49961,2389,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36648,259,34815,4556,25470,2569,45874,5387,32482,1254,43140,2918,40790,1176,31239,702,45611,1078,42156,1811,55082,4887,42384,2496,42909,2272,42993,2606,42581,4937,41258,821,55841,2043,46299,12615,27619,2253,36308,754,37050,875,35638,1183,23491,989,27986,2707,21542,826,30414,1625,42016,961,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,30892,262,27999,2367,26152,2371,40548,2914,30880,687,31159,521,33926,1744,26110,894,40158,2073,39640,3635,41195,3349,41911,3107,30633,1290,30278,1735,31565,3423,32888,2199,41555,1555,40381,13368,28140,2720,30838,627,34770,1904,28092,1416,21370,1577,24498,1863,20536,1583,27349,2312,34568,1736,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41470,118,25544,900,23538,942,62283,4885,39611,926,42236,350,41345,438,31988,300,46135,566,42883,1147,66132,1881,60753,742,51060,465,52143,535,46284,1869,51057,431,70009,1497,60044,8632,28047,1286,41948,319,47931,890,39333,835,25313,443,33914,2833,22792,502,30230,490,59730,1616,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41156,285,39231,4759,28999,4419,61588,3567,37258,1058,47150,1750,44815,2547,31206,671,45892,1323,43222,2643,57233,4488,53873,1898,45295,1441,45952,1409,42451,3048,52618,1653,65525,2065,71639,12872,31115,1175,38945,1430,40768,1067,37097,1031,25754,890,31738,2547,24182,1219,32156,871,50214,1252,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,48714,1143,40381,6194,36365,3519,43936,39127,48947,3481,51797,858,50886,1274,36005,1295,50882,1312,46795,1609,70303,6007,56624,4543,62132,1437,67410,4106,49073,3833,57696,3268,71123,1236,95199,32787,37017,3750,44432,1406,48448,2284,41880,858,30729,1027,36450,2442,27839,2263,35331,1711,59264,2420,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40679,537,24625,12754,24083,13786,-666666666,0,41548,1299,50690,1294,40187,5168,31497,1296,50160,3638,47113,2951,67417,15364,42469,9386,44793,3474,46170,3586,40186,8097,49042,3258,60458,5938,65880,20546,32353,6264,38045,1941,42307,2548,35674,1333,22828,3003,31316,2286,19130,3325,31322,2292,42115,2071,Delaware,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,49853,1511,30521,14517,24733,12846,100001,0,40035,4760,32359,29480,61816,34723,28707,3998,41175,7277,40951,8161,49591,14665,61588,6809,70046,13430,78888,19945,46303,15430,60593,3397,71939,6130,94106,54058,30115,4520,40115,2826,41594,2535,36448,6413,30360,2324,43251,3333,27510,1930,46807,5002,67493,4354,District of Columbia,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,34863,308,23755,2765,20598,2083,44547,4250,32325,332,36500,663,40572,877,29034,681,40895,568,40047,1013,48305,2933,44804,2512,41099,495,42057,589,37859,1937,37736,999,50209,908,51745,17872,26889,584,34485,568,36017,576,33092,838,24167,719,31243,696,21947,465,27468,1162,41662,495,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36620,248,26145,1268,24006,2400,44721,9776,32086,611,35342,668,41592,861,30343,673,41425,662,40944,700,46599,2158,53968,2399,42374,1436,45348,1510,39557,2524,46912,1613,60094,1852,69134,10012,31100,922,37114,579,40231,707,35439,805,22470,1029,33092,3073,21455,609,30236,769,39955,1023,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38613,1137,24659,4984,24168,4463,46016,658,46544,3536,40813,3837,34330,3467,29003,2269,40626,1414,37424,2430,56545,11949,52936,8808,40167,2190,40835,2382,38523,4785,41618,2349,53596,4765,36630,2138,30621,3661,40820,866,41860,1296,39672,2288,30939,1233,30107,2674,31116,1393,29360,2868,46445,2627,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,33229,1044,27314,1938,26317,1602,49412,14644,34877,2112,36078,1930,37693,3003,27342,1135,41259,1679,39931,2241,46877,5310,36516,4099,35914,3151,36080,3510,35407,6111,41398,2547,49767,2879,52719,28476,30278,2788,33309,1972,36566,3400,32058,1753,20201,2191,29896,2847,17959,1471,25114,4724,41001,1450,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,41230,188,35433,2449,31195,994,50821,4661,46566,1108,41108,370,43756,1725,31380,425,45832,684,43512,1469,61604,1249,52143,1653,50085,1017,50851,637,45319,2013,50787,672,62251,1017,65517,10668,30514,974,38693,830,41965,537,36161,546,24537,903,33025,3154,22352,705,33003,1565,51549,702,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,36561,240,35906,1761,31574,1284,52043,1736,40760,746,40288,562,40257,1237,29005,983,42924,1559,41683,953,50752,2874,41245,1966,39466,1476,40432,1083,35921,2359,41325,1023,49402,2060,51311,11353,31654,882,35205,626,38732,1420,32469,879,22082,786,31760,1352,19493,981,31263,787,38045,1055,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,35140,332,30194,1504,29126,2371,38346,4953,36601,702,36102,506,37312,1711,28095,1161,43987,1877,42101,1215,50461,2246,35065,2025,39473,1871,40054,1624,36375,4928,36974,795,42960,3039,46922,13783,29970,2397,33167,1046,38519,1371,30405,696,20898,1203,26543,3559,18865,1046,30062,1516,44255,1209,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
