GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001MA,B11001G_001EA,B11001G_002EA,B11001G_002MA,B11001G_003EA,B11001G_003MA,B11001G_004MA,B11001G_004EA,B11001G_005MA,B11001G_005EA,B11001G_006MA,B11001G_006EA,B11001G_007EA,B11001G_007MA,B11001G_008EA,B11001G_008MA,B11001G_009EA,B11001G_009MA,state
0400000US28,5476,1132,4022,999,2564,741,1458,719,624,510,834,422,1454,561,1298,548,156,187,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25802,2238,17249,1759,11388,1518,5861,1056,1035,414,4826,986,8553,1275,7538,1197,1015,386,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5097,1038,2856,694,2088,647,768,349,361,245,407,249,2241,776,1619,614,622,388,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7227,1112,4674,946,2261,606,2413,765,627,322,1786,692,2553,835,1885,809,668,401,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16897,2393,11219,1896,6811,1462,4408,1089,1595,766,2813,822,5678,1291,4284,1018,1394,648,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2819,722,1438,365,1041,312,397,226,261,210,136,141,1381,628,1152,596,229,137,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,33409,2928,22184,2360,13790,1658,8394,1736,2286,933,6108,1410,11225,2098,8441,1675,2784,1123,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,17149,2289,10369,1704,6666,1431,3703,955,1617,890,2086,588,6780,1480,5717,1337,1063,659,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,84583,4730,51353,3543,28764,2486,22589,2609,5181,1287,17408,2265,33230,3092,26912,2629,6318,1287,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,28962,2974,18168,2140,11318,1674,6850,1331,1266,591,5584,1141,10794,1854,8526,1515,2268,973,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1966,654,952,414,576,296,376,299,0,200,376,299,1014,514,779,460,235,243,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39611,3091,25310,2350,15600,1782,9710,1640,1813,650,7897,1563,14301,1936,11455,1784,2846,822,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,67669,3244,44397,2748,29029,2241,15368,1836,3922,928,11446,1602,23272,2072,19993,1885,3279,791,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27401,2321,17135,1767,11806,1439,5329,1034,1956,677,3373,871,10266,1301,7910,1131,2356,810,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,29515,2593,18621,1956,9068,1194,9553,1521,2085,620,7468,1385,10894,1598,9093,1469,1801,685,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5788,1393,2689,958,1489,603,1200,696,120,203,1080,671,3099,1092,2639,1073,460,342,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,13268,1820,7914,1446,4139,1024,3775,1165,1394,610,2381,865,5354,1236,4037,1006,1317,686,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,2937,807,1505,669,1076,576,429,299,91,120,338,272,1432,594,982,466,450,366,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,20150,2216,12016,1636,7976,1387,4040,865,812,393,3228,839,8134,1510,6757,1415,1377,638,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,97645,5775,65733,4314,43820,3215,21913,2474,6790,1549,15123,1820,31912,3109,26211,2707,5701,1424,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,7063,1377,4892,1092,3368,932,1524,493,287,308,1237,423,2171,730,1388,522,783,457,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2336,389,1404,344,1064,357,340,185,66,71,274,175,932,359,741,334,191,162,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,36190,3423,22629,2624,14761,2251,7868,1436,1464,548,6404,1405,13561,2289,10791,2020,2770,932,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,49756,4021,29908,2754,19618,2177,10290,1675,2472,705,7818,1522,19848,2751,13892,1976,5956,1615,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5513,1163,3854,948,2395,732,1459,556,448,298,1011,472,1659,617,1265,501,394,325,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,16727,1792,11690,1551,7644,1384,4046,870,927,502,3119,676,5037,1055,4402,1048,635,313,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3590,1054,2117,708,1431,483,686,477,165,148,521,434,1473,685,1216,599,257,241,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,55839,3033,40731,2475,22492,1938,18239,1735,3505,828,14734,1522,15108,1912,12996,1793,2112,612,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
