GEO_ID,B06009_001E,B06009_001M,B06009_002E,B06009_002M,B06009_003E,B06009_003M,B06009_004E,B06009_004M,B06009_005E,B06009_005M,B06009_006E,B06009_006M,B06009_007E,B06009_007M,B06009_008E,B06009_008M,B06009_009E,B06009_009M,B06009_010E,B06009_010M,B06009_011E,B06009_011M,B06009_012E,B06009_012M,B06009_013E,B06009_013M,B06009_014E,B06009_014M,B06009_015E,B06009_015M,B06009_016E,B06009_016M,B06009_017E,B06009_017M,B06009_018E,B06009_018M,B06009_019E,B06009_019M,B06009_020E,B06009_020M,B06009_021E,B06009_021M,B06009_022E,B06009_022M,B06009_023E,B06009_023M,B06009_024E,B06009_024M,B06009_025E,B06009_025M,B06009_026E,B06009_026M,B06009_027E,B06009_027M,B06009_028E,B06009_028M,B06009_029E,B06009_029M,B06009_030E,B06009_030M,NAME,B06009_001MA,B06009_001EA,B06009_002MA,B06009_002EA,B06009_003EA,B06009_003MA,B06009_004EA,B06009_004MA,B06009_005MA,B06009_005EA,B06009_006MA,B06009_006EA,B06009_007MA,B06009_007EA,B06009_008MA,B06009_008EA,B06009_009EA,B06009_009MA,B06009_010EA,B06009_010MA,B06009_011MA,B06009_011EA,B06009_012MA,B06009_012EA,B06009_013MA,B06009_013EA,B06009_014EA,B06009_014MA,B06009_015EA,B06009_015MA,B06009_016MA,B06009_016EA,B06009_017MA,B06009_017EA,B06009_018MA,B06009_018EA,B06009_019MA,B06009_019EA,B06009_020EA,B06009_020MA,B06009_021EA,B06009_021MA,B06009_022MA,B06009_022EA,B06009_023MA,B06009_023EA,B06009_024MA,B06009_024EA,B06009_025EA,B06009_025MA,B06009_026EA,B06009_026MA,B06009_027MA,B06009_027EA,B06009_028MA,B06009_028EA,B06009_029MA,B06009_029EA,B06009_030MA,B06009_030EA,state
0400000US01,3022878,4858,600750,12723,986222,14892,799090,13200,403122,9750,233694,7077,2042941,12694,456389,10831,714558,13627,522819,11141,227293,7476,121882,5131,863565,12567,116210,5527,245407,7896,252239,6895,155317,5584,94392,4563,22021,2927,1344,700,5157,1378,8568,1383,4260,1072,2692,772,94351,3803,26807,2881,21100,2687,15464,1940,16252,1859,14728,1993,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,415630,2155,42738,3153,119251,5012,142040,4932,72258,4020,39343,2992,92238,3781,14411,1398,34136,2194,30287,2944,9777,1275,3627,993,277726,4403,18677,2498,73342,4455,98849,4253,55044,3587,31814,2424,7260,1369,280,223,1771,534,2868,1069,1384,640,957,433,38406,2928,9370,1769,10002,2131,10036,1451,6053,1159,2945,795,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3953375,3751,641803,12611,1056153,20808,1248730,17434,643182,14398,363507,10472,787075,16398,130495,7402,243621,8944,270009,9335,97939,5888,45011,3526,2397651,15634,209863,7608,626151,15558,835643,13656,464064,11732,261930,8009,48296,4036,4916,1279,10664,1799,18886,2136,9308,1741,4522,1023,720353,13329,296529,11225,175717,9245,124192,6403,71871,5057,52044,4096,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1847325,3757,360049,7350,671500,11262,479153,9210,221233,6781,115390,5674,1036289,9940,209418,6180,403421,9232,248169,6740,119062,5439,56219,4099,715658,9884,111992,5024,244847,7177,214617,7543,92493,4639,51709,3279,11339,1946,1289,613,4086,976,4041,1166,1331,481,592,379,84039,3505,37350,2976,19146,2473,12326,1910,8347,1399,6870,1184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23133174,5870,4605354,32902,5368962,38936,6452560,37448,4311428,32369,2394870,23306,8335241,38526,849671,16015,2247821,24510,2984821,27152,1544438,19967,708490,11871,6146299,30413,602812,11735,1306111,18467,1923720,18787,1376285,17252,937371,14912,292949,10057,41057,3276,62932,4701,87766,4586,64991,4651,36203,2982,8358685,36988,3111814,31640,1752098,31276,1456253,20506,1325714,19855,712806,13945,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3118500,4313,372810,9878,765604,13517,908906,13968,685736,10742,385444,9053,925921,14109,113956,4951,291323,9046,291195,7871,164278,6880,65169,3923,1766044,15690,110911,5514,374826,9727,544724,11165,457247,9730,278336,7802,44190,3398,2382,810,9467,1846,13845,1770,12505,1679,5991,1360,382345,9933,145561,7536,89988,6170,59142,4157,51706,4107,35948,2530,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2367511,2027,283402,7602,704762,12786,581936,9711,456201,10648,341210,8622,1116757,12186,110739,4890,395366,8853,308788,6638,188670,7065,113194,4566,785891,10994,59350,3075,176064,6600,184273,5650,200689,6521,165515,5812,88171,3909,34359,2563,28369,3159,14924,1879,6154,1121,4365,876,376692,10561,78954,4623,104963,8317,73951,5123,60688,3529,58136,4142,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,566312,1040,81946,4479,192075,6282,139463,5754,93121,4919,59707,3292,212469,6297,32151,3313,87597,5391,51807,3197,28413,2611,12501,1618,289104,6485,34665,2912,89615,4200,75588,4604,51951,3162,37285,2538,9082,1274,2605,822,2882,999,1833,697,1165,547,597,290,55657,3403,12525,2287,11981,2303,10235,1657,11592,1811,9324,1533,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,395630,634,62168,3957,81738,4534,70135,4177,80945,4970,100644,4085,124305,4465,24042,2588,42871,3394,31935,3419,15103,2253,10354,1582,204164,4847,21630,2296,28114,2407,29964,2660,52739,3743,71717,3303,6088,1447,674,451,782,508,484,319,2107,791,2041,669,61073,3287,15822,2258,9971,1804,7752,1503,10996,1879,16532,2091,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12460438,7314,1925363,25589,3880665,32827,3499960,29305,2044646,24057,1109804,17884,2377781,25531,380172,12151,847811,18066,670241,13543,328895,8430,150662,6039,6808302,25611,735079,13763,2100386,21169,2100960,24138,1200730,16470,671147,13258,393498,11624,78303,5561,106390,6174,117394,6320,63852,5057,27559,2662,2880857,23983,731809,19631,826078,18254,611365,12905,451169,11922,260436,9887,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
