GEO_ID,B17013_001E,B17013_001M,B17013_002E,B17013_002M,B17013_003E,B17013_003M,B17013_004E,B17013_004M,B17013_005E,B17013_005M,B17013_006E,B17013_006M,B17013_007E,B17013_007M,B17013_008E,B17013_008M,B17013_009E,B17013_009M,B17013_010E,B17013_010M,B17013_011E,B17013_011M,B17013_012E,B17013_012M,B17013_013E,B17013_013M,B17013_014E,B17013_014M,B17013_015E,B17013_015M,B17013_016E,B17013_016M,B17013_017E,B17013_017M,B17013_018E,B17013_018M,B17013_019E,B17013_019M,B17013_020E,B17013_020M,B17013_021E,B17013_021M,B17013_022E,B17013_022M,B17013_023E,B17013_023M,B17013_024E,B17013_024M,B17013_025E,B17013_025M,B17013_026E,B17013_026M,B17013_027E,B17013_027M,B17013_028E,B17013_028M,B17013_029E,B17013_029M,B17013_030E,B17013_030M,B17013_031E,B17013_031M,B17013_032E,B17013_032M,B17013_033E,B17013_033M,B17013_034E,B17013_034M,B17013_035E,B17013_035M,NAME,B17013_001MA,B17013_001EA,B17013_002MA,B17013_002EA,B17013_003MA,B17013_003EA,B17013_004MA,B17013_004EA,B17013_005EA,B17013_005MA,B17013_006EA,B17013_006MA,B17013_007EA,B17013_007MA,B17013_008MA,B17013_008EA,B17013_009MA,B17013_009EA,B17013_010EA,B17013_010MA,B17013_011EA,B17013_011MA,B17013_012EA,B17013_012MA,B17013_013MA,B17013_013EA,B17013_014MA,B17013_014EA,B17013_015EA,B17013_015MA,B17013_016EA,B17013_016MA,B17013_017EA,B17013_017MA,B17013_018MA,B17013_018EA,B17013_019MA,B17013_019EA,B17013_020EA,B17013_020MA,B17013_021EA,B17013_021MA,B17013_022EA,B17013_022MA,B17013_023MA,B17013_023EA,B17013_024MA,B17013_024EA,B17013_025EA,B17013_025MA,B17013_026EA,B17013_026MA,B17013_027EA,B17013_027MA,B17013_028MA,B17013_028EA,B17013_029MA,B17013_029EA,B17013_030EA,B17013_030MA,B17013_031EA,B17013_031MA,B17013_032EA,B17013_032MA,B17013_033MA,B17013_033EA,B17013_034MA,B17013_034EA,B17013_035MA,B17013_035EA,state
0400000US01,1222858,13632,153968,6153,47888,3128,17448,1578,20763,2576,8246,1569,1431,652,106080,5137,12032,2086,6119,1382,4659,1302,818,437,436,337,94048,4885,32837,3497,49722,3389,10329,1766,1160,608,1068890,11900,840721,11014,396780,7504,355045,7917,80689,3798,8207,1310,228169,7381,62735,4137,39026,3622,20434,2494,3006,885,269,320,165434,5957,87360,4327,68520,3703,8713,1395,841,454,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,918,518,1403,613,747,317,1241,503,8583,1667,1581,520,1002,482,362,202,144,98,73,55,7002,1605,2689,801,3270,1150,906,472,137,93,145047,3941,113020,3529,48668,2943,44629,2781,15660,1941,4063,976,32027,2440,10967,1304,6083,913,4116,945,749,356,19,33,21060,2155,11037,1683,8710,1252,1008,380,305,139,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,18891,1776,20560,2614,20858,2385,5566,1545,82504,4471,13633,1977,6412,1322,4921,1162,1447,782,853,575,68871,4418,20797,2356,33396,3152,11029,1827,3649,1085,1327890,11552,1038933,11051,498245,8886,377042,8282,141180,6651,22466,2248,288957,7380,101444,4667,52911,3511,38050,3623,8026,1373,2457,1047,187513,6137,90928,4639,79372,4542,14242,1907,2971,938,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,11056,1589,14281,1646,8697,1665,1025,365,63935,4413,9348,1651,3493,979,4740,1182,900,492,215,253,54587,4208,21159,2629,25971,2631,6665,1537,792,497,659201,9520,532170,8393,263139,6030,211884,6510,52487,2984,4660,852,127031,5447,39473,3476,23503,2698,13698,1927,1942,746,330,335,87558,4328,48224,3397,34699,2665,3858,927,777,462,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,70421,3710,129090,6011,119381,5608,35115,3410,454715,11295,81530,5386,32315,3272,34915,3262,11726,2244,2574,898,373185,9741,113504,5903,184038,9042,62656,4207,12987,2219,7495071,27100,5697694,26800,2091856,20655,2487935,21249,947519,14983,170384,6339,1797377,19504,616902,13764,292878,10402,253867,9297,57086,4325,13071,2097,1180475,13628,558889,11430,493118,11522,102994,4862,25474,2486,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,11659,1618,15132,2140,11009,2000,2553,714,60499,4498,10096,1962,5557,1538,3062,972,996,659,481,486,50403,3914,18794,2332,26115,2471,4725,1145,769,442,1095371,10184,893795,11607,410033,7885,362200,8248,110697,4402,10865,1488,201576,6652,70333,4269,41026,3077,24689,3330,3425,1101,1193,677,131243,5243,70282,4240,54853,3631,5724,1305,384,251,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,5400,1016,4921,1011,3812,1020,715,397,37530,2746,4106,938,2537,864,1252,525,317,260,0,269,33424,2619,12005,1938,17287,1785,3618,957,514,373,841970,8324,665808,7636,276509,6029,299769,5358,82065,3958,7465,1457,176162,5527,49082,3648,28686,2602,17479,2202,2764,984,153,153,127080,5207,65949,4081,53948,3695,6779,1506,404,250,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,1465,533,1241,608,1472,784,177,200,11899,2094,1737,894,642,417,1059,827,36,68,0,261,10162,1883,3577,882,4635,1409,1431,728,519,492,197311,4638,152854,4240,71498,3022,62775,3396,16768,2138,1813,672,44457,3088,13472,1884,7881,1454,4504,1085,906,533,181,296,30985,2492,16972,1956,12088,1647,1461,688,464,370,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,1311,539,896,500,818,606,158,153,14507,1841,1066,499,774,410,95,116,197,251,0,292,13441,1743,4288,1088,6114,1106,2665,961,374,312,91069,3784,52688,3527,29296,2425,18692,2188,4208,867,492,332,38381,2511,8335,1429,4909,1240,2195,808,1086,629,145,174,30046,2249,14698,1878,13034,1530,1799,622,515,321,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,71487,4062,50385,3891,29212,2659,7485,1593,258537,9427,40871,3866,19875,2560,16270,2728,3897,1205,829,545,217666,8310,75743,4988,108936,5627,26152,3130,6835,1441,4215868,21877,3293558,19523,1661233,16549,1261356,17780,338514,10174,32455,3030,922310,15734,278739,8719,168930,7130,93840,5375,13500,2138,2469,951,643571,12902,336356,8815,264257,9070,36583,2988,6375,1489,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,254447,8999,77579,5080,27286,2518,28130,3248,18697,2554,3466,1078,176868,7016,24868,2993,11499,1974,10669,2044,2380,820,320,237,152000,6255,50196,3563,79132,5096,18794,2388,3878,1077,2042247,16550,1561800,17647,665602,11546,690995,12472,187407,7976,17796,2008,480447,11130,140115,5580,80127,4608,51077,3838,7795,1509,1116,610,340332,8360,173564,5923,141918,6232,20321,2828,4529,1262,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,21376,2564,8593,1588,3917,1014,2409,769,1975,751,292,268,12783,1967,1588,644,1133,497,455,318,0,267,0,267,11195,1834,4229,1114,5120,1212,1512,691,334,269,279726,5264,214132,4338,83852,3778,87968,3537,32289,2809,10023,1625,65594,3376,22678,2130,12236,1694,7152,1237,2337,763,953,511,42916,2891,20612,2212,14753,1673,4526,1032,3025,1032,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,35602,2629,18299,2010,6510,1184,5521,1342,5388,1169,880,421,17303,1875,3887,1059,2620,907,1009,468,196,192,62,108,13416,1742,5839,1258,6025,1430,1552,564,0,253,347084,5517,295696,5972,138911,4202,110799,4367,39474,2637,6512,1320,51388,3713,17674,1916,10772,1359,5863,1293,1002,511,37,68,33714,3100,18833,2369,13345,1777,1467,636,69,82,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,285732,8528,92059,5082,28289,2489,29413,2606,28918,2931,5439,1222,193673,6502,27116,2645,10990,1700,11605,2108,3706,1185,815,381,166557,5649,56579,4103,81539,4680,22617,2576,5822,1370,2860610,18614,2263392,16515,933096,9379,969616,13553,324505,9535,36175,2799,597218,13032,176406,6155,98810,4579,63530,4562,12352,1735,1714,716,420812,10658,217276,6788,168857,7225,30106,2842,4573,1004,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,148710,6770,46577,3366,14591,1478,17248,2281,11874,1799,2864,922,102133,6312,15712,1975,7439,1424,6270,1427,1711,798,292,242,86421,5756,29679,3203,46120,3851,8714,1822,1908,789,1496321,12215,1202048,11005,562312,6642,485065,8507,141488,4581,13183,1540,294273,8588,96840,6228,59594,4616,33191,3415,3516,1002,539,375,197433,6555,108718,4925,79034,4038,8428,1827,1253,477,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,58184,3653,19896,2154,7694,1101,5393,1143,5791,1092,1018,493,38288,3104,6116,1085,2572,735,2962,945,537,265,45,53,32172,2844,12552,1619,15610,2219,3799,950,211,172,738786,7218,621438,7583,314207,5628,231940,5759,68921,3097,6370,1019,117348,4319,38951,2643,25348,2047,12092,1535,1491,689,20,23,78397,3809,44485,3311,30329,2578,3229,767,354,224,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,62329,3366,22713,2277,7199,1263,7669,1269,6105,1300,1740,753,39616,2585,4622,954,1750,581,2586,822,80,111,206,235,34994,2924,14357,1903,16823,2202,3721,823,93,95,662224,8195,548976,7458,261355,5443,215296,5414,65340,3603,6985,1228,113248,4750,36368,2695,23476,2208,11165,1667,1727,557,0,237,76880,3582,40857,2270,32134,2757,3478,876,411,412,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,144528,5686,59915,3679,21433,2348,24281,2237,12238,1700,1963,738,84613,5107,12872,1909,6473,1306,5433,1131,966,522,0,267,71741,4537,29244,3095,35973,3575,5846,1399,678,533,961876,11068,772589,11194,365655,6906,329348,7401,72254,4268,5332,1051,189287,6054,55488,3433,34130,2544,20159,2465,1118,499,81,83,133799,5154,77310,4077,51823,3956,4026,1092,640,344,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1072568,11225,154976,6335,43736,3592,16013,1569,16776,2458,8589,1560,2358,867,111240,5583,12387,2055,5450,1252,4300,1023,2290,865,347,298,98853,4913,34088,2920,47101,4089,14973,2207,2691,850,917592,11016,704660,10482,304849,7865,310024,6808,81035,4528,8752,1618,212932,6522,60129,3931,34802,3039,22010,2479,2900,762,417,291,152803,5859,82324,3654,61345,4269,7290,1489,1844,506,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
