GEO_ID,C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,NAME,C17023_001MA,C17023_001EA,C17023_002MA,C17023_002EA,C17023_003MA,C17023_003EA,C17023_004MA,C17023_004EA,C17023_005MA,C17023_005EA,C17023_006EA,C17023_006MA,C17023_007MA,C17023_007EA,C17023_008MA,C17023_008EA,C17023_009MA,C17023_009EA,C17023_010MA,C17023_010EA,C17023_011EA,C17023_011MA,C17023_012MA,C17023_012EA,C17023_013MA,C17023_013EA,C17023_014EA,C17023_014MA,C17023_015MA,C17023_015EA,C17023_016MA,C17023_016EA,C17023_017MA,C17023_017EA,C17023_018MA,C17023_018EA,C17023_019EA,C17023_019MA,C17023_020MA,C17023_020EA,C17023_021MA,C17023_021EA,C17023_022EA,C17023_022MA,C17023_023MA,C17023_023EA,state
0400000US01,1222858,13632,153968,6153,47888,3128,23408,1750,24480,2730,106080,5137,12032,2086,5184,1250,6848,1649,94048,4885,21180,2478,72868,4342,1068890,11900,840721,11014,516497,7826,324224,7790,228169,7381,62735,4137,36222,3139,26513,2903,165434,5957,88914,3761,76520,4473,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,1504,645,2805,721,8583,1667,1581,520,328,173,1253,491,7002,1605,890,434,6112,1571,145047,3941,113020,3529,59994,2961,53026,3033,32027,2440,10967,1304,4777,985,6190,1080,21060,2155,7552,1293,13508,1638,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,23286,2113,42589,3657,82504,4471,13633,1977,4769,1194,8864,1573,68871,4418,12729,1690,56142,4089,1327890,11552,1038933,11051,614569,9069,424364,8217,288957,7380,101444,4667,52399,3770,49045,4211,187513,6137,84392,4124,103121,4994,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,15110,1916,19949,2513,63935,4413,9348,1651,3113,933,6235,1308,54587,4208,12941,1711,41646,3711,659201,9520,532170,8393,327337,7013,204833,5833,127031,5447,39473,3476,20920,2265,18553,2487,87558,4328,45327,3348,42231,2802,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,100053,5068,253954,8034,454715,11295,81530,5386,24863,2518,56667,4654,373185,9741,69815,4364,303370,9656,7495071,27100,5697694,26800,2941327,23570,2756367,20354,1797377,19504,616902,13764,335444,9950,281458,9017,1180475,13628,592851,12243,587624,10578,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,14031,1745,26322,2677,60499,4498,10096,1962,3194,1122,6902,1555,50403,3914,7183,1278,43220,3525,1095371,10184,893795,11607,500314,8950,393481,8480,201576,6652,70333,4269,34425,3262,35908,3162,131243,5243,55803,3358,75440,4401,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,6826,1250,8022,1279,37530,2746,4106,938,1434,600,2672,763,33424,2619,5367,1205,28057,2298,841970,8324,665808,7636,363605,6760,302203,6601,176162,5527,49082,3648,26692,2486,22390,2443,127080,5207,60357,3888,66723,3993,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,1721,615,2634,966,11899,2094,1737,894,706,540,1031,786,10162,1883,1448,500,8714,1729,197311,4638,152854,4240,90344,2934,62510,3435,44457,3088,13472,1884,7294,1334,6178,1342,30985,2492,15853,1757,15132,2043,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,1812,686,1371,726,14507,1841,1066,499,409,215,657,467,13441,1743,4439,1161,9002,1487,91069,3784,52688,3527,35726,2514,16962,2022,38381,2511,8335,1429,6163,1248,2172,839,30046,2249,17978,1619,12068,1643,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,86071,4846,72498,4457,258537,9427,40871,3866,17384,2099,23487,2933,217666,8310,47850,4104,169816,7637,4215868,21877,3293558,19523,2073033,17504,1220525,13963,922310,15734,278739,8719,159274,6377,119465,6474,643571,12902,318344,8827,325227,9718,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,254447,8999,77579,5080,34039,2846,43540,3858,176868,7016,24868,2993,9561,1883,15307,2395,152000,6255,37109,3258,114891,5839,2042247,16550,1561800,17647,866098,12561,695702,11640,480447,11130,140115,5580,79487,4091,60628,4383,340332,8360,152228,5262,188104,7203,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,21376,2564,8593,1588,4751,1122,3842,927,12783,1967,1588,644,778,396,810,520,11195,1834,2710,866,8485,1654,279726,5264,214132,4338,128841,4036,85291,3587,65594,3376,22678,2130,14696,2014,7982,1398,42916,2891,27943,1930,14973,2014,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,35602,2629,18299,2010,6866,1173,11433,1732,17303,1875,3887,1059,1039,519,2848,969,13416,1742,2039,750,11377,1749,347084,5517,295696,5972,167340,4099,128356,4879,51388,3713,17674,1916,7676,1277,9998,1536,33714,3100,13737,1500,19977,2410,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,285732,8528,92059,5082,36656,2768,55403,4504,193673,6502,27116,2645,8413,1352,18703,2412,166557,5649,30403,2832,136154,4881,2860610,18614,2263392,16515,1243716,11590,1019676,12080,597218,13032,176406,6155,101946,4899,74460,4487,420812,10658,208133,5858,212679,7668,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,148710,6770,46577,3366,18339,1825,28238,2978,102133,6312,15712,1975,4132,946,11580,1693,86421,5756,14963,1889,71458,5369,1496321,12215,1202048,11005,712245,6813,489803,8301,294273,8588,96840,6228,44057,3225,52783,4465,197433,6555,87461,4323,109972,5296,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,58184,3653,19896,2154,8917,1172,10979,1560,38288,3104,6116,1085,1784,668,4332,998,32172,2844,4532,1291,27640,2514,738786,7218,621438,7583,370389,5609,251049,5385,117348,4319,38951,2643,17303,1782,21648,2226,78397,3809,31331,2354,47066,3364,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,62329,3366,22713,2277,8629,1361,14084,1930,39616,2585,4622,954,1207,462,3415,895,34994,2924,5614,1064,29380,2758,662224,8195,548976,7458,317429,5681,231547,6284,113248,4750,36368,2695,15090,1828,21278,2196,76880,3582,32906,2406,43974,3156,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
