GEO_ID,B19001H_001E,B19001H_001M,B19001H_002E,B19001H_002M,B19001H_003E,B19001H_003M,B19001H_004E,B19001H_004M,B19001H_005E,B19001H_005M,B19001H_006E,B19001H_006M,B19001H_007E,B19001H_007M,B19001H_008E,B19001H_008M,B19001H_009E,B19001H_009M,B19001H_010E,B19001H_010M,B19001H_011E,B19001H_011M,B19001H_012E,B19001H_012M,B19001H_013E,B19001H_013M,B19001H_014E,B19001H_014M,B19001H_015E,B19001H_015M,B19001H_016E,B19001H_016M,B19001H_017E,B19001H_017M,NAME,B19001H_001EA,B19001H_001MA,B19001H_002EA,B19001H_002MA,B19001H_003MA,B19001H_003EA,B19001H_004MA,B19001H_004EA,B19001H_005MA,B19001H_005EA,B19001H_006EA,B19001H_006MA,B19001H_007EA,B19001H_007MA,B19001H_008MA,B19001H_008EA,B19001H_009MA,B19001H_009EA,B19001H_010MA,B19001H_010EA,B19001H_011EA,B19001H_011MA,B19001H_012EA,B19001H_012MA,B19001H_013EA,B19001H_013MA,B19001H_014MA,B19001H_014EA,B19001H_015MA,B19001H_015EA,B19001H_016EA,B19001H_016MA,B19001H_017EA,B19001H_017MA,state
0400000US13,2133319,10394,136742,5817,107516,4807,101412,4996,101554,5088,105972,5304,109958,5308,107876,5886,103245,5998,94292,4750,185105,6259,243270,7609,277639,6671,178260,6831,96109,3632,96310,4705,88059,4197,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,137586,3095,9468,1446,5731,1238,4948,1247,5695,1163,4001,1008,6540,1440,6269,1234,6095,1214,5358,991,12838,1922,15226,2031,18645,1952,11882,1746,7885,1398,7652,1035,9353,1121,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,492947,4014,33178,2618,29534,2553,30656,2275,31835,2428,31646,2797,34655,2920,28722,2658,29591,2556,24321,2233,49140,3118,57927,3468,53644,2985,27207,2185,12428,1459,9990,1596,8473,1139,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3382400,11251,189488,5846,165823,6169,157016,5005,164226,6160,161232,5196,166246,5889,157892,5184,164176,5238,146196,5304,292307,6694,384035,8831,456979,9513,295352,6533,161851,5482,159526,5217,160055,6263,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2097282,10035,139701,6509,118311,5173,115743,4845,129589,4891,121916,4912,128642,5051,118957,5412,118426,5341,104164,4342,196832,6449,254951,6322,262951,7853,136870,5055,60184,3227,50042,3355,40003,2124,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1127598,5606,76580,4019,72064,3696,62760,3334,71795,3268,70281,3130,71241,3683,65771,3316,68014,3366,60411,2714,109721,4070,127847,3967,132877,4323,64115,2726,29875,2480,22580,1798,21666,1639,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,923697,5803,60668,2945,53723,2908,52708,2891,56367,3716,54021,3407,56515,3137,52619,3075,49329,2637,47695,3172,80876,3537,104313,3883,115370,4206,58558,2841,32899,2477,24985,2497,23051,1832,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1476076,7348,160210,6917,111967,4456,99875,4561,101492,4633,83762,3908,85878,3938,84343,4341,79866,4368,69932,3719,123464,5176,150614,4898,150297,5006,80629,3775,38451,2877,30391,2519,24905,2393,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1047729,6926,82980,4363,67262,4235,60266,3551,62842,3474,59826,3481,61033,3407,53614,3531,55956,3710,47902,3113,90923,5148,111969,4884,127654,3945,67633,3113,37258,2515,31351,2956,29260,2475,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,529854,3978,41383,2372,37851,2721,33924,2865,33228,2689,32489,2683,32964,2411,28104,2407,30334,2476,26737,2344,49383,2720,58687,3664,61072,3527,29868,2216,13311,1393,11940,1309,8579,1114,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1307563,6053,49815,2805,44893,3043,42601,2991,45962,3288,44972,2954,49177,3136,47538,3131,54479,3895,53080,3261,108753,4910,140839,4949,196439,6900,149036,5515,89839,3412,96025,5063,94115,3761,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2020003,10194,116821,5614,103319,5222,82151,4700,83564,4806,76873,4068,84387,4333,81605,4669,84458,4387,76581,4542,160676,5878,213725,6779,284807,7349,210941,5850,125103,4917,119735,4915,115257,4343,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3122712,9847,198766,6099,173672,5371,162989,5998,179343,5635,168465,5545,182195,5465,167527,4910,160922,4386,148737,4591,287726,6274,359876,7734,394357,6774,235631,5877,118359,3992,102272,4158,81875,3457,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1832155,6844,95786,4114,90951,3566,79126,3267,83756,3612,89391,3472,95300,3914,89645,3686,94426,3402,86948,3337,170292,4348,222951,5896,267084,5520,153827,5244,80355,3158,70479,3010,61838,3213,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,674489,6140,59617,3770,46002,3353,44389,3521,45021,3437,43618,3635,40482,2746,32941,2703,35053,2921,33335,2648,58933,3848,65970,3744,78464,3875,43326,3001,18600,2218,15279,1651,13459,1635,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1947141,8302,140018,5483,122819,5202,112528,4606,127478,4945,122881,5338,120908,4671,105474,4207,112279,5646,98682,4585,175973,5482,214578,6182,222265,6733,120408,4287,57003,3033,50093,3196,43754,2865,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,339360,3231,26623,2395,22422,1995,22687,2170,23981,2211,22402,1918,20888,2092,22161,2066,19311,1787,18204,1863,32686,2292,37201,2636,35542,2122,16134,1535,8327,1238,6802,1078,3989,645,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,618589,3938,41894,2793,37920,2358,34546,2401,40721,2533,37092,2495,34928,2591,34595,2380,33461,2096,32434,1948,56770,3043,72975,3082,74813,3011,41932,2541,18472,1815,13198,1233,12838,1347,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,625704,5223,34708,3062,28202,2876,28229,2711,28493,2564,29594,2965,31805,2727,28255,2454,32411,3223,27622,2713,52004,3689,81572,4688,90079,4659,53979,3165,27014,2675,28639,2470,23098,2170,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,479876,3951,24113,2163,22324,1906,19898,1953,22321,2234,22163,2334,22943,2132,21494,2177,23262,2036,19242,1819,43615,3101,58278,3233,73484,3907,44657,3293,24025,2325,21701,1888,16356,1665,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2104024,9843,85150,4298,79871,4935,79154,3745,83231,4404,76141,3947,76677,4073,72517,4396,85961,4629,76660,4533,160484,6304,215465,6879,311087,7611,225988,7258,147028,5098,159193,4456,169417,4650,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,369464,3682,26036,2532,22295,2340,17501,2119,22601,2260,19529,2217,20796,1920,21066,2400,19876,1900,15061,1706,33554,2536,39665,2678,45378,2814,25851,2246,16405,2118,13654,1573,10196,1356,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4664582,13929,285444,8436,242704,6790,223106,6672,217119,6403,222085,6605,224045,7520,201134,5883,204204,6488,191785,5520,375279,8893,489221,10182,603389,12197,408985,8489,233476,6327,243040,7147,299566,7621,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2479500,11048,181570,6125,141874,5942,130604,5043,148040,6889,142884,5524,144344,6573,132924,5528,126762,5149,120296,5376,231153,7899,273292,6707,301326,5954,170292,5238,81162,4240,77185,3381,75792,4069,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,252972,2448,20320,1850,19000,1779,15502,1753,14736,1720,15180,1692,16013,1830,15485,1491,13699,1152,14415,1550,22990,1806,30563,2046,28347,1836,12782,1290,5466,877,4149,780,4325,860,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3786268,11559,262786,7372,222786,7489,215405,6099,227971,6897,213053,6694,234564,7113,207338,6482,208189,6077,185280,5829,342178,7766,432503,8159,464348,8222,249156,6318,126701,3979,102608,4231,91402,3738,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1056230,6168,88522,4459,74207,3623,69217,4032,73370,3591,67164,4009,69840,3355,58333,3230,58548,3698,52250,3650,94417,4077,109813,4340,109647,4350,56326,3428,27621,2146,22882,2065,24073,1925,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1248740,7535,90118,5093,78607,3624,64013,3500,75445,4110,69404,4199,75032,4142,66224,3675,66992,3810,64164,3689,119477,5009,133409,4399,149996,5811,81476,4482,44932,3372,34752,2559,34699,2621,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4113288,12219,269525,7375,254485,5999,238508,6457,242035,6487,230803,7317,234102,5990,213368,6224,215348,5939,191100,7147,372282,7709,448233,8210,504100,9553,293396,7237,148516,5939,134410,4799,123077,5208,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,339614,3509,21978,2480,19466,2094,17080,2103,16343,1923,16636,1858,15086,1919,13253,1465,15225,1960,16177,1937,28805,3158,36804,2397,50796,3486,30268,2488,17346,1933,13044,1439,11307,1521,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1136516,7226,77681,4319,64803,3355,61255,3456,63670,4141,65896,4123,66413,3590,65051,3640,64160,3979,56613,3671,102249,4389,130078,4571,144307,5796,73205,4170,38147,3129,30750,2236,32238,2485,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,285059,2562,22524,1979,18103,1616,16373,1798,18087,1851,18359,1900,18470,1970,17024,1799,15303,1399,14173,1584,28882,2067,32516,2173,33578,2116,14186,1650,7235,1255,4581,844,5665,1130,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1901429,8790,175655,7423,129410,5645,111976,4296,123925,5535,119432,5024,116480,5046,104530,4723,102184,4263,91679,4149,164876,6886,201418,7733,199728,5691,107049,5329,52439,3431,49798,3033,50850,2945,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4512751,15699,284353,8586,221310,7575,210463,7058,223911,7432,221056,7221,226947,7030,218126,6663,229452,8255,193017,6841,379509,8783,483482,8612,592198,11106,389643,9503,211324,7323,206131,6177,221829,6400,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,704571,5044,34921,2670,27637,2464,32911,2777,37400,2935,35844,2848,39393,2989,39857,2906,40525,2482,37370,2720,70036,3335,93947,3915,95590,4203,51914,2743,26912,1910,22810,2213,17504,1470,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,244828,2411,15305,1544,15267,1863,13578,1689,14706,1568,13663,1520,13021,1538,14171,1396,15392,1793,11838,1343,22686,1983,28014,1987,30511,1867,17271,1514,8536,946,5973,962,4896,843,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2084533,9020,107165,5297,90582,4665,83857,4180,90685,4074,91319,4811,97696,4838,91415,4387,99614,4847,88592,5075,179107,6291,228472,7032,283617,7520,186182,6434,115808,4708,125244,4430,125178,4530,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2023434,8354,127165,4981,96389,4625,88021,4277,98921,4346,94621,5233,107315,5048,105012,5140,111796,5804,88366,3488,176088,5356,239451,7829,277838,8003,169494,6229,90319,3448,80314,3954,72324,3733,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,704497,5512,77257,3876,60717,3156,61205,3283,52199,2944,49480,2888,47231,3170,41277,2875,37662,2960,33282,2815,54895,3280,66396,3089,64958,4139,29269,2766,12755,1619,8169,1391,7745,1269,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1980869,8056,107937,4424,108998,3609,103880,3561,107876,4278,107597,3781,115575,4606,108110,4514,110513,4599,96055,3798,194937,6210,247911,6021,270301,5193,142246,3955,64699,3386,49575,2611,44659,2696,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,187322,2603,10825,1667,8412,1336,10851,1524,12220,1624,11796,1868,11950,1677,11380,1589,8567,1094,9458,1282,18852,1934,21074,1887,24171,2078,14199,1581,5597,924,4768,1029,3202,873,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15619,1511,3421,712,899,397,880,399,1058,408,1093,472,1097,565,382,270,161,152,569,326,984,453,1632,569,1173,480,1174,514,110,132,563,386,423,318,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
