GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001MA,B25100_001EA,B25100_002EA,B25100_002MA,B25100_003EA,B25100_003MA,B25100_004EA,B25100_004MA,B25100_005MA,B25100_005EA,B25100_006MA,B25100_006EA,B25100_007MA,B25100_007EA,B25100_008EA,B25100_008MA,B25100_009EA,B25100_009MA,B25100_010EA,B25100_010MA,B25100_011MA,B25100_011EA,B25100_012MA,B25100_012EA,B25100_013EA,B25100_013MA,state
0400000US01,1289272,11970,789058,11033,360937,7857,192515,5948,91762,4308,139863,5053,3981,988,500214,8788,183412,5684,87832,4335,57390,3519,165720,5435,5860,1264,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,148249,3302,102554,3334,24138,1737,31879,2196,19865,2043,26466,2323,206,212,45695,2226,15318,1366,7449,991,5693,913,17045,1414,190,188,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1523041,12956,1084174,13330,141599,5356,190088,6162,204094,6475,542162,10367,6231,1457,438867,6668,112808,4189,51250,3185,47552,3379,220898,6434,6359,1176,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,753412,8763,439018,9299,223672,7128,96751,4395,47953,2974,69118,3498,1524,659,314394,6698,127011,5658,51267,3025,37291,2476,95338,3993,3487,904,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7102197,26399,5431478,25319,233664,7555,355314,9019,575796,12478,4244804,23269,21900,2584,1670719,15863,187694,6112,99673,4232,108737,4120,1257959,14565,16656,2210,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1269421,10162,980544,9125,151182,5814,250613,7134,202825,6149,372907,8918,3017,799,288877,5949,51295,2640,38537,2837,34410,2444,161849,5442,2786,893,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,921382,7687,665431,8070,98527,4850,159452,4489,129611,4578,275947,6999,1894,748,255951,5671,32637,2400,33264,2478,32140,2130,156349,5353,1561,569,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238194,3604,158699,3796,29055,2214,38777,2424,29703,2387,61025,3159,139,136,79495,3215,17102,1726,9919,1482,9159,1191,42931,2566,384,267,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114586,3453,87339,3430,5213,1096,12075,1525,17648,1744,51709,3086,694,360,27247,2073,1817,563,2948,874,3268,986,18836,1716,378,241,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4994101,23446,3283171,21249,446465,10467,596653,12621,578341,11549,1641627,18219,20085,2488,1710930,16837,353436,7712,209069,6717,188404,7083,935334,13555,24687,2695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2285179,17167,1656735,15936,549645,11988,446319,9134,251440,7591,399419,9052,9912,1675,628444,9440,195707,6627,100350,4807,72103,4135,253396,6836,6888,1342,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,257599,4950,176714,5060,7343,1128,14519,1946,22049,2183,132081,4497,722,495,80885,3025,5115,893,5223,998,5923,949,63887,2390,737,530,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
