GEO_ID,B25093_001E,B25093_001M,B25093_002E,B25093_002M,B25093_003E,B25093_003M,B25093_004E,B25093_004M,B25093_005E,B25093_005M,B25093_006E,B25093_006M,B25093_007E,B25093_007M,B25093_008E,B25093_008M,B25093_009E,B25093_009M,B25093_010E,B25093_010M,B25093_011E,B25093_011M,B25093_012E,B25093_012M,B25093_013E,B25093_013M,B25093_014E,B25093_014M,B25093_015E,B25093_015M,B25093_016E,B25093_016M,B25093_017E,B25093_017M,B25093_018E,B25093_018M,B25093_019E,B25093_019M,B25093_020E,B25093_020M,B25093_021E,B25093_021M,B25093_022E,B25093_022M,B25093_023E,B25093_023M,B25093_024E,B25093_024M,B25093_025E,B25093_025M,B25093_026E,B25093_026M,B25093_027E,B25093_027M,B25093_028E,B25093_028M,B25093_029E,B25093_029M,NAME,B25093_001EA,B25093_001MA,B25093_002MA,B25093_002EA,B25093_003MA,B25093_003EA,B25093_004MA,B25093_004EA,B25093_005EA,B25093_005MA,B25093_006EA,B25093_006MA,B25093_007EA,B25093_007MA,B25093_008MA,B25093_008EA,B25093_009MA,B25093_009EA,B25093_010MA,B25093_010EA,B25093_011EA,B25093_011MA,B25093_012EA,B25093_012MA,B25093_013MA,B25093_013EA,B25093_014MA,B25093_014EA,B25093_015MA,B25093_015EA,B25093_016EA,B25093_016MA,B25093_017EA,B25093_017MA,B25093_018EA,B25093_018MA,B25093_019MA,B25093_019EA,B25093_020MA,B25093_020EA,B25093_021MA,B25093_021EA,B25093_022EA,B25093_022MA,B25093_023EA,B25093_023MA,B25093_024MA,B25093_024EA,B25093_025MA,B25093_025EA,B25093_026MA,B25093_026EA,B25093_027EA,B25093_027MA,B25093_028EA,B25093_028MA,B25093_029EA,B25093_029MA,state
0400000US01,1289272,11970,22836,2479,9497,1615,2634,765,1840,618,1191,476,7359,1447,315,221,139074,5440,64697,3997,22654,2068,15953,1896,9046,1798,24989,2770,1735,980,798363,8300,449649,6843,97457,3916,67602,3816,42544,3204,134431,4876,6680,1245,328999,4828,192480,4887,30376,1942,23784,2346,16163,1689,65085,3388,1111,415,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,148249,3302,2082,716,554,349,183,174,541,391,289,193,515,322,0,235,15752,1660,4292,844,3306,888,2466,810,1723,587,3849,988,116,190,109767,3040,52983,2580,16541,1786,11000,1511,8177,1190,20818,2246,248,217,20648,1135,12164,1088,2217,660,1640,492,890,367,3705,685,32,54,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1523041,12956,24888,2577,5865,1244,2841,869,3198,1011,2929,840,9432,1701,623,415,194645,6847,54250,3658,29377,2986,29422,3059,18746,1955,61136,4062,1714,895,906368,10056,398684,6888,128497,4981,100709,4431,68469,3570,202180,6801,7829,1473,397140,4955,235200,4899,36655,2841,26911,2099,22767,2058,73183,4412,2424,720,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,753412,8763,15887,1919,7132,1312,2333,715,1563,608,1158,534,3638,869,63,105,82804,3795,42612,3083,12933,1702,9173,1457,5388,1143,12352,1723,346,339,450582,6438,270500,6278,52740,2836,33978,2645,23916,2367,65702,4103,3746,1077,204139,4118,126006,3187,18468,1786,15030,1713,10110,1268,33669,2334,856,400,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7102197,26399,59450,4628,10531,1732,5367,1211,4725,1056,4359,1091,33160,3085,1308,570,698201,11055,114949,5287,77430,4698,82878,4471,81167,4420,339497,8863,2280,705,4676284,24408,1456817,13524,593817,12215,522450,10513,429159,9527,1647155,19014,26886,2819,1668262,11616,853158,10164,154403,5436,116091,5548,90193,3848,446335,8912,8082,1286,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1269421,10162,15103,1711,2317,631,1900,570,2065,715,1771,707,6922,1321,128,175,173801,5425,43601,2998,31205,2354,28046,2554,18518,2107,51879,3774,552,427,842978,8664,339975,7578,130202,4848,99720,5423,73960,4099,195629,6515,3492,846,237539,4553,127965,3963,23825,2101,18357,1570,12608,1407,53153,2877,1631,791,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,921382,7687,7417,1562,1335,575,1479,889,483,323,1099,593,3021,869,0,269,87737,4007,21795,2077,14738,2086,14512,2094,9932,1562,26341,2361,419,374,615755,6584,245066,5449,92282,4405,73637,4323,55512,3090,147386,5437,1872,706,210473,3494,86545,2710,24964,1789,20566,2050,15323,1544,61911,2688,1164,522,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238194,3604,3827,963,1318,591,591,407,301,262,363,330,1254,505,0,261,27045,1789,7725,1086,5855,1185,4079,930,2774,1065,6612,1175,0,261,147731,3062,74568,3020,21434,1947,14994,2015,9090,1451,27188,2270,457,285,59591,1655,36457,1583,5935,828,4279,753,2851,768,10003,1387,66,91,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114586,3453,689,355,161,189,0,292,0,292,113,187,415,278,0,292,14213,1450,4676,859,2613,749,1826,680,1387,529,3605,1015,106,127,68830,3155,28759,2610,9332,1546,7728,1177,4924,1052,17226,1933,861,423,30854,1953,16535,1364,2757,666,1902,574,1418,572,8137,1132,105,89,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4994101,23446,60863,4553,12571,2075,6094,1465,7343,1651,5472,1179,28244,3179,1139,618,477875,9589,121611,5294,70523,4390,66667,3926,52744,3716,163146,6930,3184,1065,2910848,18002,1131624,14200,382895,9364,310077,8388,237172,6590,821009,12818,28071,2846,1544515,10662,761903,10856,164145,5325,125251,5330,89949,4343,390889,9771,12378,1896,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
